job_index,experiment_id,L,I,P,T,seed_id,stress_id,wall_time_s,status
7,X_A0_U4_P5_L2_I5_T2,L2,I5,P5,T2,S00,ST3_extrinsic_4x,6.008503607008606,ok
7,X_A0_U4_P5_L2_I5_T4,L2,I5,P5,T4,S00,ST3_extrinsic_4x,6.204408782010432,ok
7,L2_S00_ST3_extrinsic_4x_I5_bundle,L2,I5,,,S00,ST3_extrinsic_4x,37.46904039999936,bundle_complete
12,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S01,ST1_vibration_3x,6.321514609997394,ok
12,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S01,ST1_vibration_3x,5.802241187018808,ok
12,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S01,ST1_vibration_3x,5.8342007029859815,ok
12,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S01,ST1_vibration_3x,6.221919386007357,ok
12,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S01,ST1_vibration_3x,5.270509302004939,ok
12,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S01,ST1_vibration_3x,5.809227883990388,ok
12,L2_S01_ST1_vibration_3x_I3_bundle,L2,I3,,,S01,ST1_vibration_3x,36.469128622993594,bundle_complete
13,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S01,ST1_vibration_3x,6.501839067990659,ok
13,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S01,ST1_vibration_3x,5.185929377999855,ok
13,X_A0_U4_P4_L2_I5_T2,L2,I5,P4,T2,S01,ST1_vibration_3x,6.240684782009339,ok
13,X_A0_U4_P4_L2_I5_T4,L2,I5,P4,T4,S01,ST1_vibration_3x,5.736922822019551,ok
13,X_A0_U4_P5_L2_I5_T2,L2,I5,P5,T2,S01,ST1_vibration_3x,5.728692499018507,ok
13,X_A0_U4_P5_L2_I5_T4,L2,I5,P5,T4,S01,ST1_vibration_3x,5.473482483008411,ok
13,L2_S01_ST1_vibration_3x_I5_bundle,L2,I5,,,S01,ST1_vibration_3x,35.986819541984005,bundle_complete
15,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S01,ST2_bias_rw_2x,5.733658223995008,ok
15,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S01,ST2_bias_rw_2x,6.245918183005415,ok
15,X_A0_U4_P4_L2_I5_T2,L2,I5,P4,T2,S01,ST2_bias_rw_2x,5.903307392989518,ok
15,X_A0_U4_P4_L2_I5_T4,L2,I5,P4,T4,S01,ST2_bias_rw_2x,5.3593613730045035,ok
15,X_A0_U4_P5_L2_I5_T2,L2,I5,P5,T2,S01,ST2_bias_rw_2x,5.599241346993949,ok
15,X_A0_U4_P5_L2_I5_T4,L2,I5,P5,T4,S01,ST2_bias_rw_2x,5.711649956996553,ok
15,L2_S01_ST2_bias_rw_2x_I5_bundle,L2,I5,,,S01,ST2_bias_rw_2x,35.69985215499764,bundle_complete
11,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S01,ST0_nominal,6.448868498991942,ok
11,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S01,ST0_nominal,6.006941953004571,ok
11,X_A0_U4_P4_L2_I5_T2,L2,I5,P4,T2,S01,ST0_nominal,6.06426576001104,ok
11,X_A0_U4_P4_L2_I5_T4,L2,I5,P4,T4,S01,ST0_nominal,5.8432122389785945,ok
11,X_A0_U4_P5_L2_I5_T2,L2,I5,P5,T2,S01,ST0_nominal,5.685044885991374,ok
11,X_A0_U4_P5_L2_I5_T4,L2,I5,P5,T4,S01,ST0_nominal,6.076569445023779,ok
11,L2_S01_ST0_nominal_I5_bundle,L2,I5,,,S01,ST0_nominal,37.37636512101744,bundle_complete
10,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S01,ST0_nominal,5.8131463729951065,ok
10,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S01,ST0_nominal,5.960761869995622,ok
10,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S01,ST0_nominal,6.131289918004768,ok
10,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S01,ST0_nominal,6.09515056599048,ok
10,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S01,ST0_nominal,6.048914824001258,ok
10,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S01,ST0_nominal,6.1167849939956795,ok
10,L2_S01_ST0_nominal_I3_bundle,L2,I3,,,S01,ST0_nominal,37.4129078790138,bundle_complete
17,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S01,ST3_extrinsic_4x,6.200684852985432,ok
17,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S01,ST3_extrinsic_4x,5.875589700997807,ok
17,X_A0_U4_P4_L2_I5_T2,L2,I5,P4,T2,S01,ST3_extrinsic_4x,6.201756430004025,ok
17,X_A0_U4_P4_L2_I5_T4,L2,I5,P4,T4,S01,ST3_extrinsic_4x,6.042430695000803,ok
17,X_A0_U4_P5_L2_I5_T2,L2,I5,P5,T2,S01,ST3_extrinsic_4x,5.415110473986715,ok
17,X_A0_U4_P5_L2_I5_T4,L2,I5,P5,T4,S01,ST3_extrinsic_4x,5.561611128010554,ok
17,L2_S01_ST3_extrinsic_4x_I5_bundle,L2,I5,,,S01,ST3_extrinsic_4x,36.456884813000215,bundle_complete
14,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S01,ST2_bias_rw_2x,6.047842134023085,ok
14,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S01,ST2_bias_rw_2x,5.937723843002459,ok
14,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S01,ST2_bias_rw_2x,6.275570608006092,ok
14,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S01,ST2_bias_rw_2x,5.897607303981204,ok
14,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S01,ST2_bias_rw_2x,5.948432367993519,ok
14,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S01,ST2_bias_rw_2x,5.475872154987883,ok
14,L2_S01_ST2_bias_rw_2x_I3_bundle,L2,I3,,,S01,ST2_bias_rw_2x,36.835532641998725,bundle_complete
16,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S01,ST3_extrinsic_4x,6.059696514013922,ok
16,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S01,ST3_extrinsic_4x,5.698940138012404,ok
16,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S01,ST3_extrinsic_4x,6.080634829006158,ok
16,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S01,ST3_extrinsic_4x,5.683387283002958,ok
16,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S01,ST3_extrinsic_4x,5.7144976790004876,ok
16,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S01,ST3_extrinsic_4x,6.034231704979902,ok
16,L2_S01_ST3_extrinsic_4x_I3_bundle,L2,I3,,,S01,ST3_extrinsic_4x,36.521635207987856,bundle_complete
19,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S01,ST4_harsh_combo,6.059882542002015,ok
19,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S01,ST4_harsh_combo,6.081417040026281,ok
19,X_A0_U4_P4_L2_I5_T2,L2,I5,P4,T2,S01,ST4_harsh_combo,5.968354762997478,ok
19,X_A0_U4_P4_L2_I5_T4,L2,I5,P4,T4,S01,ST4_harsh_combo,5.944730135001009,ok
19,X_A0_U4_P5_L2_I5_T2,L2,I5,P5,T2,S01,ST4_harsh_combo,5.667354425997473,ok
19,X_A0_U4_P5_L2_I5_T4,L2,I5,P5,T4,S01,ST4_harsh_combo,5.257317748008063,ok
19,L2_S01_ST4_harsh_combo_I5_bundle,L2,I5,,,S01,ST4_harsh_combo,36.1464792379993,bundle_complete
18,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S01,ST4_harsh_combo,6.273288953991141,ok
18,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S01,ST4_harsh_combo,5.936931020987686,ok
18,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S01,ST4_harsh_combo,6.311768373008817,ok
18,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S01,ST4_harsh_combo,5.8529006949975155,ok
18,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S01,ST4_harsh_combo,5.825357496010838,ok
18,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S01,ST4_harsh_combo,5.722748675005278,ok
18,L2_S01_ST4_harsh_combo_I3_bundle,L2,I3,,,S01,ST4_harsh_combo,37.06964611299918,bundle_complete
21,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S02,ST0_nominal,6.063547506986652,ok
21,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S02,ST0_nominal,5.665547083015554,ok
21,X_A0_U4_P4_L2_I5_T2,L2,I5,P4,T2,S02,ST0_nominal,5.9705876980151515,ok
21,X_A0_U4_P4_L2_I5_T4,L2,I5,P4,T4,S02,ST0_nominal,6.111966938013211,ok
21,X_A0_U4_P5_L2_I5_T2,L2,I5,P5,T2,S02,ST0_nominal,5.768251636996865,ok
21,X_A0_U4_P5_L2_I5_T4,L2,I5,P5,T4,S02,ST0_nominal,6.200536931020906,ok
21,L2_S02_ST0_nominal_I5_bundle,L2,I5,,,S02,ST0_nominal,36.879526008997345,bundle_complete
20,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S02,ST0_nominal,5.831124499993166,ok
20,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S02,ST0_nominal,5.767595407000044,ok
20,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S02,ST0_nominal,5.746809674979886,ok
20,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S02,ST0_nominal,6.406973884004401,ok
20,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S02,ST0_nominal,6.0512493980058935,ok
20,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S02,ST0_nominal,6.258075413003098,ok
20,L2_S02_ST0_nominal_I3_bundle,L2,I3,,,S02,ST0_nominal,37.10031618300127,bundle_complete
26,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S02,ST3_extrinsic_4x,5.395043797005201,ok
26,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S02,ST3_extrinsic_4x,5.629954072996043,ok
26,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S02,ST3_extrinsic_4x,5.385952801996609,ok
26,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S02,ST3_extrinsic_4x,5.955796276015462,ok
26,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S02,ST3_extrinsic_4x,6.072654160001548,ok
26,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S02,ST3_extrinsic_4x,6.276338802999817,ok
26,L2_S02_ST3_extrinsic_4x_I3_bundle,L2,I3,,,S02,ST3_extrinsic_4x,35.92676357898745,bundle_complete
22,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S02,ST1_vibration_3x,6.329278332996182,ok
22,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S02,ST1_vibration_3x,5.840277810988482,ok
22,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S02,ST1_vibration_3x,5.4587993689929135,ok
22,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S02,ST1_vibration_3x,6.22246275699581,ok
22,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S02,ST1_vibration_3x,5.721607427985873,ok
22,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S02,ST1_vibration_3x,6.179583640012424,ok
22,L2_S02_ST1_vibration_3x_I3_bundle,L2,I3,,,S02,ST1_vibration_3x,36.881908531009685,bundle_complete
27,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S02,ST3_extrinsic_4x,6.1702588940097485,ok
27,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S02,ST3_extrinsic_4x,5.693411093001487,ok
27,X_A0_U4_P4_L2_I5_T2,L2,I5,P4,T2,S02,ST3_extrinsic_4x,5.995870040991576,ok
27,X_A0_U4_P4_L2_I5_T4,L2,I5,P4,T4,S02,ST3_extrinsic_4x,6.350070368003799,ok
27,X_A0_U4_P5_L2_I5_T2,L2,I5,P5,T2,S02,ST3_extrinsic_4x,5.953384118009126,ok
27,X_A0_U4_P5_L2_I5_T4,L2,I5,P5,T4,S02,ST3_extrinsic_4x,5.725432406004984,ok
27,L2_S02_ST3_extrinsic_4x_I5_bundle,L2,I5,,,S02,ST3_extrinsic_4x,36.906951197976014,bundle_complete
23,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S02,ST1_vibration_3x,6.3269252449972555,ok
23,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S02,ST1_vibration_3x,5.456970228988212,ok
23,X_A0_U4_P4_L2_I5_T2,L2,I5,P4,T2,S02,ST1_vibration_3x,6.040554207022069,ok
23,X_A0_U4_P4_L2_I5_T4,L2,I5,P4,T4,S02,ST1_vibration_3x,6.153085813013604,ok
23,X_A0_U4_P5_L2_I5_T2,L2,I5,P5,T2,S02,ST1_vibration_3x,5.9640719320159405,ok
23,X_A0_U4_P5_L2_I5_T4,L2,I5,P5,T4,S02,ST1_vibration_3x,6.470919419982238,ok
23,L2_S02_ST1_vibration_3x_I5_bundle,L2,I5,,,S02,ST1_vibration_3x,37.55000024297624,bundle_complete
24,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S02,ST2_bias_rw_2x,6.1806406780087855,ok
24,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S02,ST2_bias_rw_2x,5.891485781001393,ok
24,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S02,ST2_bias_rw_2x,5.884006976004457,ok
24,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S02,ST2_bias_rw_2x,6.566924582992215,ok
24,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S02,ST2_bias_rw_2x,5.651999955996871,ok
24,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S02,ST2_bias_rw_2x,6.237200002971804,ok
24,L2_S02_ST2_bias_rw_2x_I3_bundle,L2,I3,,,S02,ST2_bias_rw_2x,37.53554237901699,bundle_complete
25,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S02,ST2_bias_rw_2x,6.235808459983673,ok
25,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S02,ST2_bias_rw_2x,5.5373605779896025,ok
25,X_A0_U4_P4_L2_I5_T2,L2,I5,P4,T2,S02,ST2_bias_rw_2x,5.692401027976302,ok
25,X_A0_U4_P4_L2_I5_T4,L2,I5,P4,T4,S02,ST2_bias_rw_2x,6.592291546985507,ok
25,X_A0_U4_P5_L2_I5_T2,L2,I5,P5,T2,S02,ST2_bias_rw_2x,5.929995733982651,ok
25,X_A0_U4_P5_L2_I5_T4,L2,I5,P5,T4,S02,ST2_bias_rw_2x,6.267450485000154,ok
25,L2_S02_ST2_bias_rw_2x_I5_bundle,L2,I5,,,S02,ST2_bias_rw_2x,37.49042015400482,bundle_complete
28,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S02,ST4_harsh_combo,6.032840428000782,ok
28,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S02,ST4_harsh_combo,5.9333883360086475,ok
28,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S02,ST4_harsh_combo,5.999976922001224,ok
28,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S02,ST4_harsh_combo,6.279740336991381,ok
28,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S02,ST4_harsh_combo,6.018663591006771,ok
28,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S02,ST4_harsh_combo,5.781631425983505,ok
28,L2_S02_ST4_harsh_combo_I3_bundle,L2,I3,,,S02,ST4_harsh_combo,37.44408706697868,bundle_complete
29,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S02,ST4_harsh_combo,6.042885530012427,ok
29,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S02,ST4_harsh_combo,5.6585076010087505,ok
29,X_A0_U4_P4_L2_I5_T2,L2,I5,P4,T2,S02,ST4_harsh_combo,5.822464345983462,ok
29,X_A0_U4_P4_L2_I5_T4,L2,I5,P4,T4,S02,ST4_harsh_combo,6.188855598011287,ok
29,X_A0_U4_P5_L2_I5_T2,L2,I5,P5,T2,S02,ST4_harsh_combo,6.117648576997453,ok
29,X_A0_U4_P5_L2_I5_T4,L2,I5,P5,T4,S02,ST4_harsh_combo,6.363222956017125,ok
29,L2_S02_ST4_harsh_combo_I5_bundle,L2,I5,,,S02,ST4_harsh_combo,37.50557725201361,bundle_complete
30,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S03,ST0_nominal,6.218904435983859,ok
30,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S03,ST0_nominal,5.6717963659903035,ok
30,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S03,ST0_nominal,5.409254102996783,ok
30,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S03,ST0_nominal,5.635265585005982,ok
30,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S03,ST0_nominal,6.326703580998583,ok
30,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S03,ST0_nominal,5.785662220994709,ok
30,L2_S03_ST0_nominal_I3_bundle,L2,I3,,,S03,ST0_nominal,36.25525828599348,bundle_complete
32,X_A0_U4_P0_L2_I3_T2,L2,I3,P0,T2,S03,ST1_vibration_3x,6.0743672419921495,ok
32,X_A0_U4_P0_L2_I3_T4,L2,I3,P0,T4,S03,ST1_vibration_3x,5.827278687997023,ok
32,X_A0_U4_P4_L2_I3_T2,L2,I3,P4,T2,S03,ST1_vibration_3x,5.9393367169832345,ok
32,X_A0_U4_P4_L2_I3_T4,L2,I3,P4,T4,S03,ST1_vibration_3x,5.827938994974829,ok
32,X_A0_U4_P5_L2_I3_T2,L2,I3,P5,T2,S03,ST1_vibration_3x,6.164659672009293,ok
32,X_A0_U4_P5_L2_I3_T4,L2,I3,P5,T4,S03,ST1_vibration_3x,5.7735793969768565,ok
32,L2_S03_ST1_vibration_3x_I3_bundle,L2,I3,,,S03,ST1_vibration_3x,36.72565522699733,bundle_complete
33,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S03,ST1_vibration_3x,6.134677598020062,ok
33,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S03,ST1_vibration_3x,5.595813583000563,ok
33,X_A0_U4_P4_L2_I5_T2,L2,I5,P4,T2,S03,ST1_vibration_3x,6.263482331007253,ok
33,X_A0_U4_P4_L2_I5_T4,L2,I5,P4,T4,S03,ST1_vibration_3x,5.774754789978033,ok
33,X_A0_U4_P5_L2_I5_T2,L2,I5,P5,T2,S03,ST1_vibration_3x,5.905261585023254,ok
33,X_A0_U4_P5_L2_I5_T4,L2,I5,P5,T4,S03,ST1_vibration_3x,5.6798103589972015,ok
33,L2_S03_ST1_vibration_3x_I5_bundle,L2,I5,,,S03,ST1_vibration_3x,36.714989529020386,bundle_complete
31,X_A0_U4_P0_L2_I5_T2,L2,I5,P0,T2,S03,ST0_nominal,5.769586721027736,ok
31,X_A0_U4_P0_L2_I5_T4,L2,I5,P0,T4,S03,ST0_nominal,6.057903183012968,ok
