version,solver,solver_family,eval_set,ID,capture,location,height,facing,tag_truth_source,tag_truth_corrected,point_estimator,frames_input,solve_fraction,status,frames_solved,x_mm,y_mm,z_mm,mean_x_mm,mean_y_mm,mean_z_mm,median_x_mm,median_y_mm,median_z_mm,x_std_mm,y_std_mm,z_std_mm,d3_std_mm,radial_p50_mm,radial_p95_mm,anchors_used_median,anchors_input_median,pct_solved_ge7,pct_solved_ge8,residual_rms_median_mm,residual_rms_p95_mm,filter_rejections,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,anchor_fit_det,anchor_fit_scale,anchor_similarity_scale_diagnostic,distance_to_array_centroid_mm,scale_bias_expected_mm,source_tr_all,layout_json
v4-io,T4+F0,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,mean,1201,1.0,ok,1201,1337.3399892903635,767.7077458413088,125.99885835912563,1337.3399892903644,767.7077458413088,125.99885835912565,1336.24753801369,768.4433038577371,120.77324276012865,18.534728299707837,29.810442893383783,48.405279147991116,59.79355908489333,45.57864678430807,110.95004790203484,8.0,8.0,99.75020815986679,91.75686927560366,79.04918869053262,159.35578906817096,0,-476.7935696639903,58.094269984250374,-392.3068898926565,-542.215344349341,182.54280058407934,-383.3240609304319,65.42177468535067,-124.44853059982897,-8.982828962224573,66.0355950919303,124.44853059982897,140.8834148776993,-1.0000000000000009,1.0,0.9582672713308588,889.8367413746068,37.13531528761927,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4+F1,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,mean,1201,1.0,ok,1201,1339.0503998164202,770.1062132711706,126.86526151789356,1339.0503998164206,770.1062132711708,126.86526151789366,1338.3366555353832,769.5810049821323,125.19947231023647,11.18684751523567,14.857328981843034,23.027345215279112,29.59973664523867,23.79656979046822,51.1510709691068,8.0,8.0,99.75020815986679,91.75686927560366,79.04918869053262,159.35578906817096,0,-474.5155580425503,57.21339358630907,-390.44583523536926,-542.215344349341,182.54280058407934,-383.3240609304319,67.69978630679066,-125.32940699777028,-7.1217743049373325,68.07334820056661,125.32940699777028,142.62342372011807,-1.0000000000000009,1.0,0.9582672713308588,889.8367413746068,37.13531528761927,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4+F2,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,mean,1201,1.0,ok,1201,1339.0503998164202,770.1062132711706,126.86526151789356,1339.0503998164206,770.1062132711708,126.86526151789366,1338.3366555353832,769.5810049821323,125.19947231023647,11.18684751523567,14.857328981843034,23.027345215279112,29.59973664523867,23.79656979046822,51.1510709691068,8.0,8.0,99.75020815986679,91.75686927560366,79.04918869053262,159.35578906817096,0,-474.5155580425503,57.21339358630907,-390.44583523536926,-542.215344349341,182.54280058407934,-383.3240609304319,67.69978630679066,-125.32940699777028,-7.1217743049373325,68.07334820056661,125.32940699777028,142.62342372011807,-1.0000000000000009,1.0,0.9582672713308588,889.8367413746068,37.13531528761927,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4+F3,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,mean,1201,1.0,ok,1201,1338.6403272010161,770.0342179886194,125.68679904785635,1338.6403272010164,770.0342179886192,125.6867990478562,1338.2136094259881,769.3629383485215,124.67341004594964,12.497905721716146,17.285205639154572,26.806146181452124,34.25704970539855,28.23768560451065,60.02323064812914,8.0,8.0,99.75020815986679,91.75686927560366,79.04918869053262,159.35578906817096,0,-474.5474969605326,58.38916549465276,-390.86851358703643,-542.215344349341,182.54280058407934,-383.3240609304319,67.66784738880835,-124.15363508942659,-7.544452656604506,68.0871231300222,124.15363508942659,141.5979570546175,-1.0000000000000009,1.0,0.9582672713308588,889.8367413746068,37.13531528761927,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4+F4,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,mean,1201,1.0,ok,1201,1339.0428133402206,770.118711481866,126.8773078419968,1339.042813340221,770.1187114818658,126.87730784199682,1338.0944936148492,769.8458155231235,125.09971685789777,7.877115401051508,9.46543857847895,15.638324817889515,19.9047903187715,15.776872307174969,34.3892329124179,8.0,8.0,99.75020815986679,91.75686927560366,79.04918869053262,159.35578906817096,0,-474.5027700169002,57.20113461946022,-390.45254775709236,-542.215344349341,182.54280058407934,-383.3240609304319,67.7125743324408,-125.34166596461912,-7.128486826660435,68.08676851756287,125.34166596461912,142.64060177225258,-1.0000000000000009,1.0,0.9582672713308588,889.8367413746068,37.13531528761927,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4+F5,external_position_filter,all8,ID01,static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,reconstructed_from_relabelled_balls,False,mean,1201,1.0,ok,1201,1339.4927836695842,770.184324730514,127.64892992504815,1339.4927836695817,770.1843247305134,127.6489299250484,1338.279170484534,769.809238176899,126.17249686100222,7.552474005820781,8.464932847734453,14.074490903893754,18.077230040275538,14.41462600299641,30.56983087723579,8.0,8.0,99.75020815986679,91.75686927560366,79.04918869053262,159.35578906817096,0,-474.4745497475401,56.432569993909325,-389.99353679043975,-542.215344349341,182.54280058407934,-383.3240609304319,67.74079460180087,-126.11023059017002,-6.669475860007822,68.06832715390178,126.11023059017002,143.3076670001869,-1.0000000000000009,1.0,0.9582672713308588,889.8367413746068,37.13531528761927,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID01_BSF66F_120s_20260528_110629/tag_capture_20260528_110630/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4+F0,external_position_filter,all8,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,mean,1201,1.0,ok,1201,1506.1004387432035,717.5045287282596,-867.2787143411651,1506.1004387432024,717.5045287282596,-867.2787143411655,1506.128498933301,718.166276955703,-866.9489921576721,24.56557723205123,30.399986941250845,43.445003173431765,58.43881493931573,45.29899466366173,106.45443057978171,8.0,8.0,99.91673605328893,95.67027477102414,58.31895545765461,132.23078394866351,0,-524.802306688745,1053.281354307478,-234.51393344995859,-543.22998,1105.589,-259.92136,18.42767331125492,-52.307645692521874,25.407426550041407,31.386565080653313,52.307645692521874,61.0016906770336,-1.0000000000000009,1.0,0.9582672713308588,461.6346339824702,19.265272924268757,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4+F1,external_position_filter,all8,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,mean,1201,1.0,ok,1201,1511.30446525128,713.2375502921267,-877.3006649078013,1511.304465251281,713.2375502921273,-877.3006649078021,1511.2880944205344,712.9526816218863,-877.27862316628,14.215352871783626,17.52256572793522,23.548336208819862,32.61350495059912,25.72677279910854,59.07454231106724,8.0,8.0,99.91673605328893,95.67027477102414,58.31895545765461,132.23078394866351,0,-529.2544956686872,1063.3971359052643,-229.6582701601435,-543.22998,1105.589,-259.92136,13.975484331312714,-42.19186409473559,30.26308983985649,33.334198189696906,42.19186409473559,53.771016028513266,-1.0000000000000009,1.0,0.9582672713308588,461.6346339824702,19.265272924268757,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4+F2,external_position_filter,all8,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,mean,1201,1.0,ok,1201,1511.30446525128,713.2375502921267,-877.3006649078013,1511.304465251281,713.2375502921273,-877.3006649078021,1511.2880944205344,712.9526816218863,-877.27862316628,14.215352871783626,17.52256572793522,23.548336208819862,32.61350495059912,25.72677279910854,59.07454231106724,8.0,8.0,99.91673605328893,95.67027477102414,58.31895545765461,132.23078394866351,0,-529.2544956686872,1063.3971359052643,-229.6582701601435,-543.22998,1105.589,-259.92136,13.975484331312714,-42.19186409473559,30.26308983985649,33.334198189696906,42.19186409473559,53.771016028513266,-1.0000000000000009,1.0,0.9582672713308588,461.6346339824702,19.265272924268757,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
v4-io,T4+F3,external_position_filter,all8,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,motive_iantenna,False,mean,1201,1.0,ok,1201,1510.2339617972912,714.4634884484466,-875.3493767034055,1510.2339617972912,714.4634884484473,-875.3493767034055,1510.3661069475165,714.2138102481737,-875.5573570097491,16.566722101905572,20.50837134781832,28.0008728924708,38.45904912087776,29.880372173851484,69.87598463390492,8.0,8.0,99.91673605328893,95.67027477102414,58.31895545765461,132.23078394866351,0,-527.9897592556837,1061.4223422099326,-230.63656425255067,-543.22998,1105.589,-259.92136,15.240220744316275,-44.16665779006735,29.284795747449323,33.01308210854167,44.16665779006735,55.1412481782035,-1.0000000000000009,1.0,0.9582672713308588,461.6346339824702,19.265272924268757,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
