version,solver,solver_family,eval_set,ID,center_distance_mm,radial_signed_error_mm,tangential_error_mm,radially_outward
v4-io,T4+F0,external_position_filter,all8,ID01,904.8581057484208,83.11758683493697,113.75237732170108,True
v4-io,T4+F0,external_position_filter,all8,ID02,414.80151183802343,-36.55781067067079,48.83372548171885,False
v4-io,T4+F0,external_position_filter,all8,ID03,762.7501078007356,152.5420364187599,81.36244106597746,True
v4-io,T4+F0,external_position_filter,all8,ID04,1065.811558067375,195.34599454378667,198.99282139739506,True
v4-io,T4+F0,external_position_filter,all8,ID05,692.4979819346567,37.0717946841948,35.04582568539118,True
v4-io,T4+F0,external_position_filter,all8,ID06,983.0246745750289,95.19375268897242,97.84726204902687,True
v4-io,T4+F0,external_position_filter,all8,ID07,954.6549679640887,133.65284154442804,94.4175417269555,True
v4-io,T4+F0,external_position_filter,all8,ID08,580.6086421076762,53.01774522871875,43.441550253098974,True
v4-io,T4+F0,external_position_filter,all8,ID09,825.5734294328124,17.432605707757308,29.339036610954043,True
v4-io,T4+F0,external_position_filter,all8,ID10,1063.4564290726642,115.69749894537046,38.18883156755151,True
v4-io,T4+F0,external_position_filter,all8,ID11,770.8923252279794,49.37222620066737,41.16678368560022,True
v4-io,T4+F0,external_position_filter,all8,ID12,972.8722083943702,100.71846461309548,90.02100812453287,True
v4-io,T4+F0,external_position_filter,all8,ID13,164.33330797041327,-75.05195845667976,16.460922292191253,False
v4-io,T4+F0,external_position_filter,all8,ID14,160.68776077464324,-55.863797056011045,23.331476607560113,False
v4-io,T4+F0,external_position_filter,all8,ID15,161.88022524167178,-81.77675368584983,24.796173557374498,False
v4-io,T4+F0,external_position_filter,all8,ID16,147.9126953292345,-0.23341487933999983,6.278514958688618,False
v4-io,T4+F0,external_position_filter,all8,ID17,780.0403542483501,43.09541095403283,17.273944976350172,True
v4-io,T4+F0,external_position_filter,all8,ID18,785.9969931308584,29.393938300609506,48.71190814869781,True
v4-io,T4+F0,external_position_filter,all8,ID19,779.8893538325998,129.81502874447233,37.26850400953152,True
v4-io,T4+F0,external_position_filter,all8,ID20,780.296291419316,87.68234223853946,30.73469148127755,True
v4-io,T4+F0,external_position_filter,all8,ID21,622.457440757399,40.37272550515528,39.964100907798304,True
v4-io,T4+F0,external_position_filter,all8,ID22,625.807129330668,-6.364376096602504,22.60567275874355,False
v4-io,T4+F0,external_position_filter,all8,ID23,625.4677339212478,78.07395657013646,77.57089202302032,True
v4-io,T4+F0,external_position_filter,all8,ID24,623.9880940820714,37.675544279581544,27.839684768479103,True
v4-io,T4+F1,external_position_filter,all8,ID01,904.8581057484208,82.54700725066695,116.30749153690262,True
v4-io,T4+F1,external_position_filter,all8,ID02,414.80151183802343,-29.90118656871675,44.690504657269464,False
v4-io,T4+F1,external_position_filter,all8,ID03,762.7501078007356,158.2057914132085,82.2796198996315,True
v4-io,T4+F1,external_position_filter,all8,ID04,1065.811558067375,192.368099182556,195.10135519317944,True
v4-io,T4+F1,external_position_filter,all8,ID05,692.4979819346567,41.11917363807913,31.81619375063584,True
v4-io,T4+F1,external_position_filter,all8,ID06,983.0246745750289,99.86325921586177,98.67939283401086,True
v4-io,T4+F1,external_position_filter,all8,ID07,954.6549679640887,141.91701975941743,97.51586258238555,True
v4-io,T4+F1,external_position_filter,all8,ID08,580.6086421076762,54.33654611323284,41.33229448887816,True
