host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
71.340,1777925222.173422,14680477,25730,H,7,0xa107,0xb102,0xe1,14520,7,1676,123,4849,20
71.640,1777925222.473367,14680777,25731,H,7,0xa107,0xb102,0xe1,13674,6,1002,98,3958,20
71.940,1777925222.773108,14681077,25732,H,7,0xa107,0xb102,0xe1,12690,6,651,82,4382,20
72.040,1777925222.873152,14681177,25733,H,7,0xa107,0xb102,0xe1,11686,6,260,54,2934,20
72.140,1777925222.973140,14681277,25734,H,7,0xa107,0xb102,0xe1,13285,6,821,90,4272,20
72.386,1777925223.218728,14681523,25735,H,7,0xa107,0xb101,0xe1,14826,7,1575,118,6334,20
72.640,1777925223.473268,14681777,25736,H,7,0xa107,0xb102,0xe1,14545,7,1598,120,6393,20
72.940,1777925223.773344,14682077,25737,H,7,0xa107,0xb102,0xe1,13404,6,1085,103,5695,20
73.386,1777925224.218850,14682523,25738,H,7,0xa107,0xb101,0xe1,15129,7,1690,121,6188,20
73.486,1777925224.318758,14682623,25739,H,7,0xa107,0xb101,0xe1,10615,6,219,52,2552,20
73.586,1777925224.418723,14682723,25740,H,7,0xa107,0xb101,0xe1,12096,6,378,64,3566,20
73.686,1777925224.518947,14682823,25741,H,7,0xa107,0xb101,0xe1,15105,7,1632,119,5578,20
73.840,1777925224.672986,14682977,25742,H,7,0xa107,0xb102,0xe1,14534,7,1705,124,7132,20
73.940,1777925224.773258,14683077,25743,H,7,0xa107,0xb102,0xe1,15854,7,1830,123,5479,20
74.385,1777925225.218693,14683523,25744,H,7,0xa107,0xb101,0xe1,15765,7,1761,121,6439,20
74.499,1777925225.331847,14683623,25745,H,7,0xa107,0xb101,0xe1,12797,6,739,87,4426,20
74.540,1777925225.373145,14683677,25746,H,7,0xa107,0xb102,0xe1,15446,7,1697,120,6413,20
75.040,1777925225.873187,14684177,25747,H,7,0xa107,0xb102,0xe1,15033,7,1597,118,5288,20
75.286,1777925226.118747,14684423,25748,H,7,0xa107,0xb101,0xe1,14785,7,1679,122,6945,20
75.440,1777925226.272922,14684577,25749,H,7,0xa107,0xb102,0xe1,14463,7,1589,120,6778,20
75.540,1777925226.373201,14684677,25750,H,7,0xa107,0xb102,0xe1,14133,7,1144,103,4678,20
76.040,1777925226.872898,14685177,25751,H,7,0xa107,0xb102,0xe1,12519,6,509,73,3851,20
76.140,1777925226.973205,14685277,25752,H,7,0xa107,0xb102,0xe1,13313,6,1229,110,6078,20
76.385,1777925227.218698,14685523,25753,H,7,0xa107,0xb101,0xe1,14632,7,1689,123,6599,20
76.553,1777925227.386235,14685677,25754,H,7,0xa107,0xb102,0xe1,16341,7,1917,124,6554,20
77.140,1777925227.972816,14686277,25755,H,7,0xa107,0xb102,0xe1,12021,6,298,57,2553,20
77.385,1777925228.218400,14686523,25756,H,7,0xa107,0xb101,0xe1,14977,7,1673,121,6216,20
77.485,1777925228.318661,14686623,25757,H,7,0xa107,0xb101,0xe1,14917,7,1750,124,6772,20
77.639,1777925228.472575,14686777,25758,H,7,0xa107,0xb102,0xe1,14825,7,1656,121,6586,20
77.740,1777925228.572880,14686877,25759,H,7,0xa107,0xb102,0xe1,14336,7,1628,122,6367,20
78.039,1777925228.872702,14687177,25760,H,7,0xa107,0xb102,0xe1,12231,6,511,74,3670,20
78.140,1777925228.973015,14687277,25761,H,7,0xa107,0xb102,0xe1,14124,7,1526,119,4552,20
78.485,1777925229.318246,14687623,25762,H,7,0xa107,0xb101,0xe1,9666,6,118,40,1779,20
78.585,1777925229.418504,14687723,25763,H,7,0xa107,0xb101,0xe1,14920,7,1612,119,5031,20
78.839,1777925229.672609,14687977,25764,H,7,0xa107,0xb102,0xe1,10954,6,226,52,2731,20
78.939,1777925229.772650,14688077,25765,H,7,0xa107,0xb102,0xe1,13484,6,675,81,4523,20
79.040,1777925229.872954,14688177,25766,H,7,0xa107,0xb102,0xe1,13181,6,1130,106,5405,20
104.554,1777925255.387236,14713694,25767,H,7,0xa107,0xb102,0xe1,15728,7,1875,125,6817,20
104.573,1777925255.405736,14713712,25768,E,4,0xa104,0xb101,0xe1,15327,7,1656,119,2672,20
