host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm
3.488629,1777235284.509794,84087,,BS2DCE,,cal_roto,5,success,83,4,4,227,318,0
3.595979,1777235284.617144,84088,,BS2DCE,,cal_roto,5,success,84,4,4,87,124,0
3.798699,1777235284.819864,84089,,BS2DCE,,cal_roto,5,success,85,4,4,69,98,0
4.002782,1777235285.023947,84090,,BS2DCE,,cal_roto,5,success,86,4,4,21,30,0
4.208219,1777235285.229384,84091,,BS2DCE,,cal_roto,5,success,87,4,4,47,69,0
4.389075,1777235285.41024,84092,,BS2DCE,,cal_roto,5,success,87,4,4,163,239,0
4.595368,1777235285.616533,84093,,BS2DCE,,cal_roto,5,success,88,4,4,71,104,0
4.797557,1777235285.818722,84094,,BS2DCE,,cal_roto,5,success,89,4,4,82,122,0
4.981186,1777235286.002351,84095,,BS2DCE,,cal_roto,5,success,89,4,4,21,31,0
5.163405,1777235286.18457,84096,,BS2DCE,,cal_roto,5,success,89,4,4,22,33,0
5.412901,1777235286.434066,84097,,BS2DCE,,cal_roto,5,success,90,4,4,59,90,0
5.596286,1777235286.617451,84098,,BS2DCE,,cal_roto,5,success,91,4,4,45,69,0
5.80259,1777235286.823755,84099,,BS2DCE,,cal_roto,5,success,91,4,4,140,207,0
6.005283,1777235287.026448,84100,,BS2DCE,,cal_roto,5,success,91,4,4,40,62,0
6.188616,1777235287.209781,84101,,BS2DCE,,cal_roto,5,success,91,4,4,115,170,0
6.395083,1777235287.416248,84102,,BS2DCE,,cal_roto,5,success,91,4,4,112,157,0
6.626876,1777235287.648041,84103,,BS2DCE,,cal_roto,5,success,92,4,4,75,116,0
6.830241,1777235287.851406,84104,,BS2DCE,,cal_roto,5,success,92,4,4,174,268,0
6.987507,1777235288.008672,84105,,BS2DCE,,cal_roto,5,success,92,4,4,103,159,0
7.213396,1777235288.234561,84106,,BS2DCE,,cal_roto,5,success,95,4,4,133,201,0
7.396186,1777235288.417351,84107,,BS2DCE,,cal_roto,5,success,95,4,4,154,230,0
7.60258,1777235288.623745,84108,,BS2DCE,,cal_roto,5,success,96,4,4,106,161,0
7.805513,1777235288.826678,84109,,BS2DCE,,cal_roto,5,success,96,4,4,12,18,0
