host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
0.889389,1777235281.910554,84076,,BS2DCE,,cal_roto,5,A,ok,ok,2992,2992,0,0,100,100
0.892386,1777235281.913551,84076,,BS2DCE,,cal_roto,5,B,ok,ok,3295,3295,0,0,100,100
0.892443,1777235281.913608,84076,,BS2DCE,,cal_roto,5,C,ok,ok,2863,2863,0,0,100,100
0.895508,1777235281.916673,84076,,BS2DCE,,cal_roto,5,D,ok,ok,2678,2678,0,0,100,100
0.895563,1777235281.916728,84076,,BS2DCE,,cal_roto,5,E,ok,ok,2933,2933,0,0,100,100
0.913039,1777235281.934204,84076,,BS2DCE,,cal_roto,5,F,ok,ok,3110,3110,0,0,100,100
0.913073,1777235281.934238,84076,,BS2DCE,,cal_roto,5,G,ok,ok,2504,2504,0,0,100,100
1.120992,1777235282.142157,84077,,BS2DCE,,cal_roto,5,A,ok,ok,3242,3242,0,0,100,100
1.124163,1777235282.145328,84077,,BS2DCE,,cal_roto,5,B,reject,raw_outlier,2563,3295,0,0,75,75
1.124227,1777235282.145392,84077,,BS2DCE,,cal_roto,5,C,ok,ok,2666,2666,0,0,100,100
1.127447,1777235282.148612,84077,,BS2DCE,,cal_roto,5,D,reject,raw_outlier,3338,2678,0,0,75,75
1.127591,1777235282.148756,84077,,BS2DCE,,cal_roto,5,E,timeout,rx_timeout,0,2933,0,0,75,75
1.145473,1777235282.166638,84077,,BS2DCE,,cal_roto,5,F,reject,raw_outlier,2255,3110,0,0,75,75
1.145564,1777235282.166729,84077,,BS2DCE,,cal_roto,5,G,ok,ok,2579,2579,0,0,100,100
1.307062,1777235282.328227,84078,,BS2DCE,,cal_roto,5,A,ok,ok,3267,3267,0,0,100,100
1.309395,1777235282.33056,84078,,BS2DCE,,cal_roto,5,B,reject,raw_outlier,2463,3295,0,0,60,60
1.326086,1777235282.347251,84078,,BS2DCE,,cal_roto,5,C,reject,raw_outlier,3245,2666,0,0,80,80
1.326174,1777235282.347339,84078,,BS2DCE,,cal_roto,5,D,reject,raw_outlier,3414,2678,0,0,60,60
1.329073,1777235282.350238,84078,,BS2DCE,,cal_roto,5,E,ok,ok,2821,2821,0,0,80,80
1.32914,1777235282.350305,84078,,BS2DCE,,cal_roto,5,F,ok,ok,2695,2695,0,0,80,80
1.355417,1777235282.376582,84078,,BS2DCE,,cal_roto,5,G,timeout,rx_timeout,0,2579,0,0,80,80
1.355703,1777235282.376868,84078,,BS2DCE,,cal_roto,5,H,ok,ok,3219,3219,0,0,100,100
1.534706,1777235282.555871,84079,,BS2DCE,,cal_roto,5,A,ok,ok,3031,3031,0,0,100,100
1.534748,1777235282.555913,84079,,BS2DCE,,cal_roto,5,B,reject,raw_outlier,2362,3295,0,0,50,50
1.537881,1777235282.559046,84079,,BS2DCE,,cal_roto,5,C,ok,ok,3010,3010,0,0,83,83
1.537977,1777235282.559142,84079,,BS2DCE,,cal_roto,5,D,reject,raw_outlier,3539,2678,0,0,50,50
