row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L3:I1+I3+I7:T6,simulate_imu_prior,0.6652927999966778,,,,
R4:L3:I1+I3+I7:T6,cpu_golden,20.151127909004572,,,,
R4:L3:I1+I3+I7:T6,torch_gpu,2.180674318995443,0,1,2.180674318995443,2.180674318995443
R4:L3:I1+I3+I7:T8,simulate_imu_prior,0.6021553970058449,,,,
R4:L3:I1+I3+I7:T8,cpu_golden,21.204953967986512,,,,
R4:L3:I1+I3+I7:T8,torch_gpu,2.065595594001934,0,1,2.065595594001934,2.065595594001934
R4:L3:I1+I2+I3+I8:T6,simulate_imu_prior,0.5718069200083846,,,,
R4:L3:I1+I2+I3+I8:T6,cpu_golden,20.900602584006265,,,,
R4:L3:I1+I2+I3+I8:T6,torch_gpu,2.1626408120064298,0,1,2.1626408120064298,2.1626408120064298
R4:L3:I1+I2+I3+I8:T8,simulate_imu_prior,0.6068888070003595,,,,
R4:L3:I1+I2+I3+I8:T8,cpu_golden,21.074838906002697,,,,
R4:L3:I1+I2+I3+I8:T8,torch_gpu,2.007834069998353,0,1,2.007834069998353,2.007834069998353
