capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,seed_id,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust,chunk_id,gpu_device,child_run_id
R01,BS2DCE,200,200,0.0004467207352476,0.0008477946314165,0.0010878127127788,1.0,1.0,R2:L2:I3:T6,S00,R2,L2,I3,T6,100.88,1.0,False,agreement_0000,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_agreement_0000_cuda0
R01,BSDC91,200,200,0.0003941794920761,0.0007467300523849,0.0008538061092732,1.0,1.0,R2:L2:I3:T6,S00,R2,L2,I3,T6,100.88,1.0,False,agreement_0000,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_agreement_0000_cuda0
