row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s,chunk_id,gpu_device,child_run_id
R2:L2:I3:T6,S00,simulate_imu_prior,L2:I3,0.2868574770000123,,,,,agreement_0000,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_agreement_0000_cuda0
R2:L2:I3:T6,S00,build_track_tensors,L2:I3,0.0917937730009725,,,,,agreement_0000,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_agreement_0000_cuda0
R2:L2:I3:T6,S00,cpu_golden,,0.0645539640026982,,,,,agreement_0000,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_agreement_0000_cuda0
R2:L2:I3:T6,S00,torch_gpu,,0.2267171009989397,0.0,1.0,0.2267171009989397,0.2267171009989397,agreement_0000,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_agreement_0000_cuda0
R2:L2:I0:T6,S00,simulate_imu_prior,L2:I0,0.2854603760024474,,,,,partial_raw_0000,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0000_cuda0
R2:L2:I0:T6,S00,build_track_tensors,L2:I0,0.0924292340023384,,,,,partial_raw_0000,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0000_cuda0
R2:L2:I0:T6,S00,torch_gpu,,0.2245416090008802,0.0,1.0,0.2245416090008802,0.2245416090008802,partial_raw_0000,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0000_cuda0
R2:L2:I0:T8,S00,torch_gpu,,0.0983935149997705,0.0,1.0,0.0983935149997705,0.0983935149997705,partial_raw_0000,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0000_cuda0
R2:L2:I1:T6,S00,simulate_imu_prior,L2:I1,0.2852953869987686,,,,,partial_raw_0000,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0000_cuda0
R2:L2:I1:T6,S00,build_track_tensors,L2:I1,0.042295594997995,,,,,partial_raw_0000,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0000_cuda0
R2:L2:I1:T6,S00,torch_gpu,,0.0964714110014028,0.0,1.0,0.0964714110014028,0.0964714110014028,partial_raw_0000,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0000_cuda0
R2:L2:I1:T8,S00,torch_gpu,,0.0995869660000607,0.0,1.0,0.0995869660000607,0.0995869660000607,partial_raw_0000,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0000_cuda0
R2:L2:I3:T6,S00,simulate_imu_prior,L2:I3,0.2837623550003627,,,,,partial_raw_0001,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0001_cuda0
R2:L2:I3:T6,S00,build_track_tensors,L2:I3,0.0948628090009151,,,,,partial_raw_0001,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0001_cuda0
R2:L2:I3:T6,S00,torch_gpu,,0.2244773299971711,0.0,1.0,0.2244773299971711,0.2244773299971711,partial_raw_0001,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0001_cuda0
R2:L2:I3:T8,S00,torch_gpu,,0.0996668169973418,0.0,1.0,0.0996668169973418,0.0996668169973418,partial_raw_0001,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0001_cuda0
R2:L2:I4:T6,S00,simulate_imu_prior,L2:I4,0.2904908679993241,,,,,partial_raw_0001,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0001_cuda0
R2:L2:I4:T6,S00,build_track_tensors,L2:I4,0.0432699970006069,,,,,partial_raw_0001,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0001_cuda0
R2:L2:I4:T6,S00,torch_gpu,,0.0970396129996515,0.0,1.0,0.0970396129996515,0.0970396129996515,partial_raw_0001,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0001_cuda0
R2:L2:I4:T8,S00,torch_gpu,,0.1003152089979266,0.0,1.0,0.1003152089979266,0.1003152089979266,partial_raw_0001,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0001_cuda0
R2:L2:I7:T6,S00,simulate_imu_prior,L2:I7,0.2829595859984692,,,,,partial_raw_0002,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0002_cuda0
R2:L2:I7:T6,S00,build_track_tensors,L2:I7,0.0949547689997416,,,,,partial_raw_0002,cuda:0,smoke_bootstrap_gpuonly_partial_20260606T203705Z_partial_raw_0002_cuda0
