row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L18:I3:T6,simulate_imu_prior,0.6592590850050328,,,,
R4:L18:I3:T6,cpu_golden,21.3270589140011,,,,
R4:L18:I3:T6,torch_gpu,2.1822176319983555,0,1,2.1822176319983555,2.1822176319983555
R4:L18:I3:T8,simulate_imu_prior,0.6082646760041825,,,,
R4:L18:I3:T8,cpu_golden,20.430811457990785,,,,
R4:L18:I3:T8,torch_gpu,2.0570353789953515,0,1,2.0570353789953515,2.0570353789953515
R4:L18:I4:T6,simulate_imu_prior,0.5751528510008939,,,,
R4:L18:I4:T6,cpu_golden,20.592467945010867,,,,
R4:L18:I4:T6,torch_gpu,2.031748270994285,0,1,2.031748270994285,2.031748270994285
R4:L18:I4:T8,simulate_imu_prior,0.5407711080042645,,,,
R4:L18:I4:T8,cpu_golden,21.032518043997698,,,,
R4:L18:I4:T8,torch_gpu,2.063669814990135,0,1,2.063669814990135,2.063669814990135
