host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm
3.843001,1777208482.466308,3956,,BS2DCE,,cal_roto,5,success,97,4,4,63,89,0
4.05311,1777208482.676417,3957,,BS2DCE,,cal_roto,5,success,97,4,4,61,86,0
4.311494,1777208482.934801,3958,,BS2DCE,,cal_roto,5,success,97,4,4,112,167,0
4.435495,1777208483.058802,3959,,BS2DCE,,cal_roto,5,success,97,4,4,130,196,0
4.621325,1777208483.244632,3960,,BS2DCE,,cal_roto,5,success,98,4,4,120,180,0
4.79899,1777208483.422297,3961,,BS2DCE,,cal_roto,5,pending,96,4,3,0,0,0
4.922844,1777208483.546151,3962,,BS2DCE,,cal_roto,5,success,97,4,4,40,59,0
5.028386,1777208483.651693,3963,,BS2DCE,,cal_roto,5,success,97,4,4,42,62,0
5.241363,1777208483.86467,3964,,BS2DCE,,cal_roto,5,success,97,4,4,32,47,0
5.440428,1777208484.063735,3965,,BS2DCE,,cal_roto,5,success,97,4,4,54,82,0
5.695826,1777208484.319133,3966,,BS2DCE,,cal_roto,5,success,98,4,4,80,123,0
5.908792,1777208484.532099,3967,,BS2DCE,,cal_roto,5,success,98,4,4,17,26,0
6.061189,1777208484.684496,3968,,BS2DCE,,cal_roto,5,success,98,4,4,87,137,0
6.23532,1777208484.858627,3969,,BS2DCE,,cal_roto,5,success,98,4,4,101,150,0
6.449253,1777208485.07256,3970,,BS2DCE,,cal_roto,5,success,98,4,4,22,32,0
6.625484,1777208485.248791,3971,,BS2DCE,,cal_roto,5,pending,97,4,3,0,0,0
6.722893,1777208485.3462,3972,,BS2DCE,,cal_roto,5,success,98,4,4,17,21,0
6.831441,1777208485.454748,3973,,BS2DCE,,cal_roto,5,success,98,4,4,12,14,0
7.037909,1777208485.661216,3974,,BS2DCE,,cal_roto,5,success,98,4,4,18,20,0
7.240193,1777208485.8635,3975,,BS2DCE,,cal_roto,5,success,98,4,4,48,63,0
7.401701,1777208486.025008,3976,,BS2DCE,,cal_roto,5,pending,97,4,3,0,0,0
7.525314,1777208486.148621,3977,,BS2DCE,,cal_roto,5,success,97,4,4,4,5,0
7.65536,1777208486.278667,3978,,BS2DCE,,cal_roto,5,success,98,4,4,82,106,0
7.85896,1777208486.482267,3979,,BS2DCE,,cal_roto,5,success,98,4,4,10,11,0
8.035479,1777208486.658786,3980,,BS2DCE,,cal_roto,5,success,99,4,4,32,42,0
8.245214,1777208486.868521,3981,,BS2DCE,,cal_roto,5,success,99,4,4,71,87,0
8.452026,1777208487.075333,3982,,BS2DCE,,cal_roto,5,success,99,4,4,99,129,0
8.628254,1777208487.251561,3983,,BS2DCE,,cal_roto,5,success,99,4,4,49,64,0
8.886698,1777208487.510005,3984,,BS2DCE,,cal_roto,5,success,99,4,4,19,25,0
8.991513,1777208487.61482,3985,,BS2DCE,,cal_roto,5,pending,98,4,3,0,0,0
9.115596,1777208487.738903,3986,,BS2DCE,,cal_roto,5,success,98,4,4,66,86,0
9.242728,1777208487.866035,3987,,BS2DCE,,cal_roto,5,success,98,4,4,105,140,0
9.456393,1777208488.0797,3988,,BS2DCE,,cal_roto,5,success,98,4,4,46,63,0
9.65536,1777208488.278667,3989,,BS2DCE,,cal_roto,5,success,98,4,4,16,19,0
9.835222,1777208488.458529,3990,,BS2DCE,,cal_roto,5,success,98,4,4,61,81,0
