host_time_iso,target,port_label,stream,seq,receiver_anchor_id,receiver_anchor,source_kind,source_id,source_anchor,source_addr,raw_distance_mm,rx_timestamp,carrier_integrator,first_path,fp_amp_sum,max_growth_cir,std_noise,acc_len,bin_path
2026-06-02T23:06:56.864+02:00,AUTOPOS_SWEEP10,B,anchor,1,1,B,A,0,A,0xa100,-1,787529171,-1514,48071,17690,2292,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_B_frame_00000001_seq_00000001_rxB_srcA.bin
2026-06-02T23:06:56.865+02:00,AUTOPOS_SWEEP10,C,anchor,1,2,C,A,0,A,0xa100,-1,2105348649,-1349,47653,7494,1320,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_C_frame_00000002_seq_00000001_rxC_srcA.bin
2026-06-02T23:06:56.865+02:00,AUTOPOS_SWEEP10,A,anchor,0,0,A,A,2,C,0xa102,5153,1740735698,-51,47822,7475,1518,28,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_A_frame_00000003_seq_00000000_rxA_srcC.bin
2026-06-02T23:06:56.867+02:00,AUTOPOS_SWEEP10,D,anchor,1,3,D,A,0,A,0xa100,-1,1418764955,-1049,47767,20558,2394,56,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_D_frame_00000004_seq_00000001_rxD_srcA.bin
2026-06-02T23:06:56.868+02:00,AUTOPOS_SWEEP10,A,anchor,0,0,A,A,3,D,0xa103,2822,3889494173,635,48793,19672,2279,52,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_A_frame_00000005_seq_00000000_rxA_srcD.bin
2026-06-02T23:06:56.870+02:00,AUTOPOS_SWEEP10,E,anchor,1,4,E,A,0,A,0xa100,-1,403090858,-3526,48030,21730,2250,60,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_E_frame_00000006_seq_00000001_rxE_srcA.bin
2026-06-02T23:06:56.871+02:00,AUTOPOS_SWEEP10,F,anchor,1,5,F,A,0,A,0xa100,-1,3968484085,4171,47833,9521,407,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_F_frame_00000007_seq_00000001_rxF_srcA.bin
2026-06-02T23:06:56.872+02:00,AUTOPOS_SWEEP10,A,anchor,0,0,A,A,5,F,0xa105,4491,2880602122,-5064,47638,18148,1492,40,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_A_frame_00000008_seq_00000000_rxA_srcF.bin
2026-06-02T23:06:56.875+02:00,AUTOPOS_SWEEP10,G,anchor,1,6,G,A,0,A,0xa100,-1,2300039422,-7561,47890,20668,2131,32,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_G_frame_00000009_seq_00000001_rxG_srcA.bin
2026-06-02T23:06:56.876+02:00,AUTOPOS_SWEEP10,A,anchor,0,0,A,A,6,G,0xa106,5298,743915298,5073,47878,21323,2185,32,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_A_frame_00000010_seq_00000000_rxA_srcG.bin
2026-06-02T23:06:56.878+02:00,AUTOPOS_SWEEP10,H,anchor,1,7,H,A,0,A,0xa100,-1,2436664341,-2310,47641,21724,2267,44,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_H_frame_00000011_seq_00000001_rxH_srcA.bin
2026-06-02T23:06:56.879+02:00,AUTOPOS_SWEEP10,A,anchor,0,0,A,A,7,H,0xa107,3147,2885512175,2079,48091,21859,2499,36,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_A_frame_00000012_seq_00000000_rxA_srcH.bin
2026-06-02T23:06:56.880+02:00,AUTOPOS_SWEEP10,B,anchor,2,1,B,A,0,A,0xa100,-1,1737816476,-2225,48024,20236,2396,32,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_B_frame_00000013_seq_00000002_rxB_srcA.bin
2026-06-02T23:06:56.881+02:00,AUTOPOS_SWEEP10,A,anchor,1,0,A,A,1,B,0xa101,4804,2194530489,-434,47789,20457,2507,48,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_A_frame_00000014_seq_00000001_rxA_srcB.bin
2026-06-02T23:06:56.883+02:00,AUTOPOS_SWEEP10,C,anchor,2,2,C,A,0,A,0xa100,-1,390917428,-3116,47920,7258,1312,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_C_frame_00000015_seq_00000002_rxC_srcA.bin
2026-06-02T23:06:56.883+02:00,AUTOPOS_SWEEP10,A,anchor,1,0,A,A,2,C,0xa102,5193,26735083,364,47575,7202,1444,24,4064,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118/accumulator_bin/anchor_A_frame_00000016_seq_00000001_rxA_srcC.bin
