pair,pred_mm,fused_mm,err_mm,abs_err_mm
A-B,2978.0946824318453,2979.1917525773197,-1.0970701454743903,1.0970701454743903
A-C,3250.8121653264425,3249.9512485136743,0.8609168127682096,0.8609168127682096
A-D,2485.4169151761753,2485.5990099009905,-0.18209472481521516,0.18209472481521516
A-E,1364.9999999999998,1364.9999999999998,0.0,0.0
A-F,3065.3746917656663,3065.0,0.3746917656662845,0.3746917656662845
A-G,3354.731988911708,3354.583741712309,0.14824719939906572,0.14824719939906572
A-H,2462.9668453169643,2463.4859182863943,-0.5190729694299989,0.5190729694299989
B-C,2026.5392851784711,2026.53698630137,0.0022988771011114295,0.0022988771011114295
B-D,3876.420766137012,3876.228877429591,0.1918887074207305,0.1918887074207305
B-E,3316.003388110764,3315.4999999999995,0.5033881107642628,0.5033881107642628
B-F,1459.4570093538368,1459.5,-0.04299064616316173,0.04299064616316173
B-G,2196.2732458376113,2197.0,-0.7267541623887155,0.7267541623887155
B-H,3776.4763510998628,3775.900249376559,0.5761017233039638,0.5761017233039638
C-D,2616.7952941176463,2616.795294117647,-4.547473508864641e-13,4.547473508864641e-13
C-E,3543.8583602346926,3544.257461024499,-0.39910078980665276,0.39910078980665276
C-F,2534.408764949632,2535.0,-0.591235050368141,0.591235050368141
C-G,1323.1969572611426,1322.4475138121545,0.7494434489881314,0.7494434489881314
C-H,2782.464264878452,2783.0,-0.5357351215479866,0.5357351215479866
D-E,2803.132406803932,2803.560995850622,-0.4285890466899218,0.4285890466899218
D-F,3999.8348435900803,3999.0,0.8348435900802542,0.8348435900802542
D-G,2964.5728039284295,2965.4235294117643,-0.850725483334827,0.850725483334827
D-H,1341.2477459003405,1341.0000000000002,0.24774590034030552,0.24774590034030552
E-F,2755.5693774088218,2756.480399692544,-0.9110222837221045,0.9110222837221045
E-G,3116.309140937664,3115.5827586206897,0.7263823169741954,0.7263823169741954
E-H,2070.0,2070.0,0.0,0.0
F-G,1835.0000000000002,1835.0000000000002,0.0,0.0
F-H,3398.7622238672957,3398.609756097561,0.15246776973481246,0.15246776973481246
G-H,2481.23589661352,2481.4289340101523,-0.19303739663246233,0.19303739663246233
