phase,wall_count,walls,distance_cm,seed,metal_box_count,device,tag_points,trials,samples,range_bias_mean_m,range_sigma_mean_m,hor_err_p50_m,hor_err_p90_m,hor_err_p95_m,z_err_p50_m,z_err_p90_m,z_err_p95_m,pos_err_p50_m,pos_err_p90_m,pos_err_p95_m,failure_gt_0p5m_ratio,failure_gt_1p0m_ratio
phase2,0,none,90,9,6,cuda:0,847,96,81312,0.010997574776411057,0.0373317152261734,0.026147235184907913,0.051083195954561234,0.06020066514611244,0.028013158589601517,0.06955072283744812,0.08375687152147293,0.04421454668045044,0.08066131174564362,0.09390043467283249,0.0,0.0
