version,eval_set,anchor_similarity_scale_diagnostic,one_minus_scale_abs,median_distance_to_array_centroid_mm,median_scale_bias_expected_mm,median_err_3d_mm,corr_err_vs_distance,ols_err_per_distance_slope,ols_intercept_mm
v4-io-commonmode,all8,1.0097822800764376,0.009782280076437555,743.71828715619,7.275260582930261,58.59133412757494,-0.08328527163041373,-0.012388125986063193,76.3370048609048
