relative_ms,sequence,hardware_timestamp_us,record_index,raw_bytes_submitted,batch_seq,batch_n,batch_offset,a0_raw,a1_raw,a2_raw,cal_a0_g,cal_a1_g,cal_a2_g,raw_norm_g,corrected_norm_g,corrected_residual_g,g0_raw,g1_raw,g2_raw,gyro_norm_dps,accel_first_diff_g,accel_second_diff_g,neighbor_median_g,neighbor_mad_g,locally_inconsistent,stability_detector_state,lifecycle_within_10s,crc_decode_status,sequence_status,timestamp_status
-2330.0,47268,3843270899,120188,18600802,47262,10,6,905,1796,-440,0.44198849611588437,0.8721603514929254,-0.20188262796450676,1.0052240531891312,0.9983857495421796,-0.0016142504578203765,1,-5,0,0.31121945273393464,"[-0.00048828125,0.00146484375,0.0]","[0.00048828125,0.001953125,0.0]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2325.0,47269,3843275899,120188,18600802,47262,10,7,905,1793,-439,0.44198849611588437,0.8706985303329676,-0.20139601542591762,1.0038420066612916,0.9970105899398498,-0.0029894100601501883,1,-6,0,0.3712623614683972,"[0.0,-0.00146484375,0.00048828125]","[0.00048828125,-0.0029296875,0.00048828125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2320.0,47270,3843280899,120188,18600802,47262,10,8,906,1794,-440,0.4424753423955077,0.8711858040529535,-0.20188262796450676,1.0045871429392221,0.9977503341444033,-0.0022496658555967164,0,-6,0,0.3662109375,"[0.00048828125,0.00048828125,-0.00048828125]","[0.00048828125,0.001953125,-0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2315.0,47271,3843285899,120188,18600802,47262,10,9,904,1793,-439,0.44150164983626106,0.8706985303329676,-0.20139601542591762,1.003627159421353,0.9967948598189934,-0.003205140181006594,1,-6,0,0.3712623614683972,"[-0.0009765625,-0.00048828125,0.00048828125]","[-0.00146484375,-0.0009765625,0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2310.0,47272,3843290899,120189,18600980,47272,10,0,905,1796,-441,0.44198849611588437,0.8721603514929254,-0.2023692405030959,1.0053285253478954,0.9984842607256481,-0.0015157392743518905,0,-6,0,0.3662109375,"[0.00048828125,0.00146484375,-0.0009765625]","[0.00146484375,0.001953125,-0.00146484375]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2305.0,47273,3843295899,120189,18600980,47272,10,1,907,1795,-442,0.44296218867513104,0.8716730777729395,-0.20285585304168507,1.0054371364220793,0.9985889806238004,-0.0014110193761995848,0,-6,0,0.3662109375,"[0.0009765625,-0.00048828125,-0.00048828125]","[0.00048828125,-0.001953125,0.00048828125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2300.0,47274,3843300899,120189,18600980,47272,10,2,903,1794,-439,0.44101480355663775,0.8711858040529535,-0.20139601542591762,1.0038385628172364,0.997005073792971,-0.002994926207029014,0,-5,0,0.30517578125,"[-0.001953125,-0.00048828125,0.00146484375]","[-0.0029296875,0.0,0.001953125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2295.0,47275,3843305899,120189,18600980,47272,10,3,904,1795,-438,0.44150164983626106,0.8716730777729395,-0.20090940288732845,1.0043750662765054,0.9975481188849148,-0.0024518811150852082,0,-5,0,0.30517578125,"[0.00048828125,0.00048828125,0.00048828125]","[0.00244140625,0.0009765625,-0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2290.0,47276,3843310899,120189,18600980,47272,10,4,905,1795,-438,0.44198849611588437,0.8716730777729395,-0.20090940288732845,1.0045897535648716,0.9977636861408982,-0.002236313859101835,1,-6,0,0.3712623614683972,"[0.00048828125,0.0,0.0]","[0.0,-0.00048828125,-0.00048828125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2285.0,47277,3843315899,120189,18600980,47272,10,5,904,1795,-440,0.44150164983626106,0.8716730777729395,-0.20188262796450676,1.0045834643188374,0.9977445849495475,-0.0022554150504524584,0,-5,0,0.30517578125,"[-0.00048828125,0.0,-0.0009765625]","[-0.0009765625,0.0,-0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2280.0,47278,3843320899,120189,18600980,47272,10,6,906,1795,-441,0.4424753423955077,0.8716730777729395,-0.2023692405030959,1.0051174353315004,0.9982743574007952,-0.001725642599204824,1,-5,0,0.31121945273393464,"[0.0009765625,0.0,-0.00048828125]","[0.00146484375,0.0,0.00048828125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2275.0,47279,3843325899,120189,18600980,47272,10,7,904,1796,-440,0.44150164983626106,0.8721603514929254,-0.20188262796450676,1.0050095013980667,0.9981703166285096,-0.0018296833714903649,1,-5,0,0.31121945273393464,"[-0.0009765625,0.00048828125,0.00048828125]","[-0.001953125,0.00048828125,0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2270.0,47280,3843330899,120189,18600980,47272,10,8,904,1795,-441,0.44150164983626106,0.8716730777729395,-0.2023692405030959,1.0046880030890313,0.9978431594314254,-0.0021568405685745695,0,-6,0,0.3662109375,"[0.0,-0.00048828125,-0.00048828125]","[0.0009765625,-0.0009765625,-0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2265.0,47281,3843335899,120189,18600980,47272,10,9,905,1794,-441,0.44198849611588437,0.8711858040529535,-0.2023692405030959,1.0044767784673894,0.9976331216353896,-0.0023668783646103586,0,-5,0,0.30517578125,"[0.00048828125,-0.00048828125,0.0]","[0.00048828125,0.0,0.00048828125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2260.0,47282,3843340899,120201,18601940,47282,10,0,905,1796,-441,0.44198849611588437,0.8721603514929254,-0.2023692405030959,1.0053285253478954,0.9984842607256481,-0.0015157392743518905,0,-6,0,0.3662109375,"[0.0,0.0009765625,0.0]","[-0.00048828125,0.00146484375,0.0]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2255.0,47283,3843345899,120201,18601940,47282,10,1,904,1792,-439,0.44150164983626106,0.8702112566129817,-0.20139601542591762,1.0032012482658177,0.9963692553333435,-0.0036307446666564713,0,-6,0,0.3662109375,"[-0.00048828125,-0.001953125,0.0009765625]","[-0.00048828125,-0.0029296875,0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2250.0,47284,3843350899,120201,18601940,47282,10,2,908,1794,-440,0.44344903495475435,0.8711858040529535,-0.20188262796450676,1.0050175671916235,0.9981825220166648,-0.0018174779833352028,1,-6,0,0.3712623614683972,"[0.001953125,0.0009765625,-0.00048828125]","[0.00244140625,0.0029296875,-0.00146484375]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2245.0,47285,3843355899,120201,18601940,47282,10,3,904,1790,-440,0.44150164983626106,0.8692367091730099,-0.20188262796450676,1.0024541304979702,0.9956167730888827,-0.004383226911117255,2,-5,0,0.3286843754354556,"[-0.001953125,-0.001953125,0.0]","[-0.00390625,-0.0029296875,0.00048828125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2240.0,47286,3843360899,120201,18601940,47282,10,4,904,1795,-443,0.44150164983626106,0.8716730777729395,-0.20334246558027422,1.0048977597740363,0.998040990957062,-0.001959009042937998,0,-6,0,0.3662109375,"[0.0,0.00244140625,-0.00146484375]","[0.001953125,0.00439453125,-0.00146484375]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2235.0,47287,3843365899,120201,18601940,47282,10,5,907,1794,-441,0.44296218867513104,0.8711858040529535,-0.2023692405030959,1.004906775482626,0.9980648853060874,-0.0019351146939126096,1,-5,0,0.31121945273393464,"[0.00146484375,-0.00048828125,0.0009765625]","[0.00146484375,-0.0029296875,0.00244140625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2230.0,47288,3843370899,120201,18601940,47282,10,6,904,1793,-439,0.44150164983626106,0.8706985303329676,-0.20139601542591762,1.003627159421353,0.9967948598189934,-0.003205140181006594,1,-6,0,0.3712623614683972,"[-0.00146484375,-0.00048828125,0.0009765625]","[-0.0029296875,0.0,0.0]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2225.0,47289,3843375899,120201,18601940,47282,10,7,904,1792,-438,0.44150164983626106,0.8702112566129817,-0.20090940288732845,1.0030970299169581,0.9962710103745005,-0.0037289896254995014,1,-5,0,0.31121945273393464,"[0.0,-0.00048828125,0.00048828125]","[0.00146484375,0.0,-0.00048828125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2220.0,47290,3843380899,120201,18601940,47282,10,8,906,1794,-440,0.4424753423955077,0.8711858040529535,-0.20188262796450676,1.0045871429392221,0.9977503341444033,-0.0022496658555967164,0,-6,0,0.3662109375,"[0.0009765625,0.0009765625,-0.0009765625]","[0.0009765625,0.00146484375,-0.00146484375]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2215.0,47291,3843385899,120201,18601940,47282,10,9,908,1793,-440,0.44344903495475435,0.8706985303329676,-0.20188262796450676,1.0045920081906545,0.9977572714844769,-0.002242728515523096,1,-5,0,0.31121945273393464,"[0.0009765625,-0.00048828125,0.0]","[0.0,-0.00146484375,0.0009765625]","[0.441650390625,0.876220703125,-0.21484375]","[0.000244140625,0.000732421875,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2210.0,47292,3843390899,120202,18602118,47292,10,0,905,1793,-439,0.44198849611588437,0.8706985303329676,-0.20139601542591762,1.0038420066612916,0.9970105899398498,-0.0029894100601501883,0,-6,0,0.3662109375,"[-0.00146484375,0.0,0.00048828125]","[-0.00244140625,0.00048828125,0.00048828125]","[0.44189453125,0.87646484375,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2205.0,47293,3843395899,120202,18602118,47292,10,1,905,1796,-441,0.44198849611588437,0.8721603514929254,-0.2023692405030959,1.0053285253478954,0.9984842607256481,-0.0015157392743518905,1,-6,0,0.3712623614683972,"[0.0,0.00146484375,-0.0009765625]","[0.00146484375,0.00146484375,-0.00146484375]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2200.0,47294,3843400899,120202,18602118,47292,10,2,905,1790,-441,0.44198849611588437,0.8692367091730099,-0.2023692405030959,1.0027739674174956,0.9959315221311678,-0.004068477868832243,1,-6,0,0.3712623614683972,"[0.0,-0.0029296875,0.0]","[0.0,-0.00439453125,0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2195.0,47295,3843405899,120202,18602118,47292,10,3,907,1797,-437,0.44296218867513104,0.8726476252129113,-0.2004227903487393,1.0057677588358782,0.9989487841109627,-0.001051215889037338,1,-6,0,0.3712623614683972,"[0.0009765625,0.00341796875,0.001953125]","[0.0009765625,0.00634765625,0.001953125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2190.0,47296,3843410899,120202,18602118,47292,10,4,908,1794,-440,0.44344903495475435,0.8711858040529535,-0.20188262796450676,1.0050175671916235,0.9981825220166648,-0.0018174779833352028,1,-5,0,0.31121945273393464,"[0.00048828125,-0.00146484375,-0.00146484375]","[-0.00048828125,-0.0048828125,-0.00341796875]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2185.0,47297,3843415899,120202,18602118,47292,10,5,905,1794,-439,0.44198849611588437,0.8711858040529535,-0.20139601542591762,1.0042678834758214,0.9974361588149934,-0.0025638411850066323,0,-5,0,0.30517578125,"[-0.00146484375,0.0,0.00048828125]","[-0.001953125,0.00146484375,0.001953125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2180.0,47298,3843420899,120202,18602118,47292,10,6,905,1792,-440,0.44198849611588437,0.8702112566129817,-0.20188262796450676,1.0035206094857843,0.9966835291648906,-0.003316470835109442,1,-5,0,0.31121945273393464,"[0.0,-0.0009765625,-0.00048828125]","[0.00146484375,-0.0009765625,-0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2175.0,47299,3843425899,120202,18602118,47292,10,7,903,1794,-442,0.44101480355663775,0.8711858040529535,-0.20285585304168507,1.0041523791255689,0.9973009872915802,-0.002699012708419768,1,-5,0,0.31121945273393464,"[-0.0009765625,0.0009765625,-0.0009765625]","[-0.0009765625,0.001953125,-0.00048828125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2170.0,47300,3843430899,120202,18602118,47292,10,8,906,1796,-442,0.4424753423955077,0.8721603514929254,-0.20285585304168507,1.005647922252253,0.9987985805243992,-0.0012014194756008179,0,-6,0,0.3662109375,"[0.00146484375,0.0009765625,0.0]","[0.00244140625,0.0,0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2165.0,47301,3843435899,120202,18602118,47292,10,9,905,1792,-440,0.44198849611588437,0.8702112566129817,-0.20188262796450676,1.0035206094857843,0.9966835291648906,-0.003316470835109442,2,-6,0,0.3860202221885229,"[-0.00048828125,-0.001953125,0.0009765625]","[-0.001953125,-0.0029296875,0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2160.0,47302,3843440899,120204,18602504,47302,10,0,906,1795,-442,0.4424753423955077,0.8716730777729395,-0.20285585304168507,1.005222155751016,0.9983731167531708,-0.0016268832468292471,1,-5,0,0.31121945273393464,"[0.00048828125,0.00146484375,-0.0009765625]","[0.0009765625,0.00341796875,-0.001953125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2155.0,47303,3843445899,120204,18602504,47302,10,1,904,1796,-441,0.44150164983626106,0.8721603514929254,-0.2023692405030959,1.0051139958574744,0.9982688490713328,-0.0017311509286671578,1,-6,0,0.3712623614683972,"[-0.0009765625,0.00048828125,0.00048828125]","[-0.00146484375,-0.0009765625,0.00146484375]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2150.0,47304,3843450899,120204,18602504,47302,10,2,904,1793,-438,0.44150164983626106,0.8706985303329676,-0.20090940288732845,1.0035229853044232,0.9966966568122284,-0.00330334318777159,1,-5,0,0.31121945273393464,"[0.0,-0.00146484375,0.00146484375]","[0.0009765625,-0.001953125,0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2145.0,47305,3843455899,120204,18602504,47302,10,3,904,1796,-440,0.44150164983626106,0.8721603514929254,-0.20188262796450676,1.0050095013980667,0.9981703166285096,-0.0018296833714903649,1,-6,0,0.3712623614683972,"[0.0,0.00146484375,-0.0009765625]","[0.0,0.0029296875,-0.00244140625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2140.0,47306,3843460899,120204,18602504,47302,10,4,904,1793,-438,0.44150164983626106,0.8706985303329676,-0.20090940288732845,1.0035229853044232,0.9966966568122284,-0.00330334318777159,0,-6,0,0.3662109375,"[0.0,-0.00146484375,0.0009765625]","[0.0,-0.0029296875,0.001953125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2135.0,47307,3843465899,120204,18602504,47302,10,5,904,1795,-441,0.44150164983626106,0.8716730777729395,-0.2023692405030959,1.0046880030890313,0.9978431594314254,-0.0021568405685745695,1,-5,0,0.31121945273393464,"[0.0,0.0009765625,-0.00146484375]","[0.0,0.00244140625,-0.00244140625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2130.0,47308,3843470899,120204,18602504,47302,10,6,904,1797,-440,0.44150164983626106,0.8726476252129113,-0.20188262796450676,1.005435595080611,0.9985961045746822,-0.0014038954253178249,1,-6,0,0.3712623614683972,"[0.0,0.0009765625,0.00048828125]","[0.0,0.0,0.001953125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2125.0,47309,3843475899,120204,18602504,47302,10,7,905,1793,-439,0.44198849611588437,0.8706985303329676,-0.20139601542591762,1.0038420066612916,0.9970105899398498,-0.0029894100601501883,1,-5,0,0.31121945273393464,"[0.00048828125,-0.001953125,0.00048828125]","[0.00048828125,-0.0029296875,0.0]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2120.0,47310,3843480899,120204,18602504,47302,10,8,904,1796,-441,0.44150164983626106,0.8721603514929254,-0.2023692405030959,1.0051139958574744,0.9982688490713328,-0.0017311509286671578,0,-6,0,0.3662109375,"[-0.00048828125,0.00146484375,-0.0009765625]","[-0.0009765625,0.00341796875,-0.00146484375]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2115.0,47311,3843485899,120204,18602504,47302,10,9,903,1796,-440,0.44101480355663775,0.8721603514929254,-0.20188262796450676,1.0047951410750124,0.9979550747133953,-0.002044925286604715,0,-5,0,0.30517578125,"[-0.00048828125,0.0,0.00048828125]","[0.0,-0.00146484375,0.00146484375]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2110.0,47312,3843490899,120205,18602682,47312,10,0,906,1795,-441,0.4424753423955077,0.8716730777729395,-0.2023692405030959,1.0051174353315004,0.9982743574007952,-0.001725642599204824,0,-5,0,0.30517578125,"[0.00146484375,-0.00048828125,-0.00048828125]","[0.001953125,-0.00048828125,-0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2105.0,47313,3843495899,120205,18602682,47312,10,1,905,1794,-441,0.44198849611588437,0.8711858040529535,-0.2023692405030959,1.0044767784673894,0.9976331216353896,-0.0023668783646103586,1,-5,0,0.31121945273393464,"[-0.00048828125,-0.00048828125,0.0]","[-0.001953125,0.0,0.00048828125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2100.0,47314,3843500899,120205,18602682,47312,10,2,905,1793,-439,0.44198849611588437,0.8706985303329676,-0.20139601542591762,1.0038420066612916,0.9970105899398498,-0.0029894100601501883,1,-6,0,0.3712623614683972,"[0.0,-0.00048828125,0.0009765625]","[0.00048828125,0.0,0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2095.0,47315,3843505899,120205,18602682,47312,10,3,905,1793,-440,0.44198849611588437,0.8706985303329676,-0.20188262796450676,1.0039463851564978,0.9971089995063861,-0.0028910004936139044,1,-6,0,0.3712623614683972,"[0.0,0.0,-0.00048828125]","[0.0,0.00048828125,-0.00146484375]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2090.0,47316,3843510899,120205,18602682,47312,10,4,904,1794,-439,0.44150164983626106,0.8711858040529535,-0.20139601542591762,1.004053127364987,0.9972205207580558,-0.002779479241944216,2,-6,0,0.3860202221885229,"[-0.00048828125,0.00048828125,0.00048828125]","[-0.00048828125,0.00048828125,0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-2085.0,47317,3843515899,120205,18602682,47312,10,5,904,1795,-439,0.44150164983626106,0.8716730777729395,-0.20139601542591762,1.0044791520244742,0.9976462380782708,-0.0023537619217292027,1,-5,0,0.31121945273393464,"[0.0,0.00048828125,0.0]","[0.00048828125,0.0,-0.00048828125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00048828125,0.00048828125,0.00048828125]",False,ACCEPTED_STATIONARY_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
