delta_c,d_tag,range_residual_rms,position_median_3d,position_rmse_3d
-2.0,105.0,4.0,74.70640563964844,82.40738468596884
-2.0,106.0,4.0,74.61824035644531,82.12846323082059
-2.0,107.0,4.0,74.80059814453125,81.86708871606312
-2.0,108.0,4.0,74.61164855957031,81.62328613725222
-2.0,109.0,4.0,74.42475891113281,81.3971414050042
-2.0,110.0,4.0,74.38786315917969,81.18871186066293
-2.0,111.0,4.0,75.15660095214844,80.99794135597676
-2.0,112.0,4.0,75.92642211914062,80.82491868519726
-2.0,113.0,4.0,76.69725036621094,80.66961883103049
-2.0,114.0,4.0,77.23509216308594,80.5320230608995
-2.0,115.0,4.0,77.55924987792969,80.41215546230401
-2.0,116.0,4.0,77.88296508789062,80.30993125755836
-2.0,117.0,4.0,78.20586395263672,80.22538137276912
-2.0,118.0,4.0,78.52812194824219,80.15835462636599
-2.0,119.0,4.0,78.84963989257812,80.10881271745325
-2.0,120.0,4.0,79.17060089111328,80.07673626844597
0.0,0.0,0.0,171.42108154296875,176.25649921527716
0.0,1.0,0.0,169.99525451660156,174.969757431463
0.0,2.0,0.0,168.572998046875,173.68728072134414
0.0,3.0,0.0,167.1547088623047,172.40909629243754
0.0,4.0,0.0,165.74008178710938,171.13530032002456
0.0,5.0,0.0,164.32904052734375,169.86592254076447
0.0,6.0,0.0,162.92190551757812,168.60105116257432
0.0,7.0,0.0,161.51866149902344,167.34068332857674
0.0,8.0,0.0,160.11907958984375,166.0848568879776
0.0,9.0,0.0,158.72335815429688,164.83370526268286
0.0,10.0,0.0,157.33152770996094,163.5872461696663
0.0,11.0,0.0,155.65386962890625,162.34554558679767
0.0,12.0,0.0,153.9205322265625,161.1086650466852
0.0,13.0,0.0,152.1898193359375,159.87666144562814
0.0,14.0,0.0,150.46156311035156,158.64959300097496
0.0,15.0,0.0,148.73614501953125,157.42750687816599
0.0,16.0,0.0,147.0132293701172,156.21051376067808
0.0,17.0,0.0,145.29296875,154.99863910692895
0.0,18.0,0.0,143.57540893554688,153.79196581746396
0.0,19.0,0.0,141.86080932617188,152.59063008790875
0.0,20.0,0.0,140.1488494873047,151.39459126938783
0.0,21.0,0.0,138.43983459472656,150.2040019024127
0.0,22.0,0.0,136.733642578125,149.01893362296283
0.0,23.0,0.0,135.0303955078125,147.83940690619332
0.0,24.0,0.0,133.330078125,146.66552216054393
0.0,25.0,0.0,131.63290405273438,145.49742936947374
0.0,26.0,0.0,129.9386749267578,144.3351270697816
0.0,27.0,0.0,128.24771118164062,143.17870171572307
0.0,28.0,0.0,126.55982971191406,142.02833811646533
0.0,29.0,0.0,124.8751220703125,140.88401840033168
0.0,30.0,0.0,123.19378662109375,139.74589802790277
0.0,31.0,0.0,121.51570129394531,138.61400288886762
0.0,32.0,0.0,119.84095001220703,137.48850093962403
0.0,33.0,0.0,118.18745422363281,136.36942157472473
0.0,34.0,0.0,116.58335876464844,135.2569386505735
0.0,35.0,0.0,114.98355102539062,134.15107068385626
0.0,36.0,0.0,113.3882064819336,133.0519679368742
0.0,37.0,0.0,111.79759216308594,131.95977725238853
0.0,38.0,0.0,110.21156311035156,130.87451498238684
0.0,39.0,0.0,108.63019561767578,129.79636244180728
0.0,40.0,0.0,107.05374145507812,128.72536930661727
0.0,41.0,0.0,105.48234558105469,127.66172341387218
0.0,42.0,0.0,103.91593170166016,126.60547110018587
0.0,43.0,0.0,102.35464477539062,125.5568184067974
0.0,44.0,0.0,100.79873657226562,124.51581224888669
0.0,45.0,0.0,99.24809265136719,123.48257088553024
0.0,46.0,0.0,97.70309448242188,122.45726694060463
0.0,47.0,0.0,96.16368103027344,121.44003712609569
0.0,48.0,0.0,94.63008117675781,120.43100089496268
0.0,49.0,0.0,93.10232543945312,119.43028824381192
0.0,50.0,0.0,91.58055877685547,118.4380235806369
0.0,51.0,0.0,90.06503295898438,117.45430045474069
0.0,52.0,0.0,88.55591583251953,116.47942331024609
0.0,53.0,0.0,87.05335235595703,115.51340476190416
0.0,54.0,0.0,85.5574951171875,114.55643481626207
0.0,55.0,0.0,84.06838989257812,113.60865187673869
0.0,56.0,0.0,82.58628845214844,112.67024011606836
0.0,57.0,0.0,81.11152648925781,111.74129580195498
0.0,58.0,0.0,79.64415740966797,110.82203498176705
0.0,59.0,0.0,78.18446350097656,109.91262065699053
0.0,60.0,0.0,77.67145538330078,109.01320071297559
0.0,61.0,0.0,77.23233032226562,108.12392069548024
0.0,62.0,0.0,76.79945373535156,107.24497821139458
0.0,63.0,0.0,76.37290954589844,106.37656065247644
0.0,64.0,0.0,75.95329284667969,105.51883995731521
0.0,65.0,0.0,75.54069519042969,104.67194380688886
0.0,66.0,0.0,75.13536071777344,103.83610414223706
0.0,67.0,0.0,74.73767852783203,103.01150952078122
0.0,68.0,0.0,74.3478012084961,102.19831747024998
0.0,69.0,0.0,73.9661636352539,101.39671565347913
0.0,70.0,0.0,73.839111328125,100.60695684506614
0.0,71.0,0.0,74.19189453125,99.82910201627078
0.0,72.0,0.0,74.54278564453125,99.06347594156486
0.0,73.0,0.0,74.89187622070312,98.31017062561483
0.0,74.0,0.0,75.23918151855469,97.56944141706204
0.0,75.0,0.0,75.5260009765625,96.84147101222958
0.0,76.0,0.0,75.23432922363281,96.12641721159434
0.0,77.0,0.0,74.95294189453125,95.4245447984951
0.0,78.0,0.0,74.68206024169922,94.73600758324419
0.0,79.0,0.0,74.51336669921875,94.06103092706618
0.0,80.0,0.0,74.67476654052734,93.39979904120511
0.0,81.0,0.0,74.85107421875,92.7524637476008
0.0,82.0,0.0,75.04273986816406,92.11932330712433
0.0,83.0,0.0,74.45362091064453,91.50048561175782
0.0,84.0,0.0,73.43814086914062,90.89613535170238
0.0,85.0,0.0,73.10501098632812,90.30654986887025
0.0,86.0,0.0,72.92916870117188,89.73186239517293
0.0,87.0,0.0,72.76648712158203,89.17225693145822
0.0,88.0,0.0,72.61749267578125,88.6279227524049
0.0,89.0,0.0,72.78682708740234,88.09904316307868
0.0,90.0,0.0,73.13153076171875,87.58582844130665
0.0,91.0,0.0,73.47441101074219,87.08839573602789
0.0,92.0,0.0,73.81533813476562,86.60692395728964
0.0,93.0,0.0,74.15470886230469,86.14160988236173
0.0,94.0,0.0,74.4920654296875,85.69259136497011
0.0,95.0,0.0,74.82780456542969,85.26000273519963
0.0,96.0,0.0,75.16175079345703,84.844052140346
0.0,97.0,0.0,75.49364471435547,84.4447946284657
0.0,98.0,0.0,75.67994689941406,84.06238092463686
0.0,99.0,0.0,75.82829284667969,83.69698648622303
0.0,100.0,0.0,75.72872161865234,83.34868576029709
0.0,101.0,0.0,75.38190460205078,83.01759684981702
0.0,102.0,0.0,75.04100036621094,82.70379658002406
0.0,103.0,0.0,74.70640563964844,82.40738172336262
0.0,104.0,0.0,74.61824035644531,82.12846323082059
0.0,105.0,0.0,74.80059814453125,81.86707976958748
0.0,106.0,0.0,74.61164855957031,81.62327716405413
0.0,107.0,0.0,74.42475891113281,81.3971414050042
0.0,108.0,0.0,74.38786315917969,81.18871186066293
0.0,109.0,0.0,75.15660095214844,80.99794738429333
0.0,110.0,0.0,75.92642211914062,80.82492170580804
0.0,111.0,0.0,76.69725036621094,80.66962185745635
0.0,112.0,0.0,77.23509216308594,80.53202912409292
0.0,113.0,0.0,77.55924987792969,80.41215546230401
0.0,114.0,0.0,77.88296508789062,80.30994341747945
0.0,115.0,0.0,78.20586395263672,80.2253692000308
0.0,116.0,0.0,78.52812194824219,80.15835462636599
0.0,117.0,0.0,78.84963989257812,80.10881271745325
0.0,118.0,0.0,79.17060089111328,80.07674541494553
0.0,119.0,0.0,79.49081420898438,80.06195111053066
0.0,120.0,0.0,79.81036376953125,80.0644149849045
2.0,0.0,4.0,168.572998046875,173.68728072134414
2.0,1.0,4.0,167.1547088623047,172.40909629243754
2.0,2.0,4.0,165.74008178710938,171.13530032002456
2.0,3.0,4.0,164.32904052734375,169.86592254076447
2.0,4.0,4.0,162.92190551757812,168.60105116257432
2.0,5.0,4.0,161.51866149902344,167.34068332857674
2.0,6.0,4.0,160.11907958984375,166.0848568879776
2.0,7.0,4.0,158.72335815429688,164.83370526268286
2.0,8.0,4.0,157.33152770996094,163.5872461696663
2.0,9.0,4.0,155.65386962890625,162.34554558679767
2.0,10.0,4.0,153.9205322265625,161.1086650466852
2.0,11.0,4.0,152.1898193359375,159.87666144562814
2.0,12.0,4.0,150.46156311035156,158.64959300097496
2.0,13.0,4.0,148.73614501953125,157.42750687816599
2.0,14.0,4.0,147.0132293701172,156.21051376067808
2.0,15.0,4.0,145.29296875,154.99863910692895
2.0,16.0,4.0,143.57540893554688,153.79196581746396
2.0,17.0,4.0,141.86080932617188,152.59063008790875
2.0,18.0,4.0,140.1488494873047,151.39459126938783
2.0,19.0,4.0,138.43983459472656,150.2040019024127
2.0,20.0,4.0,136.733642578125,149.01893362296283
2.0,21.0,4.0,135.0303955078125,147.83940690619332
2.0,22.0,4.0,133.330078125,146.66552216054393
2.0,23.0,4.0,131.63290405273438,145.49742936947374
2.0,24.0,4.0,129.9386749267578,144.3351270697816
2.0,25.0,4.0,128.24771118164062,143.17870171572307
2.0,26.0,4.0,126.55982971191406,142.02833811646533
2.0,27.0,4.0,124.8751220703125,140.88401840033168
2.0,28.0,4.0,123.19378662109375,139.74589802790277
2.0,29.0,4.0,121.51570129394531,138.61400288886762
2.0,30.0,4.0,119.84095001220703,137.48850093962403
2.0,31.0,4.0,118.18745422363281,136.36942157472473
2.0,32.0,4.0,116.58335876464844,135.2569386505735
2.0,33.0,4.0,114.98355102539062,134.15107068385626
2.0,34.0,4.0,113.3882064819336,133.0519679368742
2.0,35.0,4.0,111.79759216308594,131.95977725238853
2.0,36.0,4.0,110.21156311035156,130.87451498238684
2.0,37.0,4.0,108.63019561767578,129.79636244180728
2.0,38.0,4.0,107.05374145507812,128.72536930661727
2.0,39.0,4.0,105.48231506347656,127.66172341387218
2.0,40.0,4.0,103.91598510742188,126.60548267033107
2.0,41.0,4.0,102.35464477539062,125.5568184067974
2.0,42.0,4.0,100.79873657226562,124.51581224888669
2.0,43.0,4.0,99.24809265136719,123.48257088553024
2.0,44.0,4.0,97.70309448242188,122.45726694060463
2.0,45.0,4.0,96.16368103027344,121.44003712609569
2.0,46.0,4.0,94.63008117675781,120.43100089496268
2.0,47.0,4.0,93.10232543945312,119.43028824381192
2.0,48.0,4.0,91.58055877685547,118.4380235806369
2.0,49.0,4.0,90.06503295898438,117.45430045474069
2.0,50.0,4.0,88.55591583251953,116.47942331024609
2.0,51.0,4.0,87.05335235595703,115.51340476190416
2.0,52.0,4.0,85.5574951171875,114.55643481626207
2.0,53.0,4.0,84.06838989257812,113.60865187673869
2.0,54.0,4.0,82.58628845214844,112.67024011606836
2.0,55.0,4.0,81.11152648925781,111.74129580195498
2.0,56.0,4.0,79.64415740966797,110.82203498176705
2.0,57.0,4.0,78.18446350097656,109.91262065699053
2.0,58.0,4.0,77.67145538330078,109.01320071297559
2.0,59.0,4.0,77.2323226928711,108.12391617953911
2.0,60.0,4.0,76.79945373535156,107.24497821139458
2.0,61.0,4.0,76.37290954589844,106.37656524259702
2.0,62.0,4.0,75.95329284667969,105.51883995731521
2.0,63.0,4.0,75.54069519042969,104.67194380688886
2.0,64.0,4.0,75.13536071777344,103.83610884465962
2.0,65.0,4.0,74.73767852783203,103.01150952078122
2.0,66.0,4.0,74.3478012084961,102.1983270258129
2.0,67.0,4.0,73.9661636352539,101.39671565347913
2.0,68.0,4.0,73.839111328125,100.60695684506614
2.0,69.0,4.0,74.19189453125,99.82910201627078
2.0,70.0,4.0,74.54278564453125,99.06347594156486
2.0,71.0,4.0,74.89187622070312,98.31018055909826
2.0,72.0,4.0,75.23918151855469,97.56944141706204
2.0,73.0,4.0,75.5260009765625,96.84147101222958
2.0,74.0,4.0,75.23432922363281,96.12641721159434
2.0,75.0,4.0,74.95294189453125,95.4245447984951
2.0,76.0,4.0,74.68206024169922,94.73600758324419
2.0,77.0,4.0,74.51336669921875,94.06103092706618
2.0,78.0,4.0,74.67476654052734,93.39979904120511
2.0,79.0,4.0,74.85107421875,92.7524637476008
2.0,80.0,4.0,75.04273986816406,92.11932330712433
2.0,81.0,4.0,74.45362091064453,91.50048561175782
2.0,82.0,4.0,73.43814086914062,90.89614072356153
2.0,83.0,4.0,73.10501098632812,90.30654986887025
2.0,84.0,4.0,72.92916870117188,89.73186239517293
2.0,85.0,4.0,72.76648712158203,89.17225966931224
2.0,86.0,4.0,72.61749267578125,88.62791724306597
2.0,87.0,4.0,72.78682708740234,88.09904316307868
2.0,88.0,4.0,73.13153076171875,87.58582844130665
2.0,89.0,4.0,73.4744873046875,87.08840694949012
2.0,90.0,4.0,73.8154067993164,86.60692959519031
2.0,91.0,4.0,74.1546401977539,86.14160704818404
2.0,92.0,4.0,74.49208068847656,85.69259706302668
2.0,93.0,4.0,74.82762145996094,85.25999128126422
2.0,94.0,4.0,75.16162109375,84.84404350777962
2.0,95.0,4.0,75.49364471435547,84.4447946284657
2.0,96.0,4.0,75.68000793457031,84.06238382891601
2.0,97.0,4.0,75.82830810546875,83.69698940318135
2.0,98.0,4.0,75.72882080078125,83.34869161859261
2.0,99.0,4.0,75.38189697265625,83.01759096815717
2.0,100.0,4.0,75.0411376953125,82.70380543598795
2.0,101.0,4.0,74.70640563964844,82.40738172336262
2.0,102.0,4.0,74.61824035644531,82.12846323082059
2.0,103.0,4.0,74.80059814453125,81.86707976958748
2.0,104.0,4.0,74.61164855957031,81.62327716405413
2.0,105.0,4.0,74.42475891113281,81.3971414050042
2.0,106.0,4.0,74.38786315917969,81.18871186066293
2.0,107.0,4.0,75.15660095214844,80.99794738429333
2.0,108.0,4.0,75.92642211914062,80.82492170580804
2.0,109.0,4.0,76.69725036621094,80.66962185745635
2.0,110.0,4.0,77.23509216308594,80.53202912409292
2.0,111.0,4.0,77.55924987792969,80.41215546230401
2.0,112.0,4.0,77.88296508789062,80.30994341747945
2.0,113.0,4.0,78.20586395263672,80.22538137276912
2.0,114.0,4.0,78.52812194824219,80.15835462636599
2.0,115.0,4.0,78.84963989257812,80.10881271745325
2.0,116.0,4.0,79.17060089111328,80.07674541494553
2.0,117.0,4.0,79.49081420898438,80.0619633081153
2.0,118.0,4.0,79.81036376953125,80.064418034207
2.0,119.0,4.0,80.129150390625,80.08399216311116
2.0,120.0,4.0,80.44730377197266,80.12060306285925
4.0,0.0,8.0,165.74008178710938,171.13530032002456
4.0,1.0,8.0,164.32904052734375,169.86592254076447
4.0,2.0,8.0,162.92190551757812,168.60105116257432
4.0,3.0,8.0,161.51866149902344,167.34068332857674
4.0,4.0,8.0,160.11907958984375,166.0848568879776
4.0,5.0,8.0,158.72335815429688,164.83371711174567
4.0,6.0,8.0,157.33152770996094,163.5872461696663
4.0,7.0,8.0,155.65386962890625,162.34554558679767
4.0,8.0,8.0,153.9205322265625,161.1086650466852
4.0,9.0,8.0,152.1898193359375,159.87666144562814
4.0,10.0,8.0,150.46156311035156,158.64959300097496
4.0,11.0,8.0,148.73614501953125,157.42750687816599
4.0,12.0,8.0,147.0132293701172,156.21051376067808
4.0,13.0,8.0,145.29296875,154.99863910692895
4.0,14.0,8.0,143.57540893554688,153.79196581746396
4.0,15.0,8.0,141.86080932617188,152.59063008790875
4.0,16.0,8.0,140.1488494873047,151.39459126938783
4.0,17.0,8.0,138.43983459472656,150.2040019024127
4.0,18.0,8.0,136.733642578125,149.01893362296283
4.0,19.0,8.0,135.0303955078125,147.83940690619332
4.0,20.0,8.0,133.330078125,146.66552216054393
4.0,21.0,8.0,131.63290405273438,145.49742936947374
4.0,22.0,8.0,129.9386749267578,144.3351270697816
4.0,23.0,8.0,128.24771118164062,143.17870171572307
4.0,24.0,8.0,126.55982971191406,142.02833811646533
4.0,25.0,8.0,124.8751220703125,140.88401840033168
4.0,26.0,8.0,123.19378662109375,139.74589802790277
4.0,27.0,8.0,121.51570129394531,138.6139887984795
4.0,28.0,8.0,119.84095001220703,137.48850093962403
4.0,29.0,8.0,118.18745422363281,136.36942157472473
4.0,30.0,8.0,116.58335876464844,135.2569386505735
4.0,31.0,8.0,114.98355102539062,134.15107068385626
4.0,32.0,8.0,113.3882064819336,133.0519679368742
4.0,33.0,8.0,111.79759216308594,131.95977725238853
4.0,34.0,8.0,110.21156311035156,130.87451498238684
4.0,35.0,8.0,108.63019561767578,129.79636244180728
4.0,36.0,8.0,107.05374145507812,128.72536930661727
4.0,37.0,8.0,105.48231506347656,127.66172341387218
4.0,38.0,8.0,103.91598510742188,126.60548267033107
4.0,39.0,8.0,102.35464477539062,125.55681062894398
4.0,40.0,8.0,100.79873657226562,124.51581224888669
4.0,41.0,8.0,99.24809265136719,123.48257088553024
4.0,42.0,8.0,97.70309448242188,122.45726694060463
4.0,43.0,8.0,96.16368103027344,121.44003712609569
4.0,44.0,8.0,94.63008117675781,120.43100089496268
4.0,45.0,8.0,93.10232543945312,119.43028824381192
4.0,46.0,8.0,91.58055877685547,118.4380235806369
4.0,47.0,8.0,90.06503295898438,117.45430045474069
4.0,48.0,8.0,88.55591583251953,116.47942331024609
4.0,49.0,8.0,87.05335235595703,115.51340476190416
4.0,50.0,8.0,85.5574951171875,114.55643481626207
4.0,51.0,8.0,84.06838989257812,113.60865187673869
4.0,52.0,8.0,82.58628845214844,112.67024011606836
4.0,53.0,8.0,81.11152648925781,111.74129580195498
4.0,54.0,8.0,79.64415740966797,110.82203498176705
4.0,55.0,8.0,78.18446350097656,109.91262065699053
4.0,56.0,8.0,77.67145538330078,109.01320071297559
4.0,57.0,8.0,77.2323226928711,108.12391617953911
4.0,58.0,8.0,76.79949951171875,107.24499187025005
4.0,59.0,8.0,76.37290954589844,106.37656524259702
4.0,60.0,8.0,75.95329284667969,105.51883995731521
4.0,61.0,8.0,75.54069519042969,104.67194380688886
4.0,62.0,8.0,75.13536071777344,103.83610884465962
4.0,63.0,8.0,74.73767852783203,103.01150952078122
4.0,64.0,8.0,74.3478012084961,102.1983270258129
4.0,65.0,8.0,73.9661636352539,101.39671565347913
4.0,66.0,8.0,73.839111328125,100.60695684506614
4.0,67.0,8.0,74.19189453125,99.82910201627078
4.0,68.0,8.0,74.54278564453125,99.06347594156486
4.0,69.0,8.0,74.89187622070312,98.31018055909826
4.0,70.0,8.0,75.23918151855469,97.56945142595863
4.0,71.0,8.0,75.5260009765625,96.84147101222958
4.0,72.0,8.0,75.23432922363281,96.12640705244578
4.0,73.0,8.0,74.95294189453125,95.4245447984951
4.0,74.0,8.0,74.68206024169922,94.73600758324419
4.0,75.0,8.0,74.51336669921875,94.06103092706618
4.0,76.0,8.0,74.67476654052734,93.39980426906686
4.0,77.0,8.0,74.85107421875,92.75247427629627
4.0,78.0,8.0,75.04273986816406,92.119333908184
4.0,79.0,8.0,74.45362091064453,91.50048561175782
4.0,80.0,8.0,73.43814086914062,90.89614072356153
4.0,81.0,8.0,73.10501098632812,90.30655257233552
4.0,82.0,8.0,72.92916870117188,89.73186239517293
4.0,83.0,8.0,72.76648712158203,89.17225966931224
4.0,84.0,8.0,72.61749267578125,88.62791724306597
4.0,85.0,8.0,72.78682708740234,88.09904316307868
4.0,86.0,8.0,73.13153076171875,87.58582844130665
4.0,87.0,8.0,73.4744873046875,87.0884041461247
4.0,88.0,8.0,73.8154067993164,86.60692959519031
4.0,89.0,8.0,74.1546401977539,86.14160988236173
4.0,90.0,8.0,74.49215698242188,85.69259706302668
4.0,91.0,8.0,74.82762145996094,85.25999128126422
4.0,92.0,8.0,75.16162109375,84.84404350777962
4.0,93.0,8.0,75.49364471435547,84.4447946284657
4.0,94.0,8.0,75.68000793457031,84.06238382891601
4.0,95.0,8.0,75.82830810546875,83.69698940318135
4.0,96.0,8.0,75.72882080078125,83.34869161859261
4.0,97.0,8.0,75.38186645507812,83.01759096815717
4.0,98.0,8.0,75.04112243652344,82.70379953201213
4.0,99.0,8.0,74.70640563964844,82.40738172336262
4.0,100.0,8.0,74.61819458007812,82.1284602581529
4.0,101.0,8.0,74.80059814453125,81.86707976958748
4.0,102.0,8.0,74.61164855957031,81.62327716405413
4.0,103.0,8.0,74.42475891113281,81.3971414050042
4.0,104.0,8.0,74.38786315917969,81.1887028394345
4.0,105.0,8.0,75.15660095214844,80.99794135597676
4.0,106.0,8.0,75.92642211914062,80.8249247264187
4.0,107.0,8.0,76.69725036621094,80.6696248838821
4.0,108.0,8.0,77.23515319824219,80.53202912409292
4.0,109.0,8.0,77.55931091308594,80.41215849841987
4.0,110.0,8.0,77.88289642333984,80.30993733751913
4.0,111.0,8.0,78.20587158203125,80.22538137276912
4.0,112.0,8.0,78.52813720703125,80.15835462636599
4.0,113.0,8.0,78.84963989257812,80.10881271745325
4.0,114.0,8.0,79.17060089111328,80.07675456144405
4.0,115.0,8.0,79.49081420898438,80.0619633081153
4.0,116.0,8.0,79.81024169921875,80.06441193560188
4.0,117.0,8.0,80.129150390625,80.08399216311116
4.0,118.0,8.0,80.44730377197266,80.12060306285925
4.0,119.0,8.0,80.76480102539062,80.17406904764314
4.0,120.0,8.0,81.0814208984375,80.24421647286333
6.0,0.0,12.0,162.92190551757812,168.60105116257432
6.0,1.0,12.0,161.51866149902344,167.34068332857674
6.0,2.0,12.0,160.11907958984375,166.0848568879776
6.0,3.0,12.0,158.72335815429688,164.83371711174567
6.0,4.0,12.0,157.33152770996094,163.5872461696663
6.0,5.0,12.0,155.65386962890625,162.34554558679767
6.0,6.0,12.0,153.9205322265625,161.10865898517062
6.0,7.0,12.0,152.1898193359375,159.87666144562814
6.0,8.0,12.0,150.46156311035156,158.64959300097496
6.0,9.0,12.0,148.73614501953125,157.42750687816599
6.0,10.0,12.0,147.0132293701172,156.21051376067808
6.0,11.0,12.0,145.29296875,154.99863910692895
6.0,12.0,12.0,143.57540893554688,153.79196581746396
6.0,13.0,12.0,141.86080932617188,152.5906236880235
6.0,14.0,12.0,140.1488494873047,151.39459126938783
6.0,15.0,12.0,138.43983459472656,150.2040019024127
6.0,16.0,12.0,136.733642578125,149.01893362296283
6.0,17.0,12.0,135.0303955078125,147.83940690619332
6.0,18.0,12.0,133.330078125,146.66552216054393
6.0,19.0,12.0,131.63290405273438,145.49742936947374
6.0,20.0,12.0,129.9386749267578,144.3351270697816
6.0,21.0,12.0,128.24771118164062,143.17870171572307
6.0,22.0,12.0,126.55982971191406,142.02833811646533
6.0,23.0,12.0,124.8751220703125,140.88401840033168
6.0,24.0,12.0,123.19378662109375,139.74589802790277
6.0,25.0,12.0,121.51570129394531,138.6139887984795
6.0,26.0,12.0,119.84095001220703,137.48850093962403
6.0,27.0,12.0,118.18745422363281,136.36942157472473
6.0,28.0,12.0,116.58335876464844,135.2569386505735
6.0,29.0,12.0,114.98355102539062,134.15107068385626
6.0,30.0,12.0,113.3882064819336,133.0519679368742
6.0,31.0,12.0,111.79759216308594,131.95977725238853
6.0,32.0,12.0,110.21156311035156,130.87451498238684
6.0,33.0,12.0,108.63019561767578,129.79636244180728
6.0,34.0,12.0,107.05374145507812,128.72536930661727
6.0,35.0,12.0,105.48231506347656,127.66172341387218
6.0,36.0,12.0,103.91598510742188,126.60548267033107
6.0,37.0,12.0,102.35464477539062,125.55681062894398
6.0,38.0,12.0,100.79873657226562,124.51581224888669
6.0,39.0,12.0,99.24807739257812,123.48257088553024
6.0,40.0,12.0,97.70309448242188,122.45726694060463
6.0,41.0,12.0,96.16368103027344,121.44003712609569
6.0,42.0,12.0,94.63008117675781,120.43100089496268
6.0,43.0,12.0,93.10232543945312,119.43028824381192
6.0,44.0,12.0,91.58055877685547,118.4380235806369
6.0,45.0,12.0,90.06503295898438,117.45430045474069
6.0,46.0,12.0,88.55591583251953,116.47942331024609
6.0,47.0,12.0,87.05335235595703,115.51340476190416
6.0,48.0,12.0,85.5574951171875,114.55643481626207
6.0,49.0,12.0,84.06838989257812,113.6086561746617
6.0,50.0,12.0,82.58628845214844,112.67024011606836
6.0,51.0,12.0,81.11152648925781,111.74129580195498
6.0,52.0,12.0,79.64415740966797,110.82203498176705
6.0,53.0,12.0,78.18446350097656,109.91262065699053
6.0,54.0,12.0,77.67145538330078,109.01320071297559
6.0,55.0,12.0,77.2323226928711,108.12391617953911
6.0,56.0,12.0,76.79949951171875,107.24499187025005
6.0,57.0,12.0,76.37290954589844,106.37656065247644
6.0,58.0,12.0,75.95329284667969,105.51883995731521
6.0,59.0,12.0,75.54069519042969,104.67194380688886
6.0,60.0,12.0,75.13536071777344,103.83610884465962
6.0,61.0,12.0,74.73767852783203,103.01150952078122
6.0,62.0,12.0,74.3478012084961,102.1983270258129
6.0,63.0,12.0,73.9661636352539,101.39671565347913
6.0,64.0,12.0,73.839111328125,100.60695684506614
6.0,65.0,12.0,74.19189453125,99.82910201627078
6.0,66.0,12.0,74.54278564453125,99.06347594156486
6.0,67.0,12.0,74.89187622070312,98.31018055909826
6.0,68.0,12.0,75.23918151855469,97.56945142595863
6.0,69.0,12.0,75.5260009765625,96.84147101222958
6.0,70.0,12.0,75.23432922363281,96.12640705244578
6.0,71.0,12.0,74.95294189453125,95.4245447984951
6.0,72.0,12.0,74.68206024169922,94.73600758324419
6.0,73.0,12.0,74.51336669921875,94.06103092706618
6.0,74.0,12.0,74.67476654052734,93.39980426906686
6.0,75.0,12.0,74.85107421875,92.75247427629627
6.0,76.0,12.0,75.04273986816406,92.119333908184
6.0,77.0,12.0,74.45362091064453,91.50047493899963
6.0,78.0,12.0,73.43814086914062,90.89614072356153
6.0,79.0,12.0,73.10501098632812,90.30655257233552
6.0,80.0,12.0,72.92916870117188,89.73187871984933
6.0,81.0,12.0,72.76648712158203,89.17226788287377
6.0,82.0,12.0,72.61749267578125,88.62791173372669
6.0,83.0,12.0,72.78682708740234,88.09904316307868
6.0,84.0,12.0,73.13153076171875,87.58582844130665
6.0,85.0,12.0,73.4744873046875,87.08840694949012
6.0,86.0,12.0,73.8154067993164,86.6069380520406
6.0,87.0,12.0,74.1546401977539,86.14160988236173
6.0,88.0,12.0,74.49215698242188,85.69259706302668
6.0,89.0,12.0,74.82762145996094,85.25999700823212
6.0,90.0,12.0,75.16162109375,84.844052140346
6.0,91.0,12.0,75.49364471435547,84.4447946284657
6.0,92.0,12.0,75.68000793457031,84.06238382891601
6.0,93.0,12.0,75.82830810546875,83.69698940318135
6.0,94.0,12.0,75.72882080078125,83.34869747688772
6.0,95.0,12.0,75.38186645507812,83.01759096815717
6.0,96.0,12.0,75.04112243652344,82.70379953201213
6.0,97.0,12.0,74.70655822753906,82.40739061118093
6.0,98.0,12.0,74.61819458007812,82.1284602581529
6.0,99.0,12.0,74.80059814453125,81.86707082311086
6.0,100.0,12.0,74.61164855957031,81.62327716405413
6.0,101.0,12.0,74.42475891113281,81.39714740375581
6.0,102.0,12.0,74.38786315917969,81.1887028394345
6.0,103.0,12.0,75.15660095214844,80.99795039845144
6.0,104.0,12.0,75.92642211914062,80.8249247264187
6.0,105.0,12.0,76.69725036621094,80.66963093673324
6.0,106.0,12.0,77.23515319824219,80.53202912409292
6.0,107.0,12.0,77.55931091308594,80.41215849841987
6.0,108.0,12.0,77.88289642333984,80.30993733751913
6.0,109.0,12.0,78.20587158203125,80.22538137276912
6.0,110.0,12.0,78.52809143066406,80.15834853490776
6.0,111.0,12.0,78.8496322631836,80.10880357461501
6.0,112.0,12.0,79.17060852050781,80.07675456144405
6.0,113.0,12.0,79.49081420898438,80.0619633081153
6.0,114.0,12.0,79.81022644042969,80.06440583699631
6.0,115.0,12.0,80.12918853759766,80.08399826022519
6.0,116.0,12.0,80.44735717773438,80.1206091571872
6.0,117.0,12.0,80.76487731933594,80.17407513790695
6.0,118.0,12.0,81.08146667480469,80.24421647286333
6.0,119.0,12.0,81.39738464355469,80.33094389383832
