direction,lambda,max_displacement_mm,range_residual_rms,position_median_3d,sim3_scale,s,delta_c,d_tag
nullspace,-0.7675593893153846,1.0,0.39053830890753355,92.07857513427734,1.0103119598126191,0.9994757175383847,0.7480935063179089,49.79276509266753
nullspace,0.7675593893153846,1.0,0.3905383089076008,92.23443603515625,1.0092531372521376,1.0005242824616154,-0.7480935063179089,49.449234907332475
random_orthogonal_0,0.006107714775355545,1.0,1.4627513323157533,93.48697662353516,1.0103119598126191,0.9994757175383847,0.0013613960538962414,49.615069071871794
random_orthogonal_1,0.0005542095628297556,1.0,1.4653028825759111,93.48019409179688,1.0103119598126191,0.9994757175383847,3.985438573634847e-05,49.620824820754905
random_orthogonal_2,0.0006474142594830496,1.0,1.4652163880878553,90.83726501464844,1.0092531372521376,1.0005242824616154,-8.465030838279174e-05,49.62137028023052
random_orthogonal_3,0.001880543013235021,1.0,1.464600175992427,93.48210144042969,1.0103119598126191,0.9994757175383847,0.00040379517797879444,49.61923973883208
random_orthogonal_4,0.000616708702265506,1.0,1.4655208286305679,90.83821868896484,1.0092531372521376,1.0005242824616154,7.302009781747484e-05,49.62068357372232
random_orthogonal_5,0.0005518889186660402,1.0,1.4654549867945885,93.47990417480469,1.0103119598126191,0.9994757175383847,-3.8920673089544496e-05,49.6211679120609
random_orthogonal_6,0.0005471706677536519,1.0,1.4654481754645057,90.83793640136719,1.0092531372521376,1.0005242824616154,3.539308491169981e-05,49.62084745174654
random_orthogonal_7,0.0012172352046163233,1.0,1.4658551849902872,90.83905029296875,1.0092531372521376,1.0005242824616154,0.000246181219344314,49.619929400050886
random_orthogonal_8,0.0008753557105301744,1.0,1.465683400339968,93.47933197021484,1.0103119598126191,0.9994757175383847,-0.0001572153550856799,49.621683124331675
random_orthogonal_9,0.0005362573486513526,1.0,1.4654292036479581,90.83794403076172,1.0092531372521376,1.0005242824616154,2.5567575141138207e-05,49.62089024507516
random_orthogonal_10,0.0005846359699282429,1.0,1.4652687271015437,93.48023986816406,1.0103119598126191,0.9994757175383847,5.7543651482466506e-05,49.62074777818106
random_orthogonal_11,0.001708965928536542,1.0,1.4660833440270753,90.83969116210938,1.0092531372521376,1.0005242824616154,0.00036434174255005347,49.6194147720858
nullspace,-1.5351187786307692,2.0,0.781076617815097,92.00038146972656,1.0108422046500463,0.9989514350767694,1.4961870126358179,49.96453018533505
nullspace,1.5351187786307692,2.0,0.7810766178152238,92.31177520751953,1.0087245577828374,1.0010485649232306,-1.4961870126358179,49.277469814664954
random_orthogonal_0,0.00992294240265589,2.0,2.9264976342054343,89.51251220703125,1.0087245577828374,1.0010485649232306,-0.0022074343755031597,49.63061730372849
random_orthogonal_1,0.0016051423348923371,2.0,2.9302358957065717,94.80935668945312,1.0108422046500463,0.9989514350767694,0.0002712664533100301,49.619815344763936
random_orthogonal_2,0.0022599026785238936,2.0,2.9298960181460307,94.8101806640625,1.0108422046500463,0.9989514350767694,0.0004472927063875474,49.619048692501686
random_orthogonal_3,0.001431253133216928,2.0,2.931181950116268,94.806884765625,1.0108422046500463,0.9989514350767694,-0.0002186974877463049,49.621949298973966
random_orthogonal_4,0.0011050379955471774,2.0,2.930610332270055,89.52322387695312,1.0087245577828374,1.0010485649232306,-7.734344355280909e-05,49.621340056708675
random_orthogonal_5,0.00125141755499272,2.0,2.9310561608042742,89.52439880371094,1.0087245577828374,1.0010485649232306,0.0001535515534716826,49.620334433009276
random_orthogonal_6,0.0011969860405802114,2.0,2.930511569995341,89.52301025390625,1.0087245577828374,1.0010485649232306,-0.00012849286054090184,49.62156282925289
random_orthogonal_7,0.0011936957616295793,2.0,2.9305145312370056,89.52301025390625,1.0087245577828374,1.0010485649232306,-0.00012695921847826413,49.62155614973698
random_orthogonal_8,0.003659193714511113,2.0,2.929246248614544,94.81201934814453,1.0108422046500463,0.9989514350767694,0.0007838194978095521,49.61758300757435
random_orthogonal_9,0.0020531610666092597,2.0,2.929998293223227,89.52167510986328,1.0087245577828374,1.0010485649232306,-0.0003943231843676294,49.622720607797696
random_orthogonal_10,0.0014035003288987804,2.0,2.931164124927836,94.80703735351562,1.0108422046500463,0.9989514350767694,-0.00020946588468604037,49.62190909230453
random_orthogonal_11,0.0028044535475782286,2.0,2.9318849275492957,94.80494689941406,1.0108422046500463,0.9989514350767694,-0.0005827637927410976,49.62353492754614
nullspace,-3.8377969465769226,5.0,1.9526915445378161,91.76496887207031,1.0124362839071073,0.9973785876919236,3.7404675315895446,50.479825463337626
nullspace,3.8377969465769226,5.0,1.9526915445379263,92.54389953613281,1.0071421361795658,1.0026214123080766,-3.7404675315895446,48.76217453666238
random_orthogonal_0,0.0027041426855857254,5.0,7.3266157434931465,98.81878662109375,1.0124362839071073,0.9973785876919236,0.00014679244239346537,49.620352669208266
random_orthogonal_1,0.004987688656661121,5.0,7.3287360410670574,85.61592864990234,1.0071421361795658,1.0026214123080766,0.0009513050955538108,49.61686475463098
random_orthogonal_2,0.0034457127190425517,5.0,7.325936259333804,98.8206787109375,1.0124362839071073,0.9973785876919236,0.0004987007228056069,49.61881999283435
random_orthogonal_3,0.003238489332135172,5.0,7.32608089651784,98.82028198242188,1.0124362839071073,0.9973785876919236,0.0004237921948699421,49.619146244125844
random_orthogonal_4,0.00630609495055725,5.0,7.324424355256445,98.82466888427734,1.0124362839071073,0.9973785876919236,0.0012817320251450573,49.6154096338177
random_orthogonal_5,0.005418785022878183,5.0,7.328951769120272,85.61649322509766,1.0071421361795658,1.0026214123080766,0.0010630288911815315,49.616378160732815
random_orthogonal_6,0.03710362372414131,5.0,7.310911732295451,85.56983184814453,1.0071421361795658,1.0026214123080766,-0.008280588563608906,49.65707268972525
random_orthogonal_7,0.005255395200350741,5.0,7.324934423617993,98.82359313964844,1.0124362839071073,0.9973785876919236,0.0010175608444402222,49.616560186248186
random_orthogonal_8,0.0026650366850763936,5.0,7.327110050290668,98.81742858886719,1.0124362839071073,0.9973785876919236,-0.00010921005128324523,49.62146764431844
random_orthogonal_9,0.0034264826375485077,5.0,7.325949111663445,85.60896301269531,1.0071421361795658,1.0026214123080766,-0.0004920444145783023,49.62315101675274
random_orthogonal_10,0.004685520117417128,5.0,7.325224496677219,85.60684967041016,1.0071421361795658,1.0026214123080766,-0.0008673287521723102,49.62478550354873
random_orthogonal_11,0.005546394183206633,5.0,7.3290145520144945,98.81233215332031,1.0124362839071073,0.9973785876919236,-0.0010955435940319877,49.62576345149867
nullspace,-7.675593893153845,10.0,3.9053830890757264,91.36882781982422,1.0151042847031337,0.994757175383847,7.480935063179089,51.33865092667525
nullspace,7.675593893153845,10.0,3.9053830890757775,92.92667388916016,1.0045157709600263,1.0052428246161529,-7.480935063179089,47.903349073324755
random_orthogonal_0,0.005558516285287798,10.0,14.654602994611441,79.19921875,1.0045157709600263,1.0052428246161529,0.00041672102130795014,49.619201045601336
random_orthogonal_1,0.007550842868021508,10.0,14.65145714232799,79.19136047363281,1.0045157709600263,1.0052428246161529,-0.0012125279006799602,49.626296960841074
random_orthogonal_2,0.007016710632866336,10.0,14.651790107999142,79.1920166015625,1.0045157709600263,1.0052428246161529,-0.0010400825001542257,49.62554590437015
random_orthogonal_3,0.01299692615713725,10.0,14.648666494530888,79.18423461914062,1.0045157709600263,1.0052428246161529,-0.002657836410751223,49.63259175505228
random_orthogonal_4,0.036144469641589336,10.0,14.669258232952341,79.236328125,1.0045157709600263,1.0052428246161529,0.00800638929392421,49.586145542520505
random_orthogonal_5,0.005256868153861844,10.0,14.653639185086885,79.19682312011719,1.0045157709600263,1.0052428246161529,-8.243690618593396e-05,49.62137504264804
random_orthogonal_6,0.009073093606729324,10.0,14.650605494496482,105.59173583984375,1.0151042847031337,0.994757175383847,0.0016536039546838897,49.61378200778597
random_orthogonal_7,0.008314967041020773,10.0,14.65659374694597,105.57551574707031,1.0151042847031337,0.994757175383847,-0.0014477260949536564,49.62728932079732
random_orthogonal_8,0.01925174207101589,10.0,14.661809362654262,79.21749877929688,1.0045157709600263,1.0052428246161529,0.004148830530907233,49.602946480452864
random_orthogonal_9,0.009082582546233653,10.0,14.657009777102942,79.205322265625,1.0045157709600263,1.0052428246161529,0.0016631856619111751,49.613772281881026
random_orthogonal_10,0.00956296840303948,10.0,14.65034939347861,105.59236145019531,1.0151042847031337,0.994757175383847,0.001786241335619663,49.61320432834115
random_orthogonal_11,253.2073609715757,10.0,99.25218167457442,434.53076171875,1.0151042847031337,0.994757175383847,56.66296821367818,-197.16489030963322
nullspace,-15.35118778630769,20.0,7.810766178151599,90.56330871582031,1.020482694554062,0.9895143507676941,14.961870126358178,53.0563018533505
nullspace,15.35118778630769,20.0,7.810766178151725,93.67933654785156,0.9993039205836215,1.010485649232306,-14.961870126358178,46.18569814664951
random_orthogonal_0,0.01093038216861544,20.0,29.306276698775285,120.31574249267578,1.020482694554062,0.9895143507676941,0.0006836423328417398,49.61799050707099
random_orthogonal_1,0.0112159542251559,20.0,29.305890025729553,75.2011947631836,0.9993039205836215,1.010485649232306,-0.0008839017696257854,49.62488168868143
random_orthogonal_2,0.012498070135290269,20.0,29.31054883890782,75.20418548583984,0.9993039205836215,1.010485649232306,0.001528902424445128,49.61437313236437
random_orthogonal_3,0.11114143637241443,20.0,29.355422084673496,75.23490905761719,0.9993039205836215,1.010485649232306,0.024767374234440857,49.51316193986986
random_orthogonal_4,0.012154038975198312,20.0,29.31026578618367,75.20402526855469,0.9993039205836215,1.010485649232306,0.0013823099217962855,49.615011590956875
random_orthogonal_5,0.055844469199276686,20.0,29.331311632300302,75.21849060058594,0.9993039205836215,1.010485649232306,0.012281635113664433,49.56754144278733
random_orthogonal_6,0.013263343386409733,20.0,29.31111967288618,75.20460510253906,0.9993039205836215,1.010485649232306,0.0018245360137838337,49.613085550790025
random_orthogonal_7,0.028184419332592546,20.0,29.318914420260594,120.27894592285156,1.020482694554062,0.9895143507676941,-0.005861375576391283,49.64649621402572
random_orthogonal_8,0.06385743607872715,20.0,29.280393400516452,75.18367004394531,0.9993039205836215,1.010485649232306,-0.0140891261407298,49.68239478664607
random_orthogonal_9,0.01077348453103043,20.0,29.306541345179664,120.31484985351562,1.020482694554062,0.9895143507676941,0.0005465810672954902,49.61858745398919
random_orthogonal_10,0.010490692121778484,20.0,29.307469698706154,75.20207214355469,0.9993039205836215,1.010485649232306,-6.578435853078032e-05,49.621318518114336
