s,d_tag,range_residual_rms,position_median_3d,position_rmse_3d
0.95,23.0,139.7509876131018,273.1593017578125,261.55483113010933
0.95,24.0,139.7509876131018,271.5500793457031,260.05725030750443
0.95,25.0,139.7509876131018,269.94573974609375,258.56265862939296
0.95,26.0,139.7509876131018,268.34637451171875,257.0711234269614
0.95,27.0,139.7509876131018,266.75177001953125,255.5825682998549
0.95,28.0,139.7509876131018,265.1619873046875,254.09705330837664
0.95,29.0,139.7509876131018,263.576904296875,252.61453930593544
0.95,30.0,139.7509876131018,261.99664306640625,251.13502499900326
0.95,31.0,139.7509876131018,260.4211120605469,249.65852460160457
0.95,32.0,139.7509876131018,258.8501892089844,248.18499746912585
0.95,33.0,139.7509876131018,257.2837829589844,246.71447312632472
0.95,34.0,139.7509876131018,255.72222900390625,245.24696576869204
0.95,35.0,139.7509876131018,254.16531372070312,243.78246578661066
0.95,36.0,139.7509876131018,252.61288452148438,242.32093904572093
0.95,37.0,139.7509876131018,251.06509399414062,240.86241534328263
0.95,38.0,139.7509876131018,249.5218048095703,239.40691693223903
0.95,39.0,139.7509876131018,247.98312377929688,237.95443366325412
0.95,40.0,139.7509876131018,246.37564086914062,236.5049467638045
0.95,41.0,139.7509876131018,244.61260986328125,235.05847842877313
0.95,42.0,139.7509876131018,242.85052490234375,233.61504292585698
0.95,43.0,139.7509876131018,241.08914184570312,232.17463793446518
0.95,44.0,139.7509876131018,239.32884216308594,230.73726095659106
0.95,45.0,139.7509876131018,237.56951904296875,229.30297745286694
0.95,46.0,139.7509876131018,235.81124877929688,227.87168298463502
0.95,47.0,139.7509876131018,234.05380249023438,226.4435291082525
0.95,48.0,139.7509876131018,232.2975616455078,225.0184020252566
0.95,49.0,139.7509876131018,230.65155029296875,223.59641202119053
0.95,50.0,139.7509876131018,229.0839080810547,222.17749625862203
0.95,51.0,139.7509876131018,227.51907348632812,220.7616786265225
0.95,52.0,139.7509876131018,225.9571990966797,219.34902802098304
0.95,53.0,139.7509876131018,224.39822387695312,217.9395343323464
0.95,54.0,139.7509876131018,222.8419189453125,216.5331509694301
0.95,55.0,139.7509876131018,221.28854370117188,215.12997524752333
0.95,56.0,139.7509876131018,219.738037109375,213.72996982173558
0.95,57.0,139.7509876131018,218.19036865234375,212.33323419509722
0.95,58.0,139.7509876131018,216.6454315185547,210.9396666555392
0.95,59.0,139.7509876131018,215.10348510742188,209.5493770123166
0.95,60.0,139.7509876131018,213.5643310546875,208.16237464717298
0.95,61.0,139.7509876131018,212.02786254882812,206.77868792805992
0.95,62.0,139.7509876131018,210.49429321289062,205.39825073804792
0.95,63.0,139.7509876131018,208.96365356445312,204.02120562272444
0.95,64.0,139.7509876131018,207.4355926513672,202.64751571386213
0.95,65.0,139.7509876131018,205.91058349609375,201.27720118967773
0.95,66.0,139.7509876131018,204.38827514648438,199.91036077139674
0.95,67.0,139.7509876131018,202.86874389648438,198.5468596295343
0.95,68.0,139.7509876131018,201.35214233398438,197.1868957993913
0.95,69.0,139.7509876131018,199.83822631835938,195.83040334687564
0.95,70.0,139.7509876131018,198.32723999023438,194.4774549112313
0.95,71.0,139.7509876131018,196.8188934326172,193.1280642960779
0.95,72.0,139.7509876131018,195.31344604492188,191.7822760482574
0.95,73.0,139.7509876131018,193.810791015625,190.4400434684103
0.95,74.0,139.7509876131018,192.31088256835938,189.10152489800288
0.95,75.0,139.7509876131018,190.81375122070312,187.76666454006153
0.95,76.0,139.7509876131018,189.31944274902344,186.43555144808084
0.95,77.0,139.7509876131018,187.8280029296875,185.10821370552415
0.95,78.0,139.7509876131018,186.3392333984375,183.7846374666555
0.95,79.0,139.7509876131018,184.85330200195312,182.46490458784123
0.95,80.0,139.7509876131018,183.37020874023438,181.1490343784642
0.95,81.0,139.7509876131018,181.64646911621094,179.83708447682585
0.95,82.0,139.7509876131018,179.8934326171875,178.5290866095074
0.95,83.0,139.7509876131018,178.1422119140625,177.225111748801
0.95,84.0,139.7509876131018,176.39260864257812,175.9251716373328
0.95,85.0,139.7509876131018,174.64476013183594,174.62934519468658
0.95,86.0,139.7509876131018,172.89862060546875,173.33758946597533
0.95,87.0,139.7509876131018,171.15428161621094,172.0500756048221
0.95,88.0,139.7509876131018,169.41168212890625,170.7667623086384
0.95,89.0,139.7509876131018,167.6710205078125,169.48769313728948
0.95,90.0,139.7509876131018,165.9322967529297,168.21306359978408
0.95,91.0,139.7509876131018,164.19549560546875,166.94275894936263
0.95,92.0,139.7509876131018,162.46044921875,165.67686098434206
0.95,93.0,139.7509876131018,160.72747802734375,164.41547149105222
0.95,94.0,139.7509876131018,158.99652099609375,163.15866510853783
0.95,95.0,139.7509876131018,157.2675323486328,161.90643396534617
0.95,96.0,139.7509876131018,155.54074096679688,160.65886680907158
0.95,97.0,139.7509876131018,153.8160400390625,159.41609151643067
0.95,98.0,139.7509876131018,152.09341430664062,158.17804816685216
0.95,99.0,139.7509876131018,150.37301635742188,156.94483629806047
0.95,100.0,139.7509876131018,148.65487670898438,155.71663341427274
0.95,101.0,139.7509876131018,146.9388427734375,154.49335670385636
0.95,102.0,139.7509876131018,145.22520446777344,153.27516234088614
0.95,103.0,139.7509876131018,143.5138397216797,152.06204402932048
0.95,104.0,139.7509876131018,141.80491638183594,150.85421485866743
0.95,105.0,139.7509876131018,140.09832763671875,149.65158102447498
0.95,106.0,139.7509876131018,138.39425659179688,148.45436088449878
0.95,107.0,139.7509876131018,136.69268798828125,147.26254721584846
0.95,108.0,139.7509876131018,134.99359130859375,146.07623223851306
0.95,109.0,139.7509876131018,133.29714965820312,144.89555101218602
0.95,110.0,139.7509876131018,131.6031494140625,143.7204861006252
0.95,111.0,139.7509876131018,129.91201782226562,142.551224345847
0.95,112.0,139.7509876131018,128.22348022460938,141.3877715827115
0.95,113.0,139.7509876131018,126.53778076171875,140.23028632618917
0.95,114.0,139.7509876131018,124.8548583984375,139.07882628881723
0.95,115.0,139.7509876131018,123.17474365234375,137.93348572545753
0.95,116.0,139.7509876131018,121.49754333496094,136.79440406820376
0.95,117.0,139.7509876131018,119.82341766357422,135.66162379934497
0.95,118.0,139.7509876131018,118.1521987915039,134.5352460207919
0.95,119.0,139.7509876131018,116.48402404785156,133.4153743365996
0.95,120.0,139.7509876131018,114.81906127929688,132.30216657806477
0.952,0.0,134.16094810857777,305.6968994140625,291.60494733886117
0.952,1.0,134.16094810857777,303.98590087890625,290.0461574258483
0.952,2.0,134.16094810857777,302.2806396484375,288.4906167234907
0.952,3.0,134.16094810857777,300.580810546875,286.9383644617777
0.952,4.0,134.16094810857777,298.8865051269531,285.38935848678733
0.952,5.0,134.16094810857777,297.197509765625,283.843569374048
0.952,6.0,134.16094810857777,295.5140380859375,282.3010776414075
0.952,7.0,134.16094810857777,293.83587646484375,280.7617567663018
0.952,8.0,134.16094810857777,292.1629638671875,279.225561262754
0.952,9.0,134.16094810857777,290.49542236328125,277.69257113307873
0.952,10.0,134.16094810857777,288.83319091796875,276.16272659882975
0.952,11.0,134.16094810857777,287.1761474609375,274.6359948868684
0.952,12.0,134.16094810857777,285.5242919921875,273.11239959492866
0.952,13.0,134.16094810857777,283.87750244140625,271.59190721098446
0.952,14.0,134.16094810857777,282.23590087890625,270.0744688970063
0.952,15.0,134.16094810857777,280.5992736816406,268.56016551231124
0.952,16.0,134.16094810857777,278.96783447265625,267.0488748572066
0.952,17.0,134.16094810857777,277.34124755859375,265.5406483713934
0.952,18.0,134.16094810857777,275.7198486328125,264.0354645923536
0.952,19.0,134.16094810857777,274.1031494140625,262.5333460962626
0.952,20.0,134.16094810857777,272.49151611328125,261.03421111992196
0.952,21.0,134.16094810857777,270.8848571777344,259.5381414647951
0.952,22.0,134.16094810857777,269.282958984375,258.0450390677953
0.952,23.0,134.16094810857777,267.68597412109375,256.5550166387319
0.952,24.0,134.16094810857777,266.09375,255.06792140771054
0.952,25.0,134.16094810857777,264.50616455078125,253.58383568112143
0.952,26.0,134.16094810857777,262.92352294921875,252.1027816189262
0.952,27.0,134.16094810857777,261.34552001953125,250.62469607213492
0.952,28.0,134.16094810857777,259.7723693847656,249.1496161947676
0.952,29.0,134.16094810857777,258.20361328125,247.67750105984598
0.952,30.0,134.16094810857777,256.63970947265625,246.20837211597822
0.952,31.0,134.16094810857777,255.08035278320312,244.7422751589925
0.952,32.0,134.16094810857777,253.5258026123047,243.27916063650005
0.952,33.0,134.16094810857777,251.97567749023438,241.81899383888356
0.952,34.0,134.16094810857777,250.43017578125,240.36187724189958
0.952,35.0,134.16094810857777,248.8892822265625,238.9077358521486
0.952,36.0,134.16094810857777,247.35275268554688,237.45657497740507
0.952,37.0,134.16094810857777,245.8208465576172,236.00847442411893
0.952,38.0,134.16094810857777,244.20516967773438,234.56335764564764
0.952,39.0,134.16094810857777,242.44168090820312,233.1212801311798
0.952,40.0,134.16094810857777,240.67929077148438,231.682231191777
0.952,41.0,134.16094810857777,238.91781616210938,230.2461997514834
0.952,42.0,134.16094810857777,237.15728759765625,228.81324262376074
0.952,43.0,134.16094810857777,235.39785766601562,227.38334921449282
0.952,44.0,134.16094810857777,233.63941955566406,225.95649989267847
0.952,45.0,134.16094810857777,231.88204956054688,224.53275269156168
0.952,46.0,134.16094810857777,230.12594604492188,223.11205319581012
0.952,47.0,134.16094810857777,228.44430541992188,221.69451285778365
0.952,48.0,134.16094810857777,226.88104248046875,220.2800774014754
0.952,49.0,134.16094810857777,225.32073974609375,218.8687445565264
0.952,50.0,134.16094810857777,223.76327514648438,217.46059269440062
0.952,51.0,134.16094810857777,222.20852661132812,216.0555936125006
0.952,52.0,134.16094810857777,220.65672302246094,214.6538001206827
0.952,53.0,134.16094810857777,219.1078338623047,213.25520216398004
0.952,54.0,134.16094810857777,217.56161499023438,211.85979849596288
0.952,55.0,134.16094810857777,216.01824951171875,210.46766193111472
0.952,56.0,134.16094810857777,214.47784423828125,209.0787456318791
0.952,57.0,134.16094810857777,212.94021606445312,207.69315181897548
0.952,58.0,134.16094810857777,211.4054412841797,206.31082436459798
0.952,59.0,134.16094810857777,209.87339782714844,204.93187701953545
0.952,60.0,134.16094810857777,208.34426879882812,203.5562345520274
0.952,61.0,134.16094810857777,206.81784057617188,202.18397408053883
0.952,62.0,134.16094810857777,205.2943115234375,200.8151065812779
0.952,63.0,134.16094810857777,203.77369689941406,199.44971170698642
0.952,64.0,134.16094810857777,202.25567626953125,198.08768378864445
0.952,65.0,134.16094810857777,200.74063110351562,196.7292019661799
0.952,66.0,134.16094810857777,199.228271484375,195.37420025428128
0.952,67.0,134.16094810857777,197.71884155273438,194.02274149890266
0.952,68.0,134.16094810857777,196.21197509765625,192.67487997920227
0.952,69.0,134.16094810857777,194.70816040039062,191.33057942994893
0.952,70.0,134.16094810857777,193.20704650878906,189.98995656020873
0.952,71.0,134.16094810857777,191.70870971679688,188.65298624392352
0.952,72.0,134.16094810857777,190.21310424804688,187.31971540991088
0.952,73.0,134.16094810857777,188.720458984375,185.99016061004411
0.952,74.0,134.16094810857777,187.23056030273438,184.66442326217035
0.952,75.0,134.16094810857777,185.74325561523438,183.34245834298721
0.952,76.0,134.16094810857777,184.25889587402344,182.02438023517618
0.952,77.0,134.16094810857777,182.74972534179688,180.71016050398217
0.952,78.0,134.16094810857777,180.99502563476562,179.39989483169995
0.952,79.0,134.16094810857777,179.2418670654297,178.09359372251436
0.952,80.0,134.16094810857777,177.49063110351562,176.79129534390262
0.952,81.0,134.16094810857777,175.74093627929688,175.4931055002589
0.952,82.0,134.16094810857777,173.9930877685547,174.1990319559067
0.952,83.0,134.16094810857777,172.24703979492188,172.9090711183193
0.952,84.0,134.16094810857777,170.50265502929688,171.62329865325685
0.952,85.0,134.16094810857777,168.76025390625,170.34182660352388
0.952,86.0,134.16094810857777,167.01962280273438,169.06461990352977
0.952,87.0,134.16094810857777,165.28097534179688,167.79179341523232
0.952,88.0,134.16094810857777,163.5442352294922,166.52339479972477
0.952,89.0,134.16094810857777,161.8095703125,165.25940782599943
0.952,90.0,134.16094810857777,160.07681274414062,164.0
0.952,91.0,134.16094810857777,158.345947265625,162.74510361298124
0.952,92.0,134.16094810857777,156.6173095703125,161.49487220961538
0.952,93.0,134.16094810857777,154.890869140625,160.2493174712454
0.952,94.0,134.16094810857777,153.16632080078125,159.00854929845752
0.952,95.0,134.16094810857777,151.44412231445312,157.77258777469868
0.952,96.0,134.16094810857777,149.7240447998047,156.54149684468652
0.952,97.0,134.16094810857777,148.00637817382812,155.31538603958398
0.952,98.0,134.16094810857777,146.29067993164062,154.09427917674296
0.952,99.0,134.16094810857777,144.57757568359375,152.87825144743448
0.952,100.0,134.16094810857777,142.8668212890625,151.6673992656299
0.952,101.0,134.16094810857777,141.15835571289062,150.4617567170309
0.952,102.0,134.16094810857777,139.45230102539062,149.2614434997364
0.952,103.0,134.16094810857777,137.7488250732422,148.06649688568984
0.952,104.0,134.16094810857777,136.04788208007812,146.87702791153217
0.952,105.0,134.16094810857777,134.34951782226562,145.69309700745947
0.952,106.0,134.16094810857777,132.65367126464844,144.51477270940157
0.952,107.0,134.16094810857777,130.96047973632812,143.3421864695631
0.952,108.0,134.16094810857777,129.27001953125,142.1754047053322
0.952,109.0,134.16094810857777,127.5823745727539,141.0144953209598
0.952,110.0,134.16094810857777,125.89729309082031,139.85957661838893
0.952,111.0,134.16094810857777,124.21531677246094,138.71066446924692
0.952,112.0,134.16094810857777,122.53606414794922,137.56794486043978
0.952,113.0,134.16094810857777,120.85990905761719,136.43152328869968
0.952,114.0,134.16094810857777,119.18669128417969,135.30145018393188
0.952,115.0,134.16094810857777,117.51644897460938,134.17784228170834
0.952,116.0,134.16094810857777,115.8494873046875,133.06077529413017
0.952,117.0,134.16094810857777,114.18557739257812,131.95040054173765
0.952,118.0,134.16094810857777,112.52498626708984,130.84683615299988
0.952,119.0,134.16094810857777,110.86758422851562,129.75012795032228
0.952,120.0,134.16094810857777,109.21366882324219,128.6604740319458
0.954,0.0,128.57090860405364,299.8687438964844,286.3883808528202
0.954,1.0,128.57090860405364,298.1770324707031,284.84125238894035
0.954,2.0,128.57090860405364,296.4908142089844,283.29731235488276
0.954,3.0,128.57090860405364,294.8097839355469,281.75652998200417
0.954,4.0,128.57090860405364,293.13421630859375,280.2189573574565
0.954,5.0,128.57090860405364,291.46417236328125,278.68452145750757
0.954,6.0,128.57090860405364,289.799072265625,277.15321800404917
0.954,7.0,128.57090860405364,288.13934326171875,275.6250850340005
0.954,8.0,128.57090860405364,286.48480224609375,274.1000045603794
0.954,9.0,128.57090860405364,284.83544921875,272.5780708118318
0.954,10.0,128.57090860405364,283.191162109375,271.059192682152
0.954,11.0,128.57090860405364,281.55206298828125,269.54336385821114
0.954,12.0,128.57090860405364,279.91802978515625,268.03062150153664
0.954,13.0,128.57090860405364,278.2890625,266.52093022875334
0.954,14.0,128.57090860405364,276.66497802734375,265.01426848379316
0.954,15.0,128.57090860405364,275.04583740234375,263.5106289364814
0.954,16.0,128.57090860405364,273.43170166015625,262.0100039836266
0.954,17.0,128.57090860405364,271.822509765625,260.5123707475328
0.954,18.0,128.57090860405364,270.21820068359375,259.01778112226197
0.954,19.0,128.57090860405364,268.6187438964844,257.526197089733
0.954,20.0,128.57090860405364,267.0240173339844,256.03759489574963
0.954,21.0,128.57090860405364,265.4341735839844,254.55195779791205
0.954,22.0,128.57090860405364,263.84912109375,253.06932258029616
0.954,23.0,128.57090860405364,262.2686767578125,251.5896646823951
0.954,24.0,128.57090860405364,260.6931457519531,250.11301351838932
0.954,25.0,128.57090860405364,259.1221923828125,248.63935981658253
0.954,26.0,128.57090860405364,257.55584716796875,247.1686228569476
0.954,27.0,128.57090860405364,255.99432373046875,245.70091066172301
0.954,28.0,128.57090860405364,254.43727111816406,244.23618179950324
0.954,29.0,128.57090860405364,252.88499450683594,242.77443395310388
0.954,30.0,128.57090860405364,251.33712768554688,241.3156565450116
0.954,31.0,128.57090860405364,249.7939453125,239.8598793436493
0.954,32.0,128.57090860405364,248.25521850585938,238.40709177004362
0.954,33.0,128.57090860405364,246.7210693359375,236.9573405699853
0.954,34.0,128.57090860405364,245.19139099121094,235.51055741993818
0.954,35.0,128.57090860405364,243.66624450683594,234.06680570138516
0.954,36.0,128.57090860405364,242.02713012695312,232.6260830845286
0.954,37.0,128.57090860405364,240.26353454589844,231.18839551056624
0.954,38.0,128.57090860405364,238.50106811523438,229.75371494548244
0.954,39.0,128.57090860405364,236.73934936523438,228.32206385662775
0.954,40.0,128.57090860405364,234.97885131835938,226.89352541445513
0.954,41.0,128.57090860405364,233.21929931640625,225.46802884500056
0.954,42.0,128.57090860405364,231.46102905273438,224.045614775206
0.954,43.0,128.57090860405364,229.70372009277344,222.6262984240631
0.954,44.0,128.57090860405364,227.94772338867188,221.21010410071688
0.954,45.0,128.57090860405364,226.241455078125,219.79700329224235
0.954,46.0,128.57090860405364,224.6827392578125,218.38706499298442
0.954,47.0,128.57090860405364,223.12673950195312,216.98026083897585
0.954,48.0,128.57090860405364,221.5736083984375,215.57665218838054
0.954,49.0,128.57090860405364,220.02346801757812,214.17622891266436
0.954,50.0,128.57090860405364,218.47607421875,212.77897129415774
0.954,51.0,128.57090860405364,216.93145751953125,211.38498830628916
0.954,52.0,128.57090860405364,215.38967895507812,209.99423355178112
0.954,53.0,128.57090860405364,213.85076904296875,208.60673414645558
0.954,54.0,128.57090860405364,212.31475830078125,207.22252720505557
0.954,55.0,128.57090860405364,210.78147888183594,205.841631706878
0.954,56.0,128.57090860405364,209.25106811523438,204.4640956408973
0.954,57.0,128.57090860405364,207.72332763671875,203.08989119660782
0.954,58.0,128.57090860405364,206.19869995117188,201.71909614610115
0.954,59.0,128.57090860405364,204.6766357421875,200.3516537397433
0.954,60.0,128.57090860405364,203.15757751464844,198.98771161807957
0.954,61.0,128.57090860405364,201.64120483398438,197.62720389346705
0.954,62.0,128.57090860405364,200.12770080566406,196.27017213206392
0.954,63.0,128.57090860405364,198.61683654785156,194.91667891370918
0.954,64.0,128.57090860405364,197.10891723632812,193.56672783564844
0.954,65.0,128.57090860405364,195.60377502441406,192.22038336568264
0.954,66.0,128.57090860405364,194.10134887695312,190.87765019443736
0.954,67.0,128.57090860405364,192.60186767578125,189.5385432438479
0.954,68.0,128.57090860405364,191.10513305664062,188.20315029576417
0.954,69.0,128.57090860405364,189.61126708984375,186.87147780961652
0.954,70.0,128.57090860405364,188.12008666992188,185.54354273323554
0.954,71.0,128.57090860405364,186.63168334960938,184.2193940828435
0.954,72.0,128.57090860405364,185.14608764648438,182.89908206098247
0.954,73.0,128.57090860405364,183.66329956054688,181.58261506474125
0.954,74.0,128.57090860405364,182.09495544433594,180.27011525243168
0.954,75.0,128.57090860405364,180.34002685546875,178.9615225753849
0.954,76.0,128.57090860405364,178.5869903564453,177.65694535923723
0.954,77.0,128.57090860405364,176.83558654785156,176.3563951916686
0.954,78.0,128.57090860405364,175.08592224121094,175.0599395117998
0.954,79.0,128.57090860405364,173.3380126953125,173.76760814554882
0.954,80.0,128.57090860405364,171.5919189453125,172.47943151829728
0.954,81.0,128.57090860405364,169.84767150878906,171.19549771387096
0.954,82.0,128.57090860405364,168.10536193847656,169.9158511863299
0.954,83.0,128.57090860405364,166.36483764648438,168.64051425109864
0.954,84.0,128.57090860405364,164.62637329101562,167.36956791969382
0.954,85.0,128.57090860405364,162.88980102539062,166.10305418436772
0.954,86.0,128.57090860405364,161.1552734375,164.8410278211253
0.954,87.0,128.57090860405364,159.4227294921875,163.58350314136203
0.954,88.0,128.57090860405364,157.69223022460938,162.3306328916388
0.954,89.0,128.57090860405364,155.9638671875,161.08239230088122
0.954,90.0,128.57090860405364,154.2377166748047,159.8388837235796
0.954,91.0,128.57090860405364,152.5135955810547,158.60015689029126
0.954,92.0,128.57090860405364,150.79171752929688,157.36629369285217
0.954,93.0,128.57090860405364,149.07211303710938,156.1373093626248
0.954,94.0,128.57090860405364,147.3548126220703,154.9133389289799
0.954,95.0,128.57090860405364,145.63973999023438,153.69440687001267
0.954,96.0,128.57090860405364,143.927001953125,152.48058278023467
0.954,97.0,128.57090860405364,142.21681213378906,151.2719702534974
0.954,98.0,128.57090860405364,140.50889587402344,150.06863013301614
0.954,99.0,128.57090860405364,138.80349731445312,148.87057219485993
0.954,100.0,128.57090860405364,137.10057067871094,147.6779911242701
0.954,101.0,128.57090860405364,135.40029907226562,146.49082735789295
0.954,102.0,128.57090860405364,133.70260620117188,145.3092943194791
0.954,103.0,128.57090860405364,132.00750732421875,144.13345595315474
0.954,104.0,128.57090860405364,130.3150634765625,142.96334347700812
0.954,105.0,128.57090860405364,128.62542724609375,141.79900910928467
0.954,106.0,128.57090860405364,126.9385986328125,140.64065885040145
0.954,107.0,128.57090860405364,125.25448608398438,139.48828075773963
0.954,108.0,128.57090860405364,123.57331085205078,138.3420593696111
0.954,109.0,128.57090860405364,121.89511108398438,137.20201375389868
0.954,110.0,128.57090860405364,120.21980285644531,136.06825607943978
0.954,111.0,128.57090860405364,118.54751586914062,134.94090865310267
0.954,112.0,128.57090860405364,116.8785400390625,133.82007510086072
0.954,113.0,128.57090860405364,115.21253967285156,132.70583216507478
0.954,114.0,128.57090860405364,113.54972076416016,131.59834725405938
0.954,115.0,128.57090860405364,111.89035034179688,130.4976577256274
0.954,116.0,128.57090860405364,110.23417663574219,129.40392943463888
0.954,117.0,128.57090860405364,108.58143615722656,128.3172110070391
0.954,118.0,128.57090860405364,106.93222045898438,127.2377089164706
0.954,119.0,128.57090860405364,105.28646850585938,126.16550003244745
0.954,120.0,128.57090860405364,103.6444320678711,125.10069772112584
0.956,0.0,122.98086909952954,294.10418701171875,281.211025077254
0.956,1.0,122.98086909952954,292.4312438964844,279.6752022436026
0.956,2.0,122.98086909952954,290.763671875,278.1424854054123
0.956,3.0,122.98086909952954,289.1011962890625,276.6128414634794
0.956,4.0,122.98086909952954,287.444091796875,275.0863500793887
0.956,5.0,122.98086909952954,285.79205322265625,273.5629355148464
0.956,6.0,122.98086909952954,284.14520263671875,272.0426207416772
0.956,7.0,122.98086909952954,282.5035400390625,270.52532806559907
0.956,8.0,122.98086909952954,280.8669128417969,269.01109410208346
0.956,9.0,122.98086909952954,279.23529052734375,267.49994158877865
0.956,10.0,122.98086909952954,277.60870361328125,265.99173213184656
0.956,11.0,122.98086909952954,275.9871826171875,264.48663423224247
0.956,12.0,122.98086909952954,274.37054443359375,262.98449336415257
0.956,13.0,122.98086909952954,272.7589111328125,261.4853754275753
0.956,14.0,122.98086909952954,271.15216064453125,259.98924256591846
0.956,15.0,122.98086909952954,269.5501708984375,258.4961314991
0.956,16.0,122.98086909952954,267.95306396484375,257.0059733012056
0.956,17.0,122.98086909952954,266.36083984375,255.5188119909178
0.956,18.0,122.98086909952954,264.7733154296875,254.03468482423813
0.956,19.0,122.98086909952954,263.19061279296875,252.5534364867166
0.956,20.0,122.98086909952954,261.6126403808594,251.07521905795483
0.956,21.0,122.98086909952954,260.039306640625,249.59995336287625
0.956,22.0,122.98086909952954,258.47076416015625,248.12765269362865
0.956,23.0,122.98086909952954,256.9068908691406,246.6583622264812
0.956,24.0,122.98086909952954,255.34759521484375,245.1920245567747
0.956,25.0,122.98086909952954,253.79296875,243.7286609249105
0.956,26.0,122.98086909952954,252.24288940429688,242.2683090991267
0.956,27.0,122.98086909952954,250.69741821289062,240.81091032436632
0.956,28.0,122.98086909952954,249.15647888183594,239.35649406272645
0.956,29.0,122.98086909952954,247.62005615234375,237.90504933691508
0.956,30.0,122.98086909952954,246.08822631835938,236.45663086758637
0.956,31.0,122.98086909952954,244.5608673095703,235.01122812272183
0.956,32.0,122.98086909952954,243.03793334960938,233.56882183041895
0.956,33.0,122.98086909952954,241.51953125,232.12945102086897
0.956,34.0,122.98086909952954,239.84230041503906,230.6930878488777
0.956,35.0,122.98086909952954,238.07852172851562,229.25974624866006
0.956,36.0,122.98086909952954,236.31581115722656,227.82947467623674
0.956,37.0,122.98086909952954,234.5542755126953,226.40229680813752
0.956,38.0,122.98086909952954,232.79373168945312,224.97812393652856
0.956,39.0,122.98086909952954,231.0343475341797,223.5570659110331
0.956,40.0,122.98086909952954,229.276123046875,222.13911217129234
0.956,41.0,122.98086909952954,227.51904296875,220.72424290559928
0.956,42.0,122.98086909952954,225.76315307617188,219.31251781134154
0.956,43.0,122.98086909952954,224.0431671142578,217.90392629264394
0.956,44.0,122.98086909952954,222.48858642578125,216.49848440578054
0.956,45.0,122.98086909952954,220.93719482421875,215.09627205044723
0.956,46.0,122.98086909952954,219.38845825195312,213.69718828578442
0.956,47.0,122.98086909952954,217.84268188476562,212.30135016351167
0.956,48.0,122.98086909952954,216.29965209960938,210.90875730099498
0.956,49.0,122.98086909952954,214.75955200195312,209.51941847654598
0.956,50.0,122.98086909952954,213.22216796875,208.13330501447865
0.956,51.0,122.98086909952954,211.68765258789062,206.75053846665068
0.956,52.0,122.98086909952954,210.15599060058594,205.37105329439686
0.956,53.0,122.98086909952954,208.62710571289062,203.99493521592638
0.956,54.0,122.98086909952954,207.10116577148438,202.62215644210778
0.956,55.0,122.98086909952954,205.57791137695312,201.25279501164698
0.956,56.0,122.98086909952954,204.05752563476562,199.88687230218497
0.956,57.0,122.98086909952954,202.53993225097656,198.5243609106953
0.956,58.0,122.98086909952954,201.02517700195312,197.16534146497452
0.956,59.0,122.98086909952954,199.51324462890625,195.8098268250345
0.956,60.0,122.98086909952954,198.00396728515625,194.45788024016923
0.956,61.0,122.98086909952954,196.49761962890625,193.10943505238163
0.956,62.0,122.98086909952954,194.9940185546875,191.76461604985943
0.956,63.0,122.98086909952954,193.49331665039062,190.42342826251712
0.956,64.0,122.98086909952954,191.99533081054688,189.08590764187056
0.956,65.0,122.98086909952954,190.5001220703125,187.75211175576695
0.956,66.0,122.98086909952954,189.0078125,186.42200530650882
0.956,67.0,122.98086909952954,187.51821899414062,185.09569948745434
0.956,68.0,122.98086909952954,186.03143310546875,183.77317030785534
0.956,69.0,122.98086909952954,184.54751586914062,182.45452130257007
0.956,70.0,122.98086909952954,183.06622314453125,181.13974016970985
0.956,71.0,122.98086909952954,181.4361572265625,179.82890631618432
0.956,72.0,122.98086909952954,179.68130493164062,178.5220355796449
0.956,73.0,122.98086909952954,177.92816162109375,177.21917155213484
0.956,74.0,122.98086909952954,176.17672729492188,175.92033108945935
0.956,75.0,122.98086909952954,174.42709350585938,174.62564871031975
0.956,76.0,122.98086909952954,172.6792755126953,173.3351330785972
0.956,77.0,122.98086909952954,170.933349609375,172.04877578756555
0.956,78.0,122.98086909952954,169.18923950195312,170.76665365345775
0.956,79.0,122.98086909952954,167.447021484375,169.48884550317757
0.956,80.0,122.98086909952954,165.70660400390625,168.21538578746296
0.956,81.0,122.98086909952954,163.9683837890625,166.94633891800382
0.956,82.0,122.98086909952954,162.23196411132812,165.68171198868026
0.956,83.0,122.98086909952954,160.49765014648438,164.42164856132845
0.956,84.0,122.98086909952954,158.76541137695312,163.16610473494487
0.956,85.0,122.98086909952954,157.03524780273438,161.91523993088174
0.956,86.0,122.98086909952954,155.30722045898438,160.6690418706261
0.956,87.0,122.98086909952954,153.5814208984375,159.42757098640436
0.956,88.0,122.98086909952954,151.8577117919922,158.19091388058607
0.956,89.0,122.98086909952954,150.13623046875,156.95916566897264
0.956,90.0,122.98086909952954,148.41708374023438,155.7323487690499
0.956,91.0,122.98086909952954,146.70025634765625,154.51051112100757
0.956,92.0,122.98086909952954,144.98561096191406,153.29376541668287
0.956,93.0,122.98086909952954,143.27359008789062,152.08216965879004
0.956,94.0,122.98086909952954,141.5638427734375,150.8758090802664
0.956,95.0,122.98086909952954,139.8566131591797,149.6747254465496
0.956,96.0,122.98086909952954,138.15179443359375,148.47904024011268
0.956,97.0,122.98086909952954,136.4495086669922,147.2887854798355
