iteration,selected_variant,apparent_median,honest_median,gap,n_oob
38,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,61.33404730220711,123.81588965138316,62.48184234917605,7
39,V4_CV4|p10|uniform|fixed_0,94.81732115563045,70.57494209140027,-24.242379064230178,9
40,V4_CV4|p10|inverse_rms|fixed_0,89.20952477946986,74.57985327231646,-14.629671507153404,9
41,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,84.4787967614868,92.26970051879835,7.79090375731154,10
42,Vicon_Ccm|p10|uniform|fixed_0,53.671314061058006,129.89510384302994,76.22378978197193,7
43,Vicon_Ccm|p20|inverse_rms|fixed_0,42.98570710513462,139.3233753032639,96.33766819812928,9
44,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.38562302832604,101.7809951529173,25.395372124591262,8
45,V4_CV4|p10|uniform|fixed_0,114.10531576076967,81.26238466539519,-32.84293109537448,9
46,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.38885157869004,117.7336924648644,36.34484088617437,6
47,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.11329724767111,124.76062717703107,48.647329929359955,6
48,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,84.4787967614868,63.99686399018955,-20.481932771297252,6
49,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,78.76175836966412,81.38885157869004,2.627093209025915,10
50,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,94.70190288233229,78.70717152971301,-15.994731352619283,9
51,V4_CV4|p10|uniform|fixed_0,108.1976819587546,79.80917041343724,-28.388511545317357,8
52,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,70.32984555843815,90.70210842214405,20.3722628637059,11
53,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,76.9833705396997,123.81588965138316,46.83251911168345,7
54,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,76.9833705396997,106.72563884755901,29.742268307859305,8
55,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,87.29951736592379,72.4575234109918,-14.841993954931993,8
56,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,87.29951736592379,89.44505888074934,2.1455415148255526,8
57,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,87.29951736592379,81.88170318797162,-5.417814177952167,8
58,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.5696558566738,80.21725854673814,-1.352397309935668,9
59,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,81.49318494706858,82.74882484373049,1.2556398966619042,8
60,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,79.25715274664819,125.12303161495907,45.86587886831089,9
61,V4_CV4|p30|inverse_rms|fixed_0,44.62078201355334,125.54166047797165,80.92087846441831,11
62,V4_CV4|p50|uniform|range_residual_LOO_on_train,73.9540414969698,99.57969747209454,25.625655975124744,10
63,V4_CV4|p10|inverse_rms|fixed_0,89.20952477946986,84.77595174302193,-4.433573036447925,7
64,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,84.86731500238986,90.40572996422691,5.538414961837049,8
65,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.38562302832604,101.7809951529173,25.395372124591262,10
66,V4_CV4|p10|inverse_rms|fixed_0,81.87003618547425,84.88284527182468,3.0128090863504298,5
67,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,80.7126529237222,104.39420667485373,23.68155375113153,6
68,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,68.65084861707118,108.91822432460097,40.267375707529794,8
69,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,70.32984555843815,95.002423735969,24.672578177530852,10
70,V4_CV4|p10|uniform|fixed_0,67.13049915716078,91.93035994555234,24.799860788391555,10
71,Vicon_Ccm|p20|inverse_rms|fixed_0,43.7308631389796,144.75604329577754,101.02518015679794,6
72,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,87.29951736592379,61.233437327129124,-26.066080038794667,8
73,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.38885157869004,53.40371294891424,-27.985138629775797,9
74,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.11329724767111,88.54313786801382,12.429840620342702,7
75,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,76.9833705396997,102.49106764762631,25.507697107926603,8
76,V4_CV4|p10|inverse_rms|fixed_0,89.81012554040699,74.57985327231646,-15.23027226809053,7
77,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,80.7126529237222,102.46811760750279,21.755464683780588,9
78,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,79.43795702463196,84.84985245835901,5.411895433727054,12
79,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,68.65084861707118,131.49248959258625,62.84164097551508,8
80,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,84.35445808137494,81.5696558566738,-2.7848022247011386,9
81,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.5696558566738,53.17435002408179,-28.395305832592015,8
82,Vicon_Ccm|p50|uniform|range_residual_LOO_on_train,78.22913126782207,90.48967035025504,12.26053908243297,11
83,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,80.7126529237222,83.06718569395503,2.3545327702328223,10
84,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,68.65084861707118,126.00847512842512,57.35762651135394,6
85,V4_CV4|p50|uniform|range_residual_LOO_on_train,72.66012514666924,95.73534387646505,23.075218729795807,8
86,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,70.32984555843815,123.20189352037718,52.87204796193903,8
87,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,84.4787967614868,74.32149396556323,-10.15730279592357,6
88,V4_CV4|p10|inverse_rms|fixed_0,89.20952477946986,74.8555008123661,-14.354023967103757,6
89,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,79.25715274664819,85.03065673634278,5.773503989694589,8
90,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,84.4787967614868,81.88170318797162,-2.597093573515181,10
91,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.20804730070626,85.03065673634278,3.8226094356365223,12
92,V4_CV4|p10|uniform|fixed_0,98.55368465618498,89.04339873547421,-9.510285920710771,11
93,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.5696558566738,76.24136750789937,-5.328288348774436,8
94,V4_CV4|p10|inverse_rms|fixed_0,75.9620419641322,84.8293985074233,8.867356543291109,10
95,V4_CV4|p10|inverse_rms|fixed_0,74.04555582637678,84.88284527182468,10.837289445447894,9
96,V4_CV4|p10|inverse_rms|fixed_0,79.76370946823755,96.00331334217266,16.23960387393511,8
97,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,84.35445808137494,76.24136750789937,-8.113090573475574,8
98,V4_CV4|p10|uniform|fixed_0,101.0258565000451,67.13049915716078,-33.89535734288431,10
99,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.5696558566738,52.22062438115235,-29.349031475521457,7
100,V4_CV4|p10|uniform|fixed_0,114.88283294503461,79.80917041343724,-35.073662531597364,10
101,V4_CV4|p50|uniform|range_residual_LOO_on_train,73.9540414969698,134.58718698974334,60.63314549277355,9
102,V4_CV4|p20|uniform|range_residual_LOO_on_train,70.80294886170198,122.34369416717995,51.54074530547797,7
103,Vicon_Ccm|p10|uniform|fixed_0,53.671314061058006,139.65205902834703,85.98074496728901,10
104,V4_CV4|p10|uniform|fixed_0,94.81732115563045,50.93933297331212,-43.87798818231833,7
105,V4_CV4|p10|inverse_rms|fixed_0,96.54968351778382,62.4156489838087,-34.13403453397512,7
106,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,94.70190288233229,81.32829373708735,-13.373609145244941,7
107,V4_CV4|p10|inverse_rms|fixed_0,87.34648540611583,79.76370946823755,-7.5827759378782815,10
108,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,82.89895790430093,96.78797578878631,13.889017884485384,12
109,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,79.25715274664819,96.78797578878631,17.530823042138124,10
110,V4_CV4|p10|uniform|fixed_0,94.81732115563045,76.37340187155218,-18.443919284078277,8
111,V4_CV4|p10|inverse_rms|fixed_0,89.81012554040699,80.0069968121202,-9.80312872828678,10
112,V4_CV4|p10|inverse_rms|fixed_0,79.76370946823755,144.7275131985944,64.96380373035686,7
113,V4_CV4|p10|inverse_rms|fixed_0,87.34648540611583,74.8555008123661,-12.49098459374973,10
114,V4_CV4|p20|uniform|range_residual_LOO_on_train,65.04665625738679,101.47952387114343,36.43286761375664,9
115,V4_CV4|p10|inverse_rms|fixed_0,79.76370946823755,89.81012554040699,10.046416072169436,7
116,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,53.40371294891424,123.46108920882999,70.05737625991574,11
117,V4_CV4|p20|uniform|range_residual_LOO_on_train,65.04665625738679,110.33427322330812,45.28761696592133,10
118,V4_CV4|p10|uniform|fixed_0,76.37340187155218,140.59948854560741,64.22608667405524,6
119,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,68.65084861707118,123.81588965138316,55.16504103431198,7
120,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,70.32984555843815,95.002423735969,24.672578177530852,8
121,Vicon_Ccm|p20|uniform|fixed_0,51.914336892732884,170.64514262287207,118.7308057301392,8
122,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.11329724767111,78.2827004635753,2.1694032159041825,8
123,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,87.29951736592379,81.32829373708735,-5.971223628836441,9
124,V4_CV4|p10|uniform|fixed_0,108.1976819587546,80.2639089065917,-27.933773052162906,10
125,Vicon_Ccm|p50|uniform|range_residual_LOO_on_train,78.22913126782207,120.49860740865213,42.269476140830065,9
126,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.38885157869004,84.35445808137494,2.9656065026849063,12
127,V4_CV4|p10|inverse_rms|fixed_0,96.54968351778382,74.57985327231646,-21.969830245467364,9
128,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,87.29951736592379,81.88170318797162,-5.417814177952167,10
129,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.38562302832604,94.64643345100848,18.26081042268244,10
130,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,53.40371294891424,102.33456825476813,48.93085530585389,10
131,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,84.86731500238986,33.32633559517107,-51.54097940721879,5
132,V4_CV4|p10|uniform|fixed_0,71.48441907770916,92.86541036792093,21.380991290211767,12
133,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.5696558566738,77.30625819259011,-4.263397664083698,9
134,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,84.84985245835901,75.7459731309153,-9.103879327443707,10
135,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,76.9833705396997,115.34674725151775,38.36337671181805,7
136,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,87.29951736592379,66.20787529227057,-21.09164207365322,9
137,Vicon_Ccm|p20|uniform|fixed_0,51.914336892732884,135.3483760272938,83.43403913456092,10
138,V4_CV4|p10|uniform|fixed_0,71.48441907770916,90.91349958021142,19.42908050250226,9
139,V4_CV4|p10|uniform|fixed_0,91.93035994555234,90.91349958021142,-1.0168603653409178,7
140,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,70.32984555843815,111.55931435058855,41.2294687921504,12
141,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,70.32984555843815,115.34674725151775,45.0169016930796,11
142,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.20804730070626,92.0188867320883,10.81083943138205,6
143,V4_CV4|p10|inverse_rms|fixed_0,87.29303864171446,79.4880619281879,-7.804976713526557,8
144,V4_CV4|p10|uniform|fixed_0,94.81732115563045,71.48441907770916,-23.33290207792129,9
145,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,80.21725854673814,81.38885157869004,1.1715930319519003,8
146,V5_CV5|p50|inverse_rms|range_residual_LOO_on_train,53.759534144967496,86.34104537973589,32.58151123476839,8
147,V4_CV4|p20|uniform|range_residual_LOO_on_train,65.04665625738679,117.00491939278606,51.95826313539928,11
148,Vicon_Ccm|p20|uniform|fixed_0,51.914336892732884,143.94053619304816,92.02619930031528,9
149,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,80.89345720170597,96.60717151080254,15.713714309096574,10
150,V4_CV4|p10|inverse_rms|fixed_0,96.54968351778382,73.8557152468955,-22.69396827088832,10
151,V4_CV4|p10|inverse_rms|fixed_0,110.81472255874291,55.90147812149952,-54.91324443724339,8
152,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,84.35445808137494,81.20804730070626,-3.1464107806686883,9
153,V4_CV4|p10|inverse_rms|fixed_0,110.81472255874291,75.13114835241575,-35.683574206327165,9
154,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.20804730070626,76.42217178588314,-4.785875514823118,10
155,V4_CV4|p10|uniform|fixed_0,71.48441907770916,114.10531576076967,42.62089668306051,9
156,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,76.9833705396997,123.81588965138316,46.83251911168345,5
157,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,76.75369632909718,82.04659439795287,5.292898068855692,8
158,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,68.65084861707118,103.02442783683091,34.37357921975973,10
159,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,77.30625819259011,96.78797578878631,19.481717596196205,8
160,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.11329724767111,80.2266255931988,4.113328345527691,6
161,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,70.32984555843815,123.63734332372681,53.30749776528866,10
162,V4_CV4|p10|inverse_rms|fixed_0,87.29303864171446,103.47456382042895,16.181525178714494,10
163,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.5696558566738,74.29047295384129,-7.279182902832517,8
164,V4_CV4|p10|inverse_rms|fixed_0,89.20952477946986,84.58611116354065,-4.623413615929209,8
165,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,76.9833705396997,89.63538804373486,12.652017504035157,11
166,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.38562302832604,95.26109602152647,18.875472993200432,10
167,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,76.9833705396997,95.002423735969,18.019053196269297,10
168,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,68.65084861707118,115.34674725151775,46.69589863444658,7
169,V4_CV4|p10|uniform|fixed_0,76.37340187155218,115.66035012929954,39.28694825774737,9
170,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.11329724767111,94.85473522520657,18.741437977535455,10
171,V4_CV4|p10|uniform|fixed_0,101.6579523283923,62.77657923661239,-38.881373091779906,7
172,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,84.86731500238986,72.4575234109918,-12.409791591398061,10
173,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.11329724767111,94.85473522520657,18.741437977535455,10
174,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,68.65084861707118,102.49106764762631,33.84021903055513,8
175,V4_CV4|p10|inverse_rms|fixed_0,103.47456382042895,82.19498940636171,-21.27957441406724,8
176,Vicon_Ccm|p10|uniform|fixed_0,53.671314061058006,129.59478931974178,75.92347525868377,8
177,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,76.9833705396997,89.63538804373486,12.652017504035157,9
178,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,94.70190288233229,97.23204160444888,2.5301387221165896,9
179,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,84.4787967614868,80.57114208428446,-3.907654677202345,10
180,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,94.70190288233229,82.43511263885591,-12.266790243476379,9
181,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.38562302832604,102.39565772343528,26.01003469510924,11
182,V4_CV4|p10|uniform|fixed_0,98.55368465618498,77.42485212050254,-21.12883253568245,10
183,V4_CV4|p10|inverse_rms|fixed_0,89.81012554040699,63.31515990973165,-26.49496563067534,9
184,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,84.84985245835901,81.5696558566738,-3.280196601685205,9
185,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,80.89345720170597,96.60717151080254,15.713714309096574,8
186,V4_CV4|p10|inverse_rms|fixed_0,96.54968351778382,56.820262307807525,-39.729421209976294,8
187,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,84.4787967614868,82.43511263885591,-2.043684122630893,9
188,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,84.84985245835901,123.46108920882999,38.61123675047098,7
189,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.38562302832604,94.85473522520657,18.46911219688053,8
190,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,79.43795702463196,84.84985245835901,5.411895433727054,8
191,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,70.32984555843815,99.30273904979396,28.972893491355805,11
192,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.38562302832604,110.31189668883411,33.92627366050807,10
193,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,80.7126529237222,125.12303161495907,44.41037869123687,5
194,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,68.65084861707118,91.4698172853776,22.818968668306425,8
195,V4_CV4|p10|uniform|fixed_0,114.10531576076967,71.48441907770916,-42.62089668306051,13
196,V4_CV4|p10|inverse_rms|fixed_0,89.20952477946986,84.88284527182468,-4.326679507645181,13
197,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.11329724767111,88.54313786801382,12.429840620342702,7
198,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,84.86731500238986,125.0126524401311,40.14533743774125,7
199,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.11329724767111,122.59841846149453,46.48512121382342,6
200,V4_CV4|p10|inverse_rms|fixed_0,87.10319806223318,86.7458846451787,-0.3573134170544705,12
201,V4_CV4|p10|inverse_rms|fixed_0,96.54968351778382,84.39627058405937,-12.153412933724454,9
202,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,80.7126529237222,71.27468771509248,-9.43796520862972,7
203,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,102.10428839874079,56.981303218215444,-45.12298518052535,8
204,Vicon_Ccm|p50|uniform|range_residual_LOO_on_train,78.22913126782207,115.7626530544039,37.53352178658183,8
205,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,91.83808245410452,81.5696558566738,-10.268426597430718,9
206,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.20804730070626,102.5153725327519,21.307325232045642,8
207,V4_CV4|p10|uniform|fixed_0,76.37340187155218,115.66035012929954,39.28694825774737,9
208,V4_CV4|p10|inverse_rms|fixed_0,89.81012554040699,84.39627058405937,-5.41385495634762,9
209,Vicon_Ccm|p20|inverse_rms|fixed_0,49.93659642207561,133.22152648247456,83.28493006039895,11
210,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,87.29951736592379,66.20787529227057,-21.09164207365322,9
211,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,80.21725854673814,107.8552075545227,27.63794900778457,8
212,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.38562302832604,78.2827004635753,1.8970774352492583,10
213,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,68.65084861707118,115.34674725151775,46.69589863444658,11
214,Vicon_Ccm|p20|uniform|fixed_0,51.914336892732884,146.2710999831324,94.35676309039951,9
215,Vicon_Ccm|p20|inverse_rms|fixed_0,43.7308631389796,155.240282730469,111.5094195914894,10
216,V4_CV4|p10|inverse_rms|fixed_0,87.34648540611583,86.69243788077733,-0.6540475253384983,10
217,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.5696558566738,71.27468771509248,-10.294968141581322,11
218,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,84.35445808137494,81.38885157869004,-2.9656065026849063,10
219,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,80.21725854673814,92.0188867320883,11.801628185350168,10
220,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,84.31390555150557,82.43511263885591,-1.8787929126496579,9
221,V4_CV4|p10|inverse_rms|fixed_0,87.34648540611583,81.87003618547425,-5.476449220641584,8
222,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.38562302832604,101.8188595387868,25.43323651046076,8
223,V4_CV4|p10|inverse_rms|fixed_0,81.87003618547425,84.77595174302193,2.9059155575476865,7
224,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,76.9833705396997,99.30273904979396,22.31936851009425,9
225,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,94.70190288233229,80.01773263340019,-14.684170248932105,8
226,V4_CV4|p10|uniform|fixed_0,94.81732115563045,71.02968058455471,-23.78764057107574,12
227,V4_CV4|p20|uniform|range_residual_LOO_on_train,70.80294886170198,101.47952387114343,30.67657500944145,7
228,V4_CV4|p10|inverse_rms|fixed_0,89.20952477946986,74.57985327231646,-14.629671507153404,7
229,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,61.33404730220711,115.34674725151775,54.012699949310644,9
230,V4_CV4|p10|uniform|fixed_0,76.37340187155218,98.55368465618498,22.18028278463281,10
231,V4_CV4|p10|inverse_rms|fixed_0,96.54968351778382,84.88284527182468,-11.666838245959141,9
232,Vicon_Ccm|p10|uniform|fixed_0,53.671314061058006,129.5821482488844,75.9108341878264,9
233,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,80.7126529237222,88.49165761601175,7.779004692289547,9
234,V4_CV4|p10|inverse_rms|fixed_0,89.81012554040699,86.69243788077733,-3.1176876596296523,8
235,V4_CV4|p10|inverse_rms|fixed_0,89.20952477946986,68.94750659102405,-20.262018188445808,8
236,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,102.10428839874079,80.57114208428446,-21.53314631445633,8
237,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.11329724767111,114.7200438819652,38.60674663429408,6
238,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,84.86731500238986,63.39336128872018,-21.47395371366968,9
239,V4_CV4|p10|uniform|fixed_0,101.6579523283923,68.19062379846557,-33.46732852992673,8
240,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.5696558566738,88.49165761601175,6.922001759337945,9
241,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.38885157869004,65.71716692980067,-15.671684648889368,8
242,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,81.20804730070626,85.03065673634278,3.8226094356365223,10
243,V4_CV4|p10|inverse_rms|fixed_0,89.20952477946986,91.12746488246819,1.9179401029983296,8
244,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,68.65084861707118,123.20189352037718,54.55104490330601,10
245,V4_CV4|p25|uniform|range_residual_LOO_on_train,76.11329724767111,101.16633258239932,25.053035334728207,11
246,V4_CV4|p25|inverse_rms|range_residual_LOO_on_train,84.86731500238986,71.05026640921659,-13.817048593173269,10
247,V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,80.89345720170597,88.49165761601175,7.598200414305779,9
248,Vicon_Ccm|p50|inverse_rms|range_residual_LOO_on_train,76.9833705396997,73.19917567542703,-3.7841948642726777,10
