variant_label,times_selected_as_best,fraction
V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,5,0.38461538461538464
V4_CV4|p10|inverse_rms|fixed_0,5,0.38461538461538464
V4_CV4|p20|inverse_rms|range_residual_LOO_on_train,1,0.07692307692307693
V4_CV4|p10|uniform|fixed_0,1,0.07692307692307693
V5_CV5|p50|inverse_rms|range_residual_LOO_on_train,1,0.07692307692307693
