task,status,elapsed_s,key_finding,mean_cpu_percent,peak_vram_mb
F1,ok,3.966018952000013,top selected V4_CV4|p50|inverse_rms|range_residual_LOO_on_train,12.5625,nan
F2,ok,0.733636316999764,optimism gap 9.6 mm,14.15,nan
F3,ok,220.7892358959998,best scale profile 72.0 mm,19.84366515837104,8.1494140625
F4,ok,0.44342710000000807,ratio@10mm 0.180,18.8,nan
F5,ok,7.557689563000167,LOAO MLP PR-AUC 0.419,28.325000000000003,nan
F6,ok,0.010425246000522748,3 claims demoted to C/D,17.7,nan
