displacement_mm,nullspace_residual_change,random_mean_residual_change,ratio
1,0.39053830890756713,1.4652178858307037,0.2665394087010833
2,0.7810766178151604,2.930233140566324,0.26655784039907565
5,1.9526915445378712,7.325324119278988,0.26656725528345215
10,3.9053830890757517,21.704830300563447,0.179931519159326
20,7.8107661781516615,29.312621295286732,0.2664642680526009
40,15.621532356303167,58.579005785354184,0.2666745901004833
