split_type,feature,importance
random_position_pair,geometric_distance_cfg,0.9461677206329876
random_position_pair,range_kurtosis,0.4661471337869054
random_position_pair,anchor_6,0.3800092578342925
random_position_pair,cos_az,0.34344635650709515
random_position_pair,anchor_5,0.3356890742949521
random_position_pair,range_skewness,0.28582838771385394
random_position_pair,anchor_2,0.23234530927591643
random_position_pair,sin_az,0.19816826459138917
leave_one_position_out,geometric_distance_cfg,1.0022351132224123
leave_one_position_out,range_kurtosis,0.5063392822848947
leave_one_position_out,n_samples,0.3848817214658177
leave_one_position_out,anchor_6,0.3547331248065118
leave_one_position_out,anchor_5,0.3301088348263997
leave_one_position_out,cos_az,0.2850921278909854
leave_one_position_out,elevation_angle_cfg,0.17607241919096728
leave_one_position_out,anchor_2,0.16957395419321794
leave_one_position_out,geometric_distance_cfg,0.9192234679855538
leave_one_position_out,range_kurtosis,0.45869285195971826
leave_one_position_out,anchor_6,0.36086679775858066
leave_one_position_out,anchor_5,0.33922120663041083
leave_one_position_out,cos_az,0.32194130728233117
leave_one_position_out,n_samples,0.28830764175677215
leave_one_position_out,anchor_2,0.2109841435576206
leave_one_position_out,range_skewness,0.16463661044859212
leave_one_position_out,geometric_distance_cfg,0.9215067776546844
leave_one_position_out,range_kurtosis,0.45168227471875705
leave_one_position_out,anchor_6,0.352318008055989
leave_one_position_out,cos_az,0.33427370333883677
leave_one_position_out,n_samples,0.32938000867472295
leave_one_position_out,anchor_5,0.3174891663529448
leave_one_position_out,anchor_2,0.2597400858802138
leave_one_position_out,range_skewness,0.16614968336203917
leave_one_position_out,geometric_distance_cfg,0.9001784346372657
leave_one_position_out,range_kurtosis,0.4678291754820566
leave_one_position_out,anchor_6,0.2986223766797624
leave_one_position_out,n_samples,0.26729485541940284
leave_one_position_out,anchor_7,0.24497033876451288
leave_one_position_out,anchor_5,0.22977061321218353
leave_one_position_out,cos_az,0.22793949932232774
leave_one_position_out,elevation_angle_cfg,0.1859577764169958
leave_one_position_out,geometric_distance_cfg,0.9444894348370598
leave_one_position_out,range_kurtosis,0.5440953154560114
leave_one_position_out,anchor_6,0.38569508558152593
leave_one_position_out,anchor_5,0.35009289639773183
leave_one_position_out,cos_az,0.3147645315078915
