split_type,feature,importance
leave_one_position_out,n_samples,0.3116689446928013
leave_one_position_out,range_skewness,0.2964936958081062
leave_one_position_out,anchor_2,0.19376893011326582
leave_one_position_out,geometric_distance_cfg,1.005081162712434
leave_one_position_out,cos_az,0.40593253450887035
leave_one_position_out,range_kurtosis,0.39206003908806536
leave_one_position_out,anchor_6,0.3910974383760013
leave_one_position_out,n_samples,0.3363909534386396
leave_one_position_out,anchor_5,0.3290306974294844
leave_one_position_out,anchor_3,0.18571524765984954
leave_one_position_out,range_skewness,0.1673177390290289
leave_one_position_out,geometric_distance_cfg,0.946532609293223
leave_one_position_out,anchor_6,0.40133317805780533
leave_one_position_out,anchor_5,0.3823695890929932
leave_one_position_out,range_kurtosis,0.360820306725478
leave_one_position_out,cos_az,0.26834800478424037
leave_one_position_out,range_skewness,0.256395494959896
leave_one_position_out,elevation_angle_cfg,0.20646767086327725
leave_one_position_out,anchor_2,0.18484309588784856
leave_one_position_out,geometric_distance_cfg,0.9787941980161722
leave_one_position_out,range_kurtosis,0.46021140423681334
leave_one_position_out,anchor_6,0.39346868696241055
leave_one_position_out,anchor_5,0.34048937524336104
leave_one_position_out,cos_az,0.33682209216022124
leave_one_position_out,n_samples,0.3230603359127782
leave_one_position_out,anchor_2,0.20360293530182583
leave_one_position_out,range_skewness,0.18113913656294975
leave_one_position_out,geometric_distance_cfg,1.0244973633421095
leave_one_position_out,range_kurtosis,0.4638845905393567
leave_one_position_out,anchor_6,0.40578604393036866
leave_one_position_out,n_samples,0.3225462885464515
leave_one_position_out,cos_az,0.28238237955041406
leave_one_position_out,anchor_5,0.2689723257685017
leave_one_position_out,anchor_2,0.1883907980045583
leave_one_position_out,range_skewness,0.1749172716453113
leave_one_position_out,geometric_distance_cfg,0.9879985713328954
leave_one_position_out,cos_az,0.3619645335463896
leave_one_position_out,anchor_6,0.31477806382830437
leave_one_position_out,n_samples,0.3137075102721831
leave_one_position_out,range_kurtosis,0.3101709184983388
leave_one_position_out,anchor_2,0.21719785348617854
leave_one_position_out,anchor_5,0.2106919941400852
leave_one_position_out,anchor_7,0.1951986180104643
leave_one_position_out,geometric_distance_cfg,0.9362125589734092
leave_one_position_out,range_kurtosis,0.43304806291260506
leave_one_position_out,anchor_6,0.3859587033986402
leave_one_position_out,anchor_5,0.3227221591733491
leave_one_position_out,n_samples,0.2794631068871366
leave_one_position_out,cos_az,0.1985024590199808
leave_one_position_out,anchor_2,0.16875717298932266
leave_one_position_out,anchor_7,0.16651379882186323
leave_one_position_out,geometric_distance_cfg,0.9697919345778019
leave_one_position_out,range_kurtosis,0.5194814521310994
leave_one_position_out,anchor_6,0.3206423950684329
leave_one_position_out,cos_az,0.2712088570573005
leave_one_position_out,n_samples,0.2554330244155782
leave_one_position_out,anchor_2,0.25137346683991896
leave_one_position_out,anchor_5,0.2242775238453787
leave_one_position_out,anchor_4,0.12829241286513873
leave_one_position_out,geometric_distance_cfg,0.9884708979353899
leave_one_position_out,range_kurtosis,0.459214933768336
leave_one_position_out,anchor_5,0.3974240734376118
leave_one_position_out,anchor_6,0.3808616687105217
leave_one_position_out,cos_az,0.27921079873655086
leave_one_position_out,n_samples,0.24789440387407286
leave_one_position_out,anchor_2,0.17935656405383432
leave_one_position_out,elevation_angle_cfg,0.16534766289012812
leave_one_position_out,geometric_distance_cfg,0.9067198727398634
leave_one_position_out,range_kurtosis,0.5203391796870218
leave_one_position_out,anchor_6,0.5079827769642027
leave_one_position_out,anchor_5,0.42761674904422237
leave_one_position_out,cos_az,0.33955265516698785
leave_one_position_out,n_samples,0.22303621222556766
leave_one_position_out,anchor_2,0.2143798937121814
leave_one_position_out,range_std,0.19548115582407194
leave_one_position_out,geometric_distance_cfg,0.8907191754238085
leave_one_position_out,anchor_5,0.5705053790056497
leave_one_position_out,range_iqr,0.4679209049405522
leave_one_position_out,cos_az,0.3753758873294368
leave_one_position_out,range_kurtosis,0.3252222238184652
leave_one_position_out,anchor_7,0.27727019271846753
leave_one_position_out,anchor_6,0.2544306872326051
leave_one_position_out,n_samples,0.2226921914722772
leave_one_position_out,geometric_distance_cfg,0.9198447593773237
leave_one_position_out,range_kurtosis,0.4641279711899986
leave_one_position_out,anchor_6,0.3644430450178574
leave_one_position_out,anchor_5,0.3384727667572637
leave_one_position_out,cos_az,0.3352533337356869
leave_one_position_out,n_samples,0.32589576504118806
leave_one_position_out,anchor_2,0.2095451279344758
leave_one_position_out,anchor_4,0.12757174766498894
leave_one_position_out,geometric_distance_cfg,0.9473208490985315
leave_one_position_out,range_kurtosis,0.525224849386022
leave_one_position_out,anchor_6,0.3993997201104916
leave_one_position_out,n_samples,0.3381339078960496
leave_one_position_out,anchor_5,0.33071603077159756
leave_one_position_out,cos_az,0.2672554964151137
leave_one_position_out,anchor_2,0.2648372635575187
leave_one_position_out,elevation_angle_cfg,0.16068253853768233
leave_one_position_out,geometric_distance_cfg,0.920719052672373
leave_one_position_out,range_kurtosis,0.44819264356146604
leave_one_position_out,anchor_6,0.3697328445187155
leave_one_position_out,anchor_5,0.3196154594919676
leave_one_position_out,n_samples,0.2874363022119912
leave_one_position_out,cos_az,0.2870365858928696
leave_one_position_out,anchor_2,0.2253523419831193
leave_one_position_out,range_skewness,0.19074141371220096
leave_one_position_out,geometric_distance_cfg,0.9291485053471045
leave_one_position_out,range_kurtosis,0.4359344762641926
leave_one_position_out,anchor_6,0.35860590382259433
leave_one_position_out,n_samples,0.3344436933685954
leave_one_position_out,anchor_5,0.33029094927243946
leave_one_position_out,cos_az,0.31387988953576135
leave_one_position_out,elevation_angle_cfg,0.13606422461638185
leave_one_position_out,anchor_4,0.1271169597270002
leave_one_anchor_out,geometric_distance_cfg,0.8379759086401539
leave_one_anchor_out,range_kurtosis,0.58620145207199
leave_one_anchor_out,anchor_6,0.40614600119374955
leave_one_anchor_out,range_skewness,0.2851656532745488
leave_one_anchor_out,cos_az,0.28500892237991515
leave_one_anchor_out,anchor_5,0.2790677506293693
leave_one_anchor_out,n_samples,0.2680506707040238
leave_one_anchor_out,anchor_2,0.26026316876496464
leave_one_anchor_out,geometric_distance_cfg,0.9781925561881171
leave_one_anchor_out,range_kurtosis,0.45720498643690866
leave_one_anchor_out,anchor_6,0.41808001123921107
leave_one_anchor_out,cos_az,0.33033276204727086
leave_one_anchor_out,n_samples,0.2874849390940845
leave_one_anchor_out,anchor_5,0.2714636427075841
leave_one_anchor_out,anchor_2,0.25157834523265515
leave_one_anchor_out,range_skewness,0.20541373564731943
leave_one_anchor_out,geometric_distance_cfg,0.9203006175114111
leave_one_anchor_out,cos_az,0.39430063651675273
leave_one_anchor_out,anchor_6,0.361237202566683
leave_one_anchor_out,range_kurtosis,0.33570439086204074
leave_one_anchor_out,n_samples,0.3324587033915643
leave_one_anchor_out,anchor_5,0.31650496674100964
leave_one_anchor_out,anchor_3,0.16207512612811256
leave_one_anchor_out,anchor_7,0.14447043063034193
leave_one_anchor_out,geometric_distance_cfg,0.9798118723787491
leave_one_anchor_out,range_kurtosis,0.4812108990723399
leave_one_anchor_out,anchor_6,0.40069947738753453
leave_one_anchor_out,cos_az,0.37208343605359356
leave_one_anchor_out,n_samples,0.354137055605092
leave_one_anchor_out,anchor_5,0.29226708427531384
leave_one_anchor_out,anchor_2,0.279450186948335
leave_one_anchor_out,anchor_7,0.14034910972901835
leave_one_anchor_out,geometric_distance_cfg,0.8563198081390371
leave_one_anchor_out,elevation_angle_cfg,0.5605169073869294
leave_one_anchor_out,range_kurtosis,0.4130811848181504
leave_one_anchor_out,n_samples,0.40972476755753745
leave_one_anchor_out,anchor_6,0.3890851388850661
leave_one_anchor_out,anchor_5,0.38580152354623815
leave_one_anchor_out,cos_az,0.30657788881708226
leave_one_anchor_out,range_std,0.19905769421946667
leave_one_anchor_out,geometric_distance_cfg,0.9957489526400045
leave_one_anchor_out,range_kurtosis,0.563348207528703
leave_one_anchor_out,range_iqr,0.23288722654891092
leave_one_anchor_out,anchor_7,0.17471232257578828
leave_one_anchor_out,anchor_2,0.16777079004980502
leave_one_anchor_out,anchor_4,0.1593390894147752
leave_one_anchor_out,n_samples,0.14553604479028262
leave_one_anchor_out,cos_az,0.12232431945336009
leave_one_anchor_out,geometric_distance_cfg,1.056213391828522
leave_one_anchor_out,range_kurtosis,0.5491215034800915
leave_one_anchor_out,n_samples,0.40173185842852266
leave_one_anchor_out,range_std,0.392956186851732
leave_one_anchor_out,elevation_angle_cfg,0.3529296043049947
leave_one_anchor_out,anchor_7,0.30159153038384523
leave_one_anchor_out,range_iqr,0.29459053607080177
leave_one_anchor_out,range_skewness,0.24334261935105297
leave_one_anchor_out,geometric_distance_cfg,0.8425191314434007
leave_one_anchor_out,anchor_5,0.6576711523374399
leave_one_anchor_out,range_iqr,0.5109645124238261
leave_one_anchor_out,anchor_6,0.3886304751895
leave_one_anchor_out,cos_az,0.34693443792192874
leave_one_anchor_out,n_samples,0.3079038993676584
leave_one_anchor_out,elevation_angle_cfg,0.2340803910652264
leave_one_anchor_out,azimuth_angle_cfg,0.19260357691375188
leave_one_height_out,elevation_angle_cfg,0.7460636299751366
leave_one_height_out,anchor_5,0.7351392032539648
leave_one_height_out,geometric_distance_cfg,0.6425260504509221
leave_one_height_out,range_iqr,0.34522144438470403
leave_one_height_out,anchor_4,0.3283449777715449
leave_one_height_out,anchor_6,0.3015490838012751
leave_one_height_out,azimuth_angle_cfg,0.2902164285892031
leave_one_height_out,anchor_7,0.2710283849687211
leave_one_height_out,geometric_distance_cfg,0.8804777005868136
leave_one_height_out,range_kurtosis,0.7286106379296119
leave_one_height_out,cos_az,0.4046965645108015
leave_one_height_out,n_samples,0.39354527216718455
leave_one_height_out,anchor_6,0.3544233065169348
leave_one_height_out,anchor_5,0.2879284359484836
leave_one_height_out,anchor_4,0.26025764849111466
leave_one_height_out,anchor_2,0.25980554654221016
leave_one_height_out,geometric_distance_cfg,0.8774940205837108
leave_one_height_out,elevation_angle_cfg,0.6503566478378487
leave_one_height_out,n_samples,0.5483351510681546
leave_one_height_out,anchor_6,0.3970837951904967
leave_one_height_out,cos_az,0.35843798700676094
leave_one_height_out,sin_az,0.30261864530213217
leave_one_height_out,range_kurtosis,0.25847643819229255
leave_one_height_out,anchor_5,0.23115769305174805
anchor_id_only_random,anchor_5,0.356567674244502
anchor_id_only_random,anchor_6,0.3490781598210774
anchor_id_only_random,anchor_7,0.2376606587770482
anchor_id_only_random,anchor_0,0.1353965441862782
anchor_id_only_random,anchor_2,0.13349822129676742
anchor_id_only_random,anchor_4,0.09168604211007554
anchor_id_only_random,anchor_3,0.05554490485103785
anchor_id_only_random,anchor_1,0.008216202412736661
shuffled_labels_random,range_iqr,0.7354346432950359
shuffled_labels_random,elevation_angle_cfg,0.5947391696679241
shuffled_labels_random,anchor_1,0.5490344461109486
shuffled_labels_random,anchor_4,0.4980962701768836
shuffled_labels_random,range_std,0.33525009668964934
shuffled_labels_random,anchor_3,0.2842427725916959
shuffled_labels_random,n_samples,0.23574858067026325
shuffled_labels_random,anchor_2,0.19304687590241384
