row_type,layout,method,d_tag_mm,capture_id,tag,opti_marker,status,n_overlap,frames_input,frames_solved,beta_s,err3d_median_mm,err3d_p95_mm,err3d_rmse_mm,median_abs_vertical_y_mm,alignment,time_offset_source,n_tracks,beta_s_median,beta_s_min,beta_s_max,layout_anchor_rigid_rms_mm
track,v5-commonmode,T4,49.6,R01,BS2DCE,WandBantenna,ok,1201,1201,1201,37.70795600000014,115.43981710928826,546.0159841060781,217.9239355277082,83.14067346999309,BEST-FIT-ALIGNED: v5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offset reused,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/roto_absolute/tables/roto_time_offsets_v4io_T4.csv,,,,,
track,v5-commonmode,T4,49.6,R01,BSDC91,WandCantenna,ok,1200,1200,1200,37.70795600000014,103.39818225571027,258.32862579789764,143.99019215817543,75.15937409300557,BEST-FIT-ALIGNED: v5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offset reused,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/roto_absolute/tables/roto_time_offsets_v4io_T4.csv,,,,,
track,v5-commonmode,T4,49.6,R02,BS2DCE,WandBantenna,ok,1201,1201,1201,46.52235800000014,112.53536242893645,290.5589697689568,158.34513116253763,77.58419631054221,BEST-FIT-ALIGNED: v5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offset reused,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/roto_absolute/tables/roto_time_offsets_v4io_T4.csv,,,,,
track,v5-commonmode,T4,49.6,R02,BSDC91,WandCantenna,ok,1200,1200,1200,46.52235800000014,114.89410085814967,222.14396803516135,135.5949379137621,83.69723046832809,BEST-FIT-ALIGNED: v5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offset reused,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/roto_absolute/tables/roto_time_offsets_v4io_T4.csv,,,,,
track,v5-commonmode,T4,49.6,R03,BS2DCE,WandBantenna,ok,1050,1200,1200,46.377582000000146,123.47641079703472,244.9620265967512,148.46166151885467,90.98554164876134,BEST-FIT-ALIGNED: v5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offset reused,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/roto_absolute/tables/roto_time_offsets_v4io_T4.csv,,,,,
track,v5-commonmode,T4,49.6,R03,BSDC91,WandCantenna,ok,1200,1200,1200,46.377582000000146,96.16201509676759,194.84995080645288,113.67634096418793,64.5124578971579,BEST-FIT-ALIGNED: v5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offset reused,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/roto_absolute/tables/roto_time_offsets_v4io_T4.csv,,,,,
track,v5-commonmode,T4,49.6,R04,BS2DCE,WandBantenna,ok,1200,1200,1200,47.29321100000013,109.26205886044683,285.6427552529875,145.60486721282456,73.7588205491889,BEST-FIT-ALIGNED: v5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offset reused,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/roto_absolute/tables/roto_time_offsets_v4io_T4.csv,,,,,
track,v5-commonmode,T4,49.6,R04,BSDC91,WandCantenna,ok,1200,1200,1200,47.29321100000013,97.85296673538636,195.4445977869511,119.65264878344203,61.81427796162967,BEST-FIT-ALIGNED: v5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offset reused,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/roto_absolute/tables/roto_time_offsets_v4io_T4.csv,,,,,
track,v5-commonmode,T4,49.6,R05,BS2DCE,WandBantenna,ok,1200,1200,1200,48.70257800000013,113.08386875758606,296.46753850561555,155.98933560649897,72.27386032979143,BEST-FIT-ALIGNED: v5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offset reused,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/roto_absolute/tables/roto_time_offsets_v4io_T4.csv,,,,,
track,v5-commonmode,T4,49.6,R05,BSDC91,WandCantenna,ok,1201,1201,1201,48.70257800000013,96.37791728197618,172.68995035350935,107.70101964213538,55.834557863526015,BEST-FIT-ALIGNED: v5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offset reused,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL/roto_absolute/tables/roto_time_offsets_v4io_T4.csv,,,,,
