anchor_id,anchor_label,dynamic_n,static_n,dynamic_rho_mean_mm,dynamic_rho_median_mm,dynamic_rho_rms_mm,dynamic_rho_p95_mm,dynamic_positive_spike_rate_gt100,dynamic_positive_spike_rate_gt150,static_rho_mean_mm,static_rho_median_mm,static_rho_rms_mm,static_rho_p95_mm,static_positive_spike_rate_gt100,static_positive_spike_rate_gt150,delta_dynamic_minus_static_rms_mm,rho_definition,alignment
0,A,40714,28760,29.987164094710003,7.197565101588225,128.840958230187,236.68136431779064,0.1664292380999165,0.10561477624404382,0.21674471209014082,-31.19296447256329,124.25378437931586,331.2707019358779,0.10507649513212795,0.08970792767732963,4.587173850871139,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag,sync_independent_solve_residual_v5_self_cal_frame
1,B,40617,28781,18.411673974822026,5.004218462210247,94.9330007368297,193.69927213009365,0.11775857399611,0.07317133220080262,-11.285461978513363,-24.161605132806926,96.12098149177118,211.04115741642636,0.11837670685521698,0.10003127062992946,-1.1879807549414778,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag,sync_independent_solve_residual_v5_self_cal_frame
2,C,40604,28759,3.5574569393237323,-7.927257735834701,94.45267661688659,172.28717220194903,0.09240468919318294,0.059772436213180964,-22.37709673332234,-31.72408729538529,115.96781971533825,142.56568154435342,0.08035745331896102,0.047359087589971836,-21.51514309845166,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag,sync_independent_solve_residual_v5_self_cal_frame
3,D,40675,28789,68.4700006081949,34.32419277820645,133.27594945009568,284.2723817391673,0.26342962507682854,0.16858020897357098,56.17149392048936,22.615377837362075,126.00971196671529,315.60825762846514,0.23300566188474764,0.1730522074403418,7.266237483380394,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag,sync_independent_solve_residual_v5_self_cal_frame
4,E,40669,28793,12.824746344427195,-2.36866829874225,121.8751227575371,165.68615780987466,0.11032973517912907,0.061275172735990556,9.192076471572515,-11.185800575072562,90.64803102898053,203.32463703806036,0.13496335914979335,0.07838710797763346,31.227091728556573,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag,sync_independent_solve_residual_v5_self_cal_frame
5,F,40237,28538,58.67900444800607,28.44762505277299,138.03021393694144,237.08263643501303,0.2123667271416855,0.12312051097248801,57.97643866868946,25.771381751142485,117.92828041208276,264.39218584501197,0.21014086481182984,0.14443899362253837,20.10193352485868,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag,sync_independent_solve_residual_v5_self_cal_frame
6,G,40281,27542,16.819069010892676,5.040000904761655,103.75016155388968,163.29784718162045,0.10287728705841463,0.05749608996797498,22.778325828094122,-7.117004216991745,118.12383603513791,350.41973963988465,0.0961440708735749,0.08369036380800232,-14.37367448124823,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag,sync_independent_solve_residual_v5_self_cal_frame
7,H,40276,28303,22.111443660647804,8.043053611853225,116.10968533912221,220.92122534663906,0.15694209951335783,0.09745257721720131,-10.129352413448318,-0.8493322448705385,87.14363982903551,85.96159184501609,0.04094972264424266,0.02275377168498039,28.9660455100867,range_measured - ||p_solved-a_i|| - d_anchor_i - d_tag,sync_independent_solve_residual_v5_self_cal_frame
