variant,case,fold,d_tag_fit_mm,d_tag_eval_mm,d_tag_fit_terms,layout_frame,delay_source,layout_json,source_v5_layout,tag_method,ID,capture,location,height,facing,frames_input,frames_solved,solve_fraction,point_estimator,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_3d_mm,err_horizontal_xz_mm,err_vertical_y_mm,tag_truth_source,tag_truth_corrected,d3_std_mm,d3_p95_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge8_anchors_input,source_tr_all
deployable_v5_rigid_selfcal,zero_tag,ID06,47.93694671853872,0.0,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID06_deployable_v5_rigid_selfcal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,1201,1201,1.0,mean,-194.62918248073035,1894.9225644425107,485.6790182551007,-193.231255,1684.95255,476.52297999999996,-1.3979274807303455,209.97001444251077,9.156038255100725,210.17419966008777,9.262140021088486,209.97001444251077,motive_iantenna,False,73.09119868568776,137.21309936371384,88.67164818605163,168.21587455245066,8.0,8.0,92.83930058284763,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv
deployable_v5_rigid_selfcal,loo_tag_delay,ID06,47.93694671853872,47.93694671853872,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID06_deployable_v5_rigid_selfcal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,1201,1201,1.0,mean,-174.57821219790392,1814.3450150335177,473.1566768829123,-193.231255,1684.95255,476.52297999999996,18.65304280209608,129.39246503351774,-3.366303117087682,130.77338418005039,18.954366316311994,129.39246503351774,motive_iantenna,False,57.93118740881611,110.08294188524255,75.1110502517041,146.3981473629604,8.0,8.0,92.83930058284763,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv
physical_sim3_vicon_delaycal,zero_tag,ID06,52.14788305825302,0.0,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID06_physical_sim3_vicon_delaycal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,1201,1201,1.0,mean,-219.8227366683263,1836.4294738249694,480.90282072730685,-193.231255,1684.95255,476.52297999999996,-26.59148166832631,151.4769238249694,4.379840727306885,153.85560878170512,26.949766271964407,151.4769238249694,motive_iantenna,False,75.8726054638518,106.547187114199,101.73840961790482,184.6019604904154,8.0,8.0,92.83930058284763,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv
physical_sim3_vicon_delaycal,loo_tag_delay,ID06,52.14788305825302,52.14788305825302,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID06_physical_sim3_vicon_delaycal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID06,static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,1201,1201,1.0,mean,-178.97695508908978,1755.179547023772,467.0620706110149,-193.231255,1684.95255,476.52297999999996,14.25429991091022,70.22699702377213,-9.460909388985044,72.28087564075064,17.108298349536707,70.22699702377213,motive_iantenna,False,67.73383776210164,123.70153769596068,78.96794832470084,159.1712472482816,8.0,8.0,92.83930058284763,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID06_BSF66F_120s_20260528_112429/tag_capture_20260528_112429/tr_all.csv
deployable_v5_rigid_selfcal,zero_tag,ID07,48.57674117675603,0.0,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID07_deployable_v5_rigid_selfcal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,1201,1201,1.0,mean,327.2308976741489,13.387221561771552,93.69872800618548,352.14755,211.565355,53.795866000000004,-24.916652325851146,-198.17813343822846,39.90286200618547,203.68517504342898,47.04336254363652,198.17813343822846,motive_iantenna,False,86.93676310010231,144.7694614830937,87.17811840208209,182.72450988826006,8.0,8.0,90.84096586178185,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv
deployable_v5_rigid_selfcal,loo_tag_delay,ID07,48.57674117675603,48.57674117675603,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID07_deployable_v5_rigid_selfcal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,1201,1201,1.0,mean,297.154900028101,80.38896625786802,57.053677839257176,352.14755,211.565355,53.795866000000004,-54.99264997189903,-131.176388742132,3.2578118392571724,142.27455799382665,55.089063242278954,131.176388742132,motive_iantenna,False,80.57080054281111,142.6439779942478,105.6155257305254,185.69929872103754,8.0,8.0,90.84096586178185,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv
physical_sim3_vicon_delaycal,zero_tag,ID07,55.0069905440874,0.0,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID07_physical_sim3_vicon_delaycal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,1201,1201,1.0,mean,311.5369564273075,-19.13578961593755,62.275556117110945,352.14755,211.565355,53.795866000000004,-40.61059357269255,-230.70114461593755,8.479690117110941,234.40167145716427,41.48644905036639,230.70114461593755,motive_iantenna,False,79.04833527784035,135.9698892059726,105.31753320196853,174.23774037983517,8.0,8.0,90.84096586178185,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv
physical_sim3_vicon_delaycal,loo_tag_delay,ID07,55.0069905440874,55.0069905440874,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID07_physical_sim3_vicon_delaycal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID07,static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,1201,1201,1.0,mean,290.73162061494924,67.00159784778039,22.61500318514684,352.14755,211.565355,53.795866000000004,-61.41592938505079,-144.56375715221964,-31.180862814853164,160.1338267514836,68.87788170456636,144.56375715221964,motive_iantenna,False,86.35482654848506,144.4316918456049,130.8000506902182,186.9883329828253,8.0,8.0,90.84096586178185,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID07_BSF66F_120s_20260528_112810/tag_capture_20260528_112810/tr_all.csv
deployable_v5_rigid_selfcal,zero_tag,ID09,49.621032516254864,0.0,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID09_deployable_v5_rigid_selfcal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,1201,1201,1.0,mean,434.4675953334904,1598.9778877611705,-53.01683879718824,408.80994,1568.1853500000002,-62.425788499999996,25.657655333490425,30.79253776117025,9.408949702811753,41.17066909215014,27.32843961374727,30.79253776117025,motive_iantenna,False,89.22388030738284,116.80794099894467,138.76759624930133,233.66267454340039,8.0,8.0,93.42214820982515,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv
deployable_v5_rigid_selfcal,loo_tag_delay,ID09,49.621032516254864,49.621032516254864,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID09_deployable_v5_rigid_selfcal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,1201,1201,1.0,mean,447.30297668720857,1516.3651370406512,-47.471927268332195,408.80994,1568.1853500000002,-62.425788499999996,38.49303668720859,-51.820212959348964,14.953861231667801,66.26210312306003,41.29566368444468,51.820212959348964,motive_iantenna,False,62.680820347129455,103.12599080798898,129.90617182921704,200.57347403628535,8.0,8.0,93.42214820982515,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv
physical_sim3_vicon_delaycal,zero_tag,ID09,55.0069905440874,0.0,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID09_physical_sim3_vicon_delaycal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,1201,1201,1.0,mean,471.2140002322262,1546.1321919920963,-61.541627495134335,408.80994,1568.1853500000002,-62.425788499999996,62.40406023222624,-22.053158007903903,0.8841610048656605,66.19207091692647,62.41032345814149,22.053158007903903,motive_iantenna,False,109.23811981397904,150.75376624059652,156.16937617782773,251.73160349118163,8.0,8.0,93.42214820982515,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv
physical_sim3_vicon_delaycal,loo_tag_delay,ID09,55.0069905440874,55.0069905440874,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID09_physical_sim3_vicon_delaycal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID09,static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,1201,1201,1.0,mean,463.25651564889404,1481.9655906885584,-47.1817256612331,408.80994,1568.1853500000002,-62.425788499999996,54.446575648894054,-86.21975931144175,15.244062838766894,103.10508206410566,56.540348882218765,86.21975931144175,motive_iantenna,False,77.75011272188517,153.21875783582448,141.82559875462178,216.94348673679002,8.0,8.0,93.42214820982515,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID09_BSF66F_120s_20260528_113816/tag_capture_20260528_113816/tr_all.csv
deployable_v5_rigid_selfcal,zero_tag,ID10,48.57674117675603,0.0,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID10_deployable_v5_rigid_selfcal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,1201,1201,1.0,mean,87.08669062030181,92.3856540666929,-979.4862538234516,65.499245,238.64973,-938.19342,21.587445620301807,-146.2640759333071,-41.2928338234517,153.5066638364762,46.59523509523999,146.2640759333071,motive_iantenna,False,46.098665108097215,84.49591757627975,66.06429688250776,123.49483857922436,8.0,8.0,90.75770191507078,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv
deployable_v5_rigid_selfcal,loo_tag_delay,ID10,48.57674117675603,48.57674117675603,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID10_deployable_v5_rigid_selfcal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,1201,1201,1.0,mean,70.47269744200814,172.7399605907899,-952.3101427951275,65.499245,238.64973,-938.19342,4.9734524420081385,-65.9097694092101,-14.116722795127544,67.58783023032059,14.967200528735836,65.9097694092101,motive_iantenna,False,42.31793569858696,78.54344313399292,62.52474379814702,124.06044501689578,8.0,8.0,90.75770191507078,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv
physical_sim3_vicon_delaycal,zero_tag,ID10,53.600633617155225,0.0,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID10_physical_sim3_vicon_delaycal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,1201,1201,1.0,mean,72.51687112771116,60.51402485818926,-985.2297236157863,65.499245,238.64973,-938.19342,7.017626127711154,-178.13570514181075,-47.03630361578632,184.37459255731227,47.55692309543131,178.13570514181075,motive_iantenna,False,48.98386226855584,92.38501036231906,75.86330841505315,115.37822291509356,8.0,8.0,90.75770191507078,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv
physical_sim3_vicon_delaycal,loo_tag_delay,ID10,53.600633617155225,53.600633617155225,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID10_physical_sim3_vicon_delaycal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID10,static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,1201,1201,1.0,mean,79.70270875096821,151.2753927223945,-945.9631090300628,65.499245,238.64973,-938.19342,14.203463750968211,-87.37433727760549,-7.769689030062864,88.8615848657321,16.18970197838574,87.37433727760549,motive_iantenna,False,53.189680340149444,88.86752156183384,81.92136743908284,120.29296176076241,8.0,8.0,90.75770191507078,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID10_BSF66F_120s_20260528_114216/tag_capture_20260528_114216/tr_all.csv
deployable_v5_rigid_selfcal,zero_tag,ID08,49.621032516254864,0.0,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID08_deployable_v5_rigid_selfcal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,1201,1201,1.0,mean,485.90070401025287,1109.8500815724449,-92.72529842854729,391.90054,1132.2804,-71.53192899999999,94.00016401025289,-22.43031842755522,-21.1933694285473,98.93588290630882,96.35968940220452,22.43031842755522,motive_iantenna,False,80.3889660406429,143.85184754599024,127.49427967127853,168.49693664929222,8.0,8.0,90.25811823480433,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv
deployable_v5_rigid_selfcal,loo_tag_delay,ID08,49.621032516254864,49.621032516254864,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID08_deployable_v5_rigid_selfcal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,1201,1201,1.0,mean,438.71562788212697,1196.355023498324,-109.68739938725862,391.90054,1132.2804,-71.53192899999999,46.81508788212699,64.07462349832394,-38.15547038725863,88.05140402251523,60.394473040868924,64.07462349832394,motive_iantenna,False,79.58606173814137,140.90880501105792,111.17499355409085,149.5485628800822,8.0,8.0,90.25811823480433,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv
physical_sim3_vicon_delaycal,zero_tag,ID08,53.600633617155225,0.0,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID08_physical_sim3_vicon_delaycal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,1201,1201,1.0,mean,498.84782841154896,1010.8241268890083,-108.40528897393109,391.90054,1132.2804,-71.53192899999999,106.94728841154898,-121.45627311099179,-36.8733599739311,165.97889459916874,113.1254488360163,121.45627311099179,motive_iantenna,False,65.38116487257916,109.2491399743771,140.80834379914862,178.583489282125,8.0,8.0,90.25811823480433,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv
physical_sim3_vicon_delaycal,loo_tag_delay,ID08,53.600633617155225,53.600633617155225,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID08_physical_sim3_vicon_delaycal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID08,static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,1201,1201,1.0,mean,469.5280543384729,1129.5547906407055,-107.92821764531607,391.90054,1132.2804,-71.53192899999999,77.6275143384729,-2.7256093592945945,-36.396288645316076,85.77965817081841,85.73634474085642,2.7256093592945945,motive_iantenna,False,81.70987226200106,150.3511793590621,116.4183305836468,158.06901636949547,8.0,8.0,90.25811823480433,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID08_BSF66F_120s_20260528_113136/tag_capture_20260528_113136/tr_all.csv
deployable_v5_rigid_selfcal,zero_tag,ID11,47.93694671853872,0.0,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID11_deployable_v5_rigid_selfcal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID11,static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,1201,1201,1.0,mean,-123.01024681986914,1219.6120903011993,-1005.2049013000202,-63.9057945,1133.4998500000002,-956.9902950000001,-59.10445231986914,86.11224030119911,-48.21460630002014,115.03609205109971,76.27571399008747,86.11224030119911,motive_iantenna,False,53.79781995761611,75.30991546203171,96.04292214063689,185.07682642009902,8.0,8.0,91.84013322231473,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID11_BSF66F_120s_20260528_114551/tag_capture_20260528_114551/tr_all.csv
