script,timestamp,grid_values,step_mm,loo_dtag_mm,best_median_dtag_mm,best_median_3d_mm,best_median_rmse_3d_mm,best_median_abs_vertical_mm,best_median_signed_vertical_slope_mm_per_m,best_rmse_dtag_mm,best_rmse_3d_mm,best_rmse_median_3d_mm,best_rmse_abs_vertical_mm,best_rmse_signed_vertical_slope_mm_per_m,loo_eval_dtag_mm,loo_eval_median_3d_mm,loo_eval_rmse_3d_mm,loo_eval_abs_vertical_mm,loo_eval_signed_vertical_slope_mm_per_m,verdict,physical_cores,logical_cores,workers,elapsed_s,cpu_percent_mean_live,cpu_percent_max_live,source_v5_layout,alignment
/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/scripts/run_v5_fixed_dtag_sweep.py,2026-06-17T17:35:12,62,2.0,49.621032516254864,76.0,56.61920830126448,74.48425619296654,46.702391426321014,23.4541034511672,74.0,74.4456707714998,57.55575016839912,46.273941555475176,27.294576385479754,49.621033,67.8487481359978,82.79870435971742,59.416598975327474,76.94266615912242,range_objective_suboptimal,6,12,6,61.4472708220128,77.11935483870968,89.6,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1"
