timestamp,id,type,path,notes
2026-06-01T22:57:07+02:00,"SW01",sweep,"/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/sweep_SW01_100_prewarm10_20260601_225314","sw_sets=100; prewarm=10; rc=0"
2026-06-01T23:45:37+02:00,CIR_BSF66F_20260601_234509,cir,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIR_BSF66F_20260601_234509,target=BSF66F; duration_s=20; samples=520
2026-06-01T23:53:47+02:00,CIR_BSF66F_20260601_235019,cir,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIR_BSF66F_20260601_235019,target=BSF66F; duration_s=200; samples=5140
2026-06-02T00:30:20+02:00,CIRRAW_BSF66F_20260602_003015,cir_raw_full,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_003015,target=BSF66F; duration_s=5; frames=5
2026-06-02T00:33:27+02:00,CIRRAW_BSF66F_20260602_003322,cir_raw_full,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_003322,target=BSF66F; duration_s=5; frames=5
2026-06-02T00:37:29+02:00,CIRRAW_BSF66F_20260602_003724,cir_raw_full,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_003724,target=BSF66F; duration_s=5; frames=5
2026-06-02T00:42:11+02:00,CIRRAW_BSF66F_20260602_004151,cir_raw_full,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004151,target=BSF66F; duration_s=20; frames=21
2026-06-02T00:47:45+02:00,CIR_BSF66F_20260602_004538,cir,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIR_BSF66F_20260602_004538,target=BSF66F; duration_s=120; samples=0
2026-06-02T00:51:27+02:00,CIRRAW_BSF66F_20260602_004927,cir_raw_full,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_004927,target=BSF66F; duration_s=120; frames=128
2026-06-02T00:58:00+02:00,CIRRAW_BSF66F_20260602_005600,cir_raw_full,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_005600,target=BSF66F; duration_s=120; frames=127
2026-06-02T01:07:16+02:00,CIRRAW_BSF66F_20260602_010516,cir_raw_full,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_010516,target=BSF66F; duration_s=120; frames=127
2026-06-02T01:14:30+02:00,CIRRAW_BSF66F_20260602_011230,cir_raw_full,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011230,target=BSF66F; duration_s=120; frames=127
2026-06-02T01:21:36+02:00,CIRRAW_BSF66F_20260602_011936,cir_raw_full,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_011936,target=BSF66F; duration_s=120; frames=127
2026-06-02T01:27:39+02:00,CIRRAW_BSF66F_20260602_012539,cir_raw_full,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_012539,target=BSF66F; duration_s=120; frames=126
2026-06-02T01:36:53+02:00,CIRRAW_BSF66F_20260602_013453,cir_raw_full,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_013453,target=BSF66F; duration_s=120; frames=126
2026-06-02T01:50:29+02:00,CIRRAW_BSF66F_20260602_014929,cir_raw_full,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_014929,target=BSF66F; duration_s=60; frames=0
2026-06-02T02:01:57+02:00,CIRRAW_BSF66F_20260602_020027,cir_raw_full,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_020027,target=BSF66F; duration_s=90; frames=99
2026-06-02T10:03:01+02:00,CIRRAW_BSF66F_20260602_020301,cir_raw_full,autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260602_020301,target=BSF66F; duration_s=28800; frames=31514
2026-06-02T11:46:18+02:00,"SW01",sweep,"/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/sweep_SW01_100_prewarm10_20260602_114218","sw_sets=100; prewarm=10; rc=0"
2026-06-02T11:59:25+02:00,"SW01",sweep,"/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/sweep_SW01_100_prewarm10_20260602_115526","sw_sets=100; prewarm=10; rc=0"
2026-06-02T23:00:19+02:00,CIRRAW_AUTOPOS_SWEEP10_20260602_225118,cir_raw_full,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_AUTOPOS_SWEEP10_20260602_225118,target=AUTOPOS_SWEEP10; duration_s=600; frames=958
2026-06-07T23:04:40+02:00,CIRRAW_BSF66F_20260607_230412,cir_raw_full,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/CIR_home_livingroom_01062026/captures/erlangen_20260528_optitrack/CIRRAW_BSF66F_20260607_230412,target=BSF66F; duration_s=120; frames=0
