speed_bin,n_samples,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,abs_radius_mean_mm,abs_radius_rmse_mm,abs_radius_p50_mm,abs_radius_p90_mm,abs_radius_p95_mm,abs_radius_max_mm
fast > 84.1 deg/s,13554,123.4380577418087,152.0297867587245,103.16975004506719,215.14078985535073,271.9626795145956,867.1395944680424,82.34129341037632,98.55070683944186,71.36166246980889,150.26003577060402,183.76243367177446,585.7330173171835,80.04766567219822,115.76188597007923,59.166905558396195,163.9641218314009,218.07313282121504,794.4897074855021,67.06794615905123,86.03987836863881,55.048433068621335,137.4106571554633,172.12045674167845,490.2446074725005
mid 68.0-84.1 deg/s,13553,117.35745589822531,136.14725838613484,101.94356391276736,206.0614592180263,248.4914410653227,730.7060923668654,80.572322123505,95.85818444436245,69.7829313911267,151.5997227463244,179.94885205391748,438.4354293427701,72.59749456304647,96.68135518853443,56.55256290563602,155.40963078113876,197.44696001175544,688.4823102357279,69.80603911120997,89.4446902476897,57.20196572163627,146.54815460437771,177.33900608525687,453.5455535036859
slow <= 68.0 deg/s,13554,117.37871886240312,134.97777087700732,102.80664288726567,204.86600693512554,250.08675388294722,616.1457354076916,70.06049725313136,85.32270063507393,58.63705231748679,132.556852963917,170.9493614377918,464.1867540223533,83.04107399511943,104.5898436142986,70.78827063131553,168.43601641780802,205.15327658186226,515.9845972656489,77.8801428025214,99.96506352567981,63.33995767618697,160.9621669620689,200.72237989537388,467.5201976701597
