row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L17:I0:T6,S04,simulate_imu_prior,L17:I0,0.9344848199998523,,,,
R2:L17:I0:T6,S04,build_track_tensors,L17:I0,15.672182931999942,,,,
R2:L17:I0:T6,S04,torch_gpu,,8.878573702999802,0,1,8.878573702999802,8.878573702999802
R2:L17:I0:T8,S04,torch_gpu,,9.340553987000021,0,1,9.340553987000021,9.340553987000021
R2:L17:I1:T6,S04,simulate_imu_prior,L17:I1,0.8677340499998536,,,,
R2:L17:I1:T6,S04,build_track_tensors,L17:I1,20.108128104000116,,,,
R2:L17:I1:T6,S04,torch_gpu,,7.539618891999908,0,1,7.539618891999908,7.539618891999908
R2:L17:I1:T8,S04,torch_gpu,,9.75878607200002,0,1,9.75878607200002,9.75878607200002
R2:L17:I3:T6,S04,simulate_imu_prior,L17:I3,0.5856254370000897,,,,
R2:L17:I3:T6,S04,build_track_tensors,L17:I3,13.312320519999957,,,,
R2:L17:I3:T6,S04,torch_gpu,,9.226791914999922,0,1,9.226791914999922,9.226791914999922
R2:L17:I3:T8,S04,torch_gpu,,10.627405410999927,0,1,10.627405410999927,10.627405410999927
R2:L17:I4:T6,S04,simulate_imu_prior,L17:I4,0.5501064679997398,,,,
R2:L17:I4:T6,S04,build_track_tensors,L17:I4,14.271269040000334,,,,
R2:L17:I4:T6,S04,torch_gpu,,9.614721945999918,0,1,9.614721945999918,9.614721945999918
R2:L17:I4:T8,S04,torch_gpu,,11.048527727999954,0,1,11.048527727999954,11.048527727999954
