row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L2:I0:T6,S00,simulate_imu_prior,L2:I0,0.29804203499952564,,,,
R4:L2:I0:T6,S00,build_track_tensors,L2:I0,0.13086226800078293,,,,
R4:L2:I0:T6,S00,torch_gpu,,0.547918545002176,0,1,0.547918545002176,0.547918545002176
R4:L2:I0:T8,S00,torch_gpu,,0.28017684599763015,0,1,0.28017684599763015,0.28017684599763015
R4:L2:I1:T6,S00,simulate_imu_prior,L2:I1,0.30467826999665704,,,,
R4:L2:I1:T6,S00,build_track_tensors,L2:I1,0.047296988999733,,,,
R4:L2:I1:T6,S00,torch_gpu,,0.2783563660013897,0,1,0.2783563660013897,0.2783563660013897
R4:L2:I1:T8,S00,torch_gpu,,0.27549278999867965,0,1,0.27549278999867965,0.27549278999867965
R4:L2:I3:T6,S00,load_imu_prior_cache,L2:I3,0.0028168649987492245,,,,
R4:L2:I3:T6,S00,build_track_tensors,L2:I3,0.049609942001552554,,,,
R4:L2:I3:T6,S00,torch_gpu,,0.20703503400000045,0,1,0.20703503400000045,0.20703503400000045
R4:L2:I3:T8,S00,torch_gpu,,0.2815842130003148,0,1,0.2815842130003148,0.2815842130003148
R4:L2:I4:T6,S00,simulate_imu_prior,L2:I4,0.29714241799956653,,,,
R4:L2:I4:T6,S00,build_track_tensors,L2:I4,0.11850768899967079,,,,
R4:L2:I4:T6,S00,torch_gpu,,0.2912400249988423,0,1,0.2912400249988423,0.2912400249988423
R4:L2:I4:T8,S00,torch_gpu,,0.3301542379995226,0,1,0.3301542379995226,0.3301542379995226
R4:L2:I7:T6,S00,simulate_imu_prior,L2:I7,0.30685926099977223,,,,
R4:L2:I7:T6,S00,build_track_tensors,L2:I7,0.04675441599829355,,,,
R4:L2:I7:T6,S00,torch_gpu,,0.22621829800118576,0,1,0.22621829800118576,0.22621829800118576
R4:L2:I7:T8,S00,torch_gpu,,0.31018658799803234,0,1,0.31018658799803234,0.31018658799803234
R4:L2:I8:T6,S00,simulate_imu_prior,L2:I8,0.29955257900292054,,,,
R4:L2:I8:T6,S00,load_track_tensors_cache,L2:I8,1.0000003385357559e-06,,,,
R4:L2:I8:T6,S00,torch_gpu,,0.20834210999964853,0,1,0.20834210999964853,0.20834210999964853
R4:L2:I8:T8,S00,torch_gpu,,0.3260582639995846,0,1,0.3260582639995846,0.3260582639995846
R4:L2:I1+I3+I7:T6,S00,simulate_imu_prior,L2:I1+I3+I7,0.2984933030020329,,,,
R4:L2:I1+I3+I7:T6,S00,build_track_tensors,L2:I1+I3+I7,0.12904531599997426,,,,
R4:L2:I1+I3+I7:T6,S00,torch_gpu,,0.24693073100206675,0,1,0.24693073100206675,0.24693073100206675
R4:L2:I1+I3+I7:T8,S00,torch_gpu,,0.3354183040028147,0,1,0.3354183040028147,0.3354183040028147
R4:L2:I1+I2+I3+I8:T6,S00,simulate_imu_prior,L2:I1+I2+I3+I8,0.29928659700090066,,,,
R4:L2:I1+I2+I3+I8:T6,S00,build_track_tensors,L2:I1+I2+I3+I8,0.04732753899952513,,,,
R4:L2:I1+I2+I3+I8:T6,S00,torch_gpu,,0.26491384800101514,0,1,0.26491384800101514,0.26491384800101514
R4:L2:I1+I2+I3+I8:T8,S00,torch_gpu,,0.33197139499679906,0,1,0.33197139499679906,0.33197139499679906
