host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_id,raw_mm,range_mm,quality_percent,valid,status,quality_flag_percent,first_to_last_us,frame_us,poll_count
5.6e-05,1777925533.86765,3889,,BS2DCE,,f,0,0,3124,3124,100,1,O,100,0,701,8
5.6e-05,1777925533.86765,3889,,BS2DCE,,f,0,1,2533,2533,100,1,O,100,0,701,8
5.6e-05,1777925533.86765,3889,,BS2DCE,,f,0,2,2962,2962,100,1,O,100,0,701,8
5.6e-05,1777925533.86765,3889,,BS2DCE,,f,0,3,3256,3256,100,1,O,100,0,701,8
5.6e-05,1777925533.86765,3889,,BS2DCE,,f,0,4,2897,2897,100,1,O,100,0,701,8
5.6e-05,1777925533.86765,3889,,BS2DCE,,f,0,5,2558,2558,100,1,O,100,0,701,8
5.6e-05,1777925533.86765,3889,,BS2DCE,,f,0,6,2749,2749,100,1,O,100,0,701,8
5.6e-05,1777925533.86765,3889,,BS2DCE,,f,0,7,3130,3130,100,1,O,100,0,701,8
0.007383,1777925533.874977,3870,,BSDC91,,f,0,0,3039,3039,100,1,O,100,0,640,8
0.007383,1777925533.874977,3870,,BSDC91,,f,0,1,3457,3457,100,1,O,100,0,640,8
0.007383,1777925533.874977,3870,,BSDC91,,f,0,2,2851,2851,100,1,O,100,0,640,8
0.007383,1777925533.874977,3870,,BSDC91,,f,0,3,2116,2116,100,1,O,100,0,640,8
0.007383,1777925533.874977,3870,,BSDC91,,f,0,4,2794,2794,100,1,O,100,0,640,8
0.007383,1777925533.874977,3870,,BSDC91,,f,0,5,3523,3523,100,1,O,100,0,640,8
0.007383,1777925533.874977,3870,,BSDC91,,f,0,6,2791,2791,100,1,O,100,0,640,8
0.007383,1777925533.874977,3870,,BSDC91,,f,0,7,0,2273,28,0,T,100,0,640,8
0.067637,1777925533.935231,3890,,BS2DCE,,f,0,0,3152,3152,100,1,O,100,0,701,8
0.067637,1777925533.935231,3890,,BS2DCE,,f,0,1,2525,2525,100,1,O,100,0,701,8
0.067637,1777925533.935231,3890,,BS2DCE,,f,0,2,3072,3072,100,1,O,100,0,701,8
0.067637,1777925533.935231,3890,,BS2DCE,,f,0,3,3202,3202,100,1,O,100,0,701,8
0.067637,1777925533.935231,3890,,BS2DCE,,f,0,4,2852,2852,100,1,O,100,0,701,8
0.067637,1777925533.935231,3890,,BS2DCE,,f,0,5,2551,2551,100,1,O,100,0,701,8
0.067637,1777925533.935231,3890,,BS2DCE,,f,0,6,2769,2769,100,1,O,100,0,701,8
0.067637,1777925533.935231,3890,,BS2DCE,,f,0,7,3201,3201,100,1,O,100,0,701,8
0.074821,1777925533.942415,3871,,BSDC91,,f,0,0,3090,3090,100,1,O,100,0,732,8
0.074821,1777925533.942415,3871,,BSDC91,,f,0,1,3434,3434,100,1,O,100,0,732,8
0.074821,1777925533.942415,3871,,BSDC91,,f,0,2,2767,2767,100,1,O,100,0,732,8
0.074821,1777925533.942415,3871,,BSDC91,,f,0,3,2161,2161,100,1,O,100,0,732,8
0.074821,1777925533.942415,3871,,BSDC91,,f,0,4,2850,2850,100,1,O,100,0,732,8
0.074821,1777925533.942415,3871,,BSDC91,,f,0,5,3443,3443,100,1,O,100,0,732,8
0.074821,1777925533.942415,3871,,BSDC91,,f,0,6,2813,2813,100,1,O,100,0,732,8
0.074821,1777925533.942415,3871,,BSDC91,,f,0,7,0,2273,25,0,T,100,0,732,8
0.172384,1777925534.039978,3891,,BS2DCE,,f,0,0,3119,3119,100,1,O,100,0,671,8
0.172384,1777925534.039978,3891,,BS2DCE,,f,0,1,2575,2575,100,1,O,100,0,671,8
0.172384,1777925534.039978,3891,,BS2DCE,,f,0,2,3140,3140,100,1,O,100,0,671,8
0.172384,1777925534.039978,3891,,BS2DCE,,f,0,3,3208,3208,100,1,O,100,0,671,8
0.172384,1777925534.039978,3891,,BS2DCE,,f,0,4,2793,2793,100,1,O,100,0,671,8
0.172384,1777925534.039978,3891,,BS2DCE,,f,0,5,2524,2524,100,1,O,100,0,671,8
0.172384,1777925534.039978,3891,,BS2DCE,,f,0,6,2885,2885,100,1,O,100,0,671,8
0.172384,1777925534.039978,3891,,BS2DCE,,f,0,7,3129,3129,100,1,O,100,0,671,8
0.179832,1777925534.047426,3872,,BSDC91,,f,0,0,3280,3280,100,1,O,91,0,671,8
0.179832,1777925534.047426,3872,,BSDC91,,f,0,1,3404,3404,100,1,O,91,0,671,8
0.179832,1777925534.047426,3872,,BSDC91,,f,0,2,2836,2836,100,1,O,91,0,671,8
0.179832,1777925534.047426,3872,,BSDC91,,f,0,3,2223,2223,100,1,O,91,0,671,8
0.179832,1777925534.047426,3872,,BSDC91,,f,0,4,2958,2958,100,1,O,91,0,671,8
0.179832,1777925534.047426,3872,,BSDC91,,f,0,5,3358,3358,100,1,O,91,0,671,8
0.179832,1777925534.047426,3872,,BSDC91,,f,0,6,2682,2682,100,1,O,91,0,671,8
0.179832,1777925534.047426,3872,,BSDC91,,f,0,7,2584,2584,33,1,O,91,0,671,8
0.277416,1777925534.14501,3892,,BS2DCE,,f,0,0,2994,2994,100,1,O,100,0,701,8
0.277416,1777925534.14501,3892,,BS2DCE,,f,0,1,2580,2580,100,1,O,100,0,701,8
0.277416,1777925534.14501,3892,,BS2DCE,,f,0,2,3102,3102,100,1,O,100,0,701,8
0.277416,1777925534.14501,3892,,BS2DCE,,f,0,3,3170,3170,100,1,O,100,0,701,8
0.277416,1777925534.14501,3892,,BS2DCE,,f,0,4,2863,2863,100,1,O,100,0,701,8
0.277416,1777925534.14501,3892,,BS2DCE,,f,0,5,2454,2454,100,1,O,100,0,701,8
0.277416,1777925534.14501,3892,,BS2DCE,,f,0,6,2830,2830,100,1,O,100,0,701,8
0.277416,1777925534.14501,3892,,BS2DCE,,f,0,7,3190,3190,100,1,O,100,0,701,8
0.284814,1777925534.152408,3873,,BSDC91,,f,0,0,3024,3024,100,1,O,100,0,671,8
0.284814,1777925534.152408,3873,,BSDC91,,f,0,1,3370,3370,100,1,O,100,0,671,8
0.284814,1777925534.152408,3873,,BSDC91,,f,0,2,2739,2739,100,1,O,100,0,671,8
0.284814,1777925534.152408,3873,,BSDC91,,f,0,3,2193,2193,100,1,O,100,0,671,8
0.284814,1777925534.152408,3873,,BSDC91,,f,0,4,2966,2966,100,1,O,100,0,671,8
0.284814,1777925534.152408,3873,,BSDC91,,f,0,5,3383,3383,100,1,O,100,0,671,8
0.284814,1777925534.152408,3873,,BSDC91,,f,0,6,2708,2708,100,1,O,100,0,671,8
0.284814,1777925534.152408,3873,,BSDC91,,f,0,7,0,2584,30,0,T,100,0,671,8
0.374967,1777925534.242561,3893,,BS2DCE,,f,0,0,2879,2879,100,1,O,100,0,701,8
0.374967,1777925534.242561,3893,,BS2DCE,,f,0,1,2685,2685,100,1,O,100,0,701,8
0.374967,1777925534.242561,3893,,BS2DCE,,f,0,2,3109,3109,100,1,O,100,0,701,8
0.374967,1777925534.242561,3893,,BS2DCE,,f,0,3,3154,3154,100,1,O,100,0,701,8
0.374967,1777925534.242561,3893,,BS2DCE,,f,0,4,2846,2846,100,1,O,100,0,701,8
0.374967,1777925534.242561,3893,,BS2DCE,,f,0,5,2608,2608,100,1,O,100,0,701,8
0.374967,1777925534.242561,3893,,BS2DCE,,f,0,6,2855,2855,100,1,O,100,0,701,8
0.374967,1777925534.242561,3893,,BS2DCE,,f,0,7,3105,3105,100,1,O,100,0,701,8
0.459668,1777925534.327262,3874,,BSDC91,,f,0,0,2941,2941,100,1,O,100,0,44128,8
0.459668,1777925534.327262,3874,,BSDC91,,f,0,1,3294,3294,100,1,O,100,0,44128,8
0.459668,1777925534.327262,3874,,BSDC91,,f,0,2,2731,2731,100,1,O,100,0,44128,8
0.459668,1777925534.327262,3874,,BSDC91,,f,0,3,2395,2395,100,1,O,100,0,44128,8
0.459668,1777925534.327262,3874,,BSDC91,,f,0,4,2909,2909,100,1,O,100,0,44128,8
0.459668,1777925534.327262,3874,,BSDC91,,f,0,5,3333,3333,100,1,O,100,0,44128,8
0.459668,1777925534.327262,3874,,BSDC91,,f,0,6,2635,2635,100,1,O,100,0,44128,8
0.459668,1777925534.327262,3874,,BSDC91,,f,0,7,0,2584,27,0,T,100,0,44128,8
0.472257,1777925534.339851,3875,,BSDC91,,f,0,0,2986,2986,100,1,O,100,0,976,8
0.472257,1777925534.339851,3875,,BSDC91,,f,0,1,3230,3230,100,1,O,100,0,976,8
0.472257,1777925534.339851,3875,,BSDC91,,f,0,2,2685,2685,100,1,O,100,0,976,8
0.472257,1777925534.339851,3875,,BSDC91,,f,0,3,2272,2272,100,1,O,100,0,976,8
0.472257,1777925534.339851,3875,,BSDC91,,f,0,4,2961,2961,100,1,O,100,0,976,8
0.472257,1777925534.339851,3875,,BSDC91,,f,0,5,3416,3416,100,1,O,100,0,976,8
0.472257,1777925534.339851,3875,,BSDC91,,f,0,6,2581,2581,100,1,O,100,0,976,8
0.472257,1777925534.339851,3875,,BSDC91,,f,0,7,0,2584,25,0,T,100,0,976,8
0.572508,1777925534.440102,3894,,BS2DCE,,f,0,0,0,2879,90,0,T,100,0,44799,8
0.572508,1777925534.440102,3894,,BS2DCE,,f,0,1,2720,2720,100,1,O,100,0,44799,8
0.572508,1777925534.440102,3894,,BS2DCE,,f,0,2,3046,3046,100,1,O,100,0,44799,8
0.572508,1777925534.440102,3894,,BS2DCE,,f,0,3,3082,3082,100,1,O,100,0,44799,8
0.572508,1777925534.440102,3894,,BS2DCE,,f,0,4,2762,2762,100,1,O,100,0,44799,8
0.572508,1777925534.440102,3894,,BS2DCE,,f,0,5,2581,2581,100,1,O,100,0,44799,8
0.572508,1777925534.440102,3894,,BS2DCE,,f,0,6,2839,2839,100,1,O,100,0,44799,8
0.572508,1777925534.440102,3894,,BS2DCE,,f,0,7,3124,3124,100,1,O,100,0,44799,8
0.577523,1777925534.445117,3876,,BSDC91,,f,0,0,3042,3042,100,1,O,100,0,671,8
0.577523,1777925534.445117,3876,,BSDC91,,f,0,1,3238,3238,100,1,O,100,0,671,8
0.577523,1777925534.445117,3876,,BSDC91,,f,0,2,2672,2672,100,1,O,100,0,671,8
0.577523,1777925534.445117,3876,,BSDC91,,f,0,3,2304,2304,100,1,O,100,0,671,8
0.577523,1777925534.445117,3876,,BSDC91,,f,0,4,2931,2931,100,1,O,100,0,671,8
0.577523,1777925534.445117,3876,,BSDC91,,f,0,5,3225,3225,100,1,O,100,0,671,8
0.577523,1777925534.445117,3876,,BSDC91,,f,0,6,2446,2446,100,1,O,100,0,671,8
