layout_id,solver,success,fit_rms_mm,coord_rms_mm,pair_rms_to_truth_mm,max_pair_abs_to_truth_mm,weirdness_score,lower_area_mm2,extent_x_mm,extent_y_mm,extent_z_mm,sweep_rows,sets,error
0,v1-old,True,0.5676486141600032,1.45508161239736,1.0242642433990325,2.3132927679380373,701.7576708694052,10775722.409747746,4735.649946374669,3844.6247002025048,1174.3990209797387,56000,1000,
0,v2,True,0.7496711842840269,1.79780258329779,0.9921670443993903,2.5981893691750884,701.7576708694052,10775722.409747746,4735.649946374669,3844.6247002025048,1174.3990209797387,56000,1000,
0,v3-lite,True,0.46101339892133925,1.5308953049414735,0.749685435277053,1.507328723947012,701.7576708694052,10775722.409747746,4735.649946374669,3844.6247002025048,1174.3990209797387,56000,1000,
0,v3-full,True,0.4297269736863989,1.4599719662377373,1.0009271013279846,1.9406013531456665,701.7576708694052,10775722.409747746,4735.649946374669,3844.6247002025048,1174.3990209797387,56000,1000,
0,v4-io,True,0.8721077699915809,4.311387511755611,2.5479021314211456,5.691332125207737,701.7576708694052,10775722.409747746,4735.649946374669,3844.6247002025048,1174.3990209797387,56000,1000,
1,v1-old,True,0.6507388398715439,0.9525355250997,0.8215274795742981,1.873003811665967,412.2751289346001,3658408.0539357434,1818.018155576592,2444.3932553739332,1574.277420782177,56000,1000,
1,v2,True,0.8411579645591655,1.0949655843307715,0.8627800400031732,2.061712081068208,412.2751289346001,3658408.0539357434,1818.018155576592,2444.3932553739332,1574.277420782177,56000,1000,
1,v3-lite,True,0.3564443147025207,0.6337688777065685,0.5185941917636516,1.0716137526776492,412.2751289346001,3658408.0539357434,1818.018155576592,2444.3932553739332,1574.277420782177,56000,1000,
1,v3-full,True,0.2840926578672334,0.7438307098035805,0.7205999684146248,1.5959846530395225,412.2751289346001,3658408.0539357434,1818.018155576592,2444.3932553739332,1574.277420782177,56000,1000,
1,v4-io,True,0.5142619102321299,1.7978956203698628,1.6429357797987787,3.6025890807613905,412.2751289346001,3658408.0539357434,1818.018155576592,2444.3932553739332,1574.277420782177,56000,1000,
2,v1-old,True,0.8251758337051198,1.3224794183718798,0.9584563765040461,1.9946989100324117,1340.8345167165337,10267518.957172353,4966.107666002614,2618.211716753638,1363.7409610972672,56000,1000,
2,v2,True,1.0468089256386839,1.1328802197382692,1.0219757216998808,3.205282791577474,1340.8345167165337,10267518.957172353,4966.107666002614,2618.211716753638,1363.7409610972672,56000,1000,
2,v3-lite,True,0.43501044254042553,0.5804360754552375,0.43080835824748265,0.9274156321926057,1340.8345167165337,10267518.957172353,4966.107666002614,2618.211716753638,1363.7409610972672,56000,1000,
2,v3-full,True,0.49122684365418495,2.640103612215813,2.781376303350719,7.161425448846785,1340.8345167165337,10267518.957172353,4966.107666002614,2618.211716753638,1363.7409610972672,56000,1000,
