solver,n,success_n,success_rate,fit_rms_mm_median,fit_rms_mm_p90,fit_rms_mm_mean,coord_rms_mm_median,coord_rms_mm_p90,coord_rms_mm_mean,pair_rms_to_truth_mm_median,pair_rms_to_truth_mm_p90,pair_rms_to_truth_mm_mean,max_pair_abs_to_truth_mm_median,max_pair_abs_to_truth_mm_p90,max_pair_abs_to_truth_mm_mean
v1-old,200,200,1.0,0.7169990779968638,0.8429737750506074,0.7140175414025546,1.1129676554246832,1.426032117580409,1.1513259182118127,0.8472070381557986,0.994147833572051,0.8565348222440509,1.9319878205917576,2.503834150221405,1.969538137391952
v2,200,200,1.0,0.9492774324452371,1.1399565426848455,1.0274876359197171,1.3099296406668008,1.9620455855018906,1.5034925270221928,0.9600405274819317,1.174027103779835,1.0232960038620345,2.597407445212184,3.5140169098491922,2.7215240170014656
v3-lite,200,200,1.0,0.46017663361977446,0.6038964668823431,0.462117200097838,0.8206841764877782,1.1043961839595056,0.8473120336277215,0.6153824961858682,0.751380474858552,0.6175154471879507,1.4365153490371085,1.969644752360341,1.480271708820733
v3-full,200,150,0.75,0.3657101478401324,0.5515279102031871,0.3964096709108024,2.088403460692141,3.572876244659204,2.264921497941975,2.199323132854091,3.9283725816227046,2.3656698025725746,4.939083380459465,9.35291234717356,5.434943116713054
v4-io,200,200,1.0,0.942503856282678,2.557864348971386,1.35169361375929,3.2770937104770885,7.925176658463077,4.344206218811866,2.562174822666189,5.495362963913254,3.243929768413915,5.99946617942669,11.950449256038837,7.265752691659416
