host_elapsed_s,host_epoch_s,listener_t_ms,seq,pan,src,dst,code,q,level,cir,rxpacc,fp1,len
70.063,1777915240.311494,4697874,81871,0xdeca,0xb101,0xffff,0xe0,20060,7,2278,122,7255,17
70.164,1777915240.411568,4697974,81872,0xdeca,0xb101,0xffff,0xe0,19827,7,2326,124,5322,17
70.264,1777915240.511781,4698074,81873,0xdeca,0xb101,0xffff,0xe0,20275,7,2417,125,7699,17
70.364,1777915240.611888,4698174,81874,0xdeca,0xb101,0xffff,0xe0,19444,7,2172,121,4690,17
70.463,1777915240.711044,4698273,81875,0xdeca,0xb101,0xffff,0xe0,20483,7,2288,121,6759,17
70.563,1777915240.811251,4698374,81876,0xdeca,0xb101,0xffff,0xe0,20384,7,2277,121,6517,17
70.663,1777915240.911496,4698474,81877,0xdeca,0xb101,0xffff,0xe0,20286,7,2266,121,7032,17
70.764,1777915241.011871,4698574,81878,0xdeca,0xb101,0xffff,0xe0,19580,7,2045,117,5959,17
70.864,1777915241.112033,4698674,81879,0xdeca,0xb101,0xffff,0xe0,20070,7,2205,120,7136,17
70.964,1777915241.212188,4698775,81880,0xdeca,0xb101,0xffff,0xe0,20160,7,2365,124,5330,17
71.059,1777915241.307249,4698870,81881,0xdeca,0xb101,0xffff,0xe0,19692,7,2092,118,6945,17
71.072,1777915241.319691,4698882,81882,0xdeca,0xa107,0xb101,0xe1,14652,7,1583,119,6354,20
71.162,1777915241.410213,4698973,81883,0xdeca,0xb101,0xffff,0xe0,19140,7,1999,117,6613,17
71.262,1777915241.510353,4699073,81884,0xdeca,0xb101,0xffff,0xe0,20057,7,2167,119,5238,17
71.362,1777915241.610499,4699173,81885,0xdeca,0xb101,0xffff,0xe0,19668,7,2125,119,6743,17
71.462,1777915241.709786,4699272,81886,0xdeca,0xb101,0xffff,0xe0,19264,7,2012,117,3390,17
71.562,1777915241.809976,4699372,81887,0xdeca,0xb101,0xffff,0xe0,20545,7,2295,121,6535,17
71.662,1777915241.910233,4699473,81888,0xdeca,0xb101,0xffff,0xe0,19870,7,2183,120,6717,17
71.762,1777915242.010495,4699573,81889,0xdeca,0xb101,0xffff,0xe0,20304,7,2268,121,3891,17
71.863,1777915242.110622,4699673,81890,0xdeca,0xb101,0xffff,0xe0,19587,7,2152,120,7359,17
71.963,1777915242.210986,4699773,81891,0xdeca,0xb101,0xffff,0xe0,19520,7,2109,119,6419,17
72.063,1777915242.311042,4699873,81892,0xdeca,0xb101,0xffff,0xe0,19844,7,2328,124,6793,17
72.163,1777915242.411229,4699974,81893,0xdeca,0xb101,0xffff,0xe0,19788,7,2138,119,5055,17
72.263,1777915242.511472,4700074,81894,0xdeca,0xb101,0xffff,0xe0,19981,7,2382,125,7626,17
72.364,1777915242.611639,4700174,81895,0xdeca,0xb101,0xffff,0xe0,19918,7,2152,119,4397,17
72.463,1777915242.710976,4700273,81896,0xdeca,0xb101,0xffff,0xe0,20547,7,2220,119,6476,17
72.563,1777915242.811212,4700374,81897,0xdeca,0xb101,0xffff,0xe0,19714,7,2130,119,6952,17
72.663,1777915242.911503,4700474,81898,0xdeca,0xb101,0xffff,0xe0,19843,7,2108,118,4729,17
72.764,1777915243.011830,4700574,81899,0xdeca,0xb101,0xffff,0xe0,20480,7,2139,117,6674,17
72.877,1777915243.125219,4700675,81900,0xdeca,0xb101,0xffff,0xe0,19744,7,2279,123,5642,17
72.962,1777915243.209869,4700772,81901,0xdeca,0xb101,0xffff,0xe0,19372,7,2093,119,3508,17
73.062,1777915243.310161,4700873,81902,0xdeca,0xb101,0xffff,0xe0,20092,7,2357,124,4793,17
73.162,1777915243.410384,4700973,81903,0xdeca,0xb101,0xffff,0xe0,19798,7,2139,119,6914,17
73.263,1777915243.510672,4701073,81904,0xdeca,0xb101,0xffff,0xe0,20967,7,2381,122,6368,17
73.363,1777915243.610999,4701173,81905,0xdeca,0xb101,0xffff,0xe0,19695,7,2057,117,6526,17
73.462,1777915243.710217,4701273,81906,0xdeca,0xb101,0xffff,0xe0,19470,7,2211,122,3294,17
73.562,1777915243.810456,4701373,81907,0xdeca,0xb101,0xffff,0xe0,20796,7,2323,121,6063,17
73.663,1777915243.910570,4701473,81908,0xdeca,0xb101,0xffff,0xe0,19717,7,2239,122,6089,17
73.763,1777915244.010807,4701573,81909,0xdeca,0xb101,0xffff,0xe0,21449,7,2557,125,6412,17
73.863,1777915244.111093,4701674,81910,0xdeca,0xb101,0xffff,0xe0,19779,7,2137,119,4274,17
73.963,1777915244.211294,4701774,81911,0xdeca,0xb101,0xffff,0xe0,20134,7,2212,120,7076,17
74.063,1777915244.311393,4701874,81912,0xdeca,0xb101,0xffff,0xe0,19838,7,2216,121,7568,17
74.164,1777915244.411653,4701974,81913,0xdeca,0xb101,0xffff,0xe0,20264,7,2339,123,5052,17
74.264,1777915244.511640,4702074,81914,0xdeca,0xb101,0xffff,0xe0,20468,7,2440,125,7444,17
74.364,1777915244.611877,4702174,81915,0xdeca,0xb101,0xffff,0xe0,20298,7,2305,122,5975,17
74.463,1777915244.711138,4702274,81916,0xdeca,0xb101,0xffff,0xe0,20356,7,2126,117,5617,17
74.563,1777915244.811180,4702374,81917,0xdeca,0xb101,0xffff,0xe0,19677,7,2126,119,6728,17
74.663,1777915244.911440,4702474,81918,0xdeca,0xb101,0xffff,0xe0,19801,7,2068,117,5661,17
74.764,1777915245.011708,4702574,81919,0xdeca,0xb101,0xffff,0xe0,20456,7,2323,122,4416,17
74.864,1777915245.112010,4702675,81920,0xdeca,0xb101,0xffff,0xe0,19872,7,2369,125,6553,17
74.964,1777915245.212141,4702775,81921,0xdeca,0xb101,0xffff,0xe0,20558,7,2373,123,7148,17
75.059,1777915245.307125,4702870,81922,0xdeca,0xb101,0xffff,0xe0,20935,7,2300,120,5650,17
75.072,1777915245.319614,4702882,81923,0xdeca,0xa107,0xb101,0xe1,15750,7,1818,123,7095,20
