host_elapsed_s,host_epoch_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
71.078,1777915241.325560,4698882,23536,H,7,0xa107,0xb101,0xe1,14652,7,1583,119,6354,20
75.077,1777915245.325384,4702882,23537,H,7,0xa107,0xb101,0xe1,15750,7,1818,123,7095,20
76.977,1777915247.225389,4704782,23538,H,7,0xa107,0xb101,0xe1,15092,7,1742,123,4712,20
80.277,1777915250.524867,4708082,23539,H,7,0xa107,0xb101,0xe1,15358,7,1744,122,6690,20
81.777,1777915252.024776,4709582,23540,H,7,0xa107,0xb101,0xe1,15164,7,1611,118,6370,20
84.377,1777915254.624653,4712182,23541,H,7,0xa107,0xb101,0xe1,15631,7,1775,122,6905,20
85.976,1777915256.224411,4713782,23542,H,7,0xa107,0xb101,0xe1,15156,7,1693,121,5389,20
89.077,1777915259.324953,4716883,23543,H,7,0xa107,0xb101,0xe1,15516,7,1762,122,6246,20
90.776,1777915261.024019,4718582,23544,H,7,0xa107,0xb101,0xe1,15013,7,1568,117,6275,20
95.376,1777915265.623905,4723182,23545,H,7,0xa107,0xb101,0xe1,15881,7,1863,124,6013,20
104.144,1777915274.392170,4731951,23546,H,7,0xa107,0xb101,0xe1,14764,7,1732,124,6919,20
106.944,1777915277.191981,4734751,23547,H,7,0xa107,0xb101,0xe1,14142,7,1477,117,6559,20
108.144,1777915278.391817,4735951,23548,H,7,0xa107,0xb101,0xe1,14592,7,1524,117,6324,20
111.144,1777915281.391654,4738951,23549,H,7,0xa107,0xb101,0xe1,14763,7,1760,125,6390,20
112.443,1777915282.691468,4740251,23550,H,7,0xa107,0xb101,0xe1,14652,7,1583,119,3784,20
114.356,1777915284.604465,4742151,23551,H,7,0xa107,0xb101,0xe1,15254,7,1704,121,5556,20
114.444,1777915284.691973,4742252,23552,H,7,0xa107,0xb101,0xe1,14551,7,1707,124,6671,20
115.443,1777915285.691406,4743251,23553,H,7,0xa107,0xb101,0xe1,14802,7,1546,117,6095,20
117.143,1777915287.391101,4744951,23554,H,7,0xa107,0xb101,0xe1,15109,7,1744,123,6763,20
118.443,1777915288.691036,4746251,23555,H,7,0xa107,0xb101,0xe1,14672,7,1612,120,6706,20
123.143,1777915293.390785,4750951,23556,H,7,0xa107,0xb101,0xe1,14327,7,1627,122,6546,20
127.142,1777915297.390411,4754951,23557,H,7,0xa107,0xb101,0xe1,15344,7,1714,121,4553,20
132.143,1777915302.390787,4759952,23558,H,7,0xa107,0xb101,0xe1,15890,7,1775,121,5618,20
133.442,1777915303.689928,4761251,23559,H,7,0xa107,0xb101,0xe1,16582,7,1914,123,5376,20
133.742,1777915303.989857,4761551,23560,H,7,0xa107,0xb101,0xe1,15348,7,1603,117,4582,20
