experiment_id,seed_id,wall_time_s,status,backend,device
X_A0_L18_I0_T11,S01,0.6317002850046265,ok,,
X_A0_L18_I0_T12,S01,0.8174063350015786,ok,,
X_A0_L18_I1_T11,S01,0.4350197539970395,ok,,
X_A0_L18_I1_T12,S01,0.7391398219988332,ok,,
X_A0_L18_I2_T11,S01,0.4327608500025235,ok,,
X_A0_L18_I2_T12,S01,0.788543661001313,ok,,
X_A0_L18_I3_T11,S01,0.658794056995248,ok,,
X_A0_L18_I3_T12,S01,0.8167969540008926,ok,,
X_A0_L18_I4_T11,S01,0.5740850570000475,ok,,
X_A0_L18_I4_T12,S01,0.6386915640032385,ok,,
X_A0_L18_I5_T11,S01,0.6822034849974443,ok,,
X_A0_L18_I5_T12,S01,0.6310837749988423,ok,,
X_A0_L18_I6_T11,S01,0.5592286699975375,ok,,
X_A0_L18_I6_T12,S01,0.7332976649995544,ok,,
X_A0_L18_I7_T11,S01,0.6515300589962862,ok,,
X_A0_L18_I7_T12,S01,0.798660683001799,ok,,
X_A0_L18_I8_T11,S01,0.6667479669995373,ok,,
X_A0_L18_I8_T12,S01,0.6282788919997984,ok,,
X_A1_L18_I0_T11,S01,0.4679199320016778,ok,,
X_A1_L18_I0_T12,S01,0.7599567079960252,ok,,
X_A1_L18_I1_T11,S01,0.6782596320044831,ok,,
X_A1_L18_I1_T12,S01,0.7395662139970227,ok,,
X_A1_L18_I2_T11,S01,0.44275868300610455,ok,,
X_A1_L18_I2_T12,S01,0.8078710049958318,ok,,
X_A1_L18_I3_T11,S01,0.6597250499980873,ok,,
X_A1_L18_I3_T12,S01,0.7722579620021861,ok,,
X_A1_L18_I4_T11,S01,0.43380119199719047,ok,,
X_A1_L18_I4_T12,S01,0.569694982994406,ok,,
X_A1_L18_I5_T11,S01,0.5053402080011438,ok,,
X_A1_L18_I5_T12,S01,0.7617085710007814,ok,,
X_A1_L18_I6_T11,S01,0.6163390980000258,ok,,
X_A1_L18_I6_T12,S01,0.5414500100014266,ok,,
X_A1_L18_I7_T11,S01,0.5297275659977458,ok,,
X_A1_L18_I7_T12,S01,0.6826752579945605,ok,,
X_A1_L18_I8_T11,S01,0.5276713839994045,ok,,
X_A1_L18_I8_T12,S01,0.579971385996032,ok,,
X_A2_L18_I0_T11,S01,0.6590995290025603,ok,,
X_A2_L18_I0_T12,S01,0.7574560849971022,ok,,
X_A2_L18_I1_T11,S01,0.44499132599594304,ok,,
X_A2_L18_I1_T12,S01,0.5466100060002645,ok,,
X_A2_L18_I2_T11,S01,0.6374941340036457,ok,,
X_A2_L18_I2_T12,S01,0.6716064650026965,ok,,
X_A2_L18_I3_T11,S01,0.6422063800055184,ok,,
X_A2_L18_I3_T12,S01,0.6723715050029568,ok,,
X_A2_L18_I4_T11,S01,0.6100852119998308,ok,,
X_A2_L18_I4_T12,S01,0.6256101500039222,ok,,
X_A2_L18_I5_T11,S01,0.4746551919961348,ok,,
X_A2_L18_I5_T12,S01,0.7894085540028755,ok,,
X_A2_L18_I6_T11,S01,0.5524126439995598,ok,,
X_A2_L18_I6_T12,S01,0.8294933819997823,ok,,
X_A2_L18_I7_T11,S01,0.6206302549981046,ok,,
X_A2_L18_I7_T12,S01,0.6272232219998841,ok,,
X_A2_L18_I8_T11,S01,0.63689716400404,ok,,
X_A2_L18_I8_T12,S01,1.0005659949965775,ok,,
X_A3_L18_I0_T11,S01,0.5359563840029296,ok,,
X_A3_L18_I0_T12,S01,0.6231731480002054,ok,,
X_A3_L18_I1_T11,S01,0.45267976600007387,ok,,
X_A3_L18_I1_T12,S01,0.8733027439957368,ok,,
X_A3_L18_I2_T11,S01,0.6887337860025582,ok,,
X_A3_L18_I2_T12,S01,0.5739893099962501,ok,,
X_A3_L18_I3_T11,S01,0.827009740001813,ok,,
X_A3_L18_I3_T12,S01,0.5772967039956711,ok,,
X_A3_L18_I4_T11,S01,0.6558928270023898,ok,,
X_A3_L18_I4_T12,S01,0.7669192489993293,ok,,
X_A3_L18_I5_T11,S01,0.4182641949955723,ok,,
X_A3_L18_I5_T12,S01,0.6533084940019762,ok,,
X_A3_L18_I6_T11,S01,0.5297424379969016,ok,,
X_A3_L18_I6_T12,S01,0.7340458899998339,ok,,
X_A3_L18_I7_T11,S01,0.5494308709967299,ok,,
X_A3_L18_I7_T12,S01,0.6564756980005768,ok,,
X_A3_L18_I8_T11,S01,0.5554719979991205,ok,,
X_A3_L18_I8_T12,S01,0.7361108920013066,ok,,
X_A0_U4_P0_L18_I0_T1,S01,0.08866229499835754,ok,,
X_A0_U4_P0_L18_I0_T2,S01,1.6893258240015712,ok,,
X_A0_U4_P0_L18_I0_T3,S01,2.237949566995667,ok,,
X_A0_U4_P0_L18_I0_T4,S01,2.2366589039957034,ok,,
X_A0_U4_P0_L18_I0_T5,S01,2.1746664509992115,ok,,
X_A0_U4_P0_L18_I1_T1,S01,0.08390267899812898,ok,,
X_A0_U4_P0_L18_I1_T2,S01,2.358490279999387,ok,,
X_A0_U4_P0_L18_I1_T3,S01,2.3640905159991235,ok,,
X_A0_U4_P0_L18_I1_T4,S01,2.1606786839984125,ok,,
X_A0_U4_P0_L18_I1_T5,S01,2.2259454620070755,ok,,
X_A0_U4_P0_L18_I2_T1,S01,0.048681857995688915,ok,,
X_A0_U4_P0_L18_I2_T2,S01,1.394804137002211,ok,,
X_A0_U4_P0_L18_I2_T3,S01,2.1663069759961218,ok,,
X_A0_U4_P0_L18_I2_T4,S01,2.232150914001977,ok,,
X_A0_U4_P0_L18_I2_T5,S01,2.231384683000215,ok,,
X_A0_U4_P0_L18_I3_T1,S01,0.06671409900445724,ok,,
X_A0_U4_P0_L18_I3_T2,S01,1.4937568450040999,ok,,
X_A0_U4_P0_L18_I3_T3,S01,2.162414931000967,ok,,
X_A0_U4_P0_L18_I3_T4,S01,2.33367316499789,ok,,
X_A0_U4_P0_L18_I3_T5,S01,2.3430385360043147,ok,,
X_A0_U4_P0_L18_I4_T1,S01,0.04697763600415783,ok,,
X_A0_U4_P0_L18_I4_T2,S01,1.363716261999798,ok,,
X_A0_U4_P0_L18_I4_T3,S01,1.3604338489967631,ok,,
X_A0_U4_P0_L18_I4_T4,S01,2.155035065996344,ok,,
X_A0_U4_P0_L18_I4_T5,S01,2.2332862299954286,ok,,
X_A0_U4_P0_L18_I5_T1,S01,0.07281227700150339,ok,,
X_A0_U4_P0_L18_I5_T2,S01,2.156284857999708,ok,,
X_A0_U4_P0_L18_I5_T3,S01,1.3849859580004704,ok,,
X_A0_U4_P0_L18_I5_T4,S01,2.234030381005141,ok,,
X_A0_U4_P0_L18_I5_T5,S01,2.3222535360037,ok,,
X_A0_U4_P0_L18_I6_T1,S01,0.07703874100116082,ok,,
X_A0_U4_P0_L18_I6_T2,S01,2.3444485629952396,ok,,
X_A0_U4_P0_L18_I6_T3,S01,1.4373551419994328,ok,,
X_A0_U4_P0_L18_I6_T4,S01,1.4527621309971437,ok,,
X_A0_U4_P0_L18_I6_T5,S01,2.159809226002835,ok,,
X_A0_U4_P0_L18_I7_T1,S01,0.0659877090001828,ok,,
X_A0_U4_P0_L18_I7_T2,S01,2.276869216002524,ok,,
X_A0_U4_P0_L18_I7_T3,S01,1.4656358379943413,ok,,
X_A0_U4_P0_L18_I7_T4,S01,2.243079295003554,ok,,
X_A0_U4_P0_L18_I7_T5,S01,2.240379363000102,ok,,
X_A0_U4_P0_L18_I8_T1,S01,0.07700946200202452,ok,,
X_A0_U4_P0_L18_I8_T2,S01,2.3112519179994706,ok,,
X_A0_U4_P0_L18_I8_T3,S01,2.3420365040001343,ok,,
X_A0_U4_P0_L18_I8_T4,S01,1.4007524110056693,ok,,
X_A0_U4_P0_L18_I8_T5,S01,1.3767395239992766,ok,,
X_A0_U4_P1_L18_I0_T1,S01,0.06869775200175354,ok,,
X_A0_U4_P1_L18_I0_T2,S01,2.2968180340030813,ok,,
X_A0_U4_P1_L18_I0_T3,S01,1.382948242004204,ok,,
X_A0_U4_P1_L18_I0_T4,S01,2.147375425003702,ok,,
X_A0_U4_P1_L18_I0_T5,S01,2.353077031999419,ok,,
X_A0_U4_P1_L18_I1_T1,S01,0.06933874300011666,ok,,
X_A0_U4_P1_L18_I1_T2,S01,2.3409359080033028,ok,,
X_A0_U4_P1_L18_I1_T3,S01,2.449754818000656,ok,,
X_A0_U4_P1_L18_I1_T4,S01,2.46867020100035,ok,,
X_A0_U4_P1_L18_I1_T5,S01,1.3685835860014777,ok,,
X_A0_U4_P1_L18_I2_T1,S01,0.04717133699887199,ok,,
X_A0_U4_P1_L18_I2_T2,S01,1.3918224840017501,ok,,
X_A0_U4_P1_L18_I2_T3,S01,1.3736743429981289,ok,,
X_A0_U4_P1_L18_I2_T4,S01,2.1684261050031637,ok,,
X_A0_U4_P1_L18_I2_T5,S01,2.1643866000013077,ok,,
X_A0_U4_P1_L18_I3_T1,S01,0.07150697599718114,ok,,
X_A0_U4_P1_L18_I3_T2,S01,2.24859449199721,ok,,
X_A0_U4_P1_L18_I3_T3,S01,2.2440111160030938,ok,,
X_A0_U4_P1_L18_I3_T4,S01,1.3868564600052196,ok,,
X_A0_U4_P1_L18_I3_T5,S01,2.337734469001589,ok,,
X_A0_U4_P1_L18_I4_T1,S01,0.0733500179994735,ok,,
X_A0_U4_P1_L18_I4_T2,S01,2.350014475006901,ok,,
X_A0_U4_P1_L18_I4_T3,S01,1.384989387996029,ok,,
X_A0_U4_P1_L18_I4_T4,S01,1.4075276770017808,ok,,
X_A0_U4_P1_L18_I4_T5,S01,2.182435576003627,ok,,
X_A0_U4_P1_L18_I5_T1,S01,0.06583224900532514,ok,,
X_A0_U4_P1_L18_I5_T2,S01,2.1795659519993933,ok,,
X_A0_U4_P1_L18_I5_T3,S01,2.249063376999402,ok,,
X_A0_U4_P1_L18_I5_T4,S01,1.373394656002347,ok,,
X_A0_U4_P1_L18_I5_T5,S01,2.2456403830001364,ok,,
X_A0_U4_P1_L18_I6_T1,S01,0.07269939700199757,ok,,
X_A0_U4_P1_L18_I6_T2,S01,2.3327794689976145,ok,,
X_A0_U4_P1_L18_I6_T3,S01,2.3563235870024073,ok,,
X_A0_U4_P1_L18_I6_T4,S01,1.3936368019931251,ok,,
X_A0_U4_P1_L18_I6_T5,S01,1.3773035920021357,ok,,
X_A0_U4_P1_L18_I7_T1,S01,0.06563482899946393,ok,,
X_A0_U4_P1_L18_I7_T2,S01,2.166468581002846,ok,,
X_A0_U4_P1_L18_I7_T3,S01,2.1666300509969005,ok,,
X_A0_U4_P1_L18_I7_T4,S01,1.3894317480007885,ok,,
X_A0_U4_P1_L18_I7_T5,S01,2.2497700419989997,ok,,
X_A0_U4_P1_L18_I8_T1,S01,0.0688915430000634,ok,,
X_A0_U4_P1_L18_I8_T2,S01,2.2334672330034664,ok,,
X_A0_U4_P1_L18_I8_T3,S01,1.4384433469967917,ok,,
X_A0_U4_P1_L18_I8_T4,S01,2.328862009002478,ok,,
X_A0_U4_P1_L18_I8_T5,S01,2.3481960319986683,ok,,
X_A0_U4_P2_L18_I0_T1,S01,0.044784254001569934,ok,,
X_A0_U4_P2_L18_I0_T2,S01,1.509908613996231,ok,,
X_A0_U4_P2_L18_I0_T3,S01,2.163272131001577,ok,,
X_A0_U4_P2_L18_I0_T4,S01,2.1615185889968416,ok,,
X_A0_U4_P2_L18_I0_T5,S01,1.3800008690013783,ok,,
X_A0_U4_P2_L18_I1_T1,S01,0.07102292499621399,ok,,
X_A0_U4_P2_L18_I1_T2,S01,2.2411385260056704,ok,,
X_A0_U4_P2_L18_I1_T3,S01,2.243088399001863,ok,,
X_A0_U4_P2_L18_I1_T4,S01,1.392611315000977,ok,,
X_A0_U4_P2_L18_I1_T5,S01,2.337712984000973,ok,,
X_A0_U4_P2_L18_I2_T1,S01,0.07301763699797448,ok,,
X_A0_U4_P2_L18_I2_T2,S01,2.349551827996038,ok,,
X_A0_U4_P2_L18_I2_T3,S01,1.3639944120004657,ok,,
X_A0_U4_P2_L18_I2_T4,S01,2.1678739810013212,ok,,
X_A0_U4_P2_L18_I2_T5,S01,2.168059551004262,ok,,
X_A0_U4_P2_L18_I3_T1,S01,0.06015680199925555,ok,,
X_A0_U4_P2_L18_I3_T2,S01,1.3744929149979725,ok,,
X_A0_U4_P2_L18_I3_T3,S01,2.2310412180013373,ok,,
X_A0_U4_P2_L18_I3_T4,S01,2.237433485999645,ok,,
X_A0_U4_P2_L18_I3_T5,S01,1.3770122689966229,ok,,
X_A0_U4_P2_L18_I4_T1,S01,0.07337492799706524,ok,,
X_A0_U4_P2_L18_I4_T2,S01,2.3464223090049927,ok,,
X_A0_U4_P2_L18_I4_T3,S01,2.3472910999989836,ok,,
X_A0_U4_P2_L18_I4_T4,S01,1.3879694530041888,ok,,
X_A0_U4_P2_L18_I4_T5,S01,2.1637956500053406,ok,,
X_A0_U4_P2_L18_I5_T1,S01,0.045256894001795445,ok,,
X_A0_U4_P2_L18_I5_T2,S01,2.16288946900022,ok,,
X_A0_U4_P2_L18_I5_T3,S01,1.3746247379967826,ok,,
X_A0_U4_P2_L18_I5_T4,S01,2.235806908000086,ok,,
