version,eval_set,pair,measured_mm,predicted_mm,residual_mm,abs_residual_mm
v4-io,solve,A-B,2895.1933471933476,2899.474024467067,4.280677273719448,4.280677273719448
v4-io,solve,A-C,3717.5,3704.6509168342463,-12.849083165753655,12.849083165753655
v4-io,solve,A-D,2428.8099547511315,2400.7177833540227,-28.092171397108814,28.092171397108814
v4-io,solve,A-E,1548.9817587802886,1528.7733919567452,-20.20836682354343,20.20836682354343
v4-io,solve,A-F,3321.9016657710913,3313.914712466537,-7.98695330455439,7.98695330455439
v4-io,solve,A-G,4020.659751037345,4044.706724818536,24.0469737811909,24.0469737811909
v4-io,solve,A-H,2687.5000000000005,2713.0901153907394,25.5901153907389,25.5901153907389
v4-io,solve,B-C,2407.1395939086296,2265.4117944572026,-141.72779945142702,141.72779945142702
v4-io,solve,B-D,3669.8390243902436,3651.937892254153,-17.901132136090382,17.901132136090382
v4-io,solve,B-E,3134.515596330275,3118.7951446211678,-15.720451709107238,15.720451709107238
v4-io,solve,B-F,1619.7131979695432,1598.1701099059937,-21.543088063549476,21.543088063549476
v4-io,solve,B-G,2744.951219512195,2858.6055413880026,113.65432187580745,113.65432187580745
v4-io,solve,B-H,3901.1882352941175,3939.624438209908,38.436202915790545,38.436202915790545
v4-io,solve,C-D,2887.3329758713135,2874.659790607292,-12.673185264021413,12.673185264021413
v4-io,solve,C-E,3885.9282218597064,3917.3078989895894,31.37967712988302,31.37967712988302
v4-io,solve,C-F,2672.0,2691.5638625656625,19.563862565662475,19.563862565662475
v4-io,solve,C-G,1617.9904153354632,1590.646120490043,-27.344294845420336,27.344294845420336
v4-io,solve,C-H,3346.5,3350.048346655433,3.5483466554328515,3.5483466554328515
v4-io,solve,D-E,2792.3801916932907,2892.132052514267,99.75186082097616,99.75186082097616
v4-io,solve,D-F,3848.748235294118,3940.1713313975165,91.42309610339862,91.42309610339862
v4-io,solve,D-G,3160.241095890411,3160.863725744682,0.6226298542710538,0.6226298542710538
v4-io,solve,D-H,1659.3837837837839,1631.1806874836775,-28.20309630010638,28.20309630010638
v4-io,solve,E-F,2760.4705882352937,2771.30764291826,10.837054682966482,10.837054682966482
v4-io,solve,E-G,3711.716981132075,3680.3752446676704,-31.341736464404676,31.341736464404676
v4-io,solve,E-H,2332.5829694323143,2310.156666576877,-22.42630285543737,22.42630285543737
v4-io,solve,F-G,2373.6393442622953,2357.5570510919556,-16.082293170339653,16.082293170339653
v4-io,solve,F-H,3659.487804878049,3600.236104975669,-59.25169990237964,59.25169990237964
v4-io,solve,G-H,2880.0,2883.2552029685494,3.2552029685493835,3.2552029685493835
