seed_id,rows,capture_tags,fused_err3d_p50_mm,fused_err3d_p95_mm,imu_prior_err3d_p95_mm,correction_from_imu_prior_p50_mm,correction_from_imu_prior_p95_mm,fused_acc_norm_p95_mm_s2,opti_acc_norm_p95_mm_s2,imu_acc_correction_norm_p50_mm_s2,imu_acc_correction_norm_p95_mm_s2,imu_acc_correction_ratio_p50,imu_gyro_correction_norm_p50_dps,imu_gyro_correction_norm_p95_dps
S00,40661,34,71.2659129227967,150.02075513385185,17860.46012571211,3274.247989043744,17831.834614440722,3553.7848865002898,1486.1738691755143,639.0324546317993,3330.539463991676,0.7760171688932913,0.020730255750949722,0.03914056463654034
S01,40661,34,74.7703627296925,149.8404708229473,17404.46288870011,3844.249480413997,17365.37944819162,3590.6229865959535,1486.1738691755143,639.6067171196606,3370.8935918860793,0.7779212224663262,0.01945581653355092,0.03496985725614562
S02,40661,34,74.6004333806002,150.9530378970435,18446.482821617737,3308.7126442963886,18407.719524103766,3559.855621813818,1486.1738691755143,643.4344393716635,3347.363287708517,0.7787726510548939,0.02272234037135782,0.040535883641535805
S03,40661,34,74.27159789751006,153.67568858451352,19168.471629599047,3385.5119631973002,19124.796761761536,3604.598480565597,1486.1738691755143,640.5825483670258,3389.8945153007653,0.7797066886541875,0.02240407123770454,0.039578229816873894
S04,40661,34,74.74150084679448,153.677160614107,18038.05123361432,3956.441633034724,18004.34818946251,3649.8194087193056,1486.1738691755143,644.7125281288055,3417.768644008465,0.781143533987444,0.023623083129795035,0.039791333182324584
