row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L18:I7:T6,simulate_imu_prior,0.5792460850061616,,,,
R4:L18:I7:T6,cpu_golden,20.481092964007985,,,,
R4:L18:I7:T6,torch_gpu,2.240826711000409,0,1,2.240826711000409,2.240826711000409
R4:L18:I7:T8,simulate_imu_prior,0.5796878839901183,,,,
R4:L18:I7:T8,cpu_golden,20.496096028000466,,,,
R4:L18:I7:T8,torch_gpu,2.236276886993437,0,1,2.236276886993437,2.236276886993437
R4:L18:I8:T6,simulate_imu_prior,0.5769868990028044,,,,
R4:L18:I8:T6,cpu_golden,20.685032113004127,,,,
R4:L18:I8:T6,torch_gpu,2.174574813005165,0,1,2.174574813005165,2.174574813005165
R4:L18:I8:T8,simulate_imu_prior,0.584124339002301,,,,
R4:L18:I8:T8,cpu_golden,21.57914144800452,,,,
R4:L18:I8:T8,torch_gpu,2.279976830002852,0,1,2.279976830002852,2.279976830002852
