sample_utc,pid,ppid,etime,pcpu,pmem,rss_kib,cmd
2026-06-06T22:07:04Z,60163,6127,00:00,0.0,0.0,3696,/bin/bash -lc STAMP=$(date -u +%Y%m%dT%H%M%SZ) MASTER_RUN="phase4_FULLSEED_FULLSTRESS_5090D_${STAMP}" MASTER_DIR="runs/phase4_algorithm_factory/${MASTER_RUN}" mkdir -p "$MASTER_DIR/logs" "$MASTER_DIR/tables" setsid bash -lc ' set +e export OMP_NUM_THREADS=1 export OPENBLAS_NUM_THREADS=1 export MKL_NUM_THREADS=1 export NUMEXPR_NUM_THREADS=1 SIM_ROOT="/home/tomtgubbe/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/IMU-Fusion-Simulation" cd "$SIM_ROOT" MASTER_RUN="'"$MASTER_RUN"'" MASTER_DIR="runs/phase4_algorithm_factory/${MASTER_RUN}" SENSORS=(L0 L1 L2 L3 L4 L5 L7 L8 L10 L11 L12 L13 L14 L15 L16 L17 L18 L19) SEEDS=(S00 S01 S02 S03 S04) PHASE2_RUN="20260604T163422Z" FULL_WORKERS=20 STRESS_WORKERS=20 FULL_STAMP="'"$STAMP"'" echo "[master] start $(date -Is) run=${MASTER_RUN}" | tee -a "${MASTER_DIR}/logs/master.log" echo "[master] FULL sensors=${SENSORS[*]} seeds=${SEEDS[*]} workers=${FULL_WORKERS}" | tee -a "${MASTER_DIR}/logs/master.log" printf "stage;run_id;sensor_id;seed_id;status;start_utc;end_utc;log_path\n" > "${MASTER_DIR}/tables/job_status.csv" for sensor in "${SENSORS[@]}"; do   for seed in "${SEEDS[@]}"; do     start=$(date -u +%Y-%m-%dT%H:%M:%SZ)     run_id="phase4_${sensor}_TRUEFULL_${seed}_5090D_FULLSEED_${FULL_STAMP}"     log_path="${MASTER_DIR}/logs/${run_id}.log"     echo "[master] FULL launching ${run_id} at ${start}" | tee -a "${MASTER_DIR}/logs/master.log"     python3 scripts/run_phase4_l2_singleI_full_factory.py \       --run-id "${run_id}" \       --phase2-run "${PHASE2_RUN}" \       --seed-id "${seed}" \       --sensor-id "${sensor}" \       --workers "${FULL_WORKERS}" > "${log_path}" 2>&1     rc=$?     end=$(date -u +%Y-%m-%dT%H:%M:%SZ)     if [ "$rc" -eq 0 ]; then status=done; else status="failed_${rc}"; fi     printf "truefull;%s;%s;%s;%s;%s;%s;%s\n" "$run_id" "$sensor" "$seed" "$status" "$start" "$end" "$log_path" >> "${MASTER_DIR}/tables/job_status.csv"     echo "[master] FULL ${run_id} ${status} at ${end}" | tee -a "${MASTER_DIR}/logs/master.log"   done done stress_run="phase4_FULLSTRESS_L2_L16_L20_5seed_allP_allI_allT_${FULL_STAMP}" stress_log="${MASTER_DIR}/logs/${stress_run}.log" stress_start=$(date -u +%Y-%m-%dT%H:%M:%SZ) echo "[master] STRESS launching ${stress_run} at ${stress_start}" | tee -a "${MASTER_DIR}/logs/master.log" python3 scripts/run_phase4_lx_stress_candidates.py \   --run-id "${stress_run}" \   --workers "${STRESS_WORKERS}" \   --sensors "L2;L16;L20" \   --seeds "S00;S01;S02;S03;S04" \   --stress-cases "ST0_nominal;ST1_vibration_3x;ST2_bias_rw_2x;ST3_extrinsic_4x;ST4_harsh_combo" \   --p-ids "P0;P1;P2;P3;P4;P5" \   --i-ids "I0;I1;I2;I3;I4;I5;I6;I7;I8" \   --t-ids "T2;T3;T4;T5" > "${stress_log}" 2>&1 rc=$? stress_end=$(date -u +%Y-%m-%dT%H:%M:%SZ) if [ "$rc" -eq 0 ]; then stress_status=done; else stress_status="failed_${rc}"; fi printf "stress;%s;L2+L16+L20;S00-S04;%s;%s;%s;%s\n" "$stress_run" "$stress_status" "$stress_start" "$stress_end" "$stress_log" >> "${MASTER_DIR}/tables/job_status.csv" echo "[master] STRESS ${stress_run} ${stress_status} at ${stress_end}" | tee -a "${MASTER_DIR}/logs/master.log" echo "[master] complete $(date -Is) run=${MASTER_RUN}" | tee -a "${MASTER_DIR}/logs/master.log" ' > "$MASTER_DIR/logs/nohup.out" 2>&1 & MASTER_PID=$! # stress/resource monitor printf 'sample_utc;pid;ppid;etime;pcpu;pmem;rss_kib;cmd\n' > "$MASTER_DIR/tables/per_process_stress_samples.csv" printf 'sample_utc;gpu_util_pct;gpu_mem_used_mb;gpu_mem_total_mb;gpu_temp_c;gpu_power_w;gpu_power_limit_w;mem_used_mb;mem_total_mb;swap_used_mb;cpu_tctl_c\n' > "$MASTER_DIR/tables/system_stress_samples.csv" setsid bash -lc ' MASTER_PID='"$MASTER_PID"' MASTER_DIR="'"$MASTER_DIR"'" cd "/home/tomtgubbe/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/IMU-Fusion-Simulation" while kill -0 "$MASTER_PID" 2>/dev/null; do   now=$(date -u +%Y-%m-%dT%H:%M:%SZ)   ps -eo pid=;ppid=;etime=;pcpu=;pmem=;rss=;args= | awk -v now="$now" '\''$0 ~ "run_phase4_l2_singleI_full_factory.py" || $0 ~ "run_phase4_lx_stress_candidates.py" {gsub(/;/;";";$0); print now ";" $1 ";" $2 ";" $3 ";" $4 ";" $5 ";" $6 ";" substr($0;index($0;$7))}'\'' >> "$MASTER_DIR/tables/per_process_stress_samples.csv"   gpu=$(nvidia-smi --query-gpu=utilization.gpu;memory.used;memory.total;temperature.gpu;power.draw;power.limit --format=csv;noheader;nounits | head -1 | tr -d " ")   mem=$(free -m | awk '\''/^Mem:/ {print $3 ";" $2} /^Swap:/ {swap=$3} END {print ";" swap}'\'' | tr -d "\n")   tctl=$(sensors 2>/dev/null | awk -F'[+°]' '\''/Tctl:/ {print $2; exit}'\'')   echo "$now;$gpu;$mem;$tctl" >> "$MASTER_DIR/tables/system_stress_samples.csv"   sleep 10 done ' > "$MASTER_DIR/logs/resource_monitor.log" 2>&1 & MONITOR_PID=$! printf 'MASTER_RUN=%s\nMASTER_PID=%s\nMONITOR_PID=%s\nMASTER_DIR=%s\n' "$MASTER_RUN" "$MASTER_PID" "$MONITOR_PID" "$MASTER_DIR" sleep 10 ps -p "$MASTER_PID" -o pid;ppid;etime;pcpu;pmem;rss;cmd || true ps -p "$MONITOR_PID" -o pid;ppid;etime;pcpu;pmem;rss;cmd || true printf '\n--- master log ---\n' tail -20 "$MASTER_DIR/logs/master.log" || true printf '\n--- current processes summary ---\n' python3 - <<'PY' import subprocess out=subprocess.check_output(['ps';'-eo';'pcpu=;rss=;args=']; text=True) cpu=0.0; rss=0; n=0 for line in out.splitlines():     if 'run_phase4_l2_singleI_full_factory.py' in line or 'run_phase4_lx_stress_candidates.py' in line:         parts=line.split(None;2); cpu += float(parts[0]); rss += int(parts[1]); n += 1 print(f'phase4_processes={n} summed_cpu_pct={cpu:.1f} summed_rss_gib={rss/1024/1024:.1f}') PY nvidia-smi --query-gpu=utilization.gpu;memory.used;memory.total;temperature.gpu;power.draw;power.limit --format=csv;noheader;nounits free -h
2026-06-06T22:07:04Z,60169,60163,00:00,0.0,0.0,3684,bash -lc  set +e export OMP_NUM_THREADS=1 export OPENBLAS_NUM_THREADS=1 export MKL_NUM_THREADS=1 export NUMEXPR_NUM_THREADS=1 SIM_ROOT="/home/tomtgubbe/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/IMU-Fusion-Simulation" cd "$SIM_ROOT" MASTER_RUN="phase4_FULLSEED_FULLSTRESS_5090D_20260606T220704Z" MASTER_DIR="runs/phase4_algorithm_factory/${MASTER_RUN}" SENSORS=(L0 L1 L2 L3 L4 L5 L7 L8 L10 L11 L12 L13 L14 L15 L16 L17 L18 L19) SEEDS=(S00 S01 S02 S03 S04) PHASE2_RUN="20260604T163422Z" FULL_WORKERS=20 STRESS_WORKERS=20 FULL_STAMP="20260606T220704Z" echo "[master] start $(date -Is) run=${MASTER_RUN}" | tee -a "${MASTER_DIR}/logs/master.log" echo "[master] FULL sensors=${SENSORS[*]} seeds=${SEEDS[*]} workers=${FULL_WORKERS}" | tee -a "${MASTER_DIR}/logs/master.log" printf "stage;run_id;sensor_id;seed_id;status;start_utc;end_utc;log_path\n" > "${MASTER_DIR}/tables/job_status.csv" for sensor in "${SENSORS[@]}"; do   for seed in "${SEEDS[@]}"; do     start=$(date -u +%Y-%m-%dT%H:%M:%SZ)     run_id="phase4_${sensor}_TRUEFULL_${seed}_5090D_FULLSEED_${FULL_STAMP}"     log_path="${MASTER_DIR}/logs/${run_id}.log"     echo "[master] FULL launching ${run_id} at ${start}" | tee -a "${MASTER_DIR}/logs/master.log"     python3 scripts/run_phase4_l2_singleI_full_factory.py \       --run-id "${run_id}" \       --phase2-run "${PHASE2_RUN}" \       --seed-id "${seed}" \       --sensor-id "${sensor}" \       --workers "${FULL_WORKERS}" > "${log_path}" 2>&1     rc=$?     end=$(date -u +%Y-%m-%dT%H:%M:%SZ)     if [ "$rc" -eq 0 ]; then status=done; else status="failed_${rc}"; fi     printf "truefull;%s;%s;%s;%s;%s;%s;%s\n" "$run_id" "$sensor" "$seed" "$status" "$start" "$end" "$log_path" >> "${MASTER_DIR}/tables/job_status.csv"     echo "[master] FULL ${run_id} ${status} at ${end}" | tee -a "${MASTER_DIR}/logs/master.log"   done done stress_run="phase4_FULLSTRESS_L2_L16_L20_5seed_allP_allI_allT_${FULL_STAMP}" stress_log="${MASTER_DIR}/logs/${stress_run}.log" stress_start=$(date -u +%Y-%m-%dT%H:%M:%SZ) echo "[master] STRESS launching ${stress_run} at ${stress_start}" | tee -a "${MASTER_DIR}/logs/master.log" python3 scripts/run_phase4_lx_stress_candidates.py \   --run-id "${stress_run}" \   --workers "${STRESS_WORKERS}" \   --sensors "L2;L16;L20" \   --seeds "S00;S01;S02;S03;S04" \   --stress-cases "ST0_nominal;ST1_vibration_3x;ST2_bias_rw_2x;ST3_extrinsic_4x;ST4_harsh_combo" \   --p-ids "P0;P1;P2;P3;P4;P5" \   --i-ids "I0;I1;I2;I3;I4;I5;I6;I7;I8" \   --t-ids "T2;T3;T4;T5" > "${stress_log}" 2>&1 rc=$? stress_end=$(date -u +%Y-%m-%dT%H:%M:%SZ) if [ "$rc" -eq 0 ]; then stress_status=done; else stress_status="failed_${rc}"; fi printf "stress;%s;L2+L16+L20;S00-S04;%s;%s;%s;%s\n" "$stress_run" "$stress_status" "$stress_start" "$stress_end" "$stress_log" >> "${MASTER_DIR}/tables/job_status.csv" echo "[master] STRESS ${stress_run} ${stress_status} at ${stress_end}" | tee -a "${MASTER_DIR}/logs/master.log" echo "[master] complete $(date -Is) run=${MASTER_RUN}" | tee -a "${MASTER_DIR}/logs/master.log" 
2026-06-06T22:07:04Z,60170,60163,00:00,0.0,0.0,3696,bash -lc  MASTER_PID=60169 MASTER_DIR="runs/phase4_algorithm_factory/phase4_FULLSEED_FULLSTRESS_5090D_20260606T220704Z" cd "/home/tomtgubbe/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/IMU-Fusion-Simulation" while kill -0 "$MASTER_PID" 2>/dev/null; do   now=$(date -u +%Y-%m-%dT%H:%M:%SZ)   ps -eo pid=;ppid=;etime=;pcpu=;pmem=;rss=;args= | awk -v now="$now" '$0 ~ "run_phase4_l2_singleI_full_factory.py" || $0 ~ "run_phase4_lx_stress_candidates.py" {gsub(/;/;";";$0); print now ";" $1 ";" $2 ";" $3 ";" $4 ";" $5 ";" $6 ";" substr($0;index($0;$7))}' >> "$MASTER_DIR/tables/per_process_stress_samples.csv"   gpu=$(nvidia-smi --query-gpu=utilization.gpu;memory.used;memory.total;temperature.gpu;power.draw;power.limit --format=csv;noheader;nounits | head -1 | tr -d " ")   mem=$(free -m | awk '/^Mem:/ {print $3 ";" $2} /^Swap:/ {swap=$3} END {print ";" swap}' | tr -d "\n")   tctl=$(sensors 2>/dev/null | awk -F[+°] '/Tctl:/ {print $2; exit}')   echo "$now;$gpu;$mem;$tctl" >> "$MASTER_DIR/tables/system_stress_samples.csv"   sleep 10 done 
2026-06-06T22:07:04Z,60185,60170,00:00,0.0,0.0,2428,awk -v now=2026-06-06T22:07:04Z $0 ~ "run_phase4_l2_singleI_full_factory.py" || $0 ~ "run_phase4_lx_stress_candidates.py" {gsub(/;/;";";$0); print now ";" $1 ";" $2 ";" $3 ";" $4 ";" $5 ";" $6 ";" substr($0;index($0;$7))}
2026-06-06T22:07:14Z,60169,1,00:10,0.0,0.0,3684,bash -lc  set +e export OMP_NUM_THREADS=1 export OPENBLAS_NUM_THREADS=1 export MKL_NUM_THREADS=1 export NUMEXPR_NUM_THREADS=1 SIM_ROOT="/home/tomtgubbe/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/IMU-Fusion-Simulation" cd "$SIM_ROOT" MASTER_RUN="phase4_FULLSEED_FULLSTRESS_5090D_20260606T220704Z" MASTER_DIR="runs/phase4_algorithm_factory/${MASTER_RUN}" SENSORS=(L0 L1 L2 L3 L4 L5 L7 L8 L10 L11 L12 L13 L14 L15 L16 L17 L18 L19) SEEDS=(S00 S01 S02 S03 S04) PHASE2_RUN="20260604T163422Z" FULL_WORKERS=20 STRESS_WORKERS=20 FULL_STAMP="20260606T220704Z" echo "[master] start $(date -Is) run=${MASTER_RUN}" | tee -a "${MASTER_DIR}/logs/master.log" echo "[master] FULL sensors=${SENSORS[*]} seeds=${SEEDS[*]} workers=${FULL_WORKERS}" | tee -a "${MASTER_DIR}/logs/master.log" printf "stage;run_id;sensor_id;seed_id;status;start_utc;end_utc;log_path\n" > "${MASTER_DIR}/tables/job_status.csv" for sensor in "${SENSORS[@]}"; do   for seed in "${SEEDS[@]}"; do     start=$(date -u +%Y-%m-%dT%H:%M:%SZ)     run_id="phase4_${sensor}_TRUEFULL_${seed}_5090D_FULLSEED_${FULL_STAMP}"     log_path="${MASTER_DIR}/logs/${run_id}.log"     echo "[master] FULL launching ${run_id} at ${start}" | tee -a "${MASTER_DIR}/logs/master.log"     python3 scripts/run_phase4_l2_singleI_full_factory.py \       --run-id "${run_id}" \       --phase2-run "${PHASE2_RUN}" \       --seed-id "${seed}" \       --sensor-id "${sensor}" \       --workers "${FULL_WORKERS}" > "${log_path}" 2>&1     rc=$?     end=$(date -u +%Y-%m-%dT%H:%M:%SZ)     if [ "$rc" -eq 0 ]; then status=done; else status="failed_${rc}"; fi     printf "truefull;%s;%s;%s;%s;%s;%s;%s\n" "$run_id" "$sensor" "$seed" "$status" "$start" "$end" "$log_path" >> "${MASTER_DIR}/tables/job_status.csv"     echo "[master] FULL ${run_id} ${status} at ${end}" | tee -a "${MASTER_DIR}/logs/master.log"   done done stress_run="phase4_FULLSTRESS_L2_L16_L20_5seed_allP_allI_allT_${FULL_STAMP}" stress_log="${MASTER_DIR}/logs/${stress_run}.log" stress_start=$(date -u +%Y-%m-%dT%H:%M:%SZ) echo "[master] STRESS launching ${stress_run} at ${stress_start}" | tee -a "${MASTER_DIR}/logs/master.log" python3 scripts/run_phase4_lx_stress_candidates.py \   --run-id "${stress_run}" \   --workers "${STRESS_WORKERS}" \   --sensors "L2;L16;L20" \   --seeds "S00;S01;S02;S03;S04" \   --stress-cases "ST0_nominal;ST1_vibration_3x;ST2_bias_rw_2x;ST3_extrinsic_4x;ST4_harsh_combo" \   --p-ids "P0;P1;P2;P3;P4;P5" \   --i-ids "I0;I1;I2;I3;I4;I5;I6;I7;I8" \   --t-ids "T2;T3;T4;T5" > "${stress_log}" 2>&1 rc=$? stress_end=$(date -u +%Y-%m-%dT%H:%M:%SZ) if [ "$rc" -eq 0 ]; then stress_status=done; else stress_status="failed_${rc}"; fi printf "stress;%s;L2+L16+L20;S00-S04;%s;%s;%s;%s\n" "$stress_run" "$stress_status" "$stress_start" "$stress_end" "$stress_log" >> "${MASTER_DIR}/tables/job_status.csv" echo "[master] STRESS ${stress_run} ${stress_status} at ${stress_end}" | tee -a "${MASTER_DIR}/logs/master.log" echo "[master] complete $(date -Is) run=${MASTER_RUN}" | tee -a "${MASTER_DIR}/logs/master.log" 
2026-06-06T22:07:14Z,60170,1,00:10,0.0,0.0,3696,bash -lc  MASTER_PID=60169 MASTER_DIR="runs/phase4_algorithm_factory/phase4_FULLSEED_FULLSTRESS_5090D_20260606T220704Z" cd "/home/tomtgubbe/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/IMU-Fusion-Simulation" while kill -0 "$MASTER_PID" 2>/dev/null; do   now=$(date -u +%Y-%m-%dT%H:%M:%SZ)   ps -eo pid=;ppid=;etime=;pcpu=;pmem=;rss=;args= | awk -v now="$now" '$0 ~ "run_phase4_l2_singleI_full_factory.py" || $0 ~ "run_phase4_lx_stress_candidates.py" {gsub(/;/;";";$0); print now ";" $1 ";" $2 ";" $3 ";" $4 ";" $5 ";" $6 ";" substr($0;index($0;$7))}' >> "$MASTER_DIR/tables/per_process_stress_samples.csv"   gpu=$(nvidia-smi --query-gpu=utilization.gpu;memory.used;memory.total;temperature.gpu;power.draw;power.limit --format=csv;noheader;nounits | head -1 | tr -d " ")   mem=$(free -m | awk '/^Mem:/ {print $3 ";" $2} /^Swap:/ {swap=$3} END {print ";" swap}' | tr -d "\n")   tctl=$(sensors 2>/dev/null | awk -F[+°] '/Tctl:/ {print $2; exit}')   echo "$now;$gpu;$mem;$tctl" >> "$MASTER_DIR/tables/system_stress_samples.csv"   sleep 10 done 
2026-06-06T22:07:14Z,60189,60169,00:10,36.3,1.8,1828032,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_FULLSEED_20260606T220704Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:07:14Z,60440,60189,00:06,96.6,1.6,1596080,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_FULLSEED_20260606T220704Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:07:14Z,60441,60189,00:06,96.8,1.6,1596000,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_FULLSEED_20260606T220704Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
2026-06-06T22:07:14Z,60444,60189,00:06,97.1,1.6,1593668,python3 scripts/run_phase4_l2_singleI_full_factory.py --run-id phase4_L0_TRUEFULL_S00_5090D_FULLSEED_20260606T220704Z --phase2-run 20260604T163422Z --seed-id S00 --sensor-id L0 --workers 20
