host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,anchor_id,status,raw_mm,filt_mm,quality_percent,ok_count,fail_count
0.628609,1777235281.649774,88855,,BSDC91,,0,ok,2717,2717,100,3,0
0.628609,1777235281.649774,88855,,BSDC91,,1,ok,2372,2372,100,3,0
0.628609,1777235281.649774,88855,,BSDC91,,2,ok,3072,3072,100,3,0
0.674472,1777235281.695637,88855,,BSDC91,,3,ok,3525,3525,100,3,0
0.674472,1777235281.695637,88855,,BSDC91,,4,ok,2651,2651,100,3,0
0.674472,1777235281.695637,88855,,BSDC91,,5,ok,2094,2094,100,3,0
0.883397,1777235281.904562,88856,,BSDC91,,0,ok,2309,2309,100,4,0
0.889144,1777235281.910309,88856,,BSDC91,,1,ok,2757,2757,100,4,0
0.889144,1777235281.910309,88856,,BSDC91,,2,ok,3113,3113,100,4,0
0.889144,1777235281.910309,88856,,BSDC91,,3,reject,2694,3525,75,3,1
0.889227,1777235281.910392,88856,,BSDC91,,4,ok,2516,2516,100,4,0
0.889227,1777235281.910392,88856,,BSDC91,,5,reject,2768,2094,75,3,1
0.889227,1777235281.910392,88856,,BSDC91,,6,ok,3229,3229,100,4,0
1.087555,1777235282.10872,88857,,BSDC91,,0,reject,2872,2309,80,4,1
1.087555,1777235282.10872,88857,,BSDC91,,1,ok,2809,2809,100,5,0
1.087628,1777235282.108793,88857,,BSDC91,,2,ok,2999,2999,100,5,0
1.087628,1777235282.108793,88857,,BSDC91,,3,reject,2512,3525,60,3,2
1.087628,1777235282.108793,88857,,BSDC91,,4,ok,2520,2520,100,5,0
1.090382,1777235282.111547,88857,,BSDC91,,5,reject,3109,2094,60,3,2
1.090382,1777235282.111547,88857,,BSDC91,,6,ok,3152,3152,100,5,0
1.090382,1777235282.111547,88857,,BSDC91,,7,reject,2678,3433,60,3,2
1.245293,1777235282.266458,88858,,BSDC91,,0,reject,2785,2309,66,4,2
1.245293,1777235282.266458,88858,,BSDC91,,1,ok,2890,2890,100,6,0
1.245293,1777235282.266458,88858,,BSDC91,,2,ok,2981,2981,100,6,0
1.245862,1777235282.267027,88858,,BSDC91,,3,reject,2434,3525,50,3,3
1.245862,1777235282.267027,88858,,BSDC91,,4,ok,2786,2786,100,6,0
1.245862,1777235282.267027,88858,,BSDC91,,5,reject,3244,2094,50,3,3
1.475733,1777235282.496898,88859,,BSDC91,,0,reject,2834,2309,57,4,3
1.480601,1777235282.501766,88859,,BSDC91,,1,ok,3232,3232,100,7,0
1.480601,1777235282.501766,88859,,BSDC91,,2,ok,2922,2922,100,7,0
1.480601,1777235282.501766,88859,,BSDC91,,3,reject,2405,3525,42,3,4
1.480678,1777235282.501843,88859,,BSDC91,,4,ok,3223,3223,100,7,0
1.480678,1777235282.501843,88859,,BSDC91,,5,reject,3423,2094,42,3,4
1.480678,1777235282.501843,88859,,BSDC91,,6,ok,2887,2887,85,6,1
1.657482,1777235282.678647,88860,,BSDC91,,0,reject,2950,2309,50,4,4
1.657482,1777235282.678647,88860,,BSDC91,,1,ok,3232,3232,100,8,0
1.65757,1777235282.678735,88860,,BSDC91,,2,ok,2791,2791,100,8,0
1.65757,1777235282.678735,88860,,BSDC91,,3,reject,2594,3525,37,3,5
1.65757,1777235282.678735,88860,,BSDC91,,4,ok,2879,2879,100,8,0
1.660294,1777235282.681459,88860,,BSDC91,,5,reject,3463,2094,37,3,5
1.660294,1777235282.681459,88860,,BSDC91,,6,ok,2652,2652,87,7,1
1.660294,1777235282.681459,88860,,BSDC91,,7,reject,2415,3433,37,3,5
1.890321,1777235282.911486,88861,,BSDC91,,0,reject,2975,2309,44,4,5
1.890321,1777235282.911486,88861,,BSDC91,,1,ok,3363,3363,100,9,0
1.890321,1777235282.911486,88861,,BSDC91,,2,ok,2771,2771,100,9,0
1.890418,1777235282.911583,88861,,BSDC91,,3,reject,2447,3525,33,3,6
1.890418,1777235282.911583,88861,,BSDC91,,4,ok,2919,2919,100,9,0
1.890418,1777235282.911583,88861,,BSDC91,,5,reject,3325,2094,33,3,6
2.089725,1777235283.11089,88862,,BSDC91,,0,reject,3007,2309,40,4,6
2.092342,1777235283.113507,88862,,BSDC91,,1,ok,3239,3239,100,10,0
2.092342,1777235283.113507,88862,,BSDC91,,2,ok,2774,2774,100,10,0
2.092342,1777235283.113507,88862,,BSDC91,,3,reject,2588,3525,30,3,7
2.095756,1777235283.116921,88862,,BSDC91,,4,ok,2919,2919,100,10,0
2.095756,1777235283.116921,88862,,BSDC91,,5,reject,3259,2094,30,3,7
2.095756,1777235283.116921,88862,,BSDC91,,6,ok,2402,2402,90,9,1
2.218604,1777235283.239769,88863,,BSDC91,,0,reject,3120,2309,36,4,7
2.218604,1777235283.239769,88863,,BSDC91,,1,ok,3176,3176,100,11,0
2.270904,1777235283.292069,88863,,BSDC91,,2,ok,2662,2662,100,11,0
2.270904,1777235283.292069,88863,,BSDC91,,3,reject,2723,3525,27,3,8
2.270904,1777235283.292069,88863,,BSDC91,,4,ok,3032,3032,100,11,0
2.276857,1777235283.298022,88863,,BSDC91,,5,reject,2849,2094,27,3,8
2.276857,1777235283.298022,88863,,BSDC91,,6,ok,2340,2340,90,10,1
2.276857,1777235283.298022,88863,,BSDC91,,7,timeout,0,3433,27,3,8
2.45086,1777235283.472025,88864,,BSDC91,,0,reject,3270,2309,33,4,8
2.45086,1777235283.472025,88864,,BSDC91,,1,ok,2960,2960,100,12,0
2.45086,1777235283.472025,88864,,BSDC91,,2,ok,2556,2556,100,12,0
2.454486,1777235283.475651,88864,,BSDC91,,3,reject,2862,3525,25,3,9
2.454486,1777235283.475651,88864,,BSDC91,,4,ok,3059,3059,100,12,0
2.454486,1777235283.475651,88864,,BSDC91,,5,reject,2775,2094,25,3,9
2.653238,1777235283.674403,88865,,BSDC91,,0,reject,3294,2309,30,4,9
2.655768,1777235283.676933,88865,,BSDC91,,1,ok,2871,2871,100,13,0
2.655768,1777235283.676933,88865,,BSDC91,,2,ok,2549,2549,100,13,0
2.655768,1777235283.676933,88865,,BSDC91,,3,ok,3081,3081,30,4,9
2.658093,1777235283.679258,88865,,BSDC91,,4,ok,3035,3035,100,13,0
2.658093,1777235283.679258,88865,,BSDC91,,5,ok,2539,2539,30,4,9
2.658093,1777235283.679258,88865,,BSDC91,,6,ok,2326,2326,92,12,1
2.887408,1777235283.908573,88866,,BSDC91,,0,reject,3435,2309,28,4,10
2.887408,1777235283.908573,88866,,BSDC91,,1,ok,2809,2809,100,14,0
2.887535,1777235283.9087,88866,,BSDC91,,2,ok,2692,2692,100,14,0
2.887535,1777235283.9087,88866,,BSDC91,,3,ok,3264,3264,35,5,9
2.887535,1777235283.9087,88866,,BSDC91,,4,ok,3025,3025,100,14,0
2.890432,1777235283.911597,88866,,BSDC91,,5,ok,2415,2415,35,5,9
2.890432,1777235283.911597,88866,,BSDC91,,6,ok,2421,2421,92,13,1
2.890432,1777235283.911597,88866,,BSDC91,,7,ok,3027,3027,35,5,9
3.044409,1777235284.065574,88867,,BSDC91,,1,ok,2488,2488,100,15,0
3.044409,1777235284.065574,88867,,BSDC91,,2,ok,2932,2932,100,15,0
3.044409,1777235284.065574,88867,,BSDC91,,4,ok,2943,2943,100,15,0
3.246935,1777235284.2681,88868,,BSDC91,,1,ok,2295,2295,100,16,0
3.246935,1777235284.2681,88868,,BSDC91,,2,ok,3162,3162,100,16,0
3.425872,1777235284.447037,88869,,BSDC91,,2,ok,3163,3163,100,17,0
3.433144,1777235284.454309,88869,,BSDC91,,1,ok,2296,2296,100,17,0
3.433144,1777235284.454309,88869,,BSDC91,,4,ok,2786,2786,100,17,0
3.433144,1777235284.454309,88869,,BSDC91,,6,ok,2888,2888,94,16,1
3.637006,1777235284.658171,88870,,BSDC91,,1,ok,2451,2451,100,18,0
3.637006,1777235284.658171,88870,,BSDC91,,2,ok,3273,3273,100,18,0
3.637006,1777235284.658171,88870,,BSDC91,,4,ok,2576,2576,100,18,0
3.78663,1777235284.807795,88871,,BSDC91,,1,ok,2162,2162,100,19,0
3.78663,1777235284.807795,88871,,BSDC91,,2,ok,3037,3037,100,19,0
4.048321,1777235285.069486,88872,,BSDC91,,1,ok,2398,2398,100,20,0
4.05193,1777235285.073095,88872,,BSDC91,,2,ok,3223,3223,100,20,0
4.05193,1777235285.073095,88872,,BSDC91,,4,ok,2665,2665,100,20,0
4.05193,1777235285.073095,88872,,BSDC91,,6,ok,3232,3232,95,19,1
4.229443,1777235285.250608,88873,,BSDC91,,1,ok,2767,2767,100,21,0
4.229443,1777235285.250608,88873,,BSDC91,,2,ok,3799,3799,100,21,0
4.229443,1777235285.250608,88873,,BSDC91,,6,ok,3239,3239,95,20,1
4.431883,1777235285.453048,88874,,BSDC91,,1,ok,2499,2499,100,22,0
4.431883,1777235285.453048,88874,,BSDC91,,2,ok,3295,3295,100,22,0
4.633129,1777235285.654294,88875,,BSDC91,,1,ok,2634,2634,100,23,0
4.636652,1777235285.657817,88875,,BSDC91,,2,ok,3301,3301,100,23,0
4.636652,1777235285.657817,88875,,BSDC91,,4,ok,2339,2339,100,23,0
4.636652,1777235285.657817,88875,,BSDC91,,6,ok,3369,3369,95,22,1
4.844463,1777235285.865628,88876,,BSDC91,,1,ok,2752,2752,100,24,0
4.844463,1777235285.865628,88876,,BSDC91,,2,ok,3061,3061,100,24,0
4.844463,1777235285.865628,88876,,BSDC91,,4,ok,2382,2382,100,24,0
5.046931,1777235286.068096,88877,,BSDC91,,1,ok,2855,2855,100,25,0
5.046931,1777235286.068096,88877,,BSDC91,,2,ok,2974,2974,100,25,0
5.225717,1777235286.246882,88878,,BSDC91,,1,ok,3034,3034,100,26,0
5.229456,1777235286.250621,88878,,BSDC91,,2,ok,2834,2834,100,26,0
5.229456,1777235286.250621,88878,,BSDC91,,4,ok,3119,3119,100,26,0
5.229456,1777235286.250621,88878,,BSDC91,,6,ok,2901,2901,96,25,1
5.406116,1777235286.427281,88879,,BSDC91,,1,ok,3304,3304,100,27,0
5.406116,1777235286.427281,88879,,BSDC91,,2,ok,2835,2835,100,27,0
5.406116,1777235286.427281,88879,,BSDC91,,4,ok,2799,2799,100,27,0
5.63921,1777235286.660375,88880,,BSDC91,,1,ok,3343,3343,100,28,0
5.63921,1777235286.660375,88880,,BSDC91,,2,ok,2819,2819,100,28,0
5.848353,1777235286.869518,88881,,BSDC91,,1,ok,3912,3912,100,29,0
5.851637,1777235286.872802,88881,,BSDC91,,2,ok,2807,2807,100,29,0
5.851637,1777235286.872802,88881,,BSDC91,,4,ok,2899,2899,100,29,0
5.851637,1777235286.872802,88881,,BSDC91,,6,ok,2476,2476,96,28,1
6.029435,1777235287.0506,88882,,BSDC91,,1,ok,3138,3138,100,30,0
6.029435,1777235287.0506,88882,,BSDC91,,2,ok,3203,3203,100,30,0
6.029435,1777235287.0506,88882,,BSDC91,,4,ok,2980,2980,100,30,0
6.231694,1777235287.252859,88883,,BSDC91,,1,ok,3124,3124,100,31,0
6.231694,1777235287.252859,88883,,BSDC91,,2,ok,2643,2643,100,31,0
6.434365,1777235287.45553,88884,,BSDC91,,1,ok,2854,2854,100,32,0
6.436833,1777235287.457998,88884,,BSDC91,,2,ok,2606,2606,100,32,0
6.436833,1777235287.457998,88884,,BSDC91,,4,ok,3045,3045,100,32,0
6.436833,1777235287.457998,88884,,BSDC91,,6,ok,2390,2390,96,31,1
6.64336,1777235287.664525,88885,,BSDC91,,1,ok,2774,2774,100,33,0
6.64336,1777235287.664525,88885,,BSDC91,,2,ok,2666,2666,100,33,0
6.64336,1777235287.664525,88885,,BSDC91,,4,ok,3076,3076,100,33,0
6.846596,1777235287.867761,88886,,BSDC91,,1,ok,2544,2544,100,34,0
6.846596,1777235287.867761,88886,,BSDC91,,2,ok,2802,2802,100,34,0
6.973308,1777235287.994473,88887,,BSDC91,,1,ok,2295,2295,100,35,0
7.026964,1777235288.048129,88887,,BSDC91,,2,ok,3046,3046,100,35,0
7.026964,1777235288.048129,88887,,BSDC91,,4,ok,3002,3002,100,35,0
7.026964,1777235288.048129,88887,,BSDC91,,6,ok,2527,2527,100,34,1
7.237103,1777235288.258268,88888,,BSDC91,,1,ok,2285,2285,100,36,0
7.237103,1777235288.258268,88888,,BSDC91,,2,ok,3329,3329,100,36,0
7.237103,1777235288.258268,88888,,BSDC91,,6,ok,2701,2701,100,35,1
7.440848,1777235288.462013,88889,,BSDC91,,1,ok,2196,2196,100,37,0
7.440848,1777235288.462013,88889,,BSDC91,,2,ok,3215,3215,100,37,0
7.648851,1777235288.670016,88890,,BSDC91,,1,ok,2349,2349,100,38,0
7.651721,1777235288.672886,88890,,BSDC91,,2,ok,3070,3070,100,38,0
7.651721,1777235288.672886,88890,,BSDC91,,4,ok,2577,2577,100,38,0
7.651721,1777235288.672886,88890,,BSDC91,,6,ok,3108,3108,100,37,1
7.829452,1777235288.850617,88891,,BSDC91,,1,ok,2195,2195,100,39,0
7.829452,1777235288.850617,88891,,BSDC91,,2,ok,3140,3140,100,39,0
7.829452,1777235288.850617,88891,,BSDC91,,4,ok,2561,2561,100,39,0
8.031644,1777235289.052809,88892,,BSDC91,,1,ok,2664,2664,100,40,0
8.031644,1777235289.052809,88892,,BSDC91,,2,ok,3184,3184,100,40,0
8.233148,1777235289.254313,88893,,BSDC91,,2,ok,3137,3137,100,41,0
