layout_id,capture_id,source_group,solver_version,layout_variant,source_path,anchor_count,mask,mask_anchor_count,grid_mm,n_points,n_valid,xdop_mean,xdop_median,xdop_p90,xdop_p95,xdop_max,ydop_mean,ydop_median,ydop_p90,ydop_p95,ydop_max,vdop_mean,vdop_median,vdop_p90,vdop_p95,vdop_max,hdop_mean,hdop_median,hdop_p90,hdop_p95,hdop_max,gdop_mean,gdop_median,gdop_p90,gdop_p95,gdop_max,cond_mean,cond_median,cond_p90,cond_p95,cond_max,axis_imbalance_p95,axis_dop_score,status,gpu_device
526c5cfba000a235,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout_us_height.json,8,dropH,7,25,2813580,2813580,0.585305691,0.578415453,0.650552213,0.675651848,0.781625867,0.618107617,0.610210717,0.695789218,0.727785647,0.864533961,1.28430951,1.2500695,1.65552986,1.79614544,2.47978187,0.853592038,0.846545219,0.900564134,0.924022675,1.06244719,1.55067623,1.5105648,1.85459459,1.98276532,2.64063334,8.75539303,7.89635468,13.6419487,16.0771465,32.3818283,2.658389,1.48927881,ok,1
0cccbfd84eee33e7,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,8,dropH,7,25,2852190,2852190,0.558626711,0.547363639,0.633814037,0.661116004,0.760583341,0.618764699,0.610531569,0.698315799,0.73207283,0.86544776,1.26414645,1.22929358,1.66967094,1.81268764,2.47054839,0.836072624,0.827210903,0.894024611,0.919369459,1.08023155,1.52717352,1.48400319,1.84888685,1.97690821,2.60675597,8.42104912,7.49929333,13.5401087,15.9624443,31.8831482,2.74186016,1.4913426,ok,1
c5d2c7a4673b4533,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v2,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json,8,dropH,7,25,2781240,2781240,0.583825588,0.576823473,0.649156451,0.674322486,0.780398905,0.618101835,0.610197544,0.695591807,0.727752924,0.865513742,1.28865469,1.25447226,1.65987444,1.80053091,2.47901821,0.852572978,0.845484138,0.899527669,0.923202097,1.06250751,1.55367279,1.51355124,1.8581394,1.98643243,2.64577842,8.80286598,7.94231224,13.7074518,16.1519527,32.7691154,2.67013328,1.49209027,ok,1
9b541380fd15fbb5,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,8,all8,8,25,1790208,1790208,0.483874112,0.472450435,0.538613915,0.549310088,0.602485538,0.646465123,0.657782137,0.696565628,0.705441117,0.738780558,1.02236557,1.01454496,1.20108151,1.23275328,1.31870794,0.809163392,0.810003996,0.840633214,0.850467086,0.931642234,1.30656314,1.2965827,1.44973671,1.47596562,1.53845394,6.33292007,6.1057539,8.59524345,9.05723286,10.154295,2.24418467,1.1052993,ok,0
aad717661a728eef,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,8,all8,8,25,1892172,1892172,0.484867811,0.47366482,0.539587319,0.550800145,0.611650229,0.643015444,0.653507888,0.694277406,0.706186533,0.754286706,1.0419991,1.03348565,1.24186492,1.27791882,1.34431231,0.80701226,0.806521535,0.841464639,0.853737891,0.945061803,1.32129765,1.30738699,1.48099065,1.511307,1.56059182,6.56859827,6.26412678,9.13531494,9.68286228,10.5611095,2.32011343,1.13470658,ok,1
15baddb603d871a2,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,8,all8,8,25,1892172,1892172,0.484728187,0.473499238,0.53951472,0.550694227,0.611363828,0.642663181,0.653264284,0.69381839,0.705601513,0.753212631,1.0438298,1.03536892,1.24407816,1.28015006,1.34648812,0.806649685,0.806225419,0.84094727,0.853156865,0.9437415,1.32252407,1.30867457,1.48268747,1.51304245,1.56239688,6.58788824,6.28316879,9.16506672,9.71405697,10.5949678,2.32461136,1.1359178,ok,0
d301a2d612bc1d18,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,8,all8,8,25,1523712,1523712,0.482022554,0.470062673,0.539001226,0.549044073,0.596058607,0.631849825,0.645824015,0.678219855,0.685176492,0.707361281,1.08040285,1.0793643,1.27402151,1.30593264,1.36254764,0.796438336,0.797814131,0.824596941,0.833820403,0.909718096,1.34536672,1.33881223,1.50370526,1.5306716,1.57304883,6.94338226,6.74474621,9.53527927,10.0303793,10.7923861,2.37855703,1.14429204,ok,1
c54a70bd62780086,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,8,all8,8,25,2015520,2015520,0.488805801,0.477863938,0.542509854,0.554478586,0.610817134,0.639335632,0.647939622,0.691046178,0.704419971,0.765431702,1.0461725,1.03841782,1.25573361,1.2942282,1.36524487,0.806371033,0.804143012,0.842426538,0.855759084,0.960205972,1.32461774,1.30996048,1.49075067,1.52314758,1.57734907,6.62137175,6.29751682,9.29540062,9.88361931,10.8576632,2.33413558,1.14470636,ok,0
aad717661a728eef,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,8,dropA,7,25,1892172,1892172,0.540449798,0.531917632,0.599942088,0.621176362,0.723124444,0.700217485,0.694752097,0.798378944,0.825952947,0.979924738,1.19028282,1.16178131,1.50127864,1.61321807,2.1219964,0.887158513,0.876976252,0.948872805,0.978656471,1.13494432,1.49161363,1.46590936,1.7405175,1.83497572,2.32294559,7.85764647,7.2618227,11.8247881,13.516716,24.616209,2.59703712,1.39750075,ok,0
9b541380fd15fbb5,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,8,dropA,7,25,1790208,1790208,0.539983153,0.531228006,0.598836064,0.621218204,0.729877472,0.709079623,0.700840116,0.809789598,0.843755722,1.00018084,1.17236602,1.13828278,1.48515952,1.60216069,2.15812731,0.893942356,0.883067667,0.95765543,0.991795599,1.15331686,1.48108721,1.45053148,1.73572361,1.8331815,2.37115145,7.71009445,7.03197193,11.7699108,13.4658432,25.7002296,2.57906269,1.39852449,ok,1
15baddb603d871a2,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,8,dropA,7,25,1892172,1892172,0.540199816,0.531663537,0.599766672,0.621042609,0.72309339,0.700079381,0.694587708,0.798269033,0.825928569,0.979690373,1.19199026,1.16360044,1.50344801,1.61542523,2.11999583,0.886901498,0.876707017,0.94859767,0.978467643,1.13448107,1.49282253,1.46710384,1.74225986,1.83697259,2.32198405,7.87698984,7.2796917,11.8571358,13.5543776,24.5914707,2.6011504,1.39899731,ok,1
d301a2d612bc1d18,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,8,dropA,7,25,1523712,1523712,0.531608641,0.520498753,0.596757174,0.622002184,0.726206064,0.69774133,0.691354275,0.795696378,0.825680375,0.970184147,1.2088052,1.18822896,1.50777364,1.61871731,2.10042334,0.880076587,0.869235694,0.942338705,0.972991407,1.14098465,1.50161088,1.4795891,1.74518216,1.84229457,2.30712533,8.00914383,7.466465,11.9065056,13.649415,23.9106197,2.60243027,1.40113333,ok,0
c54a70bd62780086,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,8,dropA,7,25,2015520,2015520,0.547249734,0.538867712,0.606967092,0.62714684,0.728446484,0.691613555,0.687516987,0.785281718,0.814308524,0.973639131,1.20505416,1.17352295,1.53197169,1.65332091,2.21081686,0.884474218,0.874773443,0.94366771,0.974932611,1.13766539,1.50254309,1.47372055,1.76435065,1.86742187,2.39639354,8.04143906,7.37833929,12.244875,14.1098433,26.3106518,2.63625805,1.42108297,ok,1
9b541380fd15fbb5,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,8,dropB,7,25,1790208,1790208,0.51836586,0.505029082,0.589417696,0.6143471,0.703382969,0.71136415,0.704628527,0.809678435,0.838570416,1.00994623,1.14322174,1.11934328,1.40684879,1.50559032,1.99481368,0.883301139,0.873653769,0.944433272,0.973418832,1.17086661,1.45046782,1.42909622,1.65873837,1.74039114,2.20293784,7.18798351,6.71809959,10.4066687,11.7584286,21.409481,2.45071608,1.32482849,ok,0
aad717661a728eef,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,8,dropB,7,25,1892172,1892172,0.518214643,0.503969371,0.589650273,0.614462018,0.697491705,0.702756166,0.697702825,0.79891634,0.821832895,0.974532127,1.16157043,1.13717902,1.43730652,1.54056418,2.0364089,0.876102746,0.867079496,0.93521899,0.959869802,1.14274466,1.46118379,1.43926513,1.67617559,1.76060796,2.23697066,7.35140562,6.86700773,10.6821766,12.1203804,22.4679966,2.5071756,1.33877394,ok,1
c54a70bd62780086,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,8,dropB,7,25,2015520,2015520,0.521098375,0.506605744,0.591582298,0.616373122,0.709215403,0.69485414,0.690817356,0.786308467,0.810061991,0.962224007,1.16535664,1.1382916,1.44367838,1.55078292,2.08512998,0.871287405,0.862571239,0.928408444,0.953264475,1.13888729,1.46164358,1.43701768,1.67735088,1.76382935,2.25116158,7.35646391,6.83219337,10.7028255,12.1704512,22.2944241,2.51598077,1.34005892,ok,0
15baddb603d871a2,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,8,dropB,7,25,1892172,1892172,0.518110216,0.503868103,0.589543939,0.614355624,0.697300971,0.702571332,0.69750607,0.798798561,0.821739852,0.974474311,1.16371763,1.13942909,1.4403156,1.54386771,2.03435373,0.875897527,0.866859615,0.935002089,0.95969069,1.14249885,1.46278489,1.44086385,1.6787734,1.76349974,2.23430562,7.37658978,6.89032507,10.7269115,12.171524,22.403738,2.51298702,1.3409496,ok,0
d301a2d612bc1d18,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,8,dropB,7,25,1523712,1523712,0.519055426,0.506490469,0.586984575,0.611755252,0.697198749,0.697339475,0.689126134,0.795191586,0.82585609,0.981095016,1.20448864,1.18446517,1.49960482,1.60775352,2.11814809,0.872270823,0.861589015,0.931909919,0.962294221,1.14420855,1.49360836,1.47303152,1.73001683,1.82295549,2.29073024,7.86793709,7.36899376,11.6114063,13.2437544,23.6058731,2.62809924,1.38683973,ok,1
9b541380fd15fbb5,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,8,dropC,7,25,1790208,1790208,0.519488096,0.505260289,0.590263963,0.615051627,0.714857996,0.711046875,0.702962279,0.8069309,0.837565184,0.995997846,1.1559701,1.12571132,1.44693577,1.55770612,2.05468798,0.883672535,0.873067975,0.944506109,0.974218786,1.16280258,1.46130645,1.43411279,1.69209766,1.78609097,2.23515391,7.36989117,6.79150963,10.9585514,12.6086264,21.4261608,2.53264287,1.36039938,ok,1
aad717661a728eef,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,8,dropC,7,25,1892172,1892172,0.520199418,0.506085694,0.590587795,0.616011202,0.717174351,0.709926724,0.701532841,0.806327224,0.832041144,0.977160871,1.190534,1.15619302,1.50268924,1.62019384,2.20084596,0.883239985,0.872981787,0.944706619,0.969211221,1.14606535,1.488922,1.45460367,1.74472475,1.84579194,2.38052988,7.81741428,7.09008026,11.8900595,13.6834192,24.7343025,2.63013697,1.40298874,ok,0
15baddb603d871a2,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,8,dropC,7,25,1892172,1892172,0.520186543,0.506076574,0.590535998,0.615952075,0.717432916,0.709436417,0.701065779,0.805776298,0.831331015,0.975376964,1.19254088,1.15837288,1.50526345,1.62295175,2.20388889,0.882833242,0.872597456,0.944167137,0.968584836,1.14327145,1.49029636,1.45612347,1.74675393,1.84800768,2.38112187,7.83932638,7.11268044,11.9251604,13.7244272,24.7485123,2.63486692,1.40454834,ok,1
d301a2d612bc1d18,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,8,dropC,7,25,1523712,1523712,0.524594247,0.512199044,0.590208411,0.61591655,0.729394853,0.693199217,0.685315251,0.787851691,0.813230515,0.941881001,1.21689916,1.1919198,1.52593577,1.64348423,2.20850682,0.872149706,0.862580419,0.929721653,0.955414712,1.10579681,1.50365174,1.47807324,1.75480497,1.8580637,2.38822317,8.04292679,7.44261885,12.0491037,13.8994427,24.9525585,2.66835537,1.40962314,ok,0
c54a70bd62780086,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,8,dropC,7,25,2015520,2015520,0.522155523,0.508605242,0.592960894,0.618271172,0.72079283,0.710428774,0.700043201,0.810243726,0.839252412,0.988724113,1.20005262,1.15997815,1.53255808,1.66058934,2.29730511,0.884891868,0.87438941,0.949175358,0.975518763,1.15399134,1.49822187,1.45640969,1.77183306,1.88436198,2.47892904,7.9760375,7.11205292,12.3508568,14.3772039,27.2054386,2.68585924,1.43403095,ok,1
9b541380fd15fbb5,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,8,dropD,7,25,1790208,1790208,0.533624589,0.525244653,0.594636023,0.617501259,0.727311611,0.718756139,0.710503221,0.815897644,0.850369871,1.03578472,1.11224544,1.09042263,1.36528969,1.46075261,1.86044943,0.897962987,0.88747716,0.961987853,0.992789984,1.18741572,1.43455434,1.4154973,1.63595223,1.71973205,2.11169004,6.94496012,6.52015209,9.99122047,11.403986,19.2992516,2.36558644,1.30831213,ok,0
aad717661a728eef,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,8,dropD,7,25,1892172,1892172,0.537786126,0.530427098,0.600449681,0.620319486,0.734781206,0.722376168,0.715633214,0.823942959,0.854920387,1.04023993,1.16303945,1.1361469,1.44943213,1.55516791,2.00361133,0.903486192,0.892966807,0.977728486,1.00580263,1.18889034,1.47816789,1.44924212,1.71880066,1.81787264,2.2661016,7.64156294,7.01057911,11.421854,13.1631975,22.8704529,2.50704347,1.38204909,ok,1
15baddb603d871a2,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,8,dropD,7,25,1892172,1892172,0.537529707,0.530197978,0.600184917,0.620121241,0.734332323,0.72180301,0.714981794,0.823278308,0.854155183,1.03935397,1.16561782,1.13872313,1.45311213,1.55911744,2.00842428,0.902875781,0.892337203,0.976821303,1.00477922,1.18857014,1.47985172,1.45090377,1.7214731,1.82068753,2.26961493,7.66835594,7.03519583,11.4694824,13.2159262,22.9488964,2.51421389,1.3841455,ok,0
c54a70bd62780086,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,8,dropD,7,25,2015520,2015520,0.544502258,0.536336899,0.608685791,0.628736854,0.749828875,0.723285437,0.716902137,0.827782512,0.858804405,1.02390218,1.15982473,1.13196814,1.45122719,1.55984032,2.01450491,0.908266127,0.89807415,0.98734659,1.01633894,1.17759585,1.47884858,1.44572973,1.72498548,1.82988787,2.28205919,7.65362167,6.95441341,11.5153074,13.3681374,22.9973011,2.48091123,1.39119389,ok,0
d301a2d612bc1d18,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,8,dropD,7,25,1523712,1523712,0.528397202,0.519176304,0.595986545,0.619482338,0.722963691,0.699620485,0.688899457,0.803998351,0.837954998,0.998996854,1.21923089,1.19549382,1.52816677,1.64124918,2.10582399,0.879833102,0.867998362,0.94400084,0.975902677,1.15501261,1.50994575,1.4850353,1.76391733,1.86439133,2.31806922,8.14583683,7.54657841,12.2304506,14.0384293,24.1204338,2.64938817,1.41973066,ok,1
c54a70bd62780086,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,8,dropE,7,25,2015520,2015520,0.525587738,0.513769746,0.592309237,0.618504226,0.727131665,0.718403697,0.713671625,0.817197084,0.849834502,0.971851945,1.13317573,1.10510492,1.41621888,1.52014339,1.94717216,0.893175721,0.884958088,0.963576257,0.99373281,1.15508711,1.44945431,1.4192462,1.67409623,1.76675367,2.20355582,7.18907499,6.56815767,10.6517954,12.2293758,21.5869732,2.45777365,1.34624693,ok,1
aad717661a728eef,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,8,dropE,7,25,1892172,1892172,0.524294555,0.512320817,0.590728641,0.617649078,0.717098117,0.718370914,0.711180449,0.819854796,0.857322752,1.00794685,1.13499653,1.10560763,1.4185133,1.52309442,1.96036434,0.892419398,0.882068753,0.963393092,0.998056352,1.18329477,1.45043874,1.42119133,1.67391169,1.76510179,2.20597339,7.20359468,6.59737301,10.6511822,12.2092819,21.6893997,2.46595432,1.34850627,ok,0
15baddb603d871a2,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,8,dropE,7,25,1892172,1892172,0.524217963,0.512194991,0.590711415,0.617656469,0.717021167,0.717780292,0.710589409,0.819144547,0.856521726,1.00792873,1.13723147,1.10781074,1.42157674,1.52634132,1.96431851,0.891896307,0.881512046,0.962684155,0.997296453,1.18343353,1.45188439,1.42256474,1.67614019,1.76750338,2.20838761,7.22597837,6.61757374,10.6899414,12.2523975,21.7431774,2.47118163,1.35023977,ok,1
9b541380fd15fbb5,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,8,dropE,7,25,1790208,1790208,0.522262692,0.510038912,0.588276207,0.615777612,0.707431674,0.722460508,0.715021431,0.824108541,0.859274864,1.01825488,1.13874865,1.10918689,1.42008901,1.52640009,1.99217498,0.894550681,0.883642554,0.964407623,0.996992648,1.19336379,1.45402825,1.42588377,1.68089724,1.77381778,2.2521286,7.26486063,6.66868162,10.7766571,12.3450222,22.726162,2.47881713,1.35311445,ok,1
d301a2d612bc1d18,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,8,dropE,7,25,1523712,1523712,0.527541399,0.514028907,0.597771883,0.623835683,0.732757628,0.692901611,0.686393857,0.790275335,0.822068393,0.967780709,1.19873965,1.17321491,1.49713314,1.60781789,2.07427502,0.873821139,0.862489581,0.936796069,0.96885848,1.14795411,1.49007976,1.4634006,1.72924781,1.82553208,2.28046203,7.81816387,7.21792698,11.6075125,13.3084354,23.3537979,2.57730991,1.3888947,ok,0
9b541380fd15fbb5,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,8,dropF,7,25,1790208,1790208,0.536075413,0.52602613,0.600361764,0.624278367,0.734479845,0.710815668,0.70140034,0.812236309,0.850975692,1.04567289,1.13274896,1.09973133,1.41199636,1.50923955,1.95801532,0.893304586,0.882260859,0.956264138,0.991379321,1.19566095,1.44864202,1.41609347,1.67962384,1.75513983,2.18500972,7.17448568,6.52615976,10.7780066,12.0348845,20.9301376,2.41757465,1.33782789,ok,0
aad717661a728eef,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,8,dropF,7,25,1892172,1892172,0.534735918,0.523768783,0.599936664,0.624741197,0.730799735,0.711207926,0.701393008,0.814121783,0.855226338,1.05624974,1.13277566,1.09412026,1.42775178,1.53558362,2.00643325,0.892847717,0.881562531,0.958140731,0.995434463,1.2090261,1.44909918,1.41200626,1.68661261,1.77553308,2.22532868,7.19228268,6.46732044,10.888916,12.4019098,21.8078003,2.45795159,1.3559483,ok,1
c54a70bd62780086,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,8,dropF,7,25,2015520,2015520,0.540570796,0.530106604,0.603532016,0.628438592,0.751312196,0.706659675,0.697164416,0.805704832,0.847938061,1.05292892,1.13251817,1.09400988,1.42821753,1.53708518,2.02332997,0.892595291,0.881582022,0.955487311,0.993054092,1.21156955,1.44879603,1.41081977,1.68762755,1.77873981,2.24033546,7.18671417,6.44824886,10.9027939,12.4438686,21.9759502,2.44587967,1.35605072,ok,0
15baddb603d871a2,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,8,dropF,7,25,1892172,1892172,0.534429669,0.523451388,0.59973073,0.624515176,0.730055928,0.710786998,0.701023579,0.813597739,0.854449689,1.05400634,1.13468051,1.09612131,1.42999554,1.53790963,2.00833774,0.892328024,0.881069362,0.957487702,0.994594872,1.20664775,1.4502728,1.41320872,1.68812931,1.77715766,2.22686696,7.21017551,6.48444366,10.9160805,12.4322977,21.8469658,2.46256566,1.35707171,ok,0
d301a2d612bc1d18,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,8,dropF,7,25,1523712,1523712,0.524108052,0.512776256,0.591463923,0.615950346,0.700361788,0.697457731,0.689013362,0.795847595,0.827683926,0.973650098,1.18158317,1.15655029,1.46842599,1.57249212,2.00866079,0.875359833,0.864973843,0.935197473,0.966161251,1.10632813,1.47679877,1.44995463,1.70701706,1.79574656,2.217942,7.60134649,7.01975203,11.2210941,12.754612,21.7359085,2.55295274,1.36561524,ok,1
9b541380fd15fbb5,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,8,dropG,7,25,1790208,1790208,0.537018895,0.52793169,0.600965321,0.624810636,0.742478967,0.701749742,0.695746124,0.794831395,0.82787925,1.01856589,1.10579991,1.07961011,1.35851669,1.45227659,1.84803748,0.886440516,0.877573133,0.941676438,0.97450763,1.17112482,1.42268229,1.39873433,1.61830068,1.69783175,2.07470679,6.75675726,6.2799511,9.69222641,11.0136662,18.3417835,2.32434678,1.28936099,ok,1
aad717661a728eef,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,8,dropG,7,25,1892172,1892172,0.538659275,0.529902279,0.602331758,0.62797606,0.753857374,0.695560455,0.689535916,0.788483202,0.821962297,1.00438428,1.12843347,1.09151375,1.41354489,1.51578212,1.97204053,0.882528663,0.873794019,0.937492132,0.97076422,1.17596424,1.43923378,1.40333891,1.66346848,1.74737716,2.17834783,7.02661848,6.342381,10.48596,11.8701496,20.4967155,2.41375781,1.32772761,ok,0
15baddb603d871a2,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,8,dropG,7,25,1892172,1892172,0.538502872,0.529725969,0.60217309,0.627836943,0.753482819,0.69512105,0.689141035,0.787960351,0.821298659,1.00189507,1.13069952,1.09373188,1.41676271,1.51928985,1.9761883,0.882081926,0.87337935,0.936969042,0.97010082,1.17381346,1.4407469,1.40473151,1.66597199,1.7502743,2.18191695,7.05007267,6.36207294,10.5293112,11.9219666,20.5762882,2.41987967,1.32979016,ok,1
c54a70bd62780086,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,8,dropG,7,25,2015520,2015520,0.543994606,0.535924792,0.60839045,0.634553254,0.750804245,0.691128731,0.682930946,0.786483109,0.820512295,1.02330017,1.1374265,1.09701538,1.4410733,1.55484283,2.05732584,0.882404983,0.873339534,0.937208116,0.970482469,1.19386923,1.44714344,1.40585232,1.68286371,1.77994871,2.25887394,7.15463114,6.3752079,10.7938948,12.4247084,22.3030205,2.45029526,1.35286045,ok,1
d301a2d612bc1d18,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,8,dropG,7,25,1523712,1523712,0.53319639,0.523100019,0.596481442,0.621990561,0.735425115,0.684966981,0.678066969,0.77630794,0.806070864,0.947477043,1.19132495,1.16222286,1.48929632,1.60003662,2.07137322,0.870666981,0.861349463,0.925577641,0.954855382,1.10229385,1.48198712,1.45162535,1.7222631,1.81793034,2.26310444,7.68817425,7.04132175,11.4712696,13.1312342,22.4519844,2.57244518,1.37768762,ok,0
