layout_id,capture_id,source_group,solver_version,grid_mm,mask,stress_variant,table_family,n_rows,source_tables,binding_confidence,gdop_mean,gdop_median,gdop_p95,gdop_max,hdop_mean,hdop_median,hdop_p95,hdop_max,vdop_mean,vdop_median,vdop_p95,vdop_max,cond_mean,cond_median,cond_p95,cond_max,radial_p95_mean,radial_p95_median,radial_p95_p95,radial_p95_max,pct_ge8_mean,pct_ge8_median,pct_ge8_p95,pct_ge8_max,gdop_median_mean,gdop_median_median,gdop_median_p95,gdop_median_max,hdop_median_mean,hdop_median_median,hdop_median_p95,hdop_median_max,vdop_median_mean,vdop_median_median,vdop_median_p95,vdop_median_max,vdop_p90_mean,vdop_p90_median,vdop_p90_p95,vdop_p90_max,vdop_p95_mean,vdop_p95_median,vdop_p95_p95,vdop_p95_max,cond_p95_mean,cond_p95_median,cond_p95_p95,cond_p95_max,radial_p95_median_mean,radial_p95_median_median,radial_p95_median_p95,radial_p95_median_max,pct_ge8_median_mean,pct_ge8_median_median,pct_ge8_median_p95,pct_ge8_median_max,bad_gdop_gt_1p2_ratio,bad_vdop_gt_1p0_ratio,bad_cond_gt_5_ratio
48d29ef0f4d28d2d,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v4-io,100.0,all8,baseline,by_session,24,28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/dop_by_facing_group_grid100.csv,unique_capture_version,1.14042117,1.126706,1.1997261,1.1997261,0.807134281,0.809484452,0.835717985,0.848045647,0.803211113,0.783971459,0.907871187,0.907871187,2.51309478,2.35744679,3.36770034,3.39177442,112.951557,105.118277,180.48608,217.461536,92.1785309,91.8817652,95.3247294,95.6702748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
48d29ef0f4d28d2d,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v4-io,100.0,dropH,baseline,by_session,24,28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/dop_by_facing_group_grid100.csv,unique_capture_version,1.24346111,1.24137771,1.30339369,1.38595867,0.880291879,0.878887683,0.90375405,0.963890433,0.874574167,0.881322742,0.972631752,1.0798192,2.82777433,2.85379303,3.71495489,4.31808949,112.951557,105.118277,180.48608,217.461536,92.1785309,91.8817652,95.3247294,95.6702748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.666666667,0.0416666667,0
48d29ef0f4d28d2d,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v4-io,100.0,noG,baseline,by_session,24,28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/dop_by_facing_group_grid100.csv,unique_capture_version,1.24250446,1.23640156,1.29955869,1.35018778,0.886757319,0.884803206,0.930840474,0.963200688,0.867396389,0.864381552,0.963145673,1.00542355,2.8366741,2.74858809,3.66659238,4.14908123,112.951557,105.118277,180.48608,217.461536,92.1785309,91.8817652,95.3247294,95.6702748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,0.0416666667,0
48d29ef0f4d28d2d,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v4-io,25.0,all8,baseline,by_session,24,28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/dop_by_facing_group_grid25.csv,unique_capture_version,1.13983927,1.12700593,1.20018535,1.20081472,0.807682524,0.808185726,0.83633602,0.850101769,0.801796876,0.784163982,0.90746004,0.909446418,2.50530092,2.36161911,3.38022469,3.39901996,112.951557,105.118277,180.48608,217.461536,92.1785309,91.8817652,95.3247294,95.6702748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0833333333,0,0
48d29ef0f4d28d2d,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v4-io,25.0,all8,pairdrop,by_session,24,28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/dop_by_facing_group_grid25_pairdrop.csv,unique_capture_version,1.13983927,1.12700593,1.20018535,1.20081472,0.807682524,0.808185726,0.83633602,0.850101769,0.801796876,0.784163982,0.90746004,0.909446418,2.50530092,2.36161911,3.38022469,3.39901996,112.951557,105.118277,180.48608,217.461536,92.1785309,91.8817652,95.3247294,95.6702748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0833333333,0,0
48d29ef0f4d28d2d,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v4-io,25.0,all8,rangebias,by_session,24,28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/dop_by_facing_group_grid25_rangebias.csv,unique_capture_version,1.345358,1.35565013,1.55731105,1.57478213,0.819724612,0.816838861,0.860753158,0.873741806,1.06477993,1.08137321,1.29035881,1.31867218,11.7371568,11.7672896,19.8160824,21.6150627,112.951557,105.118277,180.48608,217.461536,92.1785309,91.8817652,95.3247294,95.6702748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.916666667,0.666666667,1
48d29ef0f4d28d2d,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v4-io,25.0,dropA,rangebias,by_session,24,28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/dop_by_facing_group_grid25_rangebias.csv,unique_capture_version,1.51679264,1.50095338,1.77652971,1.78599966,0.922432885,0.90187031,1.05614226,1.1181004,1.20176846,1.21907961,1.44936875,1.45471454,14.2391218,12.6456208,25.1347999,25.664526,112.951557,105.118277,180.48608,217.461536,92.1785309,91.8817652,95.3247294,95.6702748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.916666667,1
48d29ef0f4d28d2d,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v4-io,25.0,dropAB,pairdrop,by_session,24,28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/dop_by_facing_group_grid25_pairdrop.csv,unique_capture_version,1.4408463,1.48938614,1.62481264,1.64444733,0.971410198,0.968498111,1.02933486,1.08307314,1.04947566,1.1409781,1.30478311,1.33008337,3.76586793,4.23373961,5.84131708,6.07032776,112.951557,105.118277,180.48608,217.461536,92.1785309,91.8817652,95.3247294,95.6702748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.666666667,0.25
48d29ef0f4d28d2d,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v4-io,25.0,dropAC,pairdrop,by_session,24,28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/dop_by_facing_group_grid25_pairdrop.csv,unique_capture_version,1.39797133,1.42244464,1.45511172,1.48740828,0.983721209,0.933327556,1.12312021,1.14684272,0.976814729,1.08659112,1.13159071,1.17466295,3.57316328,3.85084999,4.32412639,4.65815496,112.951557,105.118277,180.48608,217.461536,92.1785309,91.8817652,95.3247294,95.6702748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.625,0
48d29ef0f4d28d2d,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v4-io,25.0,dropAD,pairdrop,by_session,24,28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/dop_by_facing_group_grid25_pairdrop.csv,unique_capture_version,1.44768973,1.50313842,1.60841762,1.95870745,0.969048917,0.954890311,1.02607287,1.05711651,1.05743831,1.17469615,1.31411867,1.69852805,4.09200321,4.82848763,6.12072728,10.6374111,112.951557,105.118277,180.48608,217.461536,92.1785309,91.8817652,95.3247294,95.6702748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.583333333,0.375
