layout_id,capture_id,source_group,solver_version,layout_variant,anchor_count,train_allowed,validation_allowed,label_quality,recommended_use,has_real_optitrack_label,has_proxy_evaluation_label,has_bound_dop,production_score_v2,score_v2_rank,score_confidence,optitrack_score,optitrack_rank,target_opti_all8_3d_median_mm,target_opti_all8_3d_p95_mm,target_opti_all8_3d_rms_mm,target_opti_all8_vertical_median_mm,target_opti_noG_3d_rms_mm,proxy_autopos_rms_mm,proxy_autopos_p95_mm,proxy_static_p95_mm,proxy_roto_abs_deltaR_p95_mm,feature_x_span_mm,feature_y_span_mm,feature_z_span_mm,feature_xy_hull_coverage_ratio,feature_paired_xy_offset_mean_mm,feature_paired_vertical_gap_mean_mm,feature_paired_vertical_gap_std_mm,feature_anchor_delay_span_mm,feature_risk_flag_count,dop_grid_mm,dop_gdop_mean,dop_gdop_p95,dop_vdop_mean,dop_vdop_p95,dop_cond_p95,dop_bad_gdop_ratio,source_path
b952c7b1e8e1266a,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v1-old,default,8,false,true,real_optitrack_sparse_validation_only,calibration_validation,true,true,false,65.038094,4,optitrack_validated,100.000000,5,160.01125176029524,314.7898277297456,191.64129425669003,141.4729439113985,191.98693210157649,85.2463578,182.220761,94.6402388,59.878135,2938.951532066157,2433.2567479838626,1600.5053741951504,0.9628366399145265,137.5920600009008,1447.230752967606,13.81177183495626,0.0,0,,,,,,,,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
0752b3202614dca0,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v2,default,8,false,true,real_optitrack_sparse_validation_only,calibration_validation,true,true,false,7.700178,1,optitrack_validated,2.540253,1,81.49350301644225,233.1077736825216,132.08905070793008,68.19865499121704,133.98961108447776,52.3579327,87.2360619,89.0684618,39.8498037,2925.517383085248,2462.9060620690902,1660.8950796778813,0.9741050152651706,132.30586083989863,1548.690019600357,31.988698939227945,0.0,0,,,,,,,,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v2/layout.json
db81b403f22247cb,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v3-full,default,8,false,true,real_optitrack_sparse_validation_only,calibration_validation,true,true,false,76.005385,5,optitrack_validated,51.573580,4,121.05623396766201,280.0735010456271,158.98876953960595,103.99736096295487,159.591246087492,102.496576,258.594899,95.0862748,52.2513083,3063.950997400314,2507.8092540528373,1536.1459759287377,0.8949613686196527,195.74615736428524,1426.776935845336,128.15399868548369,102.37655409938657,0,,,,,,,,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json
a06d00f4a02fdc1a,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,8,false,true,real_optitrack_sparse_validation_only,calibration_validation,true,true,false,8.528620,2,optitrack_validated,2.977048,2,81.69195758364084,233.52603084957047,132.28845672708738,68.7795729784018,134.21599189429168,52.2910968,87.9097566,89.4462916,39.9380231,2925.363243263414,2463.273370441501,1663.0224112736619,0.9737885799721502,132.63282937885862,1549.6100434921964,31.867022389148286,0.0,0,,,,,,,,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json
48d29ef0f4d28d2d,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v4-io,default,8,false,true,real_optitrack_sparse_validation_only,calibration_validation,true,true,true,15.156914,3,optitrack_validated,13.593026,3,77.38103805352323,270.2552828594085,136.5028285215412,63.12141492353828,139.36634127662984,48.1687588,108.788461,88.198864,42.5838675,2930.2967347254485,2425.9427379710537,1559.3255085600276,0.9624835745403323,168.47515967701617,1507.9867002706842,21.771381035969423,59.999999999999986,0,25.0,1.13983927,1.20018535,0.801796876,0.90746004,3.38022469,0.0833333333,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
554f4e554b20b5b2,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v1,default,8,false,false,unlabeled_geometry_only,candidate_generation_only,false,false,false,8.312674,1,geometry_only_low,,,,,,,,,,,,3175.543935357307,4779.68678111293,1783.4087950984672,0.9508905799094585,172.29576515836138,1518.691411694965,70.476031178025,0.0,0,,,,,,,,outdoor_20260513/FULL-COMPARE/v1/layout.json
062a9b97a6d2468b,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v2,default,8,false,false,unlabeled_geometry_only,candidate_generation_only,false,false,false,14.984000,3,geometry_only_low,,,,,,,,,,,,3194.3916545796187,4765.224298823845,1796.2518998692299,0.9571044928303158,176.7490438915558,1521.8029967271755,98.10171489754772,0.0,0,,,,,,,,outdoor_20260513/FULL-COMPARE/v2/layout.json
6b6a0714d7d56ce0,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v3-full,default,8,false,false,unlabeled_geometry_only,candidate_generation_only,false,false,false,84.000000,5,geometry_only_low,,,,,,,,,,,,3284.529163633531,5069.046667063817,1744.9581585004594,0.8749558830461146,213.25175200688955,1556.472159320063,152.16541657834435,316.35749527856797,0,,,,,,,,outdoor_20260513/FULL-COMPARE/v3full/layout.json
a46dcba7a6dc6a8d,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v3-lite,default,8,false,false,unlabeled_geometry_only,candidate_generation_only,false,false,false,15.004451,4,geometry_only_low,,,,,,,,,,,,3195.159989325819,4764.545897626096,1802.2660066282378,0.9566723270156186,176.815761471611,1523.171604137625,98.03317656883745,0.0,0,,,,,,,,outdoor_20260513/FULL-COMPARE/v3lite/layout.json
10ae58e5b7260ee2,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v4,default,8,false,false,unlabeled_geometry_only,candidate_generation_only,false,false,false,9.678169,2,geometry_only_low,,,,,,,,,,,,3167.2485543331886,4775.802246356816,1744.356678663388,0.9492119218988655,162.29963212831018,1506.2102788204645,100.14532825319719,34.69060123878572,0,,,,,,,,outdoor_20260513/FULL-COMPARE/v4/layout.json
