layout_id,capture_id,source_group,solver_version,layout_variant,source_path,worst_drop4_mask,dropped_labels,surviving_labels,risk_level,all8_score,drop4_score,score_ratio,abs_worst_axis,ratio_worst_axis,drop4_xdop_p95,drop4_ydop_p95,drop4_vdop_p95,xdop_ratio,ydop_ratio,vdop_ratio,drop4_hdop_p95,drop4_gdop_p95,drop4_axis_imbalance_p95,all_x_span_mm,all_y_span_mm,all_z_span_mm,all_xy_hull_area_m2,surviving_x_span_mm,surviving_y_span_mm,surviving_z_span_mm,surviving_xy_hull_area_m2,surviving_x_span_ratio,surviving_y_span_ratio,surviving_z_span_ratio,surviving_xy_area_ratio
83427cf136699830,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,dropADFG,ADFG,BCEH,medium,1.11945456,12.9837292,11.5982637,Z,Z,7.16121769,1.2122246,16.4947014,12.3098629,1.93065304,12.6776556,7.27110052,18.0276642,13.606968,5213.59197,4330.23724,2208.18903,21.5676932,4930.28272,4330.23724,2208.18903,20.0466411,0.945659489,1,1,0.92947544
891e606dde9b7a57,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v4-io-td,default,outdoor_20260513/FULL-COMPARE-500/v4-io-td/layout.json,dropABGH,ABGH,CDEF,critical,1.1497744,20.1626479,17.5361774,Z,Z,1.09989393,9.02710247,28.4334602,1.55869515,16.5702245,21.8341022,9.0763998,29.8530579,25.851093,3171.57956,4778.9078,1753.79134,14.3702599,3065.08367,4757.77568,1524.88115,13.342977,0.966421813,0.995578042,0.86947695,0.928513267
8a83c9a6e6976cc7,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v3-full,default,outdoor_20260513/FULL-COMPARE-500/v3-full/layout.json,dropABGH,ABGH,CDEF,high,1.1378867,19.8143219,17.4132643,Z,Z,1.84192669,8.31492329,28.2736225,2.59608873,15.123444,22.0840026,8.51426315,29.5285759,15.3500259,3269.45279,5009.0041,1749.85217,14.5446284,3269.45279,5009.0041,1603.57422,14.0860373,1,1,0.916405538,0.968470072
90ad2c644e87038c,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-roto,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io-roto/layout_last500_aligned.json,dropADFG,ADFG,BCEH,critical,1.14923352,22.5288705,19.6033879,Z,Z,14.2845688,0.843872428,28.5058842,20.372494,1.55158297,21.862205,14.3074045,31.8917561,33.7798502,3133.58036,4785.28607,1704.75521,14.4762137,3082.81289,4702.18052,1567.33433,13.84906,0.983798892,0.982633107,0.919389672,0.956676951
922a7045c2bcb065,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v2,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,dropBCEH,BCEH,ADFG,medium,1.17631034,14.5490674,12.368392,Z,X,9.5850935,1.33002317,17.3567791,13.6827965,2.38665885,12.9167415,9.67743111,19.8751335,13.0499825,4002.05557,5208.06295,2221.51929,17.6553956,3730.20687,5208.06295,2172.26785,16.6748111,0.932072733,1,0.977829837,0.944459779
92f2b5d9018df4df,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v3-full,default,outdoor_20260513/FULL-COMPARE-1000/v3-full/layout.json,dropADFG,ADFG,BCEH,critical,1.136178,20.0069849,17.6090233,Z,Z,13.3705664,1.02548432,24.4760399,18.8426483,1.86345184,19.1604777,13.408246,27.9077549,23.8677855,3284.52916,5069.04667,1744.95816,14.5675181,3260.37576,5024.89718,1634.03619,14.196183,0.99264631,0.991290376,0.936432878,0.974509376
959530dd2fe8fe5a,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-lite,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout_us_height.json,dropBCEH,BCEH,ADFG,medium,1.17381227,14.0915009,12.0049017,Z,Z,7.24894524,1.48706281,18.4846268,10.4145307,2.66758313,13.7651515,7.40190649,19.913559,12.4302932,3982.2998,5224.83953,2229.55647,17.9918549,3982.2998,5224.83953,1661.22689,17.7262573,1,1,0.745092987,0.985237894
962c234ac912e5c4,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v5,consensus,outdoor_20260513/FULL-COMPARE-500+500/v5/layout_consensus.json,dropABGH,ABGH,CDEF,critical,1.14932485,20.3037158,17.6657764,Z,Z,1.10237432,9.10160351,28.6389294,1.56321462,16.7080852,21.998544,9.15115547,30.0662613,25.9793148,3168.63218,4774.59553,1748.18272,14.3610054,3064.13592,4752.6635,1518.07662,13.3345559,0.96702165,0.995406516,0.86837411,0.928525232
9b125fc84ecb0d4d,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v1-old,us_height,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout_us_height.json,dropCDEF,CDEF,ABGH,high,1.06415539,16.8692343,15.8522284,Z,Z,1.21440101,7.72045755,23.3352699,1.75792272,13.5043388,19.8165454,7.80006456,24.6022873,19.2154567,3457.19378,4340.02736,1889.76606,12.1199367,3350.91157,4340.02736,1412.24898,11.8226148,0.969257667,1,0.747314183,0.975468361
9b541380fd15fbb5,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,dropADFG,ADFG,BCEH,high,1.1052993,17.0520329,15.4275253,Z,Z,9.18730068,1.11624646,22.4878941,16.7251629,1.58233825,18.2420071,9.24652672,24.3130569,20.1459936,5075.21076,3312.13184,2011.16968,16.0879723,4810.10842,3205.36073,2011.16968,15.121265,0.947765255,0.96776363,1,0.939911178
9d1956ebc0dabee6,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-full,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout_us_height.json,dropACEG,ACEG,BDFH,medium,1.14100337,12.0326811,10.5457016,Y,Y,10.6614904,13.7682028,3.50303268,17.2236656,20.1603221,2.71950426,17.4127998,17.7359238,3.93036663,5411.50842,4865.33225,3038.14433,22.9704852,5411.50842,4096.80684,1699.74037,1.70101336,1,0.842040508,0.55946663,0.0740521303
a06d00f4a02fdc1a,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,dropBCEH,BCEH,ADFG,high,0.881557155,17.7150105,20.0951355,Z,Z,11.5499735,1.01572883,21.7170372,19.6015723,1.55300753,24.3995448,11.5804167,24.6052799,21.3807431,2925.36324,2463.27337,1663.02241,7.01709069,2923.08235,2370.85767,1555.32839,6.67126055,0.999220304,0.962482565,0.935241992,0.950716023
a1212b41889ca213,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v2,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v2/layout_us_height.json,dropABGH,ABGH,CDEF,high,1.14176462,18.311247,16.0376725,Z,Z,2.17130589,9.43183231,24.5481319,3.04337674,17.2339706,19.1244677,9.67599678,26.3873329,11.3056995,3158.80066,4785.17279,1964.76746,14.2963898,3049.97971,4663.27733,1964.76746,13.2449472,0.965549914,0.974526424,1,0.926453975
a150a9d2469318e1,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v3-full,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v3-full/layout_us_height.json,dropADFG,ADFG,BCEH,high,1.13547984,18.2324883,16.0570779,Z,X,12.8439522,1.39444482,21.5022888,17.6752283,2.50901479,16.9823511,12.9198856,25.0849266,15.4199639,3267.52991,5006.78626,2165.18863,14.4737331,3180.98061,5006.78626,2165.18863,13.8792627,0.973512316,1,1,0.958927632
a46dcba7a6dc6a8d,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v3-lite,default,outdoor_20260513/FULL-COMPARE/v3lite/layout.json,dropABGH,ABGH,CDEF,high,1.1406416,19.3366735,16.9524533,Z,Z,1.10666776,8.81506443,27.0627193,1.57332037,16.1616062,20.978659,8.87120056,28.4854317,24.4542404,3195.15999,4764.5459,1802.26601,14.5638882,3099.05581,4748.36141,1575.75595,13.5231763,0.96992195,0.996603141,0.874319299,0.928541618
a4ded69a125be721,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v1-old,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v1-old/layout_us_height.json,dropCDEF,CDEF,ABGH,high,1.14155015,17.2146161,15.0800349,Z,Z,1.1847614,7.06509686,24.4854507,1.67272458,12.9464934,19.0187252,7.16165209,25.5075436,20.6669888,3114.97586,4779.21003,1855.06964,14.2551238,2995.6017,4767.59122,1430.90821,13.9411522,0.96167734,0.997568885,0.771350131,0.977974825
a880c88dbf7036a1,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v3-lite,default,outdoor_20260513/FULL-COMPARE-500/v3-lite/layout.json,dropABGH,ABGH,CDEF,high,1.1407251,19.0758947,16.7226045,Z,Z,1.10871971,8.71265316,26.6623764,1.5754207,15.9750177,20.6695982,8.76929092,28.0657024,24.0478962,3199.05785,4765.93619,1809.73005,14.5807754,3102.51748,4749.73295,1585.98738,13.532141,0.969822249,0.996600196,0.876366827,0.928081028
aad717661a728eef,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,dropABGH,ABGH,CDEF,medium,1.13470658,13.8744849,12.2273768,Z,Z,1.19988012,7.86557102,17.5867043,2.17843102,11.1380926,13.7619887,7.95952415,19.3069324,14.6570511,5090.54223,3403.16296,2064.97207,16.4065767,4956.75853,3403.16296,1696.90479,15.883057,0.973719166,1,0.821756774,0.968090864
ab7a0d8a20dde4f5,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v1-old,consensus,outdoor_20260513/FULL-COMPARE-500+500/v1-old/layout_consensus.json,dropCDEF,CDEF,ABGH,high,1.14238342,17.8449973,15.6208476,Z,Z,1.15391755,7.77741528,25.1051598,1.6355798,14.2570971,19.4471424,7.85814667,26.3008308,21.7564589,3178.5771,4778.61113,1789.63346,14.439671,2989.71723,4738.65907,1531.87109,13.8618636,0.940583515,0.991639398,0.855969186,0.959984731
ae7bd10e25df5d89,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io/layout_last500_aligned.json,dropABGH,ABGH,CDEF,critical,1.14884934,20.4797285,17.8262961,Z,Z,1.10416913,9.18659019,28.8982353,1.56677996,16.8653046,22.2053811,9.23648739,30.3398876,26.1719283,3165.6848,4770.28325,1742.57411,14.3517705,3063.18817,4747.55133,1511.27209,13.3261323,0.967622603,0.99523468,0.867264172,0.928535773
b022bebf946d2d28,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v4-io-wand,default,outdoor_20260513/FULL-COMPARE-500/v4-io-wand/layout.json,dropABGH,ABGH,CDEF,high,1.15030129,18.9758798,16.4964431,Z,Z,1.13467693,8.69345856,26.4866638,1.60571733,15.9584205,20.3344649,8.75486755,27.8995533,23.342912,3142.52227,4789.82612,1789.68126,14.4142507,3032.67624,4739.75717,1589.76495,13.2014585,0.965045265,0.989546814,0.888295021,0.915861585
b2621c461433aed5,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v4-io-wand,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v4-io-wand/layout_us_height.json,dropABGH,ABGH,CDEF,high,1.15009464,18.4197995,16.0158989,Z,Z,2.0403862,9.36545086,24.82127,2.85890527,17.1620711,19.1471088,9.58159065,26.6091309,12.1649862,3108.01664,4793.79612,1899.73225,14.2366454,2948.1179,4666.63428,1899.73225,12.9729518,0.948552805,0.973473667,1,0.911236563
b5d368d15c9d301e,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v2,us_height,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json,dropCDEF,CDEF,ABGH,medium,1.00777372,15.9147979,15.792035,Z,Z,1.59179175,7.86021709,21.4003639,2.26598787,13.563198,19.8394255,8.01072121,22.8540478,13.4441983,3552.17085,4369.86589,2138.19231,12.4832403,3306.58283,4369.86589,1662.1132,11.8982264,0.930862553,1,0.777345045,0.953136058
b7ec9554ec6c8102,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v4-io,us_height,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout_us_height.json,dropADFG,ADFG,BCEH,high,1.04364452,18.1346811,17.3763008,Z,X,12.9098568,1.18664503,21.2675877,18.8000394,2.08557536,18.5386751,12.9628105,24.9014568,17.9224512,3456.27764,4332.19583,1879.70935,11.9041974,3338.88865,4332.19583,1863.39032,11.158476,0.966036007,1,0.991318323,0.937356432
b8d7b47c1daf30d4,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v2,default,outdoor_20260513/FULL-COMPARE-500/v2/layout.json,dropABGH,ABGH,CDEF,high,1.14151519,19.3994415,16.9944664,Z,Z,1.10557902,8.83356476,27.1674767,1.57175736,16.1995292,21.0380623,8.88994217,28.5847015,24.5730755,3196.71987,4765.23067,1801.08004,14.5801908,3102.38995,4752.49216,1574.27176,13.5400022,0.970491654,0.997326779,0.874070964,0.928657407
b952c7b1e8e1266a,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v1-old,default,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,dropBCEH,BCEH,ADFG,high,0.904419119,17.1717186,18.9864613,Z,Z,10.3482389,1.0482527,21.7281361,17.6592052,1.60487171,23.2826035,10.3970299,24.086544,20.7279562,2938.95153,2433.25675,1600.50537,6.88546015,2938.95153,2331.55671,1446.51566,6.62052059,1,0.958204149,0.903786816,0.961521881
b9edbb4d294b8a82,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,dropABGH,ABGH,CDEF,acceptable,1.17820231,11.8801354,10.0832729,Z,Z,1.47287631,5.07405996,16.0840263,2.52634603,8.04805732,11.5964446,5.29616833,16.9383392,10.9201473,5277.6672,4342.97413,2226.99376,21.7864603,4935.04381,4294.89515,1711.0007,20.8297867,0.935080523,0.988929482,0.768300625,0.956088617
bc9f1f5e98797ef6,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-full,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_last500_aligned.json,dropADFG,ADFG,BCEH,critical,1.13872683,21.1831163,18.6024565,Z,Z,13.9877119,1.14685798,26.1751404,19.7014647,2.09363324,20.4189175,14.0342894,29.7022381,22.8233495,3271.03062,4935.04493,1787.82359,14.543877,3103.8379,4876.53582,1667.65771,13.927903,0.94888684,0.98814416,0.9327865,0.957647194
bcd7d23aab9bdac7,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v3-full,default,outdoor_v4_20260504/FULL-COMPARE/v3full/layout.json,dropCDEF,CDEF,ABGH,high,1.09267532,19.145863,17.5220055,Z,Z,0.786784053,11.4127979,24.5731773,1.42900047,16.22754,20.2175706,11.432003,27.1023579,31.2324293,4593.78715,3089.33164,2036.05294,13.9902906,4568.83844,3016.7591,1417.95754,13.6394316,0.994569033,0.976508659,0.696424692,0.974921246
bda2d0e51cf32bc2,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v2,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json,dropBCEH,BCEH,ADFG,medium,1.17444434,14.2553115,12.13792,Z,Z,7.35458279,1.49656773,18.703104,10.5712497,2.685321,13.9158199,7.50744295,20.1588173,12.4973322,3982.04927,5224.68765,2223.52554,17.9862497,3982.04927,5224.68765,1662.60983,17.71955,1,1,0.747735882,0.985172027
be443b0fa3a15759,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v1-old,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v1-old/layout_us_height.json,dropCDEF,CDEF,ABGH,medium,1.15810118,13.1737226,11.3752778,Z,Z,1.17307961,4.56464243,18.9182701,1.6582211,8.13246678,14.413547,4.7018528,19.4926987,16.127013,3908.28234,5232.62624,2533.65027,17.6235624,3908.28234,5232.62624,1319.21749,17.4508685,1,1,0.520678607,0.990200966
bf5e9b3da4a91f48,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-lite,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v3-lite/layout_last500_aligned.json,dropABGH,ABGH,CDEF,high,1.14061292,19.5368323,17.1283631,Z,Z,1.11345899,8.93966579,27.3396511,1.58332412,16.388554,21.1923535,8.99628639,28.7789192,24.5538016,3194.40504,4763.74801,1800.98367,14.560674,3099.75953,4745.51626,1576.13032,13.5064673,0.970371472,0.996172815,0.875149704,0.927599041
c154e86f58c62fcf,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-roto,consensus,outdoor_20260513/FULL-COMPARE-500+500/v4-io-roto/layout_consensus.json,dropADFG,ADFG,BCEH,critical,1.14867064,22.7206103,19.7799173,Z,Z,14.3824825,0.848514855,28.7850552,20.5080632,1.56013876,22.0925227,14.4069118,32.1853561,33.9240439,3135.66639,4784.29905,1706.05075,14.4750658,3085.13981,4701.73666,1560.21069,13.8479152,0.983886493,0.982743054,0.91451599,0.956673727
c46f703d261789cb,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v1-old,default,outdoor_20260513/FULL-COMPARE-500/v1-old/layout.json,dropCDEF,CDEF,ABGH,high,1.1435573,17.1328505,14.9820656,Z,Z,1.15875852,7.43395376,24.0450745,1.64199505,13.6317049,18.60118,7.52281237,25.1986904,20.7507207,3179.62744,4779.82908,1791.13384,14.4371522,2987.86201,4741.81127,1534.24353,13.8647074,0.93968934,0.992046199,0.85657671,0.960349188
c54a70bd62780086,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,dropBDFH,BDFH,ACEG,medium,1.14470636,12.3601959,10.7977,Y,Y,9.89975071,15.1100874,3.0275352,17.8541624,21.4503961,2.33925918,18.0618706,18.2921925,4.99088744,5024.21311,3570.91848,2120.53005,16.7406773,5024.21311,3341.74116,1641.16738,1.22388712,1,0.935821184,0.773942053,0.0731085786
c5d2c7a4673b4533,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v2,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json,dropACEG,ACEG,BDFH,acceptable,1.16495423,11.4606393,9.83784513,Y,Y,11.5448675,12.7675714,2.59655643,19.7442941,20.2175202,1.89993258,17.2028942,17.3038311,4.91711689,5174.16291,4360.44942,2304.23857,21.4502466,4810.68548,4360.44942,1692.35577,0.409480062,0.929751452,1,0.734453363,0.0190897602
c5edcfef2e6ad424,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-full,first500,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_first500.json,dropABGH,ABGH,CDEF,high,1.1378867,19.8143219,17.4132643,Z,Z,1.84192669,8.31492329,28.2736225,2.59608873,15.123444,22.0840026,8.51426315,29.5285759,15.3500259,3269.45279,5009.0041,1749.85217,14.5446284,3269.45279,5009.0041,1603.57422,14.0860373,1,1,0.916405538,0.968470072
c855e34a218d0254,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v4-io-roto,default,outdoor_20260513/FULL-COMPARE-500/v4-io-roto/layout.json,dropADFG,ADFG,BCEH,critical,1.14810731,22.8089185,19.8665389,Z,Z,14.4783602,0.848833799,28.8716202,20.6403727,1.56074093,22.1752289,14.5010042,32.3019104,34.0132782,3137.75242,4783.31204,1707.34628,14.473915,3087.46673,4701.29281,1553.08704,13.8467708,0.983973978,0.982853046,0.909649705,0.956670723
c88f9a385f6f8a28,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,dropBDFH,BDFH,ACEG,medium,1.13819888,12.8321164,11.2740547,Y,X,13.0637093,13.8069391,3.75309587,21.5811389,21.2841869,2.86596654,19.0063438,19.3355122,3.67881334,5209.9764,4738.3715,2749.13097,22.4012424,4887.37126,4738.3715,1722.34412,1.63685211,0.938079346,1,0.626504935,0.0730697021
cb24f7f5220451ec,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-wand,first500,outdoor_20260513/FULL-COMPARE-500+500/v4-io-wand/layout_first500.json,dropABGH,ABGH,CDEF,high,1.15030129,18.9758798,16.4964431,Z,Z,1.13467693,8.69345856,26.4866638,1.60571733,15.9584205,20.3344649,8.75486755,27.8995533,23.342912,3142.52227,4789.82612,1789.68126,14.4142507,3032.67624,4739.75717,1589.76495,13.2014585,0.965045265,0.989546814,0.888295021,0.915861585
cb9290653eb45b01,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-full,consensus,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_consensus.json,dropADFG,ADFG,BCEH,critical,1.13800562,20.2433147,17.7884136,Z,Z,13.3490524,1.05651712,24.9512253,18.8118159,1.92478245,19.4826613,13.3920898,28.3086853,23.6164892,3257.47484,4972.02451,1768.83788,14.4713402,3186.64534,4928.41731,1635.01815,14.0716513,0.978256317,0.991229487,0.924345959,0.972380662
cbf1096ddf259e07,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v2,default,outdoor_v4_20260504/FULL-COMPARE/v2/layout.json,dropCDEF,CDEF,ABGH,critical,1.09234949,20.431055,18.7037713,Z,Z,0.792955577,12.7498741,25.8528194,1.43579424,18.4000265,21.1635672,12.7672043,28.8371487,32.6031119,4608.96303,3070.96128,1904.91212,13.7566752,4592.35286,3030.04034,1470.28759,13.3867631,0.996396117,0.986674878,0.771840117,0.973110356
ce0b54400ac800cc,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v4-io-td,default,outdoor_20260513/FULL-COMPARE-1000/v4-io-td/layout.json,dropABGH,ABGH,CDEF,critical,1.14930654,20.4098492,17.7584034,Z,Z,1.09847319,9.1283741,28.8115444,1.55795918,16.7558097,22.1308172,9.17732811,30.2466564,26.2287188,3167.24855,4775.80225,1744.35668,14.3579245,3060.44784,4754.14475,1512.34255,13.3420027,0.966279653,0.99546516,0.866991581,0.929243128
ce231d425384c5ce,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,dropBDFH,BDFH,ACEG,medium,1.15912457,13.7663342,11.8764924,Y,Y,13.4639711,15.8180389,3.30063081,22.5581116,24.5901889,2.45206848,20.7734375,20.9950066,4.79242904,5176.40793,4355.17309,2593.70316,21.8916146,5176.40793,4355.17309,1683.06038,1.2270391,1,1,0.648902468,0.056050644
cef6a189867b2e95,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v1,default,outdoor_v4_20260504/FULL-COMPARE/v1/layout.json,dropABGH,ABGH,CDEF,high,1.1054088,17.8306822,16.1303965,Z,Y,1.28879297,12.5504866,20.9982796,2.33697316,17.8923306,16.9821373,12.6180077,24.5000954,16.2929812,4604.62762,3038.10456,1953.36433,13.5691725,4503.52584,2985.67394,1953.36433,13.0731262,0.97804344,0.982742325,1,0.963443138
d0329b8b5bd6d38d,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,dropABGH,ABGH,CDEF,acceptable,1.17688412,11.5672934,9.82874457,Z,Z,1.4576546,4.91145468,15.6287289,2.49906968,7.78424187,11.2876181,5.13613319,16.4589195,10.7218328,5276.29779,4337.04153,2241.55543,21.775862,4936.9152,4293.34594,1713.3628,20.8373535,0.935677894,0.989925023,0.764363341,0.956901432
d0cb71e52800e4ca,28052026_Erlangen_Smoke,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check,v4-io,default,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,dropADFG,ADFG,BCEH,high,0.929079802,17.8049654,19.1640862,Z,Z,10.9985666,1.12196279,22.3712997,19.1418837,1.66655441,23.2485271,11.0410671,24.9423084,19.9394312,3426.92264,2627.04271,1666.17369,8.4619945,3426.92264,2461.76269,1666.17369,7.46560851,1,0.937085142,1,0.882251638
d0ee95053a894332,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,dropBDFH,BDFH,ACEG,medium,1.16180178,13.792592,11.8717257,Y,Y,13.6413708,14.8947964,4.51786709,22.5962036,22.9127779,3.36240987,20.1929302,20.6577053,3.29686467,5199.33159,4636.3886,2717.31115,22.5650712,5104.44815,4636.3886,1705.22712,1.99371897,0.98175084,1,0.627542091,0.0883542069
d301a2d612bc1d18,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,dropCDEF,CDEF,ABGH,critical,1.14429204,24.1017455,21.0625825,Z,Z,0.792665064,15.4825735,30.4543629,1.44371846,22.596475,23.3200105,15.4975863,34.1741333,38.4202159,5076.39406,3361.75287,1718.24722,16.0599036,5040.06652,3323.2572,1701.2622,15.5779728,0.992843829,0.988548932,0.990114915,0.96999167
d4b700dfdb554506,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,dropBDFH,BDFH,ACEG,medium,1.17920008,12.898491,10.9383397,Y,Y,12.5406332,14.9080048,2.86023569,21.2542314,23.5545969,2.06549028,19.4806118,19.6323891,5.21215955,5172.09443,4323.30168,2377.32647,21.5345636,5172.09443,4264.8294,1667.85676,0.837250701,1,0.986475085,0.701568244,0.0388793901
da054d9035b0d65b,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,dropCDEF,CDEF,ABGH,critical,1.18219048,23.1687183,19.5981263,Z,Z,1.10074162,10.9196968,32.5239563,1.6414836,19.7522471,23.727363,10.9639082,34.3231812,29.5473121,4107.75228,5085.76549,1712.28188,17.5993384,3949.59206,5076.43016,1702.44284,17.1883071,0.961497137,0.99816442,0.994253842,0.976645073
