layout_id,capture_id,source_group,source_path,solver_version,solver_family,layout_variant,anchor_count,x_span_mm,y_span_mm,z_span_mm,bbox_area_m2,bbox_volume_m3,xy_hull_area_m2,xy_hull_coverage_ratio,centroid_x_mm,centroid_y_mm,centroid_z_mm,z_mean_mm,z_std_mm,z_min_mm,z_max_mm,lower_anchor_count,upper_anchor_count,layer_gap_mm,lower_layer_z_mean_mm,upper_layer_z_mean_mm,paired_vertical_gap_mean_mm,paired_vertical_gap_std_mm,paired_xy_offset_mean_mm,paired_xy_offset_max_mm,lower_ring_area_m2,upper_ring_area_m2,lower_ring_orientation,upper_ring_orientation,expected_layer_order_ok,expected_anchor_ids_ok,pair_count,pair_distance_min_mm,pair_distance_p05_mm,pair_distance_median_mm,pair_distance_mean_mm,pair_distance_std_mm,pair_distance_p95_mm,pair_distance_max_mm,nearest_neighbor_min_mm,nearest_neighbor_mean_mm,xy_pair_distance_min_mm,xy_pair_distance_median_mm,xy_pair_distance_mean_mm,min_centroid_angle_3d_deg,min_centroid_angle_xy_deg,anchor_delay_mean_mm,anchor_delay_std_mm,anchor_delay_span_mm,tag_delay_mm,stats_inter_rms_mm,stats_success,extra_split_align_rms_mm,risk_flag_count,risk_flags,eval_match,eval_source_path,eval_label,eval_meaning,eval_autopos_rms_mm,eval_autopos_p95_mm,eval_static_n,eval_static_median_mm,eval_static_p95_mm,eval_static_max_mm,eval_roto_n,eval_roto_deltaR_rms_mm,eval_roto_abs_deltaR_median_mm,eval_roto_abs_deltaR_p95_mm,eval_roto_turn_center_median_mm,eval_roto_turn_center_p95_mm
136815cfeded6aa0,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,outdoor_20260513/FULL-COMPARE-1000/v1-old/layout.json,v1-old,v1-old,default,8,3175.543935357307,4779.68678111293,1783.4087950984672,15.178105370670652,27.06876661098532,14.432717417843882,0.9508905799094585,1505.1134925861768,2320.746165527707,-694.275909884389,-694.275909884389,764.8391130990608,-1523.1296112460934,260.2791838523739,4,4,1518.6914116949647,65.06979596309347,-1453.6216157318713,1518.691411694965,70.476031178025,172.29576515836138,291.4700341143264,13.54628164771368,13.51821060605363,ccw,ccw,True,True,28,1428.372586208594,1520.8588604108577,4680.588002611267,4064.9207709045827,1417.2048279690623,5686.675149612769,5775.214082964115,1428.372586208594,1530.8270157036643,84.09701391745645,4580.4509887131535,3751.1087415278257,2.370463894824752,0.7604759361312006,0.0,0.0,0.0,0,,,,0,,True,outdoor_20260513/FULL-COMPARE-1000/tables/version_summary.csv,V1,early MDS baseline,64.2323233,143.919231,23,50.7460553,79.5185437,90.2365959,17,32.9181961,24.0515881,54.1502159,19.8374637,30.142928
70c3a0630e953979,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,outdoor_20260513/FULL-COMPARE-1000/v2/layout.json,v2,v2,default,8,3194.3916545796187,4765.224298823845,1796.2518998692299,15.221992732362905,27.34253336530248,14.569037633974952,0.9571044928303158,1523.965415234221,2310.404087505406,-732.5666345657745,-732.5666345657745,765.7196203557147,-1682.9124446779767,113.33945519125308,4,4,1521.8029967271755,28.33486379781327,-1493.4681329293621,1521.8029967271755,98.10171489754772,176.7490438915558,321.86089253783547,13.91954634275914,13.320127144403756,ccw,ccw,True,True,28,1435.2111102054596,1483.3310982308221,4677.2349393543755,4074.1372217203566,1417.5721108184198,5706.7584694927755,5785.1813615088895,1435.2111102054596,1533.8014495420339,103.18270907499297,4571.875083116197,3760.838748747177,1.9987456362359524,0.23938993786271112,0.0,0.0,0.0,0,,,,0,,True,outdoor_20260513/FULL-COMPARE-1000/tables/version_summary.csv,V2,IVW fusion no-delay,40.4289375,80.3576021,23,48.6518742,71.042493,77.4613816,17,32.7170014,23.8422832,50.7005465,19.7333142,28.1273342
92f2b5d9018df4df,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,outdoor_20260513/FULL-COMPARE-1000/v3-full/layout.json,v3-full,v3-full,default,8,3284.529163633531,5069.046667063817,1744.9581585004594,16.649431609790458,29.052561521899296,14.567518136360103,0.8749558830461146,1595.9708504373168,2208.964423257016,-805.0187928575908,-805.0187928575908,786.5040458569805,-1744.9581585004594,0.0,4,4,1556.472159320063,-26.782713197559378,-1583.2548725176223,1556.472159320063,152.16541657834435,213.25175200688955,420.2212903050549,13.428698559000074,14.058806430784223,ccw,ccw,True,True,28,1336.3742314776084,1584.6565481996402,4655.983046930005,4114.550750900233,1437.0525465647054,5791.599314393892,6108.303753450042,1336.3742314776084,1574.957015852041,136.50812926242187,4554.142486700137,3795.2300054420302,0.8237065411762217,0.21006746316464842,-18.375237195511886,84.35301823271483,316.35749527856797,0,,,,0,,True,outdoor_20260513/FULL-COMPARE-1000/tables/version_summary.csv,V3-full,Tukey + delay,66.4152128,182.57071,23,54.9440805,84.0680539,146.730909,17,31.2503321,26.7465719,48.3657104,21.3248532,30.6068817
4007f54f3d3bcdd3,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,outdoor_20260513/FULL-COMPARE-1000/v3-lite/layout.json,v3-lite,v3-lite,default,8,3195.159989325819,4764.545897626096,1802.2660066282378,15.223486419401372,27.43677207605372,14.563888178139377,0.9566723270156186,1523.0150651839638,2310.571417353458,-732.2384892390472,-732.2384892390472,766.5598648421417,-1684.8767553091764,117.38925131906142,4,4,1523.171604137625,29.347312829765354,-1493.8242913078598,1523.171604137625,98.03317656883745,176.815761471611,323.6892115407563,13.90921164579875,13.31924981553419,ccw,ccw,True,True,28,1437.1505743315051,1484.5890469192245,4676.4158774161415,4074.020843261628,1417.082951390841,5706.036046853073,5785.317803944033,1437.1505743315051,1535.2260877484632,102.41484306315682,4571.991296175232,3760.218427310842,2.0765453760833736,0.2557965263633264,0.0,0.0,0.0,0,,,,0,,True,outdoor_20260513/FULL-COMPARE-1000/tables/version_summary.csv,V3-lite,MAD/MVUE no-delay,40.8239542,82.0058953,23,48.6872979,70.9136691,77.1003926,17,32.7375318,23.7501855,50.7465741,19.7271775,28.1313539
5cfb884f33a3b279,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,outdoor_20260513/FULL-COMPARE-1000/v4-io/layout.json,v4-io,v4-io,default,8,3167.2485543331886,4775.802246356816,1744.356678663388,15.12615276055482,26.385405590356445,14.357924532782071,0.9492119218988655,1538.4472839734951,2291.929405433408,-735.378871426926,-735.378871426926,757.2194467832725,-1673.451606730163,70.90507193322514,4,4,1506.2102788204645,17.726267983306286,-1488.4840108371582,1506.2102788204645,100.14532825319719,162.29963212831018,265.99534657285443,13.605421928065185,13.403301487415812,ccw,ccw,True,True,28,1420.465485663933,1466.8146473722284,4674.752074175297,4057.9784106783877,1420.9547294134459,5694.854022945696,5777.964970948008,1420.465485663933,1515.9362731626034,79.74943557803769,4577.190371780043,3747.4393914197544,1.6200059748778983,0.040254908366904374,9.743217307509568,12.083782484968419,34.69060123878572,0,,,,0,,True,outdoor_20260513/FULL-COMPARE-1000/tables/version_summary.csv,V4-io,Huber bounded-delay inter-anchor,44.3361751,87.7498151,23,49.2483229,81.6471027,88.1939656,17,32.290314,23.5098232,50.5072355,20.6111879,28.9422552
21d850e593ebb432,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,outdoor_20260513/FULL-COMPARE-1000/v4-io-roto/layout.json,v4-io-roto,v4-io,default,8,3135.3393166645737,4785.988794831872,1702.6650844708518,15.005698837552467,25.549679478785436,14.461287244419465,0.9637196775020843,1528.2355481835327,2303.849324794605,-779.8211667589421,-779.8211667589421,763.8160591879831,-1702.6650844708518,0.0,4,4,1519.1774994301295,-20.23241704387735,-1539.4099164740069,1519.1774994301295,107.92394809684507,131.96629467832548,201.69686271010303,14.083743500653222,13.499341646716834,ccw,ccw,True,True,28,1436.6687835131777,1470.080717536447,4709.62185578404,4094.869829009656,1431.2768810479238,5722.97049159028,5796.290930177496,1436.6687835131777,1525.2943787792922,83.38245618054565,4626.589699824188,3778.265643504765,0.18578306756458574,0.1738389029495977,1.6362901799352598,12.349418776334293,42.08507303354472,0,,,,0,,True,outdoor_20260513/FULL-COMPARE-1000/tables/version_summary.csv,V4-io-roto,V4-io + RotoArm soft constraints,57.9149191,134.073263,23,48.0538537,71.8738237,81.1355181,17,29.8891195,24.8531937,45.3576453,18.025289,25.8968284
ce0b54400ac800cc,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,outdoor_20260513/FULL-COMPARE-1000/v4-io-td/layout.json,v4-io-td,v4-io,default,8,3167.2485543331886,4775.802246356816,1744.356678663388,15.12615276055482,26.385405590356445,14.357924532782071,0.9492119218988655,1538.4472839734951,2291.929405433408,-735.378871426926,-735.378871426926,757.2194467832725,-1673.451606730163,70.90507193322514,4,4,1506.2102788204645,17.726267983306286,-1488.4840108371582,1506.2102788204645,100.14532825319719,162.29963212831018,265.99534657285443,13.605421928065185,13.403301487415812,ccw,ccw,True,True,28,1420.465485663933,1466.8146473722284,4674.752074175297,4057.9784106783877,1420.9547294134459,5694.854022945696,5777.964970948008,1420.465485663933,1515.9362731626034,79.74943557803769,4577.190371780043,3747.4393914197544,1.6200059748778983,0.040254908366904374,9.743217307509568,12.083782484968419,34.69060123878572,3,,,,0,,True,outdoor_20260513/FULL-COMPARE-1000/tables/version_summary.csv,V4-io-td,V4-io + static common tag-delay scan,44.3361751,87.7498151,23,48.912242,82.8099768,89.4483745,17,31.6085779,22.8188067,49.143585,19.9742855,28.3438131
2b2f48a609fa2cd5,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,outdoor_20260513/FULL-COMPARE-1000/v4-io-wand/layout.json,v4-io-wand,v4-io,default,8,3137.865781764918,4789.530588531017,1784.2237147849132,15.02890414446787,26.814927181788843,14.405697150335127,0.9585327720409912,1532.1459664404813,2304.1305349248064,-716.8956311281291,-716.8956311281291,757.2189611534219,-1642.1441739106115,142.07954087430173,4,4,1504.831032693409,35.51988521857543,-1469.3111474748337,1504.8310326934093,85.13328446018757,174.98306883160438,294.2259343791554,13.555295043005872,13.488389122556475,ccw,ccw,True,True,28,1430.961911156482,1471.9761398574508,4692.629186266295,4061.2537563210253,1422.8644571859743,5677.2377342135205,5795.946791617828,1430.961911156482,1516.3292323276523,91.68887041889803,4575.971542914967,3752.2986839766713,1.8844049217069596,0.35869394341312955,9.568220966167985,20.50182330475271,69.78938574289,0,,,,0,,True,outdoor_20260513/FULL-COMPARE-1000/tables/version_summary.csv,V4-io-wand,V4-io + W01-W04 wand soft constraints,44.2393043,87.6019002,23,48.5761763,77.3012852,83.5192447,17,31.672377,21.4386703,49.7562002,19.11762,28.6258351
fff6325ba01f2d73,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,outdoor_20260513/FULL-COMPARE-1000/v5/layout.json,v5,v5,default,8,3167.2485543331886,4775.802246356816,1744.356678663388,15.12615276055482,26.385405590356445,14.357924532782071,0.9492119218988655,1538.4472839734951,2291.929405433408,-735.378871426926,-735.378871426926,757.2194467832725,-1673.451606730163,70.90507193322514,4,4,1506.2102788204645,17.726267983306286,-1488.4840108371582,1506.2102788204645,100.14532825319719,162.29963212831018,265.99534657285443,13.605421928065185,13.403301487415812,ccw,ccw,True,True,28,1420.465485663933,1466.8146473722284,4674.752074175297,4057.9784106783877,1420.9547294134459,5694.854022945696,5777.964970948008,1420.465485663933,1515.9362731626034,79.74943557803769,4577.190371780043,3747.4393914197544,1.6200059748778983,0.040254908366904374,9.743217307509568,12.083782484968419,34.69060123878572,0,,,,0,,True,outdoor_20260513/FULL-COMPARE-1000/tables/version_summary.csv,V5,V4-io diagnostics,44.3361751,87.7498151,23,49.2483229,81.6471027,88.1939656,17,32.290314,23.5098232,50.5072355,20.6111879,28.9422552
c46f703d261789cb,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,outdoor_20260513/FULL-COMPARE-500/v1-old/layout.json,v1-old,v1-old,default,8,3179.627441332593,4779.829084631527,1791.1338424345508,15.198075722374051,27.221787766227095,14.43715222088594,0.9499329049684949,1501.9313189812012,2323.0081257298907,-694.1275946905396,-694.1275946905396,763.985418234812,-1534.2435338618218,256.89030857272905,4,4,1516.7003436674438,64.22257714318226,-1452.4777665242616,1516.7003436674438,65.97663311667371,171.96096977511547,292.3576403455725,13.541508114462555,13.533594822636655,ccw,ccw,True,True,28,1429.6240601477846,1520.1457749879064,4683.6751941585135,4065.59855118562,1418.6152185308001,5688.173717577321,5778.554450306572,1429.6240601477846,1528.9693516371879,76.64741939419041,4583.921212510182,3752.2255962268673,2.5258912246303566,0.8353840622203563,0.0,0.0,0.0,0,,,,0,,True,outdoor_20260513/FULL-COMPARE-500/tables/version_summary.csv,V1,early MDS baseline,63.2725663,143.744238,23,50.3252458,76.0941483,108.93067,17,33.5501782,24.5646138,55.3128115,19.8711179,32.5486748
b8d7b47c1daf30d4,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,outdoor_20260513/FULL-COMPARE-500/v2/layout.json,v2,v2,default,8,3196.719868339218,4765.230673838486,1801.0800360417404,15.233107572278968,27.43604593530791,14.580190840569491,0.9571383101831666,1524.2174101956034,2313.540897684216,-732.1066931255054,-732.1066931255054,766.1736947655623,-1684.732759059334,116.34727698240641,4,4,1522.3870247422142,29.086819245601603,-1493.3002054966125,1522.3870247422142,98.21061532640839,176.46276905771072,323.68755533201204,13.934236855897387,13.326175721843617,ccw,ccw,True,True,28,1436.614513743949,1483.5326240065792,4680.588509902425,4076.0065934939703,1418.4906912460963,5708.710597334843,5789.439961012022,1436.614513743949,1534.4176329341967,102.49572575258047,4576.149307978354,3762.4514280125513,2.0953142341579962,0.26758488491233834,0.0,0.0,0.0,0,,,,0,,True,outdoor_20260513/FULL-COMPARE-500/tables/version_summary.csv,V2,IVW fusion no-delay,40.5636654,80.4547277,23,48.3048309,71.9501513,83.0392821,17,32.9845717,24.4500443,51.1028183,19.5961914,29.9711444
8a83c9a6e6976cc7,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,outdoor_20260513/FULL-COMPARE-500/v3-full/layout.json,v3-full,v3-full,default,8,3269.4527851515486,5009.004103996811,1749.8521747952404,16.376702418647913,28.656808343245523,14.54462836843089,0.8881292458406727,1560.3165841315622,2233.791637130627,-796.7901610437959,-796.7901610437959,783.4485027083396,-1749.8521747952404,0.0,4,4,1551.6381155076645,-20.971103289963736,-1572.6092187976283,1551.6381155076645,150.1469246878427,196.47415027729036,353.49733723300295,13.321750121749814,14.144081609807618,ccw,ccw,True,True,28,1338.6280384827048,1568.4255768846156,4657.0920094901085,4108.944368479182,1435.767028718406,5782.345483167227,6070.4427202255565,1338.6280384827048,1566.480411705125,103.35737878873282,4574.224687647165,3789.307385883632,1.3565099221781338,0.27843195227471834,-14.291542604893351,73.86868285942505,274.9956810031265,0,,,,0,,True,outdoor_20260513/FULL-COMPARE-500/tables/version_summary.csv,V3-full,Tukey + delay,61.8447573,178.314527,23,55.7680122,90.7729366,213.825851,17,31.9708247,27.9460226,50.0330103,21.1132198,30.3163025
