layout_id,capture_id,source_group,source_path,solver_version,solver_family,layout_variant,anchor_count,x_span_mm,y_span_mm,z_span_mm,bbox_area_m2,bbox_volume_m3,xy_hull_area_m2,xy_hull_coverage_ratio,centroid_x_mm,centroid_y_mm,centroid_z_mm,z_mean_mm,z_std_mm,z_min_mm,z_max_mm,lower_anchor_count,upper_anchor_count,layer_gap_mm,lower_layer_z_mean_mm,upper_layer_z_mean_mm,paired_vertical_gap_mean_mm,paired_vertical_gap_std_mm,paired_xy_offset_mean_mm,paired_xy_offset_max_mm,lower_ring_area_m2,upper_ring_area_m2,lower_ring_orientation,upper_ring_orientation,expected_layer_order_ok,expected_anchor_ids_ok,pair_count,pair_distance_min_mm,pair_distance_p05_mm,pair_distance_median_mm,pair_distance_mean_mm,pair_distance_std_mm,pair_distance_p95_mm,pair_distance_max_mm,nearest_neighbor_min_mm,nearest_neighbor_mean_mm,xy_pair_distance_min_mm,xy_pair_distance_median_mm,xy_pair_distance_mean_mm,min_centroid_angle_3d_deg,min_centroid_angle_xy_deg,anchor_delay_mean_mm,anchor_delay_std_mm,anchor_delay_span_mm,tag_delay_mm,stats_inter_rms_mm,stats_success,extra_split_align_rms_mm,risk_flag_count,risk_flags,eval_match,eval_source_path,eval_label,eval_meaning,eval_autopos_rms_mm,eval_autopos_p95_mm,eval_static_n,eval_static_median_mm,eval_static_p95_mm,eval_static_max_mm,eval_roto_n,eval_roto_deltaR_rms_mm,eval_roto_abs_deltaR_median_mm,eval_roto_abs_deltaR_p95_mm,eval_roto_turn_center_median_mm,eval_roto_turn_center_p95_mm
b952c7b1e8e1266a,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,v1-old,v1-old,default,8,2938.951532066157,2433.2567479838626,1600.5053741951504,7.151223647397488,11.445571879731125,6.885460147937502,0.9628366399145265,1501.3148483865064,1122.136037845147,-758.4395621739178,-758.4395621739178,726.5256606387944,-1600.5053741951504,0.0,4,4,1447.2307529676057,-34.824185690114874,-1482.0549386577206,1447.230752967606,13.81177183495626,137.5920600009008,213.11126301827167,6.449981140949921,6.421566726348677,ccw,ccw,True,True,28,1427.1989020765866,1456.9362551567708,2832.9818964319575,2853.9805034999995,769.5637662757,3887.929406405514,4012.3844396181266,1427.1989020765866,1454.7883983396587,77.00321495610198,2773.778600253389,2514.290826662138,3.7594413350593356,1.4432240907310643,0.0,0.0,0.0,0,,,,0,,True,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/version_summary.csv,V1,"simple bidirectional mean, no delay",85.2463578,182.220761,24,62.9084846,94.6402388,108.526939,17,42.897354,40.2505582,59.878135,18.0894744,33.3115296
0752b3202614dca0,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,v2,v2,default,8,2925.517383085248,2462.9060620690902,1660.8950796778813,7.205274497489159,11.967204960608264,7.018694024366422,0.9741050152651706,1487.4498328484449,1149.0675208383361,-792.3783461765993,-792.3783461765993,775.7706252514336,-1660.8950796778813,0.0,4,4,1548.690019600357,-18.03333637642088,-1566.7233559767778,1548.690019600357,31.988698939227945,132.30586083989863,193.6417664574914,6.669509122427864,6.467576044304819,ccw,ccw,True,True,28,1511.106404955032,1554.8795801099163,2859.09147583884,2909.967233970969,759.3556743475004,3962.403414052951,4048.385002015982,1511.106404955032,1555.4560744612934,72.14255709729476,2779.138021045751,2537.1152046404436,3.198153524653378,1.20268992147939,0.0,0.0,0.0,0,,,,0,,True,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/version_summary.csv,V2,"weighted/IVW pair fusion, no delay",52.3579327,87.2360619,24,61.7237675,89.0684618,116.089138,17,28.8014103,29.0183923,39.8498037,14.9863684,25.9622242
db81b403f22247cb,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,v3-full,v3-full,default,8,3063.950997400314,2507.8092540528373,1536.1459759287377,7.683804665244929,11.80344561633846,6.876708339413674,0.8949613686196527,1542.465898762055,1088.7330710985368,-750.1227283784262,-750.1227283784262,716.4423709404053,-1536.1459759287377,0.0,4,4,1426.776935845336,-36.73426045575809,-1463.5111963010943,1426.776935845336,128.15399868548369,195.74615736428524,290.9071861878303,6.303124646974374,6.200374421055178,ccw,ccw,True,True,28,1226.3590564140059,1493.3770191636977,2808.5138265872456,2819.8241707641646,770.1377622917191,3901.529114462585,3976.015126965889,1226.3590564140059,1441.7696629633258,106.53474811839232,2738.4047038195777,2492.537443775218,2.652660578756553,0.20485038464747163,39.460575694003694,32.401777238657274,102.37655409938657,0,,,,0,,True,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/version_summary.csv,V3-full,robust pair fusion plus per-anchor delay,102.496576,258.594899,24,64.302445,95.0862748,97.1804029,17,36.1349925,34.9907062,52.2513083,17.119536,30.0940646
a06d00f4a02fdc1a,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,v3-lite,v3-lite,default,8,2925.363243263414,2463.273370441501,1663.0224112736619,7.20596937599915,11.983688567238271,7.0170906859770135,0.9737885799721502,1487.6344446493156,1148.280964599657,-793.4521406251955,-793.4521406251955,776.2716497095824,-1663.0224112736619,0.0,4,4,1549.6100434921964,-18.647118879097356,-1568.2571623712938,1549.6100434921964,31.867022389148286,132.63282937885862,195.14347058891332,6.666593924718169,6.465307598619734,ccw,ccw,True,True,28,1511.6900764802215,1556.7964702070442,2859.291799526251,2909.8623111055317,759.0078508489582,3961.9899336498565,4049.2387817413573,1511.6900764802215,1556.4451570902008,71.80048698955807,2778.3125227224905,2536.6718815237014,3.202898286473669,1.223536559191757,0.0,0.0,0.0,0,,,,0,,True,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/version_summary.csv,V3-lite,"MAD/MVUE robust pair fusion, no delay",52.2910968,87.9097566,24,61.9293794,89.4462916,116.045515,17,28.8488528,29.0642599,39.9380231,15.1186527,25.950374
48d29ef0f4d28d2d,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,v4-io,v4-io,default,8,2930.2967347254485,2425.9427379710537,1559.3255085600276,7.108732083707493,11.084827271644171,6.842037866376333,0.9624835745403323,1504.3618656965912,1130.3078894891332,-762.071368410583,-762.071368410583,754.3821511785379,-1559.3255085600276,0.0,4,4,1507.9867002706842,-8.078018275240934,-1516.0647185459252,1507.9867002706842,21.771381035969423,168.47515967701617,207.0384272689506,6.324616269839244,6.289453435608732,ccw,ccw,True,True,28,1497.6301651820372,1513.9069807003139,2812.1331143372436,2848.653564754316,746.7737608754785,3864.145955830601,4017.1480015328466,1497.6301651820372,1518.369916507307,75.88118398108428,2709.266414109159,2492.1100962835444,3.3887830256205405,0.6400987400161,34.411330475903924,18.08653588587788,59.999999999999986,0,,,,0,,True,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/version_summary.csv,V4-io,current production inter-anchor solver,48.1687588,108.788461,24,58.6032434,88.198864,114.914913,17,32.4289974,33.3285384,42.5838675,14.3144919,25.6142681
554f4e554b20b5b2,outdoor_20260513,outdoor_20260513/FULL-COMPARE,outdoor_20260513/FULL-COMPARE/v1/layout.json,v1,v1,default,8,3175.543935357307,4779.68678111293,1783.4087950984672,15.178105370670652,27.06876661098532,14.432717417843882,0.9508905799094585,1505.1134925861768,2320.746165527707,-694.275909884389,-694.275909884389,764.8391130990608,-1523.1296112460934,260.2791838523739,4,4,1518.6914116949647,65.06979596309347,-1453.6216157318713,1518.691411694965,70.476031178025,172.29576515836138,291.4700341143264,13.54628164771368,13.51821060605363,ccw,ccw,True,True,28,1428.372586208594,1520.8588604108577,4680.588002611267,4064.9207709045827,1417.2048279690623,5686.675149612769,5775.214082964115,1428.372586208594,1530.8270157036643,84.09701391745645,4580.4509887131535,3751.1087415278257,2.370463894824752,0.7604759361312006,0.0,0.0,0.0,,64.2323233,True,,0,,False,,,,,,,,,,,,,,,
062a9b97a6d2468b,outdoor_20260513,outdoor_20260513/FULL-COMPARE,outdoor_20260513/FULL-COMPARE/v2/layout.json,v2,v2,default,8,3194.3916545796187,4765.224298823845,1796.2518998692299,15.221992732362905,27.34253336530248,14.569037633974952,0.9571044928303158,1523.965415234221,2310.404087505406,-732.5666345657745,-732.5666345657745,765.7196203557147,-1682.9124446779767,113.33945519125308,4,4,1521.8029967271755,28.33486379781327,-1493.4681329293621,1521.8029967271755,98.10171489754772,176.7490438915558,321.86089253783547,13.91954634275914,13.320127144403756,ccw,ccw,True,True,28,1435.2111102054596,1483.3310982308221,4677.2349393543755,4074.1372217203566,1417.5721108184198,5706.7584694927755,5785.1813615088895,1435.2111102054596,1533.8014495420339,103.18270907499297,4571.875083116197,3760.838748747177,1.9987456362359524,0.23938993786271112,0.0,0.0,0.0,,40.4289375,True,,0,,False,,,,,,,,,,,,,,,
6b6a0714d7d56ce0,outdoor_20260513,outdoor_20260513/FULL-COMPARE,outdoor_20260513/FULL-COMPARE/v3full/layout.json,v3-full,v3-full,default,8,3284.529163633531,5069.046667063817,1744.9581585004594,16.649431609790458,29.052561521899296,14.567518136360103,0.8749558830461146,1595.9708504373168,2208.964423257016,-805.0187928575908,-805.0187928575908,786.5040458569805,-1744.9581585004594,0.0,4,4,1556.472159320063,-26.782713197559378,-1583.2548725176223,1556.472159320063,152.16541657834435,213.25175200688955,420.2212903050549,13.428698559000074,14.058806430784223,ccw,ccw,True,True,28,1336.3742314776084,1584.6565481996402,4655.983046930005,4114.550750900233,1437.0525465647054,5791.599314393892,6108.303753450042,1336.3742314776084,1574.957015852041,136.50812926242187,4554.142486700137,3795.2300054420302,0.8237065411762217,0.21006746316464842,-18.375237195511886,84.35301823271483,316.35749527856797,,66.4152128,False,,0,,False,,,,,,,,,,,,,,,
a46dcba7a6dc6a8d,outdoor_20260513,outdoor_20260513/FULL-COMPARE,outdoor_20260513/FULL-COMPARE/v3lite/layout.json,v3-lite,v3-lite,default,8,3195.159989325819,4764.545897626096,1802.2660066282378,15.223486419401372,27.43677207605372,14.563888178139377,0.9566723270156186,1523.0150651839638,2310.571417353458,-732.2384892390472,-732.2384892390472,766.5598648421417,-1684.8767553091764,117.38925131906142,4,4,1523.171604137625,29.347312829765354,-1493.8242913078598,1523.171604137625,98.03317656883745,176.815761471611,323.6892115407563,13.90921164579875,13.31924981553419,ccw,ccw,True,True,28,1437.1505743315051,1484.5890469192245,4676.4158774161415,4074.020843261628,1417.082951390841,5706.036046853073,5785.317803944033,1437.1505743315051,1535.2260877484632,102.41484306315682,4571.991296175232,3760.218427310842,2.0765453760833736,0.2557965263633264,0.0,0.0,0.0,,40.8239542,True,,0,,False,,,,,,,,,,,,,,,
10ae58e5b7260ee2,outdoor_20260513,outdoor_20260513/FULL-COMPARE,outdoor_20260513/FULL-COMPARE/v4/layout.json,v4,v4,default,8,3167.2485543331886,4775.802246356816,1744.356678663388,15.12615276055482,26.385405590356445,14.357924532782071,0.9492119218988655,1538.4472839734951,2291.929405433408,-735.378871426926,-735.378871426926,757.2194467832725,-1673.451606730163,70.90507193322514,4,4,1506.2102788204645,17.726267983306286,-1488.4840108371582,1506.2102788204645,100.14532825319719,162.29963212831018,265.99534657285443,13.605421928065185,13.403301487415812,ccw,ccw,True,True,28,1420.465485663933,1466.8146473722284,4674.752074175297,4057.9784106783877,1420.9547294134459,5694.854022945696,5777.964970948008,1420.465485663933,1515.9362731626034,79.74943557803769,4577.190371780043,3747.4393914197544,1.6200059748778983,0.040254908366904374,9.743217307509568,12.083782484968419,34.69060123878572,,44.3361751,True,,0,,False,,,,,,,,,,,,,,,
