layout_id,capture_id,source_group,solver_version,layout_variant,source_path,all8_score,all8_xdop_p95,all8_ydop_p95,all8_vdop_p95,all8_gdop_p95,drop1_mask_count,drop1_worst_score_mask,drop1_worst_score_dropped,drop1_worst_score,drop1_worst_score_vdop_p95,drop1_worst_score_gdop_p95,drop1_worst_vdop_mask,drop1_worst_vdop_dropped,drop1_worst_vdop_p95,drop1_score_ratio_vs_all8,drop1_vdop_ratio_vs_all8,drop2_mask_count,drop2_worst_score_mask,drop2_worst_score_dropped,drop2_worst_score,drop2_worst_score_vdop_p95,drop2_worst_score_gdop_p95,drop2_worst_vdop_mask,drop2_worst_vdop_dropped,drop2_worst_vdop_p95,drop2_score_ratio_vs_all8,drop2_vdop_ratio_vs_all8,drop3_mask_count,drop3_worst_score_mask,drop3_worst_score_dropped,drop3_worst_score,drop3_worst_score_vdop_p95,drop3_worst_score_gdop_p95,drop3_worst_vdop_mask,drop3_worst_vdop_dropped,drop3_worst_vdop_p95,drop3_score_ratio_vs_all8,drop3_vdop_ratio_vs_all8,drop4_mask_count,drop4_worst_score_mask,drop4_worst_score_dropped,drop4_worst_score,drop4_worst_score_vdop_p95,drop4_worst_score_gdop_p95,drop4_worst_vdop_mask,drop4_worst_vdop_dropped,drop4_worst_vdop_p95,drop4_score_ratio_vs_all8,drop4_vdop_ratio_vs_all8
5484092f61ff25fc,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,1.00312297,0.693391383,0.574575782,1.07820141,1.34223664,8,dropD,D,1.31258099,1.47363591,1.72610903,dropD,D,1.47363591,1.3084946,1.36675383,28,dropCD,CD,1.85724237,2.20320439,2.43258095,dropCD,CD,2.20320439,1.85146031,2.04340708,56,dropADF,ADF,2.68744393,2.87571454,3.37355423,dropEGH,EGH,3.03244281,2.67907725,2.81250125,70,dropCDEF,CDEF,16.6028029,21.8601856,23.6309509,dropCDEF,CDEF,21.8601856,16.5511143,20.2746773
554f4e554b20b5b2,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v1,default,outdoor_20260513/FULL-COMPARE/v1/layout.json,1.14239013,0.705303907,0.545490384,1.29106343,1.52376091,8,dropD,D,1.43522703,1.66381884,1.87380934,dropD,D,1.66381884,1.25633704,1.28871967,28,dropGH,GH,2.08752127,2.52141476,2.72809911,dropGH,GH,2.52141476,1.82732782,1.95297512,56,dropADG,ADG,3.18092997,3.53570294,3.94269085,dropADG,ADG,3.53570294,2.78445155,2.73859739,70,dropCDEF,CDEF,17.8781821,25.1660538,26.3598976,dropCDEF,CDEF,25.1660538,15.6498044,19.4924999
5bf668bcf4c8a159,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-td,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io-td/layout_last500_aligned.json,1.14884934,0.704737842,0.544703484,1.30140686,1.53232098,8,dropG,G,1.43677562,1.66671085,1.87978899,dropG,G,1.66671085,1.25062144,1.2806993,28,dropCD,CD,2.12575559,2.56985331,2.77203369,dropCD,CD,2.56985331,1.85033452,1.97467325,56,dropADG,ADG,3.14925455,3.47814012,3.89830995,dropADG,ADG,3.47814012,2.74122502,2.67260011,70,dropABGH,ABGH,20.4797285,28.8982353,30.3398876,dropABGH,ABGH,28.8982353,17.8262961,22.2053811
5cfb884f33a3b279,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v4-io,default,outdoor_20260513/FULL-COMPARE-1000/v4-io/layout.json,1.14930654,0.705071867,0.544788599,1.3018744,1.53275955,8,dropG,G,1.43866984,1.66920149,1.88189185,dropG,G,1.66920149,1.25177208,1.28215248,28,dropCD,CD,2.12399466,2.56709576,2.77013707,dropCD,CD,2.56709576,1.84806628,1.97184595,56,dropADG,ADG,3.15806354,3.48762894,3.90768719,dropADG,ADG,3.48762894,2.74779916,2.67892889,70,dropABGH,ABGH,20.4098492,28.8115444,30.2466564,dropABGH,ABGH,28.8115444,17.7584034,22.1308172
60199a8d9263348f,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-td,first500,outdoor_20260513/FULL-COMPARE-500+500/v4-io-td/layout_first500.json,1.1497744,0.705650449,0.544778526,1.30225003,1.5332309,8,dropG,G,1.44185785,1.67389238,1.88585258,dropG,G,1.67389238,1.25403544,1.28538479,28,dropCD,CD,2.12272613,2.56545806,2.76845288,dropCD,CD,2.56545806,1.84621099,1.97001958,56,dropADG,ADG,3.16448342,3.49984717,3.9160521,dropADG,ADG,3.49984717,2.75226464,2.68753856,70,dropABGH,ABGH,20.1626479,28.4334602,29.8530579,dropABGH,ABGH,28.4334602,17.5361774,21.8341022
60af45be2893ac48,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,1.18682597,0.676020265,0.551997364,1.37532055,1.58497667,8,dropG,G,1.53446453,1.82208467,2.01253748,dropG,G,1.82208467,1.29291452,1.32484363,28,dropCD,CD,2.1784654,2.65521908,2.83819485,dropCD,CD,2.65521908,1.83553904,1.93061834,56,dropADG,ADG,3.44056879,3.88063669,4.24166012,dropADG,ADG,3.88063669,2.89896655,2.82162343,70,dropBCEH,BCEH,21.2387984,27.2143707,30.1581879,dropCDEF,CDEF,28.3370399,17.8954615,20.6039529
6b01d25e57bd2355,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,1.16259003,0.585199833,0.633885562,1.36095595,1.55879521,8,dropC,C,1.49114784,1.79536736,1.98446012,dropH,H,1.80883145,1.28260849,1.3290889,28,dropAD,AD,2.11646343,2.55031633,2.78073072,dropEH,EH,2.58814645,1.82047272,1.90171214,56,dropADF,ADF,3.20971911,3.65884185,4.0318265,dropABH,ABH,3.86286139,2.76083488,2.83834417,70,dropBDFH,BDFH,11.4080753,2.76307774,17.0114632,dropABGH,ABGH,13.9979544,9.81263817,10.2853839
6b676497df3bfb40,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v3-full,us_height,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout_us_height.json,1.06869904,0.682544172,0.572634578,1.19001544,1.42991447,8,dropE,E,1.34576047,1.5545212,1.76847112,dropE,E,1.5545212,1.25925113,1.30630339,28,dropGH,GH,1.8964849,2.26554632,2.48655033,dropCD,CD,2.28760028,1.77457341,1.92232823,56,dropBCE,BCE,2.89936938,3.27582073,3.64353204,dropBCE,BCE,3.27582073,2.7129896,2.75275481,70,dropADFG,ADFG,16.9651888,19.7447548,23.1921864,dropADFG,ADFG,19.7447548,15.8746178,16.5920156
6b6a0714d7d56ce0,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v3-full,default,outdoor_20260513/FULL-COMPARE/v3full/layout.json,1.136178,0.709590614,0.550314367,1.27742326,1.5143255,8,dropA,A,1.42617422,1.63268542,1.8653003,dropG,G,1.6333636,1.25523837,1.27863931,28,dropGH,GH,2.06769753,2.50137281,2.69236827,dropGH,GH,2.50137281,1.81987112,1.9581394,56,dropADG,ADG,3.3676455,3.58284068,4.09228563,dropADG,ADG,3.58284068,2.96401224,2.80474044,70,dropADFG,ADFG,20.0069849,24.4760399,27.9077549,dropABGH,ABGH,28.6086483,17.6090233,22.3955906
6cd2e6cef6adf989,28052026_Erlangen_Smoke,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check,v1-old,default,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,0.939314559,0.575678229,0.679744124,0.97751081,1.26300943,8,dropG,G,1.16488953,1.25776482,1.52862048,dropH,H,1.27246249,1.24014849,1.30173751,28,dropBC,BC,1.58178186,1.85468519,2.1010654,dropBC,BC,1.85468519,1.6839746,1.89735517,56,dropCDF,CDF,2.44526968,2.47188854,3.07902837,dropAGH,AGH,2.59251976,2.60324899,2.6521648,70,dropBCEH,BCEH,15.9745827,20.3517265,22.4124966,dropBCEH,BCEH,20.3517265,17.006638,20.8199503
6d4f1bbc4dda2c76,Outdoor_LOS_3,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,1.06332068,0.676729918,0.567852676,1.18531227,1.42510295,8,dropE,E,1.33071122,1.52252078,1.74764216,dropE,E,1.52252078,1.25146745,1.28448918,28,dropAB,AB,1.84585877,2.22266841,2.43220043,dropAB,AB,2.22266841,1.735938,1.8751754,56,dropBCE,BCE,3.07603993,3.34733033,3.80374622,dropBCE,BCE,3.34733033,2.89286194,2.82400715,70,dropADFG,ADFG,18.5002887,22.5177307,25.7038307,dropABGH,ABGH,23.6088982,17.3985977,19.9178721
70c3a0630e953979,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v2,default,outdoor_20260513/FULL-COMPARE-1000/v2/layout.json,1.14148369,0.703120589,0.545390606,1.29143369,1.52304912,8,dropG,G,1.4399068,1.67564833,1.88654315,dropG,G,1.67564833,1.26143441,1.29751016,28,dropCD,CD,2.10664554,2.54530597,2.74856925,dropCD,CD,2.54530597,1.84553276,1.97091495,56,dropADG,ADG,3.15237241,3.50151777,3.90876794,dropADG,ADG,3.50151777,2.76164472,2.71134151,70,dropABGH,ABGH,19.4927523,27.3150692,28.738905,dropABGH,ABGH,27.3150692,17.0766805,21.1509653
71be847711797af2,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v4,default,outdoor_v4_20260504/FULL-COMPARE/v4/layout.json,1.09641711,0.549425662,0.697298586,1.22531044,1.4650898,8,dropB,B,1.36936436,1.54914057,1.80479634,dropF,F,1.56758475,1.24894472,1.27933681,28,dropBC,BC,1.98351524,2.38943553,2.60932517,dropBC,BC,2.38943553,1.80908819,1.95006543,56,dropABH,ABH,3.12444625,3.34719348,3.84873176,dropABH,ABH,3.34719348,2.84968761,2.73171057,70,dropCDEF,CDEF,20.1979625,25.4436188,28.4520397,dropADFG,ADFG,26.2936096,18.421787,21.458733
76f5afe080a70214,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v5,default,outdoor_20260513/FULL-COMPARE-500/v5/layout.json,1.1497744,0.705650449,0.544778526,1.30225003,1.5332309,8,dropG,G,1.44185785,1.67389238,1.88585258,dropG,G,1.67389238,1.25403544,1.28538479,28,dropCD,CD,2.12272613,2.56545806,2.76845288,dropCD,CD,2.56545806,1.84621099,1.97001958,56,dropADG,ADG,3.16448342,3.49984717,3.9160521,dropADG,ADG,3.49984717,2.75226464,2.68753856,70,dropABGH,ABGH,20.1626479,28.4334602,29.8530579,dropABGH,ABGH,28.4334602,17.5361774,21.8341022
83427cf136699830,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,1.11945456,0.58174634,0.627883196,1.30108452,1.5041337,8,dropH,H,1.43137395,1.72332954,1.90139651,dropH,H,1.72332954,1.27863515,1.32453312,28,dropAD,AD,2.03062227,2.46274281,2.68203783,dropEH,EH,2.48387456,1.81393899,1.9090801,56,dropABH,ABH,3.38356627,3.95033598,4.23602676,dropABH,ABH,3.95033598,3.02251328,3.03618706,70,dropADFG,ADFG,12.9837292,16.4947014,18.0276642,dropABGH,ABGH,16.8767662,11.5982637,12.9713066
891e606dde9b7a57,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v4-io-td,default,outdoor_20260513/FULL-COMPARE-500/v4-io-td/layout.json,1.1497744,0.705650449,0.544778526,1.30225003,1.5332309,8,dropG,G,1.44185785,1.67389238,1.88585258,dropG,G,1.67389238,1.25403544,1.28538479,28,dropCD,CD,2.12272613,2.56545806,2.76845288,dropCD,CD,2.56545806,1.84621099,1.97001958,56,dropADG,ADG,3.16448342,3.49984717,3.9160521,dropADG,ADG,3.49984717,2.75226464,2.68753856,70,dropABGH,ABGH,20.1626479,28.4334602,29.8530579,dropABGH,ABGH,28.4334602,17.5361774,21.8341022
8a83c9a6e6976cc7,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v3-full,default,outdoor_20260513/FULL-COMPARE-500/v3-full/layout.json,1.1378867,0.70950067,0.549803555,1.28027618,1.51640737,8,dropG,G,1.42890036,1.64003694,1.86288321,dropG,G,1.64003694,1.25574924,1.28100246,28,dropGH,GH,2.05522096,2.48437572,2.67676711,dropGH,GH,2.48437572,1.80617364,1.94049984,56,dropADG,ADG,3.2990449,3.54279494,4.02882671,dropADG,ADG,3.54279494,2.89927363,2.76721148,70,dropABGH,ABGH,19.8143219,28.2736225,29.5285759,dropABGH,ABGH,28.2736225,17.4132643,22.0840026
90ad2c644e87038c,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-roto,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io-roto/layout_last500_aligned.json,1.14923352,0.701169372,0.543878376,1.3038888,1.53404903,8,dropC,C,1.43056375,1.6438868,1.87618613,dropG,G,1.64787519,1.24479814,1.26381574,28,dropCD,CD,2.1181017,2.55684328,2.76320386,dropCD,CD,2.55684328,1.84305597,1.96093661,56,dropADG,ADG,3.08733733,3.35556531,3.81431913,dropADG,ADG,3.35556531,2.68643167,2.57350574,70,dropADFG,ADFG,22.5288705,28.5058842,31.8917561,dropADFG,ADFG,28.5058842,19.6033879,21.862205
922a7045c2bcb065,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v2,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,1.17631034,0.700521529,0.557274103,1.34374285,1.56324649,8,dropD,D,1.5062639,1.77739167,1.95782804,dropD,D,1.77739167,1.28049873,1.32271712,28,dropGH,GH,2.12984124,2.54388309,2.7746706,dropCD,CD,2.57041311,1.81061168,1.91287575,56,dropADG,ADG,3.20901822,3.7486093,4.04030657,dropADG,ADG,3.7486093,2.72803708,2.78967758,70,dropBCEH,BCEH,14.5490674,17.3567791,19.8751335,dropBCEH,BCEH,17.3567791,12.368392,12.9167415
92f2b5d9018df4df,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v3-full,default,outdoor_20260513/FULL-COMPARE-1000/v3-full/layout.json,1.136178,0.709590614,0.550314367,1.27742326,1.5143255,8,dropA,A,1.42617422,1.63268542,1.8653003,dropG,G,1.6333636,1.25523837,1.27863931,28,dropGH,GH,2.06769753,2.50137281,2.69236827,dropGH,GH,2.50137281,1.81987112,1.9581394,56,dropADG,ADG,3.3676455,3.58284068,4.09228563,dropADG,ADG,3.58284068,2.96401224,2.80474044,70,dropADFG,ADFG,20.0069849,24.4760399,27.9077549,dropABGH,ABGH,28.6086483,17.6090233,22.3955906
959530dd2fe8fe5a,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-lite,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout_us_height.json,1.17381227,0.696041465,0.55745697,1.34285676,1.56113338,8,dropD,D,1.51045164,1.7625699,1.96948302,dropD,D,1.7625699,1.28679149,1.31255243,28,dropDG,DG,2.15263386,2.44124913,2.75116563,dropCD,CD,2.60085678,1.83388257,1.93680879,56,dropADG,ADG,3.32718859,3.6127758,4.07873535,dropCDE,CDE,3.73670244,2.83451509,2.78265155,70,dropBCEH,BCEH,14.0915009,18.4846268,19.913559,dropBCEH,BCEH,18.4846268,12.0049017,13.7651515
962c234ac912e5c4,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v5,consensus,outdoor_20260513/FULL-COMPARE-500+500/v5/layout_consensus.json,1.14932485,0.705197036,0.544742465,1.30185568,1.53277981,8,dropG,G,1.43931205,1.67025495,1.88283193,dropG,G,1.67025495,1.25231091,1.28298011,28,dropCD,CD,2.1242555,2.56763363,2.7702136,dropCD,CD,2.56763363,1.84826379,1.97228746,56,dropADG,ADG,3.15681597,3.4883647,3.90733886,dropADG,ADG,3.4883647,2.7466699,2.67953257,70,dropABGH,ABGH,20.3037158,28.6389294,30.0662613,dropABGH,ABGH,28.6389294,17.6657764,21.998544
9b125fc84ecb0d4d,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v1-old,us_height,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout_us_height.json,1.06415539,0.690815926,0.571702003,1.17756498,1.41988063,8,dropD,D,1.38312569,1.59981847,1.81400061,dropD,D,1.59981847,1.29974034,1.3585819,28,dropGH,GH,2.01789526,2.41266513,2.65035868,dropGH,GH,2.41266513,1.89624117,2.04885944,56,dropBGH,BGH,2.89821223,3.30836535,3.67918897,dropBGH,BGH,3.30836535,2.72348593,2.80949706,70,dropCDEF,CDEF,16.8692343,23.3352699,24.6022873,dropCDEF,CDEF,23.3352699,15.8522284,19.8165454
9b541380fd15fbb5,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,1.1052993,0.549310088,0.705441117,1.23275328,1.47596562,8,dropA,A,1.39852449,1.60216069,1.8331815,dropA,A,1.60216069,1.26529031,1.29966046,28,dropEH,EH,1.96774018,2.3826685,2.57845068,dropEH,EH,2.3826685,1.78027814,1.9328024,56,dropABH,ABH,3.1566429,3.49888396,3.90794444,dropABH,ABH,3.49888396,2.85591685,2.83826782,70,dropADFG,ADFG,17.0520329,22.4878941,24.3130569,dropADFG,ADFG,22.4878941,15.4275253,18.2420071
9d1956ebc0dabee6,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-full,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout_us_height.json,1.14100337,0.619002402,0.682935655,1.28811443,1.51574576,8,dropF,F,1.47748952,1.727054,1.95342124,dropA,A,1.73423302,1.29490373,1.3463346,28,dropAH,AH,2.03528791,2.51582646,2.68962574,dropAH,AH,2.51582646,1.78377029,1.95310789,56,dropADF,ADF,3.31446746,3.91247249,4.18937159,dropADF,ADF,3.91247249,2.90487088,3.03736407,70,dropACEG,ACEG,12.0326811,3.50303268,17.7359238,dropCEFH,CEFH,13.7273798,10.5457016,10.6569568
a06d00f4a02fdc1a,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,0.881557155,0.589237094,0.65403986,0.890059114,1.19263482,8,dropH,H,1.0876403,1.15901804,1.44098222,dropH,H,1.15901804,1.23377173,1.30218097,28,dropBC,BC,1.43084529,1.64205766,1.90763664,dropBC,BC,1.64205766,1.62308851,1.84488607,56,dropCDF,CDF,2.108116,2.18033648,2.71313953,dropBCH,BCH,2.28909945,2.39135487,2.57185103,70,dropBCEH,BCEH,17.7150105,21.7170372,24.6052799,dropBCEH,BCEH,21.7170372,20.0951355,24.3995448
a1212b41889ca213,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v2,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v2/layout_us_height.json,1.14176462,0.713452876,0.547281444,1.28359818,1.5202266,8,dropG,G,1.42443782,1.6171267,1.86583149,dropG,G,1.6171267,1.24757572,1.25983873,28,dropCD,CD,2.12929898,2.59001637,2.76801157,dropCD,CD,2.59001637,1.86491939,2.01777816,56,dropADG,ADG,3.19365949,3.3421514,3.90146446,dropBCD,BCD,3.50657439,2.79712599,2.73183185,70,dropABGH,ABGH,18.311247,24.5481319,26.3873329,dropABGH,ABGH,24.5481319,16.0376725,19.1244677
a150a9d2469318e1,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v3-full,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v3-full/layout_us_height.json,1.13547984,0.726664007,0.555773854,1.266155,1.50732017,8,dropG,G,1.41901876,1.59487724,1.85055745,dropG,G,1.59487724,1.24970846,1.25962243,28,dropGH,GH,2.08820652,2.48024344,2.71171045,dropGH,GH,2.48024344,1.83905204,1.95887821,56,dropADG,ADG,3.32878467,3.43418288,4.02892971,dropCDE,CDE,3.44798946,2.93161054,2.72319697,70,dropADFG,ADFG,18.2324883,21.5022888,25.0849266,dropABGH,ABGH,22.7852745,16.0570779,17.9956439
a46dcba7a6dc6a8d,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v3-lite,default,outdoor_20260513/FULL-COMPARE/v3lite/layout.json,1.1406416,0.70339632,0.545432448,1.29001188,1.52186239,8,dropG,G,1.43975759,1.67547989,1.88625336,dropG,G,1.67547989,1.26223486,1.29880966,28,dropCD,CD,2.10317007,2.54093194,2.7441721,dropCD,CD,2.54093194,1.8438483,1.96969654,56,dropADG,ADG,3.14930399,3.50023699,3.90603089,dropADG,ADG,3.50023699,2.76099345,2.71333702,70,dropABGH,ABGH,19.3366735,27.0627193,28.4854317,dropABGH,ABGH,27.0627193,16.9524533,20.978659
a4ded69a125be721,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v1-old,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v1-old/layout_us_height.json,1.14155015,0.708282411,0.545715094,1.28743911,1.52204752,8,dropD,D,1.43692096,1.65712881,1.87697935,dropD,D,1.65712881,1.25874536,1.28715121,28,dropCD,CD,2.12433922,2.58635807,2.76636744,dropCD,CD,2.58635807,1.86092501,2.00891681,56,dropADG,ADG,3.21827871,3.46410179,3.95136595,dropADG,ADG,3.46410179,2.81921798,2.69069175,70,dropCDEF,CDEF,17.2146161,24.4854507,25.5075436,dropCDEF,CDEF,24.4854507,15.0800349,19.0187252
a880c88dbf7036a1,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v3-lite,default,outdoor_20260513/FULL-COMPARE-500/v3-lite/layout.json,1.1407251,0.703761041,0.545392394,1.28993201,1.52186453,8,dropG,G,1.44132343,1.67777073,1.88830149,dropG,G,1.67777073,1.26351514,1.30066602,28,dropCD,CD,2.10142367,2.53878093,2.74180436,dropCD,CD,2.53878093,1.84218237,1.96815096,56,dropADG,ADG,3.14882999,3.50369835,3.90713501,dropADG,ADG,3.50369835,2.76037583,2.71618839,70,dropABGH,ABGH,19.0758947,26.6623764,28.0657024,dropABGH,ABGH,26.6623764,16.7226045,20.6695982
aad717661a728eef,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,1.13470658,0.550800145,0.706186533,1.27791882,1.511307,8,dropH,H,1.4244903,1.66455722,1.86481988,dropH,H,1.66455722,1.25538207,1.30255318,28,dropAD,AD,2.08784117,2.49687433,2.72780466,dropEH,EH,2.53552794,1.83998331,1.98410721,56,dropABH,ABH,3.10345594,3.51331115,3.87256837,dropABH,ABH,3.51331115,2.73502947,2.74924439,70,dropABGH,ABGH,13.8744849,17.5867043,19.3069324,dropBCEH,BCEH,17.9821892,12.2273768,14.0714644
ab7a0d8a20dde4f5,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v1-old,consensus,outdoor_20260513/FULL-COMPARE-500+500/v1-old/layout_consensus.json,1.14238342,0.705509782,0.545511842,1.29094338,1.52366436,8,dropD,D,1.43535392,1.66449165,1.87404144,dropD,D,1.66449165,1.25645549,1.28936069,28,dropGH,GH,2.08744851,2.52108574,2.72770357,dropGH,GH,2.52108574,1.82727487,1.95290187,56,dropADG,ADG,3.17822238,3.53763914,3.94142056,dropADG,ADG,3.53763914,2.78209778,2.7403519,70,dropCDEF,CDEF,17.8449973,25.1051598,26.3008308,dropCDEF,CDEF,25.1051598,15.6208476,19.4471424
ae7bd10e25df5d89,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io/layout_last500_aligned.json,1.14884934,0.704737842,0.544703484,1.30140686,1.53232098,8,dropG,G,1.43677562,1.66671085,1.87978899,dropG,G,1.66671085,1.25062144,1.2806993,28,dropCD,CD,2.12575559,2.56985331,2.77203369,dropCD,CD,2.56985331,1.85033452,1.97467325,56,dropADG,ADG,3.14925455,3.47814012,3.89830995,dropADG,ADG,3.47814012,2.74122502,2.67260011,70,dropABGH,ABGH,20.4797285,28.8982353,30.3398876,dropABGH,ABGH,28.8982353,17.8262961,22.2053811
b022bebf946d2d28,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v4-io-wand,default,outdoor_20260513/FULL-COMPARE-500/v4-io-wand/layout.json,1.15030129,0.706647992,0.54475683,1.30255032,1.53367448,8,dropG,G,1.44204953,1.67567146,1.88734579,dropG,G,1.67567146,1.25362767,1.2864543,28,dropCD,CD,2.12172571,2.56696653,2.76635408,dropCD,CD,2.56696653,1.84449564,1.9707235,56,dropADG,ADG,3.16496401,3.51527262,3.92292166,dropADG,ADG,3.51527262,2.75142177,2.69876147,70,dropABGH,ABGH,18.9758798,26.4866638,27.8995533,dropABGH,ABGH,26.4866638,16.4964431,20.3344649
b2621c461433aed5,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v4-io-wand,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v4-io-wand/layout_us_height.json,1.15009464,0.71369493,0.545706332,1.29634559,1.53146565,8,dropG,G,1.42311963,1.6143893,1.86099708,dropD,D,1.62813973,1.2373935,1.25594575,28,dropCD,CD,2.15139367,2.62128973,2.79851484,dropCD,CD,2.62128973,1.87062316,2.0220609,56,dropADG,ADG,3.2102941,3.36170197,3.91819692,dropBCD,BCD,3.54803181,2.79133037,2.73694903,70,dropABGH,ABGH,18.4197995,24.82127,26.6091309,dropABGH,ABGH,24.82127,16.0158989,19.1471088
b5d368d15c9d301e,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v2,us_height,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json,1.00777372,0.702471435,0.579525352,1.07867861,1.34313011,8,dropD,D,1.30808076,1.4796648,1.71036386,dropD,D,1.4796648,1.29799054,1.37173833,28,dropGH,GH,1.86380473,2.19058728,2.45708227,dropGH,GH,2.19058728,1.8494278,2.03080627,56,dropBEH,BEH,2.72577199,2.80590963,3.40060282,dropEGH,EGH,3.06522632,2.70474605,2.8416493,70,dropCDEF,CDEF,15.9147979,21.4003639,22.8540478,dropCDEF,CDEF,21.4003639,15.792035,19.8394255
b7ec9554ec6c8102,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v4-io,us_height,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout_us_height.json,1.04364452,0.686693072,0.568977296,1.14720106,1.39755857,8,dropD,D,1.34078836,1.53762352,1.76832271,dropD,D,1.53762352,1.28471748,1.3403261,28,dropCD,CD,1.89518224,2.29588461,2.49063206,dropCD,CD,2.29588461,1.81592698,2.00129227,56,dropADG,ADG,2.70256439,2.87177753,3.37320256,dropCDE,CDE,3.22644186,2.58954494,2.81244672,70,dropADFG,ADFG,18.1346811,21.2675877,24.9014568,dropADFG,ADFG,21.2675877,17.3763008,18.5386751
