version,eval_set,grid_mm,strata_type,strata_value,x_feature,y_error,n,pearson_r,spearman_r,x_min,x_max,y_min,y_max
v4-io,all8,50.0,height,mid,hdop,err_3d_mm,8,0.013671,-0.142857,0.778808,0.792027,22.0543,75.8475
v4-io,all8,50.0,height,mid,hdop,err_horizontal_mm,8,-0.064978,-0.261905,0.778808,0.792027,6.35512,74.2908
v4-io,all8,50.0,height,mid,hdop,err_vertical_mm,8,0.140862,0.047619,0.778808,0.792027,5.591,57.3568
v4-io,all8,50.0,height,mid,vdop,err_3d_mm,8,-0.196383,0.000000,0.850155,0.907871,22.0543,75.8475
v4-io,all8,50.0,height,mid,vdop,err_horizontal_mm,8,-0.571002,-0.452381,0.850155,0.907871,6.35512,74.2908
v4-io,all8,50.0,height,mid,vdop,err_vertical_mm,8,0.736204,0.952381,0.850155,0.907871,5.591,57.3568
v4-io,all8,50.0,height,mid,cond,err_3d_mm,8,-0.179334,-0.023810,2.58759,3.40687,22.0543,75.8475
v4-io,all8,50.0,height,mid,cond,err_horizontal_mm,8,-0.512328,-0.380952,2.58759,3.40687,6.35512,74.2908
v4-io,all8,50.0,height,mid,cond,err_vertical_mm,8,0.650880,0.809524,2.58759,3.40687,5.591,57.3568
v4-io,all8,50.0,height,mid,dop_radial_p95_mm,err_3d_mm,8,0.542895,0.595238,72.2205,149.655,22.0543,75.8475
v4-io,all8,50.0,height,mid,dop_radial_p95_mm,err_horizontal_mm,8,0.449090,0.547619,72.2205,149.655,6.35512,74.2908
v4-io,all8,50.0,height,mid,dop_radial_p95_mm,err_vertical_mm,8,0.043371,-0.047619,72.2205,149.655,5.591,57.3568
v4-io,all8,50.0,height,mid,pct_ge8,err_3d_mm,8,0.299479,0.047619,89.7585,95.6703,22.0543,75.8475
v4-io,all8,50.0,height,mid,pct_ge8,err_horizontal_mm,8,-0.006287,-0.119048,89.7585,95.6703,6.35512,74.2908
v4-io,all8,50.0,height,mid,pct_ge8,err_vertical_mm,8,0.626248,0.619048,89.7585,95.6703,5.591,57.3568
v4-io,all8,50.0,height,mid,distance_to_array_centroid_mm,err_3d_mm,8,0.377066,0.547619,182.354,766.823,22.0543,75.8475
v4-io,all8,50.0,height,mid,distance_to_array_centroid_mm,err_horizontal_mm,8,0.738255,0.833333,182.354,766.823,6.35512,74.2908
v4-io,all8,50.0,height,mid,distance_to_array_centroid_mm,err_vertical_mm,8,-0.711764,-0.547619,182.354,766.823,5.591,57.3568
v4-io,all8,50.0,location,center,gdop,err_3d_mm,12,-0.580677,-0.587413,1.10179,1.19973,22.0543,175.808
v4-io,all8,50.0,location,center,gdop,err_horizontal_mm,12,-0.458194,-0.342657,1.10179,1.19973,6.35512,68.6256
v4-io,all8,50.0,location,center,gdop,err_vertical_mm,12,-0.538672,-0.552448,1.10179,1.19973,11.3148,169.457
v4-io,all8,50.0,location,center,hdop,err_3d_mm,12,0.639835,0.503497,0.784291,0.826886,22.0543,175.808
v4-io,all8,50.0,location,center,hdop,err_horizontal_mm,12,0.493069,0.349650,0.784291,0.826886,6.35512,68.6256
v4-io,all8,50.0,location,center,hdop,err_vertical_mm,12,0.594356,0.454545,0.784291,0.826886,11.3148,169.457
v4-io,all8,50.0,location,center,vdop,err_3d_mm,12,-0.605834,-0.573427,0.728151,0.907871,22.0543,175.808
v4-io,all8,50.0,location,center,vdop,err_horizontal_mm,12,-0.472083,-0.335664,0.728151,0.907871,6.35512,68.6256
v4-io,all8,50.0,location,center,vdop,err_vertical_mm,12,-0.563467,-0.538462,0.728151,0.907871,11.3148,169.457
v4-io,all8,50.0,location,center,cond,err_3d_mm,12,-0.597299,-0.587413,1.95868,3.3677,22.0543,175.808
v4-io,all8,50.0,location,center,cond,err_horizontal_mm,12,-0.465526,-0.342657,1.95868,3.3677,6.35512,68.6256
v4-io,all8,50.0,location,center,cond,err_vertical_mm,12,-0.556236,-0.552448,1.95868,3.3677,11.3148,169.457
v4-io,all8,50.0,location,center,dop_radial_p95_mm,err_3d_mm,12,0.834081,0.818182,70.247,217.462,22.0543,175.808
v4-io,all8,50.0,location,center,dop_radial_p95_mm,err_horizontal_mm,12,0.587165,0.552448,70.247,217.462,6.35512,68.6256
v4-io,all8,50.0,location,center,dop_radial_p95_mm,err_vertical_mm,12,0.846387,0.825175,70.247,217.462,11.3148,169.457
v4-io,all8,50.0,location,center,pct_ge8,err_3d_mm,12,-0.023678,-0.034965,89.7585,95.587,22.0543,175.808
v4-io,all8,50.0,location,center,pct_ge8,err_horizontal_mm,12,0.387555,0.412587,89.7585,95.587,6.35512,68.6256
v4-io,all8,50.0,location,center,pct_ge8,err_vertical_mm,12,-0.114794,-0.153846,89.7585,95.587,11.3148,169.457
v4-io,all8,50.0,location,center,distance_to_array_centroid_mm,err_3d_mm,12,0.423717,0.258741,182.354,771.838,22.0543,175.808
v4-io,all8,50.0,location,center,distance_to_array_centroid_mm,err_horizontal_mm,12,0.385657,0.342657,182.354,771.838,6.35512,68.6256
v4-io,all8,50.0,location,center,distance_to_array_centroid_mm,err_vertical_mm,12,0.367586,0.132867,182.354,771.838,11.3148,169.457
v4-io,all8,50.0,location,edge,gdop,err_3d_mm,12,-0.703443,-0.832168,1.08043,1.2007,45.48,369.568
v4-io,all8,50.0,location,edge,gdop,err_horizontal_mm,12,0.038743,0.055944,1.08043,1.2007,3.89039,97.5829
v4-io,all8,50.0,location,edge,gdop,err_vertical_mm,12,-0.734541,-0.783217,1.08043,1.2007,5.591,368.282
v4-io,all8,50.0,location,edge,hdop,err_3d_mm,12,0.757634,0.748252,0.778808,0.850102,45.48,369.568
v4-io,all8,50.0,location,edge,hdop,err_horizontal_mm,12,-0.250905,-0.258741,0.778808,0.850102,3.89039,97.5829
v4-io,all8,50.0,location,edge,hdop,err_vertical_mm,12,0.810292,0.776224,0.778808,0.850102,5.591,368.282
v4-io,all8,50.0,location,edge,vdop,err_3d_mm,12,-0.775945,-0.846154,0.683999,0.905352,45.48,369.568
v4-io,all8,50.0,location,edge,vdop,err_horizontal_mm,12,0.109922,0.146853,0.683999,0.905352,3.89039,97.5829
v4-io,all8,50.0,location,edge,vdop,err_vertical_mm,12,-0.815272,-0.818182,0.683999,0.905352,5.591,368.282
v4-io,all8,50.0,location,edge,cond,err_3d_mm,12,-0.682297,-0.818182,1.60302,3.40687,45.48,369.568
v4-io,all8,50.0,location,edge,cond,err_horizontal_mm,12,-0.003419,0.000000,1.60302,3.40687,3.89039,97.5829
v4-io,all8,50.0,location,edge,cond,err_vertical_mm,12,-0.704731,-0.762238,1.60302,3.40687,5.591,368.282
v4-io,all8,50.0,location,edge,dop_radial_p95_mm,err_3d_mm,12,0.217413,0.363636,80.457,149.655,45.48,369.568
v4-io,all8,50.0,location,edge,dop_radial_p95_mm,err_horizontal_mm,12,-0.473180,-0.461538,80.457,149.655,3.89039,97.5829
v4-io,all8,50.0,location,edge,dop_radial_p95_mm,err_vertical_mm,12,0.245596,0.300699,80.457,149.655,5.591,368.282
v4-io,all8,50.0,location,edge,pct_ge8,err_3d_mm,12,0.047553,-0.062937,90.2581,95.6703,45.48,369.568
v4-io,all8,50.0,location,edge,pct_ge8,err_horizontal_mm,12,-0.327247,-0.405594,90.2581,95.6703,3.89039,97.5829
v4-io,all8,50.0,location,edge,pct_ge8,err_vertical_mm,12,0.113859,0.174825,90.2581,95.6703,5.591,368.282
v4-io,all8,50.0,location,edge,distance_to_array_centroid_mm,err_3d_mm,12,0.462042,0.636364,458.007,1059.6,45.48,369.568
v4-io,all8,50.0,location,edge,distance_to_array_centroid_mm,err_horizontal_mm,12,0.120067,0.202797,458.007,1059.6,3.89039,97.5829
v4-io,all8,50.0,location,edge,distance_to_array_centroid_mm,err_vertical_mm,12,0.486234,0.629371,458.007,1059.6,5.591,368.282
v4-io,all8,50.0,location_height,center/high,gdop,err_3d_mm,4,-0.933048,-1.000000,1.11913,1.14278,28.0719,151.281
v4-io,all8,50.0,location_height,center/high,gdop,err_horizontal_mm,4,-0.712354,-0.400000,1.11913,1.14278,24.9473,68.6256
v4-io,all8,50.0,location_height,center/high,gdop,err_vertical_mm,4,-0.956052,-1.000000,1.11913,1.14278,11.3148,134.82
v4-io,all8,50.0,location_height,center/high,hdop,err_3d_mm,4,0.944066,1.000000,0.802591,0.813266,28.0719,151.281
v4-io,all8,50.0,location_height,center/high,hdop,err_horizontal_mm,4,0.743855,0.400000,0.802591,0.813266,24.9473,68.6256
v4-io,all8,50.0,location_height,center/high,hdop,err_vertical_mm,4,0.960516,1.000000,0.802591,0.813266,11.3148,134.82
v4-io,all8,50.0,location_height,center/high,vdop,err_3d_mm,4,-0.936795,-1.000000,0.768796,0.813506,28.0719,151.281
v4-io,all8,50.0,location_height,center/high,vdop,err_horizontal_mm,4,-0.723086,-0.400000,0.768796,0.813506,24.9473,68.6256
v4-io,all8,50.0,location_height,center/high,vdop,err_vertical_mm,4,-0.957504,-1.000000,0.768796,0.813506,11.3148,134.82
v4-io,all8,50.0,location_height,center/high,cond,err_3d_mm,4,-0.934703,-1.000000,2.24299,2.59103,28.0719,151.281
v4-io,all8,50.0,location_height,center/high,cond,err_horizontal_mm,4,-0.717473,-0.400000,2.24299,2.59103,24.9473,68.6256
v4-io,all8,50.0,location_height,center/high,cond,err_vertical_mm,4,-0.956537,-1.000000,2.24299,2.59103,11.3148,134.82
v4-io,all8,50.0,location_height,center/high,dop_radial_p95_mm,err_3d_mm,4,0.809103,0.800000,70.247,129.186,28.0719,151.281
v4-io,all8,50.0,location_height,center/high,dop_radial_p95_mm,err_horizontal_mm,4,0.729991,0.800000,70.247,129.186,24.9473,68.6256
v4-io,all8,50.0,location_height,center/high,dop_radial_p95_mm,err_vertical_mm,4,0.822777,0.800000,70.247,129.186,11.3148,134.82
v4-io,all8,50.0,location_height,center/high,pct_ge8,err_3d_mm,4,0.532996,0.200000,91.3405,93.7552,28.0719,151.281
v4-io,all8,50.0,location_height,center/high,pct_ge8,err_horizontal_mm,4,0.842371,0.800000,91.3405,93.7552,24.9473,68.6256
v4-io,all8,50.0,location_height,center/high,pct_ge8,err_vertical_mm,4,0.431179,0.200000,91.3405,93.7552,11.3148,134.82
v4-io,all8,50.0,location_height,center/high,distance_to_array_centroid_mm,err_3d_mm,4,0.048634,-0.400000,649.733,654.134,28.0719,151.281
v4-io,all8,50.0,location_height,center/high,distance_to_array_centroid_mm,err_horizontal_mm,4,0.449155,0.400000,649.733,654.134,24.9473,68.6256
v4-io,all8,50.0,location_height,center/high,distance_to_array_centroid_mm,err_vertical_mm,4,-0.070715,-0.400000,649.733,654.134,11.3148,134.82
v4-io,all8,50.0,location_height,center/low,gdop,err_3d_mm,4,-0.995055,-1.000000,1.10179,1.12416,45.5027,175.808
v4-io,all8,50.0,location_height,center/low,gdop,err_horizontal_mm,4,-0.591794,-0.600000,1.10179,1.12416,22.8236,59.0931
v4-io,all8,50.0,location_height,center/low,gdop,err_vertical_mm,4,-0.998573,-1.000000,1.10179,1.12416,12.3218,169.457
v4-io,all8,50.0,location_height,center/low,hdop,err_3d_mm,4,0.972803,0.800000,0.812299,0.826886,45.5027,175.808
v4-io,all8,50.0,location_height,center/low,hdop,err_horizontal_mm,4,0.668309,0.800000,0.812299,0.826886,22.8236,59.0931
v4-io,all8,50.0,location_height,center/low,hdop,err_vertical_mm,4,0.937739,0.800000,0.812299,0.826886,12.3218,169.457
v4-io,all8,50.0,location_height,center/low,vdop,err_3d_mm,4,-0.998018,-1.000000,0.728151,0.774332,45.5027,175.808
v4-io,all8,50.0,location_height,center/low,vdop,err_horizontal_mm,4,-0.618639,-0.600000,0.728151,0.774332,22.8236,59.0931
v4-io,all8,50.0,location_height,center/low,vdop,err_vertical_mm,4,-0.989660,-1.000000,0.728151,0.774332,12.3218,169.457
v4-io,all8,50.0,location_height,center/low,cond,err_3d_mm,4,-0.995201,-1.000000,1.95868,2.31949,45.5027,175.808
v4-io,all8,50.0,location_height,center/low,cond,err_horizontal_mm,4,-0.585884,-0.600000,1.95868,2.31949,22.8236,59.0931
v4-io,all8,50.0,location_height,center/low,cond,err_vertical_mm,4,-0.998187,-1.000000,1.95868,2.31949,12.3218,169.457
v4-io,all8,50.0,location_height,center/low,dop_radial_p95_mm,err_3d_mm,4,0.892051,0.800000,75.1894,217.462,45.5027,175.808
v4-io,all8,50.0,location_height,center/low,dop_radial_p95_mm,err_horizontal_mm,4,0.653892,0.800000,75.1894,217.462,22.8236,59.0931
v4-io,all8,50.0,location_height,center/low,dop_radial_p95_mm,err_vertical_mm,4,0.906838,0.800000,75.1894,217.462,12.3218,169.457
v4-io,all8,50.0,location_height,center/low,pct_ge8,err_3d_mm,4,-0.752948,-0.800000,89.8418,92.9108,45.5027,175.808
v4-io,all8,50.0,location_height,center/low,pct_ge8,err_horizontal_mm,4,-0.743123,-0.800000,89.8418,92.9108,22.8236,59.0931
v4-io,all8,50.0,location_height,center/low,pct_ge8,err_vertical_mm,4,-0.749133,-0.800000,89.8418,92.9108,12.3218,169.457
v4-io,all8,50.0,location_height,center/low,distance_to_array_centroid_mm,err_3d_mm,4,-0.675432,-0.800000,754.901,771.838,45.5027,175.808
v4-io,all8,50.0,location_height,center/low,distance_to_array_centroid_mm,err_horizontal_mm,4,0.062911,0.000000,754.901,771.838,22.8236,59.0931
v4-io,all8,50.0,location_height,center/low,distance_to_array_centroid_mm,err_vertical_mm,4,-0.778555,-0.800000,754.901,771.838,12.3218,169.457
v4-io,all8,50.0,location_height,center/mid,gdop,err_3d_mm,4,0.918836,0.800000,1.19646,1.19973,22.0543,75.7308
v4-io,all8,50.0,location_height,center/mid,gdop,err_horizontal_mm,4,0.908146,0.800000,1.19646,1.19973,6.35512,49.4505
v4-io,all8,50.0,location_height,center/mid,gdop,err_vertical_mm,4,0.906327,0.800000,1.19646,1.19973,21.1189,57.3568
v4-io,all8,50.0,location_height,center/mid,hdop,err_3d_mm,4,-0.959178,-1.000000,0.784291,0.785171,22.0543,75.7308
v4-io,all8,50.0,location_height,center/mid,hdop,err_horizontal_mm,4,-0.911859,-1.000000,0.784291,0.785171,6.35512,49.4505
v4-io,all8,50.0,location_height,center/mid,hdop,err_vertical_mm,4,-0.969001,-1.000000,0.784291,0.785171,21.1189,57.3568
v4-io,all8,50.0,location_height,center/mid,vdop,err_3d_mm,4,0.927433,1.000000,0.902787,0.907871,22.0543,75.7308
v4-io,all8,50.0,location_height,center/mid,vdop,err_horizontal_mm,4,0.911077,1.000000,0.902787,0.907871,6.35512,49.4505
v4-io,all8,50.0,location_height,center/mid,vdop,err_vertical_mm,4,0.918339,1.000000,0.902787,0.907871,21.1189,57.3568
v4-io,all8,50.0,location_height,center/mid,cond,err_3d_mm,4,0.911596,0.800000,3.32456,3.3677,22.0543,75.7308
v4-io,all8,50.0,location_height,center/mid,cond,err_horizontal_mm,4,0.904994,0.800000,3.32456,3.3677,6.35512,49.4505
v4-io,all8,50.0,location_height,center/mid,cond,err_vertical_mm,4,0.896680,0.800000,3.32456,3.3677,21.1189,57.3568
v4-io,all8,50.0,location_height,center/mid,dop_radial_p95_mm,err_3d_mm,4,0.580051,0.600000,72.2205,129.353,22.0543,75.7308
v4-io,all8,50.0,location_height,center/mid,dop_radial_p95_mm,err_horizontal_mm,4,0.385114,0.600000,72.2205,129.353,6.35512,49.4505
v4-io,all8,50.0,location_height,center/mid,dop_radial_p95_mm,err_vertical_mm,4,0.699801,0.600000,72.2205,129.353,21.1189,57.3568
v4-io,all8,50.0,location_height,center/mid,pct_ge8,err_3d_mm,4,0.879479,0.800000,89.7585,95.587,22.0543,75.7308
v4-io,all8,50.0,location_height,center/mid,pct_ge8,err_horizontal_mm,4,0.961622,0.800000,89.7585,95.587,6.35512,49.4505
v4-io,all8,50.0,location_height,center/mid,pct_ge8,err_vertical_mm,4,0.786946,0.800000,89.7585,95.587,21.1189,57.3568
v4-io,all8,50.0,location_height,center/mid,distance_to_array_centroid_mm,err_3d_mm,4,0.900088,0.800000,182.354,198.467,22.0543,75.7308
v4-io,all8,50.0,location_height,center/mid,distance_to_array_centroid_mm,err_horizontal_mm,4,0.851826,0.800000,182.354,198.467,6.35512,49.4505
v4-io,all8,50.0,location_height,center/mid,distance_to_array_centroid_mm,err_vertical_mm,4,0.916683,0.800000,182.354,198.467,21.1189,57.3568
v4-io,all8,50.0,location_height,edge/high,gdop,err_3d_mm,4,-0.730605,-0.800000,1.09491,1.15557,45.48,369.568
v4-io,all8,50.0,location_height,edge/high,gdop,err_horizontal_mm,4,0.299605,0.800000,1.09491,1.15557,3.89039,97.5829
v4-io,all8,50.0,location_height,edge/high,gdop,err_vertical_mm,4,-0.754034,-0.800000,1.09491,1.15557,12.035,368.282
v4-io,all8,50.0,location_height,edge/high,hdop,err_3d_mm,4,0.868042,0.800000,0.80599,0.850102,45.48,369.568
v4-io,all8,50.0,location_height,edge/high,hdop,err_horizontal_mm,4,-0.422966,-0.800000,0.80599,0.850102,3.89039,97.5829
v4-io,all8,50.0,location_height,edge/high,hdop,err_vertical_mm,4,0.867522,0.800000,0.80599,0.850102,12.035,368.282
v4-io,all8,50.0,location_height,edge/high,vdop,err_3d_mm,4,-0.937328,-1.000000,0.704179,0.820935,45.48,369.568
v4-io,all8,50.0,location_height,edge/high,vdop,err_horizontal_mm,4,0.413324,0.600000,0.704179,0.820935,3.89039,97.5829
v4-io,all8,50.0,location_height,edge/high,vdop,err_vertical_mm,4,-0.954892,-1.000000,0.704179,0.820935,12.035,368.282
v4-io,all8,50.0,location_height,edge/high,cond,err_3d_mm,4,-0.699286,-0.800000,1.84146,2.77595,45.48,369.568
v4-io,all8,50.0,location_height,edge/high,cond,err_horizontal_mm,4,0.255291,0.800000,1.84146,2.77595,3.89039,97.5829
v4-io,all8,50.0,location_height,edge/high,cond,err_vertical_mm,4,-0.720803,-0.800000,1.84146,2.77595,12.035,368.282
v4-io,all8,50.0,location_height,edge/high,dop_radial_p95_mm,err_3d_mm,4,0.298179,0.600000,80.457,149.01,45.48,369.568
v4-io,all8,50.0,location_height,edge/high,dop_radial_p95_mm,err_horizontal_mm,4,-0.946098,-1.000000,80.457,149.01,3.89039,97.5829
v4-io,all8,50.0,location_height,edge/high,dop_radial_p95_mm,err_vertical_mm,4,0.378882,0.600000,80.457,149.01,12.035,368.282
v4-io,all8,50.0,location_height,edge/high,pct_ge8,err_3d_mm,4,-0.367192,-0.400000,91.3405,93.4221,45.48,369.568
v4-io,all8,50.0,location_height,edge/high,pct_ge8,err_horizontal_mm,4,-0.692577,-0.400000,91.3405,93.4221,3.89039,97.5829
v4-io,all8,50.0,location_height,edge/high,pct_ge8,err_vertical_mm,4,-0.309592,-0.400000,91.3405,93.4221,12.035,368.282
v4-io,all8,50.0,location_height,edge/high,distance_to_array_centroid_mm,err_3d_mm,4,-0.193738,-0.200000,802.51,1005.71,45.48,369.568
v4-io,all8,50.0,location_height,edge/high,distance_to_array_centroid_mm,err_horizontal_mm,4,0.105078,-0.200000,802.51,1005.71,3.89039,97.5829
v4-io,all8,50.0,location_height,edge/high,distance_to_array_centroid_mm,err_vertical_mm,4,-0.170907,-0.200000,802.51,1005.71,12.035,368.282
v4-io,all8,50.0,location_height,edge/low,gdop,err_3d_mm,4,-0.866207,-0.400000,1.08043,1.11503,87.8145,283.925
v4-io,all8,50.0,location_height,edge/low,gdop,err_horizontal_mm,4,-0.911612,-0.800000,1.08043,1.11503,34.4918,84.3352
v4-io,all8,50.0,location_height,edge/low,gdop,err_vertical_mm,4,-0.846058,-0.400000,1.08043,1.11503,80.7571,271.111
v4-io,all8,50.0,location_height,edge/low,hdop,err_3d_mm,4,0.412790,0.800000,0.808857,0.836351,87.8145,283.925
v4-io,all8,50.0,location_height,edge/low,hdop,err_horizontal_mm,4,-0.110025,0.400000,0.808857,0.836351,34.4918,84.3352
v4-io,all8,50.0,location_height,edge/low,hdop,err_vertical_mm,4,0.465560,0.800000,0.808857,0.836351,80.7571,271.111
v4-io,all8,50.0,location_height,edge/low,vdop,err_3d_mm,4,-0.873984,-0.400000,0.683999,0.755397,87.8145,283.925
v4-io,all8,50.0,location_height,edge/low,vdop,err_horizontal_mm,4,-0.658431,-0.200000,0.683999,0.755397,34.4918,84.3352
v4-io,all8,50.0,location_height,edge/low,vdop,err_vertical_mm,4,-0.883571,-0.400000,0.683999,0.755397,80.7571,271.111
v4-io,all8,50.0,location_height,edge/low,cond,err_3d_mm,4,-0.846705,-0.400000,1.60302,2.17988,87.8145,283.925
v4-io,all8,50.0,location_height,edge/low,cond,err_horizontal_mm,4,-0.940511,-0.800000,1.60302,2.17988,34.4918,84.3352
v4-io,all8,50.0,location_height,edge/low,cond,err_vertical_mm,4,-0.821238,-0.400000,1.60302,2.17988,80.7571,271.111
v4-io,all8,50.0,location_height,edge/low,dop_radial_p95_mm,err_3d_mm,4,0.048192,0.000000,89.1858,142.192,87.8145,283.925
v4-io,all8,50.0,location_height,edge/low,dop_radial_p95_mm,err_horizontal_mm,4,-0.501072,-0.600000,89.1858,142.192,34.4918,84.3352
v4-io,all8,50.0,location_height,edge/low,dop_radial_p95_mm,err_vertical_mm,4,0.106984,0.000000,89.1858,142.192,80.7571,271.111
v4-io,all8,50.0,location_height,edge/low,pct_ge8,err_3d_mm,4,0.806851,0.400000,90.7577,93.8385,87.8145,283.925
v4-io,all8,50.0,location_height,edge/low,pct_ge8,err_horizontal_mm,4,0.699370,0.200000,90.7577,93.8385,34.4918,84.3352
v4-io,all8,50.0,location_height,edge/low,pct_ge8,err_vertical_mm,4,0.806652,0.400000,90.7577,93.8385,80.7571,271.111
v4-io,all8,50.0,location_height,edge/low,distance_to_array_centroid_mm,err_3d_mm,4,0.617518,0.800000,917.081,1059.6,87.8145,283.925
v4-io,all8,50.0,location_height,edge/low,distance_to_array_centroid_mm,err_horizontal_mm,4,0.948597,1.000000,917.081,1059.6,34.4918,84.3352
v4-io,all8,50.0,location_height,edge/low,distance_to_array_centroid_mm,err_vertical_mm,4,0.567546,0.800000,917.081,1059.6,80.7571,271.111
v4-io,all8,50.0,location_height,edge/mid,gdop,err_3d_mm,4,-0.051604,-0.200000,1.15392,1.2007,50.524,75.8475
v4-io,all8,50.0,location_height,edge/mid,gdop,err_horizontal_mm,4,-0.350511,-0.200000,1.15392,1.2007,29.483,74.2908
v4-io,all8,50.0,location_height,edge/mid,gdop,err_vertical_mm,4,0.688511,0.800000,1.15392,1.2007,5.591,41.0296
v4-io,all8,50.0,location_height,edge/mid,hdop,err_3d_mm,4,0.105633,0.200000,0.778808,0.792027,50.524,75.8475
v4-io,all8,50.0,location_height,edge/mid,hdop,err_horizontal_mm,4,-0.116270,0.200000,0.778808,0.792027,29.483,74.2908
v4-io,all8,50.0,location_height,edge/mid,hdop,err_vertical_mm,4,0.400601,0.000000,0.778808,0.792027,5.591,41.0296
v4-io,all8,50.0,location_height,edge/mid,vdop,err_3d_mm,4,-0.081709,-0.200000,0.850155,0.905352,50.524,75.8475
v4-io,all8,50.0,location_height,edge/mid,vdop,err_horizontal_mm,4,-0.392407,-0.200000,0.850155,0.905352,29.483,74.2908
v4-io,all8,50.0,location_height,edge/mid,vdop,err_vertical_mm,4,0.737741,0.800000,0.850155,0.905352,5.591,41.0296
v4-io,all8,50.0,location_height,edge/mid,cond,err_3d_mm,4,-0.059399,-0.200000,2.58759,3.40687,50.524,75.8475
v4-io,all8,50.0,location_height,edge/mid,cond,err_horizontal_mm,4,-0.342451,-0.200000,2.58759,3.40687,29.483,74.2908
v4-io,all8,50.0,location_height,edge/mid,cond,err_vertical_mm,4,0.649985,0.800000,2.58759,3.40687,5.591,41.0296
v4-io,all8,50.0,location_height,edge/mid,dop_radial_p95_mm,err_3d_mm,4,0.431865,0.200000,82.2354,149.655,50.524,75.8475
v4-io,all8,50.0,location_height,edge/mid,dop_radial_p95_mm,err_horizontal_mm,4,0.335152,0.200000,82.2354,149.655,29.483,74.2908
v4-io,all8,50.0,location_height,edge/mid,dop_radial_p95_mm,err_vertical_mm,4,-0.078239,0.000000,82.2354,149.655,5.591,41.0296
v4-io,all8,50.0,location_height,edge/mid,pct_ge8,err_3d_mm,4,-0.721386,-0.800000,90.2581,95.6703,50.524,75.8475
v4-io,all8,50.0,location_height,edge/mid,pct_ge8,err_horizontal_mm,4,-0.920161,-0.800000,90.2581,95.6703,29.483,74.2908
v4-io,all8,50.0,location_height,edge/mid,pct_ge8,err_vertical_mm,4,0.878876,0.800000,90.2581,95.6703,5.591,41.0296
v4-io,all8,50.0,location_height,edge/mid,distance_to_array_centroid_mm,err_3d_mm,4,0.335622,0.400000,458.007,766.823,50.524,75.8475
v4-io,all8,50.0,location_height,edge/mid,distance_to_array_centroid_mm,err_horizontal_mm,4,0.574699,0.400000,458.007,766.823,29.483,74.2908
v4-io,all8,50.0,location_height,edge/mid,distance_to_array_centroid_mm,err_vertical_mm,4,-0.690776,-0.400000,458.007,766.823,5.591,41.0296
v4-io,all8,50.0,overall,all,gdop,err_3d_mm,24,-0.646621,-0.773913,1.08043,1.2007,22.0543,369.568
v4-io,all8,50.0,overall,all,gdop,err_horizontal_mm,24,-0.209017,-0.175652,1.08043,1.2007,3.89039,97.5829
v4-io,all8,50.0,overall,all,gdop,err_vertical_mm,24,-0.648356,-0.751304,1.08043,1.2007,5.591,368.282
v4-io,all8,50.0,overall,all,hdop,err_3d_mm,24,0.733790,0.640000,0.778808,0.850102,22.0543,369.568
v4-io,all8,50.0,overall,all,hdop,err_horizontal_mm,24,0.040537,0.002609,0.778808,0.850102,3.89039,97.5829
v4-io,all8,50.0,overall,all,hdop,err_vertical_mm,24,0.763507,0.701739,0.778808,0.850102,5.591,368.282
v4-io,all8,50.0,overall,all,vdop,err_3d_mm,24,-0.710009,-0.770435,0.683999,0.907871,22.0543,369.568
v4-io,all8,50.0,overall,all,vdop,err_horizontal_mm,24,-0.169313,-0.133043,0.683999,0.907871,3.89039,97.5829
v4-io,all8,50.0,overall,all,vdop,err_vertical_mm,24,-0.720040,-0.758261,0.683999,0.907871,5.591,368.282
v4-io,all8,50.0,overall,all,cond,err_3d_mm,24,-0.651172,-0.768696,1.60302,3.40687,22.0543,369.568
v4-io,all8,50.0,overall,all,cond,err_horizontal_mm,24,-0.242925,-0.184348,1.60302,3.40687,3.89039,97.5829
v4-io,all8,50.0,overall,all,cond,err_vertical_mm,24,-0.644275,-0.747826,1.60302,3.40687,5.591,368.282
v4-io,all8,50.0,overall,all,dop_radial_p95_mm,err_3d_mm,24,0.366634,0.600000,70.247,217.462,22.0543,369.568
v4-io,all8,50.0,overall,all,dop_radial_p95_mm,err_horizontal_mm,24,0.073245,0.106087,70.247,217.462,3.89039,97.5829
v4-io,all8,50.0,overall,all,dop_radial_p95_mm,err_vertical_mm,24,0.376874,0.548696,70.247,217.462,5.591,368.282
v4-io,all8,50.0,overall,all,pct_ge8,err_3d_mm,24,0.024037,-0.100457,89.7585,95.6703,22.0543,369.568
v4-io,all8,50.0,overall,all,pct_ge8,err_horizontal_mm,24,-0.031251,-0.086975,89.7585,95.6703,3.89039,97.5829
v4-io,all8,50.0,overall,all,pct_ge8,err_vertical_mm,24,0.039555,-0.036095,89.7585,95.6703,5.591,368.282
v4-io,all8,50.0,overall,all,distance_to_array_centroid_mm,err_3d_mm,24,0.509860,0.557391,182.354,1059.6,22.0543,369.568
v4-io,all8,50.0,overall,all,distance_to_array_centroid_mm,err_horizontal_mm,24,0.365626,0.326087,182.354,1059.6,3.89039,97.5829
v4-io,all8,50.0,overall,all,distance_to_array_centroid_mm,err_vertical_mm,24,0.457046,0.459130,182.354,1059.6,5.591,368.282
v4-io,noG,100.0,facing,ABEF,gdop,err_3d_mm,6,-0.548125,-0.771429,1.19174,1.30035,54.3807,365.73
