layout_id,capture_id,source_group,solver_version,layout_variant,source_path,anchor_count,grid_mm,n_points,n_valid,xdop_mean,xdop_median,xdop_p90,xdop_p95,xdop_max,ydop_mean,ydop_median,ydop_p90,ydop_p95,ydop_max,vdop_mean,vdop_median,vdop_p90,vdop_p95,vdop_max,hdop_mean,hdop_median,hdop_p90,hdop_p95,hdop_max,gdop_mean,gdop_median,gdop_p90,gdop_p95,gdop_max,cond_mean,cond_median,cond_p90,cond_p95,cond_max,axis_imbalance_p95,axis_dop_score,status
41d7fe018de24848,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v1-old,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout_us_height.json,8,250,4158,4158,0.528615479,0.520140838,0.581057999,0.594152013,0.655703877,0.58278928,0.584066662,0.632043151,0.648197472,0.710305679,1.02199489,1.02037494,1.22050096,1.25972321,1.32459038,0.788055449,0.780349145,0.829462422,0.847794544,0.941702716,1.29517119,1.28569869,1.44015481,1.47264782,1.52491135,4.56084764,4.41829836,6.53297609,7.06239353,7.9148421,2.12020355,1.08349138,ok
0cccbfd84eee33e7,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,8,250,3780,3780,0.527313192,0.519222948,0.578319313,0.590762908,0.636938389,0.575796728,0.576875308,0.626095409,0.642168176,0.700330281,1.08267728,1.08045445,1.31434968,1.35718434,1.42867989,0.782053445,0.774868496,0.821773353,0.840334107,0.924060936,1.34087071,1.32924292,1.51760929,1.5560161,1.61492038,5.1821311,5.00088943,7.59345946,8.23485323,8.99408239,2.29734183,1.14289991,ok
c5d2c7a4673b4533,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v2,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json,8,250,3780,3780,0.526169296,0.517373218,0.578448262,0.591226832,0.650207057,0.575509761,0.576584418,0.624955732,0.640011155,0.69354167,1.08565118,1.08338742,1.31931672,1.35844011,1.42884809,0.781077521,0.774011654,0.820843256,0.838989242,0.933405287,1.34269007,1.3320721,1.51989054,1.55617046,1.61406791,5.21082804,5.02539497,7.64943991,8.24872392,9.0361083,2.29766316,1.14286141,ok
c88f9a385f6f8a28,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,8,250,4788,4788,0.543641719,0.535707929,0.594923784,0.613051166,0.692268534,0.583905571,0.583317929,0.636673574,0.656372533,0.723570464,1.01879107,1.01467589,1.26167487,1.30441418,1.37163454,0.798987711,0.790554399,0.847814687,0.867827201,0.959046968,1.30115438,1.2869956,1.48017542,1.51674122,1.58396213,4.62264864,4.42903898,6.96928791,7.52284881,8.84808497,2.12774113,1.11775937,ok
9d1956ebc0dabee6,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-full,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout_us_height.json,8,250,5720,5720,0.552034232,0.546023027,0.606274864,0.627051892,0.70572179,0.603379193,0.596918121,0.660826058,0.691960502,0.809682518,0.979820992,0.972569103,1.23828238,1.28139898,1.38255067,0.819095362,0.808777611,0.875277537,0.89937253,1.02039627,1.2845521,1.26971667,1.4723013,1.51164459,1.58971768,4.39241041,4.19829861,6.84945667,7.46804819,8.81088287,2.04352941,1.12067991,ok
6b01d25e57bd2355,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,8,250,3780,3780,0.528139456,0.520019127,0.578555957,0.591703666,0.637537461,0.576530859,0.577427968,0.626913808,0.643602019,0.701036269,1.07808299,1.07596962,1.31012629,1.35393528,1.42455742,0.783146289,0.775871697,0.823327016,0.841595275,0.925148258,1.33785559,1.32607335,1.51381602,1.55343663,1.61188998,5.14066138,4.95140944,7.54612753,8.19151279,8.96240878,2.28819822,1.14131423,ok
526c5cfba000a235,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout_us_height.json,8,250,3780,3780,0.526955507,0.518249859,0.579065467,0.592107742,0.651653831,0.576289717,0.577319241,0.625941989,0.641167131,0.69609013,1.08102071,1.07902538,1.31582988,1.35452694,1.42474156,0.782176538,0.77480655,0.822282357,0.840780645,0.932896736,1.33964709,1.32845426,1.51686769,1.55268656,1.6110324,5.16912448,4.97395435,7.60335791,8.21763009,9.00595365,2.28763593,1.14103722,ok
ce231d425384c5ce,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,8,250,4158,4158,0.538656588,0.531243168,0.588382775,0.604272399,0.667226348,0.581529099,0.580799979,0.631842828,0.652956327,0.715650842,1.04708161,1.04418002,1.29332579,1.3402583,1.41326602,0.793880399,0.785538785,0.837630657,0.856935837,0.939958807,1.32025011,1.30775501,1.50496111,1.54633057,1.60705863,4.88549646,4.71697834,7.36679252,7.99158993,8.90255009,2.2179704,1.13790665,ok
1ecc66f642af77a7,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v4-io,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout_us_height.json,8,250,4158,4158,0.536852653,0.529311549,0.587134138,0.602698673,0.661971644,0.580506297,0.580251754,0.630970355,0.649855851,0.713142882,1.05019156,1.04685377,1.29641612,1.34280857,1.41420543,0.791896343,0.783768475,0.835031612,0.853922546,0.933150747,1.32153441,1.31022128,1.50634504,1.54709695,1.60707175,4.90545332,4.74085617,7.40059485,7.99826503,8.92079101,2.22799325,1.13786235,ok
9b541380fd15fbb5,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,8,250,2646,2646,0.487870015,0.475383822,0.545198574,0.557811963,0.60248554,0.647659836,0.658283753,0.701266293,0.711551531,0.738455299,1.00451592,0.992355247,1.19258294,1.23103756,1.31795164,0.812645498,0.811898694,0.848159126,0.8608044,0.92346592,1.29528698,1.27963064,1.44433133,1.47464868,1.53807397,4.85706616,4.58158265,7.28806682,7.82197377,8.83637556,2.2069042,1.09508679,ok
15baddb603d871a2,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,8,250,2646,2646,0.488849537,0.476665158,0.546092696,0.559251998,0.611363843,0.644127169,0.654036264,0.699002591,0.714050817,0.752838563,1.02406105,1.01364521,1.23456567,1.2751389,1.34582541,0.810436136,0.808271457,0.849751871,0.862922368,0.943741521,1.30986327,1.29314438,1.47616776,1.50922538,1.56169343,5.06955107,4.75500792,7.82940873,8.40406478,9.24591399,2.28007929,1.12358076,ok
c54a70bd62780086,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,8,250,2700,2700,0.493270605,0.481499364,0.550168009,0.563733296,0.610817193,0.640745795,0.648722358,0.696697709,0.713577525,0.765431713,1.02515316,1.0152791,1.24660909,1.29195727,1.36384911,0.810351925,0.806565952,0.852207664,0.865821759,0.960205985,1.3111289,1.29400068,1.48351044,1.52089085,1.57541665,5.06816578,4.72606715,7.88648983,8.52185021,9.42499765,2.29178811,1.13322937,ok
aad717661a728eef,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,8,250,2646,2646,0.48899724,0.476875143,0.546204536,0.559302238,0.61165024,0.644492482,0.65424945,0.699384169,0.714741213,0.754098353,1.02227264,1.01181598,1.23234947,1.27295472,1.34363425,0.810813695,0.808612527,0.850381738,0.863692088,0.945061819,1.30869679,1.29163466,1.47437025,1.50752518,1.5598397,5.05181684,4.7354116,7.80128777,8.37043353,9.21231827,2.27596929,1.12242165,ok
d301a2d612bc1d18,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,8,250,2352,2352,0.485807422,0.472730551,0.544931945,0.557012227,0.596058629,0.632911628,0.646237696,0.681838118,0.690534815,0.706810485,1.06076431,1.05377121,1.26535676,1.30233262,1.36215507,0.799698122,0.799207903,0.832614345,0.840819533,0.908476322,1.33201631,1.32053389,1.49381475,1.5275052,1.57286941,5.39520136,5.15252619,8.09154328,8.70616198,9.43356039,2.33806829,1.13138184,ok
0d3513b55bcb0d9e,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,8,250,3696,3696,0.641739579,0.648377592,0.701767764,0.716707009,0.770507704,0.497355727,0.486235922,0.555306529,0.569237136,0.638356488,1.02910047,1.01533424,1.25889784,1.30919318,1.48896431,0.813602174,0.807487993,0.860074771,0.878568934,0.968769607,1.31693419,1.30066946,1.49161037,1.53490669,1.67625205,5.13942994,4.77977449,7.98364163,8.76266195,11.0295104,2.29990824,1.14733108,ok
be443b0fa3a15759,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v1-old,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v1-old/layout_us_height.json,8,250,3696,3696,0.640972286,0.648683893,0.701088226,0.716504831,0.775665111,0.499510783,0.488301146,0.556294899,0.570379067,0.636521615,1.02322563,1.00585827,1.25526844,1.30670267,1.48342711,0.814332271,0.808879749,0.861436358,0.876896577,0.963325005,1.31282515,1.29503193,1.48761803,1.53270352,1.67187376,5.08043877,4.71587478,7.92736625,8.72498342,10.9953562,2.29093728,1.14529155,ok
922a7045c2bcb065,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v2,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,8,250,3570,3570,0.636109399,0.644293455,0.69115623,0.709043258,0.760666793,0.494991386,0.483511836,0.552126383,0.566193334,0.635065029,1.05965897,1.04538142,1.29583923,1.3403101,1.46588739,0.807722054,0.802983775,0.850423487,0.867994296,0.953022648,1.33714781,1.323478,1.52253197,1.56040005,1.65807631,5.43997968,5.08288991,8.44603665,9.20385875,10.6164369,2.36723045,1.16418698,ok
bda2d0e51cf32bc2,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v2,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json,8,250,3360,3360,0.633952256,0.642959222,0.689841244,0.703572627,0.746589248,0.495875992,0.484603045,0.552731448,0.566490585,0.615155753,1.05887088,1.04585355,1.29384298,1.34052658,1.46325585,0.806557485,0.802659164,0.848708383,0.864154467,0.946161869,1.33586638,1.32232928,1.51924076,1.55935716,1.65246077,5.42397395,5.08387731,8.40769891,9.1525268,10.5776352,2.36637045,1.16188932,ok
da054d9035b0d65b,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,8,250,2856,2856,0.621286735,0.633271336,0.668067299,0.676649344,0.698545638,0.491095769,0.480253747,0.548929046,0.561221214,0.619894249,1.11264898,1.11452907,1.3290009,1.36792304,1.49175203,0.793568678,0.791187705,0.828076137,0.838433667,0.924693765,1.37082546,1.36555241,1.54348376,1.57803007,1.67372621,5.94031391,5.74606447,8.8518913,9.45555434,10.7416392,2.43740437,1.16862411,ok
f0347383d2e45b5d,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-full,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-full/layout_us_height.json,8,250,2856,2856,0.622885436,0.634380862,0.673050132,0.683048205,0.700956268,0.493282992,0.482197964,0.551077839,0.563233466,0.628676629,1.0985137,1.09139456,1.31959667,1.36052811,1.48655324,0.79622205,0.793215833,0.833372058,0.844662303,0.929868554,1.36096522,1.35055167,1.53665542,1.57419783,1.66975826,5.78595595,5.5341942,8.75532948,9.39331314,10.6810978,2.41556688,1.16703071,ok
4aea05fc3e1d10d6,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,8,250,3570,3570,0.636427851,0.644562322,0.691780048,0.709889942,0.762078607,0.495321848,0.483836904,0.552521824,0.566487521,0.635975697,1.05785203,1.0433489,1.29420959,1.3387092,1.46483973,0.808174383,0.803305742,0.851061088,0.869120602,0.954633726,1.33601049,1.32229203,1.52145802,1.55958278,1.6572222,5.42212692,5.06808363,8.43270158,9.18202594,10.6016043,2.36317509,1.16363633,ok
959530dd2fe8fe5a,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-lite,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout_us_height.json,8,250,3360,3360,0.634096814,0.642956975,0.689816573,0.70407923,0.747547288,0.496021808,0.484808459,0.552902622,0.566649778,0.615513444,1.05768604,1.0450367,1.29214622,1.339069,1.46172882,0.806760513,0.80274126,0.849101635,0.864539688,0.946806207,1.33506346,1.32160604,1.51889696,1.5582693,1.65123428,5.41146707,5.07649869,8.39275047,9.1270056,10.5550956,2.36313336,1.1610779,ok
60af45be2893ac48,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,8,250,2688,2688,0.623935792,0.635892186,0.673688572,0.683127492,0.706999689,0.490045909,0.47815983,0.548039688,0.560182429,0.620005589,1.10580987,1.10090974,1.32837603,1.37021216,1.49071012,0.795090491,0.792861136,0.830528093,0.840307608,0.925146851,1.3661812,1.35551497,1.54474777,1.58163545,1.67464143,5.87847043,5.62382742,8.87911454,9.55311258,10.9012953,2.4460106,1.17253428,ok
1af0932d019d6010,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v4-io,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v4-io/layout_us_height.json,8,250,2856,2856,0.625675941,0.637121679,0.677119654,0.688680241,0.714415768,0.49252673,0.480560206,0.550147688,0.562633482,0.621583118,1.09393935,1.0831098,1.32396574,1.36875944,1.49448857,0.797985676,0.795069606,0.836735394,0.846410573,0.925014609,1.358472,1.34624934,1.54107391,1.58010454,1.6777753,5.75784382,5.47353417,8.80908491,9.51598009,10.9199114,2.43277281,1.17339792,ok
fbb5ac35d7225b7a,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,8,250,2016,2016,0.630151793,0.637839907,0.682035291,0.695189671,0.729630861,0.505345877,0.494978445,0.562280092,0.577642176,0.652225526,0.968288079,0.960345958,1.14488449,1.17317899,1.25078771,0.809396629,0.805480651,0.847958786,0.863742709,0.946700173,1.2654045,1.2574759,1.39479129,1.41510886,1.46412646,4.33877819,4.19677577,6.31314552,6.73850673,7.31993454,2.03097876,1.05014297,ok
9b125fc84ecb0d4d,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v1-old,us_height,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout_us_height.json,8,250,2016,2016,0.631112719,0.638136025,0.68411325,0.699173903,0.749582512,0.507375275,0.497419462,0.563745825,0.580421268,0.648107793,0.963146119,0.957336277,1.14318699,1.17527823,1.24983214,0.811398089,0.806610088,0.853447052,0.871105559,0.96411437,1.26308532,1.25351024,1.39485401,1.41831932,1.46407823,4.30285297,4.15234737,6.2933374,6.73601345,7.31185052,2.02487105,1.05362063,ok
5484092f61ff25fc,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,8,250,2268,2268,0.637100969,0.643314998,0.690511643,0.701689183,0.741566172,0.5113002,0.501324991,0.567242877,0.583876095,0.65779269,0.908227111,0.902268578,1.05150342,1.07858332,1.13834196,0.818458064,0.813859474,0.859246326,0.87166042,0.949402346,1.22523658,1.22028675,1.32497538,1.34206204,1.38218731,3.75214765,3.68146656,5.2252983,5.52035477,6.15582602,1.84728119,0.993879515,ok
