layout_id,group_rank_v2,validation_rank,score_group,capture_id,source_group,solver_version,solver_family,layout_variant,production_score_v2,evaluation_score,geometry_score,dop_score,optitrack_validation_score,confidence,component_weights,score_basis,dop_binding,optitrack_eval_set,opti_err_3d_median_mm,opti_err_3d_p95_mm,opti_err_3d_rms_mm,opti_err_vertical_median_mm,eval_autopos_rms_mm,eval_static_p95_mm,eval_roto_abs_deltaR_p95_mm,dop_gdop_mean,dop_gdop_p95,dop_vdop_mean,dop_vdop_p95,dop_cond_p95,dop_bad_gdop_ratio,xy_hull_coverage_ratio,paired_xy_offset_mean_mm,paired_vertical_gap_std_mm,risk_flags,source_path
d0329b8b5bd6d38d,1,,Garage_Test/solver/outputs/v1_to_v4_io_field_check,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v3-lite,v3-lite,default,4.150984,0.000000,14.943542,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,77.239516,,,,,,,,,0.9515957112763548,186.73158029199757,87.29886326235994,unexpected_layer_order,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json
b9edbb4d294b8a82,2,,Garage_Test/solver/outputs/v1_to_v4_io_field_check,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v2,v2,default,4.854568,0.686684,15.691066,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,77.7397338,,,,,,,,,0.9505116240951661,185.32179256169243,87.28887646750167,unexpected_layer_order,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v2/layout.json
d4b700dfdb554506,3,,Garage_Test/solver/outputs/v1_to_v4_io_field_check,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v4-io,v4-io,default,46.070016,60.268894,9.152932,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,92.6620031,,,,,,,,,0.963061649282609,168.6716093251684,84.12859827826352,unexpected_layer_order,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
83427cf136699830,4,,Garage_Test/solver/outputs/v1_to_v4_io_field_check,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v1-old,v1-old,default,50.192626,58.748340,27.947769,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,104.226131,,,,,,,,,0.9553334128904731,178.2775477065105,149.21800986196104,unexpected_layer_order,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
d0ee95053a894332,5,,Garage_Test/solver/outputs/v1_to_v4_io_field_check,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v3-full,v3-full,default,93.616277,100.000000,77.018598,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,122.706852,,,,,,,,,0.9360722342698784,308.1060769410167,116.7597720339154,unexpected_layer_order,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json
526c5cfba000a235,1,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,v3-lite,us_height,3.489218,0.000000,12.561184,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,81.8995833,,,,,,,,,0.9529316914890128,98.645020050291,79.4431313107229,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout_us_height.json
c5d2c7a4673b4533,2,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v2,v2,us_height,4.354241,1.253562,12.416008,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,82.2054897,,,,,,,,,0.9507381857193888,96.96562729909407,78.76304198423695,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json
6b01d25e57bd2355,3,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,v3-lite,default,11.655466,0.000000,41.959676,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,81.8995833,,,,,,,,,0.9503100538715458,207.98994245459,84.14045783742567,unexpected_layer_order,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json
0cccbfd84eee33e7,4,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v2,v2,default,12.354634,1.253562,41.217420,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,82.2054897,,,,,,,,,0.9491096357281154,202.9058958981277,82.96431464402666,unexpected_layer_order,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json
41d7fe018de24848,5,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v1-old,v1-old,us_height,31.992919,40.158489,10.762436,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,105.4165,,,,,,,,,0.9614578553162315,135.6685988200226,89.56734758171314,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout_us_height.json
2eb8a6fdb7b789b6,6,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v1-old,v1-old,default,38.658575,40.158489,34.758800,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,105.4165,,,,,,,,,0.9562274885831551,191.93082032792466,93.66699361146368,unexpected_layer_order,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
1ecc66f642af77a7,7,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v4-io,v4-io,us_height,41.973108,51.698073,16.688200,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,103.178507,,,,,,,,,0.9845075413796267,183.84765254409206,77.15041345547856,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout_us_height.json
ce231d425384c5ce,8,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v4-io,v4-io,default,48.101655,51.698073,38.750969,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,103.178507,,,,,,,,,0.9710551148619044,214.96235183674582,78.99579638314738,unexpected_layer_order,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
c88f9a385f6f8a28,9,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-full,v3-full,default,92.541962,100.000000,73.151063,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,128.53015,,,,,,,,,0.9074176911362865,254.93720128803085,105.91535845940312,unexpected_layer_order,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json
9d1956ebc0dabee6,10,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-full,v3-full,us_height,95.555556,100.000000,84.000000,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,128.53015,,,,,,,,,0.8724475474025685,393.2798124646523,131.69265083694387,,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout_us_height.json
aad717661a728eef,1,,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,v3-lite,default,7.039568,0.000000,25.342445,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,66.5852527,,,,,,,,,0.9470462387222807,168.373637419151,102.1264664164393,unexpected_layer_order,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json
15baddb603d871a2,2,,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v2,v2,default,7.418981,0.590962,25.171832,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,66.8909189,,,,,,,,,0.9472381576226424,166.652186928485,102.5791554978028,unexpected_layer_order,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json
d301a2d612bc1d18,3,,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v4-io,v4-io,default,32.729940,36.483335,22.971112,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,84.4914404,,,,,,,,,0.9410697727360309,102.03853532569315,95.37160956859356,unexpected_layer_order,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
9b541380fd15fbb5,4,,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v1-old,v1-old,default,72.794070,92.761451,20.878880,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,97.2073823,,,,,,,,,0.9570609835441105,150.40375650574558,131.1027821271637,unexpected_layer_order,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json
c54a70bd62780086,5,,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-full,v3-full,default,80.355974,84.121859,70.564673,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,88.6984887,,,,,,,,,0.9330932260602696,250.71765144861592,96.81278232675852,unexpected_layer_order,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json
922a7045c2bcb065,1,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v2,v2,default,19.956334,15.938843,30.401810,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,48.8849626,,,,,,,,,0.8470676861760547,118.92738294210399,82.04536331927144,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v2/layout.json
bda2d0e51cf32bc2,2,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v2,v2,us_height,20.458738,15.938843,32.210466,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,48.8849626,,,,,,,,,0.8645172351023113,185.15284483691096,85.62137739807106,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json
4aea05fc3e1d10d6,3,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-lite,v3-lite,default,20.805445,16.764950,31.310731,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,48.8749676,,,,,,,,,0.8468998755142791,122.58861678627616,80.97543215759777,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json
959530dd2fe8fe5a,4,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-lite,v3-lite,us_height,21.089794,16.764950,32.334390,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,48.8749676,,,,,,,,,0.8647071153410233,187.03569795870678,84.53284809287094,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout_us_height.json
60af45be2893ac48,5,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v4-io,v4-io,default,24.233609,30.506765,7.923402,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,67.3010113,,,,,,,,,0.8601157695170119,78.47944712024395,83.14259704721499,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json
1af0932d019d6010,6,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v4-io,v4-io,us_height,29.579951,30.506765,27.170235,,,evaluation_matched,evaluation:0.65|geometry:0.25,eval_autopos_rms_mm|eval_autopos_p95_mm|xy_hull_coverage_ratio|nearest_neighbor_min_mm|paired_xy_offset_mean_mm|paired_xy_offset_max_mm|paired_vertical_gap_std_mm|anchor_delay_span_mm|risk_flag_count,,,,,,,67.3010113,,,,,,,,,0.8578094811281447,144.49158789825785,82.36539802281644,,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v4-io/layout_us_height.json
