layout_id,capture_id,source_group,solver_version,layout_variant,source_path,all8_score,all8_xdop_p95,all8_ydop_p95,all8_vdop_p95,all8_gdop_p95,worst_drop_score_mask,worst_drop_score,worst_drop_score_vdop_p95,worst_drop_score_gdop_p95,worst_vdop_mask,worst_vdop_p95,worst_gdop_mask,worst_gdop_p95,worst_cond_mask,worst_cond_p95,score_degradation_ratio,vdop_degradation_ratio
b2621c461433aed5,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v4-io-wand,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v4-io-wand/layout_us_height.json,1.15009464,0.71369493,0.545706332,1.29634559,1.53146565,dropG,1.42311963,1.6143893,1.86099708,dropD,1.62813973,dropG,1.86099708,dropG,14.0263233,1.2373935,1.25594575
b5d368d15c9d301e,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v2,us_height,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json,1.00777372,0.702471435,0.579525352,1.07867861,1.34313011,dropD,1.30808076,1.4796648,1.71036386,dropD,1.4796648,dropD,1.71036386,dropD,11.1435852,1.29799054,1.37173833
b7ec9554ec6c8102,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v4-io,us_height,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout_us_height.json,1.04364452,0.686693072,0.568977296,1.14720106,1.39755857,dropD,1.34078836,1.53762352,1.76832271,dropD,1.53762352,dropD,1.76832271,dropD,12.1575375,1.28471748,1.3403261
b8d7b47c1daf30d4,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v2,default,outdoor_20260513/FULL-COMPARE-500/v2/layout.json,1.14151519,0.703403115,0.545297623,1.29134881,1.52299094,dropG,1.44108776,1.67739201,1.88799524,dropG,1.67739201,dropG,1.88799524,dropG,14.5019121,1.26243415,1.29894572
b952c7b1e8e1266a,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v1-old,default,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,0.904419119,0.585996866,0.653169155,0.933234811,1.22117281,dropH,1.11967269,1.21760142,1.48203588,dropH,1.21760142,dropA,1.48679495,dropA,7.50775385,1.23800201,1.30471067
b9edbb4d294b8a82,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,1.17820231,0.583006561,0.630470157,1.3869791,1.58001435,dropC,1.51206452,1.82895684,2.01260495,dropH,1.84040487,dropC,2.01260495,dropC,16.6670303,1.28336577,1.32691608
bc9f1f5e98797ef6,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-full,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_last500_aligned.json,1.13872683,0.709983349,0.547783613,1.28190637,1.51778674,dropG,1.4240886,1.63138235,1.85621524,dropG,1.63138235,dropG,1.85621524,dropG,13.9468946,1.25059721,1.27262208
bcd7d23aab9bdac7,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v3-full,default,outdoor_v4_20260504/FULL-COMPARE/v3full/layout.json,1.09267532,0.550583482,0.703298092,1.2154367,1.45888317,dropF,1.36586179,1.57109571,1.78979468,dropF,1.57109571,dropF,1.78979468,dropF,12.6471825,1.25001614,1.29261829
bda2d0e51cf32bc2,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v2,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json,1.17444434,0.695715547,0.557314277,1.34401739,1.56205869,dropD,1.51141062,1.76417148,1.97060812,dropD,1.76417148,dropD,1.97060812,dropD,16.0827065,1.2869155,1.31261061
be443b0fa3a15759,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v1-old,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v1-old/layout_us_height.json,1.15810118,0.707432568,0.56128633,1.31253397,1.5366658,dropD,1.52344189,1.77408898,1.97660339,dropD,1.77408898,dropD,1.97660339,dropD,16.2349396,1.31546528,1.35165186
bf5e9b3da4a91f48,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-lite,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v3-lite/layout_last500_aligned.json,1.14061292,0.703241348,0.545482278,1.29007149,1.5218724,dropG,1.43904773,1.67458189,1.88557935,dropG,1.67458189,dropG,1.88557935,dropG,14.4534636,1.26164425,1.29805356
c154e86f58c62fcf,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-roto,consensus,outdoor_20260513/FULL-COMPARE-500+500/v4-io-roto/layout_consensus.json,1.14867064,0.701308668,0.543871403,1.30293202,1.53328133,dropC,1.42928812,1.64181328,1.87473226,dropG,1.64822137,dropC,1.87473226,dropC,14.3015871,1.2442976,1.26500949
c46f703d261789cb,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v1-old,default,outdoor_20260513/FULL-COMPARE-500/v1-old/layout.json,1.1435573,0.70570159,0.545342922,1.29266393,1.52515852,dropD,1.43516593,1.6647892,1.87399495,dropD,1.6647892,dropD,1.87399495,dropD,14.2526035,1.25500133,1.28787472
c54a70bd62780086,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,1.14470636,0.554478586,0.704419971,1.2942282,1.52314758,dropH,1.44358788,1.70213115,1.89105499,dropH,1.70213115,dropH,1.89105499,dropH,14.5182848,1.26109886,1.31517081
c5d2c7a4673b4533,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v2,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json,1.16495423,0.584719181,0.631510258,1.36665714,1.56218851,dropH,1.49209027,1.80053091,1.98643243,dropA,1.80578005,dropH,1.98643243,dropH,16.1519527,1.2808145,1.32131169
c5edcfef2e6ad424,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-full,first500,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_first500.json,1.1378867,0.70950067,0.549803555,1.28027618,1.51640737,dropG,1.42890036,1.64003694,1.86288321,dropG,1.64003694,dropG,1.86288321,dropG,14.0753088,1.25574924,1.28100246
c855e34a218d0254,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v4-io-roto,default,outdoor_20260513/FULL-COMPARE-500/v4-io-roto/layout.json,1.14810731,0.701458275,0.543865919,1.3019762,1.53249741,dropC,1.4280242,1.63978195,1.87325764,dropG,1.6485014,dropC,1.87325764,dropC,14.2726402,1.24380725,1.26615325
c88f9a385f6f8a28,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,1.13819888,0.605329931,0.648694694,1.30953932,1.52048182,dropF,1.46999969,1.72117186,1.94923878,dropH,1.763134,dropF,1.94923878,dropF,15.3778248,1.29151391,1.34637729
cb24f7f5220451ec,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-wand,first500,outdoor_20260513/FULL-COMPARE-500+500/v4-io-wand/layout_first500.json,1.15030129,0.706647992,0.54475683,1.30255032,1.53367448,dropG,1.44204953,1.67567146,1.88734579,dropG,1.67567146,dropG,1.88734579,dropG,14.5139809,1.25362767,1.2864543
cb9290653eb45b01,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-full,consensus,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_consensus.json,1.13800562,0.709609985,0.548902094,1.28068876,1.51683915,dropG,1.42691323,1.63661432,1.86048102,dropG,1.63661432,dropG,1.86048102,dropG,14.0270004,1.25387187,1.2779173
cbf1096ddf259e07,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v2,default,outdoor_v4_20260504/FULL-COMPARE/v2/layout.json,1.09234949,0.552276611,0.692926943,1.22157192,1.46067536,dropB,1.37388238,1.55685794,1.81150484,dropF,1.57009768,dropB,1.81150484,dropB,13.0133524,1.25773152,1.28530924
ce0b54400ac800cc,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v4-io-td,default,outdoor_20260513/FULL-COMPARE-1000/v4-io-td/layout.json,1.14930654,0.705071867,0.544788599,1.3018744,1.53275955,dropG,1.43866984,1.66920149,1.88189185,dropG,1.66920149,dropG,1.88189185,dropG,14.4137831,1.25177208,1.28215248
ce231d425384c5ce,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,1.15912457,0.59685719,0.643266261,1.3460598,1.55119145,dropH,1.48817345,1.80901539,1.97203529,dropH,1.80901539,dropH,1.97203529,dropH,15.8486261,1.28387706,1.3439339
cef6a189867b2e95,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v1,default,outdoor_v4_20260504/FULL-COMPARE/v1/layout.json,1.1054088,0.551479578,0.701445043,1.23649216,1.47545409,dropB,1.40773021,1.58949935,1.85143363,dropF,1.61816764,dropB,1.85143363,dropB,13.7477484,1.27349286,1.30867602
d0329b8b5bd6d38d,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,1.17688412,0.583278894,0.630948365,1.38459051,1.57819998,dropC,1.51017193,1.82574975,2.01006866,dropH,1.83697617,dropC,2.01006866,dropC,16.6139355,1.28319509,1.32672885
d0cb71e52800e4ca,28052026_Erlangen_Smoke,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check,v4-io,default,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,0.929079802,0.574581206,0.673223019,0.962267399,1.25164008,dropG,1.14774897,1.23124623,1.50937283,dropH,1.23175967,dropD,1.50951588,dropG,7.87633705,1.23536102,1.28005965
d0ee95053a894332,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,1.16180178,0.60370189,0.650065064,1.34363961,1.55146229,dropH,1.5004784,1.82146502,1.98483181,dropH,1.82146502,dropH,1.98483181,dropH,16.1033955,1.29150981,1.35562022
d301a2d612bc1d18,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,1.14429204,0.549044073,0.685176492,1.30593264,1.5306716,dropD,1.41973066,1.64124918,1.86439133,dropC,1.64348423,dropD,1.86439133,dropD,14.0384293,1.24070658,1.2584755
d4b700dfdb554506,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,1.17920008,0.590029955,0.632912755,1.38477325,1.58036089,dropH,1.51622366,1.85163605,2.01062202,dropH,1.85163605,dropH,2.01062202,dropH,16.6163807,1.28580695,1.33714025
da054d9035b0d65b,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,1.18219048,0.670577288,0.55283314,1.37073624,1.5803057,dropC,1.52946091,1.80749106,2.0046277,dropC,1.80749106,dropC,2.0046277,dropC,16.7806053,1.29375167,1.31862791
db15409b6d413a3f,28052026_Erlangen_Smoke,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check,v3-full,default,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,0.961363083,0.586931407,0.717859387,0.98888278,1.27937078,dropC,1.189417,1.26086712,1.57099438,dropH,1.27511179,dropC,1.57099438,dropC,8.8217535,1.23721934,1.28944685
db81b403f22247cb,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v3-full,default,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,0.914917114,0.587728858,0.656720042,0.946142972,1.23346376,dropA,1.13531051,1.22068489,1.50208032,dropA,1.22068489,dropA,1.50208032,dropA,7.73051071,1.24088892,1.29016959
db876514cc1ff44d,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-lite,consensus,outdoor_20260513/FULL-COMPARE-500+500/v3-lite/layout_consensus.json,1.14066956,0.70349884,0.545438766,1.2900033,1.52186847,dropG,1.44019184,1.67616737,1.88694763,dropG,1.67616737,dropG,1.88694763,dropG,14.4809427,1.26258462,1.29935123
df79fcaf6187fc6f,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v5,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v5/layout_last500_aligned.json,1.14884934,0.704737842,0.544703484,1.30140686,1.53232098,dropG,1.43677562,1.66671085,1.87978899,dropG,1.66671085,dropG,1.87978899,dropG,14.370019,1.25062144,1.2806993
e0b44fd5cac62866,Outdoor_LOS_3,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,1.04607402,0.680044413,0.566055119,1.15534317,1.40270901,dropD,1.33467099,1.53395522,1.75670159,dropD,1.53395522,dropD,1.75670159,dropD,11.9565487,1.2758858,1.32770527
e120b7881ec47f64,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-wand,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io-wand/layout_last500_aligned.json,1.14930449,0.705986798,0.544799447,1.30144203,1.53257775,dropG,1.43766588,1.66957855,1.88207519,dropG,1.66957855,dropG,1.88207519,dropG,14.4106359,1.25090078,1.28286817
e6bc6dc8163a8156,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-lite,first500,outdoor_20260513/FULL-COMPARE-500+500/v3-lite/layout_first500.json,1.1407251,0.703761041,0.545392394,1.28993201,1.52186453,dropG,1.44132343,1.67777073,1.88830149,dropG,1.67777073,dropG,1.88830149,dropG,14.5070581,1.26351514,1.30066602
ebda6c001ec839b2,28052026_Erlangen_Smoke,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check,v2,default,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,0.927232714,0.577213168,0.675188661,0.958532453,1.24865282,dropG,1.14442989,1.22630262,1.50452113,dropH,1.23852909,dropC,1.5084722,dropD,7.85500956,1.23424236,1.29210971
ee1b62b82f6517d2,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v3-lite,default,outdoor_v4_20260504/FULL-COMPARE/v3lite/layout.json,1.09134959,0.552376926,0.693342507,1.21976101,1.45927989,dropB,1.3728589,1.55459571,1.810076,dropF,1.56789076,dropB,1.810076,dropB,12.9865398,1.25794604,1.28540816
ee4335423ad1a73e,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,1.06958592,0.673002362,0.572360694,1.19640505,1.43354273,dropA,1.33577826,1.53425908,1.76042676,dropA,1.53425908,dropA,1.76042676,dropA,12.0357981,1.2488742,1.28239101
f0347383d2e45b5d,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-full,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-full/layout_us_height.json,1.1806866,0.675352097,0.555144489,1.36562276,1.57645309,dropC,1.52905769,1.80853891,2.00097299,dropC,1.80853891,dropC,2.00097299,dropC,16.7038097,1.29505805,1.32433272
f961f8430cca0a69,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io,first500,outdoor_20260513/FULL-COMPARE-500+500/v4-io/layout_first500.json,1.1497744,0.705650449,0.544778526,1.30225003,1.5332309,dropG,1.44185785,1.67389238,1.88585258,dropG,1.67389238,dropG,1.88585258,dropG,14.4898319,1.25403544,1.28538479
fb986c7dd6f2e63b,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-roto,first500,outdoor_20260513/FULL-COMPARE-500+500/v4-io-roto/layout_first500.json,1.14810731,0.701458275,0.543865919,1.3019762,1.53249741,dropC,1.4280242,1.63978195,1.87325764,dropG,1.6485014,dropC,1.87325764,dropC,14.2726402,1.24380725,1.26615325
fbaedd952d612dd2,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-wand,consensus,outdoor_20260513/FULL-COMPARE-500+500/v4-io-wand/layout_consensus.json,1.14980859,0.706318498,0.544777989,1.30200315,1.53313375,dropG,1.43985034,1.67260933,1.88468921,dropG,1.67260933,dropG,1.88468921,dropG,14.4622364,1.2522522,1.28464307
fbb5ac35d7225b7a,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,1.06228689,0.686570585,0.569078743,1.17814314,1.41982663,dropD,1.38859068,1.6038059,1.82595563,dropD,1.6038059,dropD,1.82595563,dropD,13.2234621,1.30717106,1.3612997
fff6325ba01f2d73,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v5,default,outdoor_20260513/FULL-COMPARE-1000/v5/layout.json,1.14930654,0.705071867,0.544788599,1.3018744,1.53275955,dropG,1.43866984,1.66920149,1.88189185,dropG,1.66920149,dropG,1.88189185,dropG,14.4137831,1.25177208,1.28215248
