row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L13:I0:T6,simulate_imu_prior,0.5910285569989355,,,,
R2:L13:I0:T6,cpu_golden,21.48263353999937,,,,
R2:L13:I0:T6,torch_gpu,2.5491220650001196,0,1,2.5491220650001196,2.5491220650001196
R2:L13:I0:T8,simulate_imu_prior,0.6419929909898201,,,,
R2:L13:I0:T8,cpu_golden,21.63441623300605,,,,
R2:L13:I0:T8,torch_gpu,2.4977477729989914,0,1,2.4977477729989914,2.4977477729989914
R2:L13:I1:T6,simulate_imu_prior,0.65212431299733,,,,
R2:L13:I1:T6,cpu_golden,21.42708742999821,,,,
R2:L13:I1:T6,torch_gpu,2.4185964979988057,0,1,2.4185964979988057,2.4185964979988057
R2:L13:I1:T8,simulate_imu_prior,0.592044047996751,,,,
R2:L13:I1:T8,cpu_golden,21.52000150999811,,,,
R2:L13:I1:T8,torch_gpu,2.600792557001114,0,1,2.600792557001114,2.600792557001114
