capture_id,tag,frames,finite_frames,xyz_diff_rmse_mm,xyz_diff_p95_mm,xyz_diff_max_mm,cpu_accept_rate,gpu_accept_rate,row_spec,R,L,I,T,prior_sigma_mm,range_sigma_scale,robust
R01,BS2DCE,1201,1201,0.00043293032513912433,0.000821339800544311,0.0014211541345208172,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R01,BSDC91,1200,1200,0.0006019369948397662,0.0012302676027906082,0.0020703664792546045,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R02,BS2DCE,1201,1201,0.0005795544143584525,0.0012396470915612713,0.002245218824787565,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R02,BSDC91,1200,1200,0.0005240042342742251,0.0011888376666257254,0.0017466396381929988,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R03,BS2DCE,1200,1200,0.00042060732674062477,0.0008138071733737034,0.0013624323584348504,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R03,BSDC91,1200,1200,0.0005404068794015037,0.001122346073186661,0.002682954184379236,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R04,BS2DCE,1200,1200,0.000515608544060804,0.0009670843887820586,0.002025706433067548,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R04,BSDC91,1200,1200,0.0003772988566311161,0.0006835068246040537,0.0013481399448939204,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R05,BS2DCE,1200,1200,0.0005100623388516671,0.000924997233691748,0.00156861592284226,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R05,BSDC91,1201,1201,0.0005776572053173835,0.0011986943591525763,0.0018546703274790357,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R06,BS2DCE,1200,1200,0.0004997325517336908,0.0011138478731016722,0.0014862166132029897,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R06,BSDC91,1201,1201,0.0006777690155630938,0.0014462920662996598,0.0028126099748787626,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R07,BS2DCE,1200,1200,0.0003792672543376743,0.0006502668805131161,0.001047898459469058,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R07,BSDC91,1201,1201,0.0004977549180552913,0.0009612907517323987,0.0022218591995479685,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R08,BS2DCE,1201,1201,0.00047807931740183264,0.0009495182060058684,0.0016459480976748807,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R08,BSDC91,1200,1200,0.00031741848279855437,0.0005017840427725644,0.0008065947642380367,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R09,BS2DCE,1200,1200,0.0003418207202155434,0.0006084039667590154,0.001036675072954058,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R09,BSDC91,1200,1200,0.0007004773846928727,0.0013522934119325068,0.0018231934210518113,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R10,BS2DCE,1200,1200,0.0005871311857729387,0.0011876722323498417,0.002733198248920352,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R10,BSDC91,1200,1200,0.00047615020587948284,0.0010425299848539182,0.0016605512259247287,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R11,BS2DCE,1201,1201,0.00039093348518313845,0.0006448816643057837,0.00094056644941933,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R11,BSDC91,1200,1200,0.00043571143700198086,0.0007739925373317483,0.0010907501866949142,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R12,BS2DCE,1200,1200,0.00028901416504342276,0.0004368232936269984,0.0007784045579715738,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R12,BSDC91,1200,1200,0.0002871815027727691,0.0004382156971880448,0.0005825599885368278,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R13,BS2DCE,1201,1201,5.892247614615954,0.0007074975260162782,201.1395830186003,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R13,BSDC91,1200,1200,0.00039510413521720464,0.0007917574342637061,0.0015925714588341635,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R14,BS2DCE,1201,1201,0.0002748598655069949,0.0004991507501142655,0.0008223436364001851,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R14,BSDC91,1200,1200,0.0002952564078655448,0.0005554105491595483,0.0009226068156086117,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R15,BS2DCE,1200,1200,0.00033479196917524475,0.0005027864780469514,0.0006578174378666193,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R15,BSDC91,1200,1200,0.0004204449814566397,0.0007305106367454301,0.0014705459688301576,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R16,BS2DCE,1201,1201,0.00030719743493340417,0.0005109236216561261,0.0009942671090689046,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R16,BSDC91,1200,1200,0.0002880752817726258,0.0004573366269173727,0.0008286700851716788,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R17,BS2DCE,1201,1201,0.0002990011060460005,0.0004500740357673973,0.0006156529771708357,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R17,BSDC91,1200,1200,0.00031762667077717946,0.0005312812821468267,0.000854936378615351,1.0,1.0,R2:L14:I0:T6,R2,L14,I0,T6,202.74150000000003,1.0,False
R01,BS2DCE,1201,1201,0.00040049241813511005,0.0007616875709569095,0.0014551816099765747,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R01,BSDC91,1200,1200,0.0005449281917848624,0.0011147934167702147,0.002698869490762552,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R02,BS2DCE,1201,1201,0.0005267145907949443,0.0010659539109872116,0.002587810293866893,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R02,BSDC91,1200,1200,0.00047069443499192645,0.0010465492716161733,0.001888617820235413,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R03,BS2DCE,1200,1200,0.0003874717605319573,0.0007051140927103798,0.001128143848047002,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R03,BSDC91,1200,1200,0.000402796862814086,0.0007900701894979672,0.001380446705156236,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R04,BS2DCE,1200,1200,0.0004446739809452918,0.0008186556854440901,0.0017603551621887242,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R04,BSDC91,1200,1200,0.00034335381417012446,0.0005631337943557338,0.0012238521831020486,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R05,BS2DCE,1200,1200,0.0005336059884080027,0.001054534183875201,0.0020248276227851987,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R05,BSDC91,1201,1201,0.000559528129916,0.0012599832565198636,0.0023371311715709962,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R06,BS2DCE,1200,1200,0.00046943693555002145,0.0010646964612279737,0.001712018177283053,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R06,BSDC91,1201,1201,0.0007363911312400201,0.001782227786496211,0.0036325628802381426,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R07,BS2DCE,1200,1200,0.00036458120671713906,0.0006416069706113483,0.0009746440623300503,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R07,BSDC91,1201,1201,0.00046280056970378976,0.0009035423980136557,0.0021928295268676097,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R08,BS2DCE,1201,1201,0.00042083711420989363,0.0008234891489696097,0.0014729222197087297,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R08,BSDC91,1200,1200,0.0003057371268429987,0.0005027944619231528,0.0009553692392389524,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R09,BS2DCE,1200,1200,0.0003526278257249249,0.000660146929968103,0.0009957431210225963,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R09,BSDC91,1200,1200,0.0007997468257212671,0.0016330503162432155,0.0022698838984775657,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R10,BS2DCE,1200,1200,0.0005434642395359727,0.001084858240817557,0.0030934143507961383,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R10,BSDC91,1200,1200,0.000487710068120855,0.001116164907285521,0.002113184561525639,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R11,BS2DCE,1201,1201,0.0003996799250399079,0.0006919315194409472,0.000940532244865015,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R11,BSDC91,1200,1200,0.0003995141151406251,0.0006861240416911843,0.001235154252035818,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R12,BS2DCE,1200,1200,0.0002844206677400573,0.0004233281606754954,0.0007555102742565355,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R12,BSDC91,1200,1200,0.000290612800167102,0.0004332117035979473,0.0005839497828833721,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R13,BS2DCE,1201,1201,3.859532804115965,0.0006195287286761745,132.44258979713578,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R13,BSDC91,1200,1200,0.00036923112149178525,0.0007391804726848282,0.001512696316150237,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R14,BS2DCE,1201,1201,0.0002758863380262176,0.0004927665401155036,0.0008195071875323996,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R14,BSDC91,1200,1200,0.00028074909998402237,0.0005320110257643172,0.0008472605293543281,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R15,BS2DCE,1200,1200,0.00033220785207642694,0.0004994456284162083,0.0006433290471692266,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R15,BSDC91,1200,1200,0.00038343672584238004,0.0006773708057287231,0.0014715965928282057,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R16,BS2DCE,1201,1201,0.0003002165811408882,0.000482558543455733,0.0009092629670026808,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R16,BSDC91,1200,1200,0.00028122618254078786,0.00043980593852643407,0.0007101872641393567,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R17,BS2DCE,1201,1201,0.0002949928439380991,0.00043647635440137016,0.0007422728380182671,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R17,BSDC91,1200,1200,0.00031291993841278833,0.0005083536219832504,0.0007983788968319864,1.0,1.0,R2:L14:I0:T8,R2,L14,I0,T8,296.31450000000007,1.0,True
R01,BS2DCE,1201,1201,0.00047464076616633054,0.0008289804579088396,0.001094613315173578,1.0,1.0,R2:L14:I1:T6,R2,L14,I1,T6,91.55250000000001,1.0,False
R01,BSDC91,1200,1200,0.0004516830849611456,0.0008076002447096808,0.0012106958906697566,1.0,1.0,R2:L14:I1:T6,R2,L14,I1,T6,91.55250000000001,1.0,False
