row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L14:I0:T6,simulate_imu_prior,0.6952493930002674,,,,
R2:L14:I0:T6,cpu_golden,21.21907987499435,,,,
R2:L14:I0:T6,torch_gpu,2.5139430910057854,0,1,2.5139430910057854,2.5139430910057854
R2:L14:I0:T8,simulate_imu_prior,0.6818836220045341,,,,
R2:L14:I0:T8,cpu_golden,21.09437416199944,,,,
R2:L14:I0:T8,torch_gpu,2.2448278160009068,0,1,2.2448278160009068,2.2448278160009068
R2:L14:I1:T6,simulate_imu_prior,0.5512490069959313,,,,
R2:L14:I1:T6,cpu_golden,20.059484070996405,,,,
R2:L14:I1:T6,torch_gpu,2.0652919959975407,0,1,2.0652919959975407,2.0652919959975407
R2:L14:I1:T8,simulate_imu_prior,0.5625530550023541,,,,
R2:L14:I1:T8,cpu_golden,20.580690432994743,,,,
R2:L14:I1:T8,torch_gpu,2.336105098002008,0,1,2.336105098002008,2.336105098002008
