row_spec,seed_id,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R4:L8:I1+I2+I3+I8:T8,S04,simulate_imu_prior,1.0427215190138668,,,,
R4:L8:I1+I2+I3+I8:T8,S04,cpu_golden,0.3309062449843623,,,,
R4:L8:I1+I2+I3+I8:T8,S04,torch_gpu,0.7582265689852647,0,1,0.7582265689852647,0.7582265689852647
R4:L14:I1+I2+I3+I8:T8,S04,simulate_imu_prior,1.0317292130202986,,,,
R4:L14:I1+I2+I3+I8:T8,S04,cpu_golden,0.33581574299023487,,,,
R4:L14:I1+I2+I3+I8:T8,S04,torch_gpu,0.5384808620146941,0,1,0.5384808620146941,0.5384808620146941
