L,A,R,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,b0_uwb_p95_mean,b0_delta_p95_mean,b0_improved_seed_fraction,radius_abs_mean,thickness_p95_mean,experiment_short
L10,A0,R1,I7,T9,range_fusion,5,2125.573661292994,2528.7867690862536,28.324940961226574,2125.381072933374,231.8021379954777,-2296.984631090776,0.0,169.06591444060982,215.28115725002826,X_A0_R1_L10_I7_T9
L4,A0,R1,I5,T6,range_fusion,5,2116.3252964694357,2529.055156891362,7.9364893669058265,2122.5078528778786,231.8021379954777,-2297.2530188958845,0.0,163.00922462063923,219.2398828371055,X_A0_R1_L4_I5_T6
L17,A0,R1,I7,T8,range_fusion,5,2138.3443805375005,2529.090972231884,8.547720720392261,2144.823340275033,231.8021379954777,-2297.288834236406,0.0,187.2690339284859,189.77797398070425,X_A0_R1_L17_I7_T8
L2,A0,R1,I2,T6,range_fusion,5,2125.435602883482,2529.1772049437627,5.4822007339732375,2126.0615887729177,231.8021379954777,-2297.375066948285,0.0,160.25981224800802,202.97001415198616,X_A0_R1_L2_I2_T6
L5,A0,R0,I1,T6,range_fusion,5,2152.067532273629,2529.227068231695,9.240617749010555,2167.806621781376,231.8021379954777,-2297.4249302362177,0.0,146.94553703186196,171.96462556149828,X_A0_R0_L5_I1_T6
L8,A0,R0,I7,T10,range_fusion,5,2097.753682324741,2529.349707695802,45.956602371723164,2106.1525071118294,231.8021379954777,-2297.547569700325,0.0,288.9263135503367,272.98809261222294,X_A0_R0_L8_I7_T10
L17,A0,R0,I2,T6,range_fusion,5,2172.573797322296,2529.5105327135716,5.553908288807325,2162.0455389267668,231.8021379954777,-2297.708394718094,0.0,126.67479813325403,170.27389369013852,X_A0_R0_L17_I2_T6
L8,A0,R1,I4,T8,range_fusion,5,2145.6782074292096,2529.9502656896284,20.05697451243659,2132.5845953011926,231.8021379954777,-2298.1481276941513,0.0,155.97704755632762,202.46387804229346,X_A0_R1_L8_I4_T8
L16,A0,R0,I2,T6,range_fusion,5,2151.6394159938072,2530.0329853117796,8.190129388072581,2165.7296792342067,231.8021379954777,-2298.230847316302,0.0,148.63777016333074,172.9666573519639,X_A0_R0_L16_I2_T6
L18,A0,R0,I2,T7,range_fusion,5,2150.152338439114,2530.0740107183383,6.476954580310788,2159.848544130703,231.8021379954777,-2298.2718727228607,0.0,143.57282461117612,168.2775929097533,X_A0_R0_L18_I2_T7
L13,A0,R0,I7,T6,range_fusion,5,2154.1658356137327,2530.2354186902594,10.108554746920817,2160.7267336108407,231.8021379954777,-2298.433280694782,0.0,144.94407844737117,169.13828339351673,X_A0_R0_L13_I7_T6
L8,A0,R1,I7,T7,range_fusion,5,2134.2137899961713,2530.3154152151496,25.246172028921396,2133.336474114869,231.8021379954777,-2298.5132772196716,0.0,141.68341758228138,224.33696811480914,X_A0_R1_L8_I7_T7
L8,A0,R1,I7,T9,range_fusion,5,2122.8483214997805,2530.369847545841,40.54009483839502,2128.1110306060937,231.8021379954777,-2298.5677095503634,0.0,176.21310038815184,261.89827480688734,X_A0_R1_L8_I7_T9
L14,A0,R0,I1,T7,range_fusion,5,2145.5934728952457,2530.4880703498156,5.1711102181975726,2162.919251634062,231.8021379954777,-2298.685932354338,0.0,148.6309464232292,177.65721466771802,X_A0_R0_L14_I1_T7
L4,A0,R1,I6,T8,range_fusion,5,2146.359658694404,2530.5824856377035,7.548933395592795,2137.8677639160096,231.8021379954777,-2298.780347642226,0.0,183.0010806749588,190.5854536375347,X_A0_R1_L4_I6_T8
L11,A0,R1,I8,T8,range_fusion,5,2139.0653126452753,2530.611980431914,9.664909092827344,2132.738415326654,231.8021379954777,-2298.809842436437,0.0,189.16648579646238,186.77859900890053,X_A0_R1_L11_I8_T8
L8,A0,R1,I5,T6,range_fusion,5,2129.273893887832,2530.6574874200924,40.845243649219576,2135.0726880203392,231.8021379954777,-2298.8553494246144,0.0,153.73506160409403,244.02497513720465,X_A0_R1_L8_I5_T6
L14,A0,R0,I7,T6,range_fusion,5,2152.954385011459,2530.66055670528,8.866716262498588,2163.5758986427445,231.8021379954777,-2298.858418709802,0.0,147.35877225305296,170.54583203432134,X_A0_R0_L14_I7_T6
L14,A0,R0,I2,T7,range_fusion,5,2141.698938860881,2530.6630361198913,16.012269433109566,2154.387480727927,231.8021379954777,-2298.8608981244133,0.0,149.71065347416578,179.80447806604832,X_A0_R0_L14_I2_T7
L17,A0,R0,I4,T7,range_fusion,5,2152.2772100823126,2530.6674914979335,18.95273488545339,2160.296125150598,231.8021379954777,-2298.865353502456,0.0,148.7075658297837,173.97741421197168,X_A0_R0_L17_I4_T7
L18,A0,R1,I7,T8,range_fusion,5,2138.4763395609016,2530.783781147241,7.347899905631641,2143.747513359037,231.8021379954777,-2298.9816431517634,0.0,184.2692359689791,187.78498906291418,X_A0_R1_L18_I7_T8
L4,A0,R1,I1,T9,range_fusion,5,2119.8656369490336,2530.8320914428277,24.604859595208445,2105.951693183205,231.8021379954777,-2299.02995344735,0.0,170.8116552587962,226.0326757640816,X_A0_R1_L4_I1_T9
L11,A0,R1,I1,T6,range_fusion,5,2129.0117460551983,2530.8995689446056,17.335214084555265,2124.6615165126295,231.8021379954777,-2299.097430949128,0.0,140.66398247817943,199.17469312093982,X_A0_R1_L11_I1_T6
L3,A0,R0,I3,T6,range_fusion,5,2152.030742478761,2530.9998514250765,7.351522011650638,2155.1762394376956,231.8021379954777,-2299.197713429599,0.0,145.24318127211185,171.99063543586055,X_A0_R0_L3_I3_T6
L2,A0,R0,I8,T6,range_fusion,5,2147.173551704057,2531.0892771791487,12.208541457217548,2155.0246955718885,231.8021379954777,-2299.2871391836707,0.0,145.8673072528087,177.5485470271909,X_A0_R0_L2_I8_T6
L17,A0,R0,I7,T7,range_fusion,5,2155.3123697544897,2531.175704811352,12.567863217473676,2155.8977832782666,231.8021379954777,-2299.3735668158743,0.0,143.8565598569036,168.20965585981057,X_A0_R0_L17_I7_T7
L2,A0,R1,I0,T10,range_fusion,5,2122.130135737825,2531.270751085862,28.40726154239386,2134.587721285435,231.8021379954777,-2299.468613090384,0.0,175.3297348233903,210.56681303708282,X_A0_R1_L2_I0_T10
L8,A0,R1,I5,T7,range_fusion,5,2130.4715247255126,2531.2981942421766,35.24518496990815,2135.6227372554335,231.8021379954777,-2299.496056246699,0.0,151.28662129876642,256.3020062009014,X_A0_R1_L8_I5_T7
L4,A0,R1,I1,T7,range_fusion,5,2132.149493654311,2531.298607247993,14.63384524233765,2116.9446738518723,231.8021379954777,-2299.496469252515,0.0,134.90676006269788,211.6004376461086,X_A0_R1_L4_I1_T7
L10,A0,R1,I1,T9,range_fusion,5,2133.7094464975435,2531.3669822751153,27.131406341963032,2134.9092414716547,231.8021379954777,-2299.5648442796382,0.0,165.61184264400518,222.3294950134155,X_A0_R1_L10_I1_T9
L13,A0,R0,I4,T6,range_fusion,5,2146.898104123966,2531.402460257824,10.693441910919947,2157.807566165703,231.8021379954777,-2299.6003222623463,0.0,148.8176096196416,178.0968462163663,X_A0_R0_L13_I4_T6
L18,A0,R1,I2,T8,range_fusion,5,2141.7313687287437,2531.593190668244,7.866228468486922,2147.468798277871,231.8021379954777,-2299.7910526727665,0.0,185.75591366474953,190.75550213413143,X_A0_R1_L18_I2_T8
L16,A0,R0,I1,T6,range_fusion,5,2147.714724364197,2531.8610249528647,8.554800931492842,2164.3534995511995,231.8021379954777,-2300.058886957387,0.0,147.82375107584886,172.21029648647365,X_A0_R0_L16_I1_T6
L15,A0,R1,I0,T7,range_fusion,5,2140.8291745692723,2531.9226929018505,17.181788288623334,2145.9088934309607,231.8021379954777,-2300.1205549063734,0.0,143.63967134577615,190.091817930074,X_A0_R1_L15_I0_T7
L19,A0,R1,I0,T7,range_fusion,5,2135.4892290037096,2531.957143386445,5.081781900956803,2148.2806290298495,231.8021379954777,-2300.1550053909673,0.0,150.83056546965267,191.81806468661756,X_A0_R1_L19_I0_T7
L18,A0,R0,I3,T7,range_fusion,5,2148.26878011972,2532.0351043072137,3.4198238911867094,2162.9370919660155,231.8021379954777,-2300.232966311736,0.0,147.15945426802824,169.96717714115002,X_A0_R0_L18_I3_T7
L14,A0,R0,I3,T6,range_fusion,5,2142.374311654306,2532.22887264468,9.134263599789923,2160.8242010797876,231.8021379954777,-2300.4267346492024,0.0,148.4619131814798,173.94256728099657,X_A0_R0_L14_I3_T6
L17,A0,R0,I3,T7,range_fusion,5,2157.019349543781,2532.257975955723,11.574859513351278,2166.7334088082557,231.8021379954777,-2300.4558379602454,0.0,146.37740996196487,169.15874408789165,X_A0_R0_L17_I3_T7
L4,A0,R1,I8,T6,range_fusion,5,2137.477884549115,2532.324291735829,23.596079528882957,2132.2708144723933,231.8021379954777,-2300.5221537403513,0.0,145.9668532142661,212.23445760267333,X_A0_R1_L4_I8_T6
L10,A0,R1,I2,T9,range_fusion,5,2127.0911096357368,2532.386577470298,22.378121550369865,2129.475133876052,231.8021379954777,-2300.5844394748206,0.0,178.143570549641,219.36663962725993,X_A0_R1_L10_I2_T9
L11,A0,R0,I5,T7,range_fusion,5,2159.667345896197,2532.392589500995,6.222067526583901,2159.7458008503195,231.8021379954777,-2300.590451505518,0.0,145.63347633434736,185.9962492861937,X_A0_R0_L11_I5_T7
L19,A0,R0,I7,T6,range_fusion,5,2148.1119561539745,2532.4286805503903,12.408213950347514,2168.788029229738,231.8021379954777,-2300.6265425549127,0.0,148.75369958256738,172.73011432532488,X_A0_R0_L19_I7_T6
L0,A0,R1,I0,T8,range_fusion,5,2136.9638440344784,2532.4965799124006,0.0,2152.551067815109,231.8021379954777,-2300.694441916923,0.0,180.83743798295896,194.2572662953809,X_A0_R1_L0_I0_T8
L3,A0,R0,I8,T6,range_fusion,5,2150.199497927197,2532.653058440693,13.742482028392747,2154.0997794650284,231.8021379954777,-2300.8509204452157,0.0,148.09983720649794,181.34577268321974,X_A0_R0_L3_I8_T6
L17,A0,R1,I3,T8,range_fusion,5,2141.099882504198,2532.799746716177,2.465166390396552,2146.325568722389,231.8021379954777,-2300.9976087206996,0.0,183.12275922120543,191.78215957796655,X_A0_R1_L17_I3_T8
L12,A0,R1,I1,T8,range_fusion,5,2146.875324446105,2533.0471958873004,5.864133548471451,2145.431725830172,231.8021379954777,-2301.245057891823,0.0,195.90644556119855,190.79013708462534,X_A0_R1_L12_I1_T8
L10,A0,R1,I4,T7,range_fusion,5,2132.0422134879464,2533.1199886325658,11.134146333135273,2133.412279745794,231.8021379954777,-2301.317850637088,0.0,146.20560466521565,199.86201033556455,X_A0_R1_L10_I4_T7
L12,A0,R0,I2,T7,range_fusion,5,2151.8340627621715,2533.1201885258565,13.613349792751116,2165.9322060272902,231.8021379954777,-2301.318050530379,0.0,139.7143841860134,176.7966778554578,X_A0_R0_L12_I2_T7
L10,A0,R1,I8,T6,range_fusion,5,2133.319985754286,2533.288803272136,11.401679736572172,2133.961361121362,231.8021379954777,-2301.4866652766586,0.0,147.53430804818464,200.29781680157194,X_A0_R1_L10_I8_T6
L4,A0,R1,I4,T6,range_fusion,5,2136.342466012226,2533.315995880382,17.485371641460773,2130.847481772328,231.8021379954777,-2301.5138578849046,0.0,141.58191125488685,207.0949933107151,X_A0_R1_L4_I4_T6
L3,A0,R1,I7,T8,range_fusion,5,2138.9201004735455,2533.401197986738,8.306164720824611,2137.246492902739,231.8021379954777,-2301.599059991261,0.0,182.648518976641,191.7365708159714,X_A0_R1_L3_I7_T8
L11,A0,R1,I2,T7,range_fusion,5,2131.900795446855,2533.566806677282,9.228910812393908,2142.3079636287453,231.8021379954777,-2301.7646686818043,0.0,151.62314020262855,208.88295334726408,X_A0_R1_L11_I2_T7
L0,A0,R0,I0,T7,range_fusion,5,2143.686670898445,2533.6006373659893,0.0,2171.791059578108,231.8021379954777,-2301.7984993705118,0.0,148.2938180498252,170.26811249713836,X_A0_R0_L0_I0_T7
L17,A0,R1,I2,T8,range_fusion,5,2148.1530093624815,2533.6110829293048,9.941956710083279,2147.0912660764616,231.8021379954777,-2301.808944933827,0.0,195.36726904929338,187.6770336036831,X_A0_R1_L17_I2_T8
L3,A0,R0,I2,T7,range_fusion,5,2153.0583984202704,2533.75157721386,12.349957126709585,2150.418730170464,231.8021379954777,-2301.9494392183824,0.0,145.05243793127428,176.35334282830237,X_A0_R0_L3_I2_T7
L16,A0,R1,I0,T7,range_fusion,5,2137.2755372361776,2533.82669273131,3.606988178022372,2150.1048892220833,231.8021379954777,-2302.0245547358318,0.0,148.3206468545347,190.3116025669289,X_A0_R1_L16_I0_T7
L7,A0,R0,I1,T9,range_fusion,5,2140.922330087229,2534.2855886452626,34.919055613233596,2116.5588521475474,231.8021379954777,-2302.4834506497855,0.0,173.90386026813258,221.6501001930249,X_A0_R0_L7_I1_T9
L17,A0,R0,I5,T6,range_fusion,5,2140.107484252303,2534.4411719128716,11.444161571716014,2154.913349688977,231.8021379954777,-2302.6390339173936,0.0,152.64920522255656,184.39284767858194,X_A0_R0_L17_I5_T6
L18,A0,R0,I7,T7,range_fusion,5,2151.7228521119723,2534.586317679152,9.430472204851695,2160.240437026028,231.8021379954777,-2302.784179683674,0.0,146.63502769764855,170.73125342698677,X_A0_R0_L18_I7_T7
L14,A0,R1,I0,T7,range_fusion,5,2148.566156941453,2534.5938871303138,4.712856196424544,2151.1380764005467,231.8021379954777,-2302.791749134836,0.0,134.77982204477917,189.6050963087089,X_A0_R1_L14_I0_T7
L13,A0,R0,I1,T7,range_fusion,5,2148.4917722872997,2534.639204203085,6.6173918527194,2158.2449271125392,231.8021379954777,-2302.837066207607,0.0,148.94214595161705,175.3451477221052,X_A0_R0_L13_I1_T7
L5,A0,R0,I2,T6,range_fusion,5,2149.8461537832104,2534.690457327322,10.455301516980626,2156.3455005601872,231.8021379954777,-2302.8883193318443,0.0,148.07308926691243,175.59448128133886,X_A0_R0_L5_I2_T6
L12,A0,R0,I3,T6,range_fusion,5,2158.6699403416883,2534.6987765529666,9.930688812850564,2161.528422572127,231.8021379954777,-2302.8966385574886,0.0,143.8749238971852,168.2967548189486,X_A0_R0_L12_I3_T6
L13,A0,R0,I3,T6,range_fusion,5,2154.240725153658,2534.8677634249843,11.043987117835936,2168.085688084687,231.8021379954777,-2303.0656254295063,0.0,146.52809090646514,173.06232440480358,X_A0_R0_L13_I3_T6
L8,A0,R1,I8,T8,range_fusion,5,2140.011587117499,2535.01686666162,23.254030412562432,2133.939553994573,231.8021379954777,-2303.214728666142,0.0,168.73754993725947,213.37587971528146,X_A0_R1_L8_I8_T8
L3,A0,R0,I4,T6,range_fusion,5,2149.022969392833,2535.094213450318,12.745628837213106,2159.997697760247,231.8021379954777,-2303.2920754548404,0.0,146.3457503442331,176.20052645004853,X_A0_R0_L3_I4_T6
L2,A0,R1,I1,T8,range_fusion,5,2144.2399452374593,2535.099720563924,15.116749352183957,2142.9543869958206,231.8021379954777,-2303.2975825684466,0.0,196.93889777161425,186.56547468964712,X_A0_R1_L2_I1_T8
L8,A0,R0,I5,T9,range_fusion,5,2106.103518872696,2535.1173475584465,56.80215257894882,2127.133618964231,231.8021379954777,-2303.315209562969,0.0,301.74784760184946,277.95597275969897,X_A0_R0_L8_I5_T9
L11,A0,R1,I0,T10,range_fusion,5,2131.1232868717325,2535.1426894961296,15.799983029763872,2136.6885830552974,231.8021379954777,-2303.3405515006516,0.0,177.77277036899952,189.6907474659692,X_A0_R1_L11_I0_T10
L2,A0,R1,I7,T8,range_fusion,5,2145.665443003625,2535.327401530934,8.274092695490241,2146.601752835155,231.8021379954777,-2303.5252635354564,0.0,200.96996210580735,189.07638956183473,X_A0_R1_L2_I7_T8
L18,A0,R0,I4,T6,range_fusion,5,2158.9644509849795,2535.418263993733,6.416018444646694,2174.0694743396207,231.8021379954777,-2303.6161259982555,0.0,145.47686551571306,166.29484421499174,X_A0_R0_L18_I4_T6
L17,A0,R1,I1,T8,range_fusion,5,2143.433960605676,2535.9380835520374,9.183846450681035,2146.011148986493,231.8021379954777,-2304.1359455565594,0.0,187.9838748807521,191.1875780887801,X_A0_R1_L17_I1_T8
L8,A0,R1,I3,T10,range_fusion,5,2096.5169087951062,2536.0277822267535,80.78812868495096,2112.4761373370643,231.8021379954777,-2304.2256442312764,0.0,353.94958486006664,304.0670644877638,X_A0_R1_L8_I3_T10
L13,A0,R0,I2,T6,range_fusion,5,2159.5710796725048,2536.143959567885,15.51146874320779,2168.961162535977,231.8021379954777,-2304.3418215724073,0.0,145.37281168999112,167.95456651908964,X_A0_R0_L13_I2_T6
L4,A0,R1,I1,T6,range_fusion,5,2142.017428543015,2536.326208566369,12.997936359483159,2123.677882451785,231.8021379954777,-2304.5240705708916,0.0,125.62843530442183,211.48677909838966,X_A0_R1_L4_I1_T6
L4,A0,R1,I3,T6,range_fusion,5,2148.9268190685507,2536.4859420739585,19.388362988940262,2131.6156327422495,231.8021379954777,-2304.6838040784814,0.0,141.2588753930126,202.4498579960141,X_A0_R1_L4_I3_T6
L8,A0,R1,I1,T9,range_fusion,5,2102.796024744578,2536.73100278368,31.375178826606174,2107.8912703036344,231.8021379954777,-2304.928864788202,0.0,173.70920877128142,246.04918279678992,X_A0_R1_L8_I1_T9
L11,A0,R0,I5,T6,range_fusion,5,2168.0599609993587,2536.8526027722482,4.892514439555622,2165.6997775636896,231.8021379954777,-2305.050464776771,0.0,141.89998913914195,173.1104047567065,X_A0_R0_L11_I5_T6
L17,A0,R0,I1,T7,range_fusion,5,2151.50795093948,2537.385392436841,10.910197354956152,2156.8621307616,231.8021379954777,-2305.5832544413634,0.0,144.7315456177486,170.65295210025758,X_A0_R0_L17_I1_T7
L2,A0,R0,I3,T7,range_fusion,5,2149.953518005139,2537.394512090908,6.537468093570747,2161.102745052537,231.8021379954777,-2305.5923740954304,0.0,145.68839786208122,175.1564057622892,X_A0_R0_L2_I3_T7
L11,A0,R0,I3,T7,range_fusion,5,2164.8656090522227,2537.5891528854145,12.566036087637347,2171.2291951245656,231.8021379954777,-2305.7870148899374,0.0,120.32260792040707,171.38944931647558,X_A0_R0_L11_I3_T7
L4,A0,R1,I7,T9,range_fusion,5,2135.0500583353587,2537.775362676723,14.784874243754553,2144.146511608285,231.8021379954777,-2305.9732246812455,0.0,171.0446104212386,226.93388072199423,X_A0_R1_L4_I7_T9
L12,A0,R0,I8,T6,range_fusion,5,2146.898089944543,2537.913483874348,18.33896122393931,2164.0692290485545,231.8021379954777,-2306.1113458788705,0.0,147.2042789718297,180.1926265224982,X_A0_R0_L12_I8_T6
L12,A0,R0,I2,T6,range_fusion,5,2164.0612282757734,2538.12410086134,9.879627312391458,2174.949223938774,231.8021379954777,-2306.3219628658626,0.0,124.74253581106845,172.61423604418945,X_A0_R0_L12_I2_T6
L5,A0,R1,I0,T6,range_fusion,5,2145.1247729534434,2538.164459543139,7.122384902847374,2143.629816526626,231.8021379954777,-2306.362321547661,0.0,130.69840088588802,193.0728823761691,X_A0_R1_L5_I0_T6
L18,A0,R1,I1,T8,range_fusion,5,2143.0849610205805,2538.2993781412347,8.319982517873378,2153.2473568772302,231.8021379954777,-2306.497240145757,0.0,187.52628478346782,191.8567789445613,X_A0_R1_L18_I1_T8
L3,A0,R0,I1,T6,range_fusion,5,2161.0486460519614,2538.302412832657,6.645066790010184,2160.7198547679423,231.8021379954777,-2306.5002748371794,0.0,130.15581596254782,170.79821436846586,X_A0_R0_L3_I1_T6
L17,A0,R0,I4,T6,range_fusion,5,2163.2368518887333,2538.366320814848,18.219279143828437,2169.2865637355258,231.8021379954777,-2306.5641828193707,0.0,145.16389863836267,165.4954584509545,X_A0_R0_L17_I4_T6
L14,A0,R0,I1,T6,range_fusion,5,2155.994624938281,2538.4405098695156,4.449472593525112,2169.811962908496,231.8021379954777,-2306.638371874038,0.0,145.59403712778598,166.37556808046193,X_A0_R0_L14_I1_T6
L2,A0,R0,I4,T7,range_fusion,5,2142.801563926721,2538.4731799317465,6.190766835844864,2154.4160088807457,231.8021379954777,-2306.671041936269,0.0,149.64047364135118,179.28415927705734,X_A0_R0_L2_I4_T7
L8,A0,R1,I3,T6,range_fusion,5,2116.079163939566,2538.627655825861,25.881861650498607,2122.315150979381,231.8021379954777,-2306.8255178303834,0.0,137.11625014337795,218.2700002642278,X_A0_R1_L8_I3_T6
L17,A0,R0,I7,T6,range_fusion,5,2165.452363130609,2538.7135059194366,13.175240105205027,2164.891835847141,231.8021379954777,-2306.911367923959,0.0,134.23002849603424,167.12536840941587,X_A0_R0_L17_I7_T6
L18,A0,R1,I0,T9,range_fusion,5,2132.143650221676,2538.7469981546246,8.622997904635376,2140.08422949744,231.8021379954777,-2306.944860159147,0.0,200.74508356449775,180.72832390684997,X_A0_R1_L18_I0_T9
L10,A0,R1,I3,T7,range_fusion,5,2147.5863376913358,2539.1134942680146,14.308979996100863,2153.32055710884,231.8021379954777,-2307.311356272537,0.0,143.05245676095632,201.11738225765794,X_A0_R1_L10_I3_T7
L11,A0,R1,I7,T8,range_fusion,5,2154.6051057469085,2539.1212844748675,10.413382482668073,2156.320334673642,231.8021379954777,-2307.31914647939,0.0,167.43324090676194,191.19218557903235,X_A0_R1_L11_I7_T8
L2,A0,R0,I1,T7,range_fusion,5,2157.4090723499926,2539.4420099292047,23.963838617964505,2156.6641191805493,231.8021379954777,-2307.6398719337276,0.0,134.6578139392703,171.43958141705312,X_A0_R0_L2_I1_T7
L18,A0,R0,I2,T6,range_fusion,5,2164.031046094681,2539.5195991545124,4.979465459342074,2168.0143517982788,231.8021379954777,-2307.7174611590344,0.0,134.03625388859604,166.1350572204158,X_A0_R0_L18_I2_T6
L7,A0,R0,I2,T9,range_fusion,5,2109.921378797468,2539.807206385669,29.229754537131406,2106.930155228458,231.8021379954777,-2308.0050683901914,0.0,206.47269330911854,245.89366001666903,X_A0_R0_L7_I2_T9
L3,A0,R0,I7,T7,range_fusion,5,2146.7941492276486,2539.845082713754,13.086961531169708,2152.3587642783586,231.8021379954777,-2308.0429447182764,0.0,146.73466763596198,176.5811637145949,X_A0_R0_L3_I7_T7
L13,A0,R1,I0,T7,range_fusion,5,2146.842658292726,2539.8464757911506,7.347377667529012,2145.6601356223387,231.8021379954777,-2308.0443377956735,0.0,130.52643115967393,195.72808734956033,X_A0_R1_L13_I0_T7
L8,A0,R1,I7,T10,range_fusion,5,2129.9111764606255,2540.248297642356,75.61909638233409,2130.076570421878,231.8021379954777,-2308.4461596468786,0.0,305.59454419242184,295.04407568631046,X_A0_R1_L8_I7_T10
L11,A0,R0,I6,T7,range_fusion,5,2152.4281730036246,2540.269903271367,17.3439726636311,2159.574153373651,231.8021379954777,-2308.46776527589,0.0,145.8865659793136,177.55593991625088,X_A0_R0_L11_I6_T7
L8,A0,R1,I1,T7,range_fusion,5,2118.447678113103,2540.3767173729125,34.43518265519804,2130.4567841981407,231.8021379954777,-2308.574579377435,0.0,134.75836621117816,222.5407576126573,X_A0_R1_L8_I1_T7
L3,A0,R0,I2,T6,range_fusion,5,2168.8220309782364,2540.480901232961,10.264403872984568,2158.7178763527577,231.8021379954777,-2308.6787632374835,0.0,136.59255002476013,169.8258659879678,X_A0_R0_L3_I2_T6
L14,A0,R0,I2,T6,range_fusion,5,2154.597995246616,2540.5680971801594,12.715444705102156,2165.3281945503604,231.8021379954777,-2308.765959184682,0.0,146.52878008874757,170.59307731674764,X_A0_R0_L14_I2_T6
L10,A0,R1,I1,T7,range_fusion,5,2152.2482498849677,2540.7208994545645,17.304194168132035,2150.0607445295655,231.8021379954777,-2308.9187614590874,0.0,133.8912194785998,207.19508285347882,X_A0_R1_L10_I1_T7
L8,A0,R1,I7,T6,range_fusion,5,2136.6509862355183,2540.8076836692408,19.659079726557447,2132.350264817104,231.8021379954777,-2309.005545673763,0.0,134.5608881510189,221.31403790673954,X_A0_R1_L8_I7_T6
L11,A0,R0,I7,T7,range_fusion,5,2166.2335327069195,2540.8813545826583,15.51941833779442,2163.2098209520304,231.8021379954777,-2309.0792165871803,0.0,116.38884856436736,178.01761188699942,X_A0_R0_L11_I7_T7
L2,A0,R0,I2,T7,range_fusion,5,2161.9838922166896,2540.912722238983,19.35056309075419,2158.3731079308754,231.8021379954777,-2309.1105842435054,0.0,139.84304250773147,177.28913416001078,X_A0_R0_L2_I2_T7
L19,A0,R1,I0,T6,range_fusion,5,2146.7226763829685,2541.0828673942437,3.8789427076627683,2155.904908599396,231.8021379954777,-2309.280729398766,0.0,136.73211821930153,191.22865477803626,X_A0_R1_L19_I0_T6
L11,A0,R0,I8,T7,range_fusion,5,2151.422770578401,2541.0979985186814,20.281360749372602,2147.0846653866683,231.8021379954777,-2309.2958605232043,0.0,138.68387426483415,172.65393714131054,X_A0_R0_L11_I8_T7
L4,A0,R1,I2,T7,range_fusion,5,2138.1687369167507,2541.3458697741357,16.88020087616883,2131.989793054544,231.8021379954777,-2309.5437317786577,0.0,131.50881826582508,215.04147325726186,X_A0_R1_L4_I2_T7
L4,A0,R1,I2,T9,range_fusion,5,2134.390945100703,2541.9534936633745,27.376478158640772,2125.8271884606415,231.8021379954777,-2310.151355667897,0.0,166.9667585237898,233.6090317639971,X_A0_R1_L4_I2_T9
L2,A0,R0,I3,T6,range_fusion,5,2161.044902049354,2542.039350902332,5.903458709796065,2168.1684798754604,231.8021379954777,-2310.2372129068544,0.0,135.0812540955622,168.67765902917853,X_A0_R0_L2_I3_T6
L14,A0,R1,I0,T6,range_fusion,5,2157.0785357166505,2542.26917999563,5.784916416102639,2157.903308802597,231.8021379954777,-2310.4670420001526,0.0,125.91025498298438,198.18146752558727,X_A0_R1_L14_I0_T6
L18,A0,R0,I3,T6,range_fusion,5,2161.662627393578,2542.32695412287,3.937376203490838,2170.33958981689,231.8021379954777,-2310.524816127393,0.0,140.80992498263785,162.2899956899143,X_A0_R0_L18_I3_T6
L11,A0,R1,I3,T8,range_fusion,5,2148.9409773640978,2542.346504094108,6.804155143780114,2155.482169075768,231.8021379954777,-2310.5443660986302,0.0,188.18241292944717,184.204791424752,X_A0_R1_L11_I3_T8
L11,A0,R1,I4,T8,range_fusion,5,2142.238907406604,2542.478105572955,10.067789292995819,2146.8634432848753,231.8021379954777,-2310.6759675774774,0.0,180.69772387351904,185.98522490709885,X_A0_R1_L11_I4_T8
L4,A0,R0,I6,T7,range_fusion,5,2154.897833963315,2542.5054699804105,13.658704188690235,2160.0173392970537,231.8021379954777,-2310.7033319849324,0.0,127.0583937395301,185.43766722983338,X_A0_R0_L4_I6_T7
L15,A0,R1,I0,T6,range_fusion,5,2153.5827200446647,2542.522565050026,15.597603824923322,2153.648429158472,231.8021379954777,-2310.7204270545485,0.0,127.28996705679417,193.30666414850057,X_A0_R1_L15_I0_T6
L4,A0,R1,I7,T7,range_fusion,5,2144.0408262065193,2542.5845907522585,6.702439133967355,2141.8886187556377,231.8021379954777,-2310.7824527567805,0.0,139.11998460798736,211.95088750820577,X_A0_R1_L4_I7_T7
L4,A0,R1,I2,T6,range_fusion,5,2145.3528625573026,2542.595540544501,13.984230399381868,2137.488620113118,231.8021379954777,-2310.793402549024,0.0,125.14162933607497,219.4869309061562,X_A0_R1_L4_I2_T6
L10,A0,R1,I7,T7,range_fusion,5,2138.4922205400635,2542.628988014636,23.730478542984464,2142.034304128761,231.8021379954777,-2310.8268500191584,0.0,133.55400048733253,204.31625962538098,X_A0_R1_L10_I7_T7
L11,A0,R0,I1,T7,range_fusion,5,2156.8983144995173,2542.700333506507,9.266015376826088,2158.9439920475606,231.8021379954777,-2310.8981955110294,0.0,116.91439700701726,183.89760471473136,X_A0_R0_L11_I1_T7
L8,A0,R1,I4,T10,range_fusion,5,2140.7608602597184,2542.7292988400814,75.36758983459829,2153.0930738534826,231.8021379954777,-2310.9271608446033,0.0,392.543904436149,319.22909323946703,X_A0_R1_L8_I4_T10
