L,A,U,P,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,sameP_uwb_p95_mean,sameP_delta_p95_mean,sameP_improved_seed_fraction,b0_delta_p95_mean,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,experiment_short
L16,A0,U4,P3,I1,T4,position_fusion,5,88.78079672038962,167.64718463741005,1.151490238811103,101.22537037313359,200.2766290041533,32.629444366743265,1.0,64.15495335806766,50.675290219734954,141.19396843916965,217.6444844846037,X_A0_U4_P3_L16_I1_T4
L14,A0,U4,P3,I3,T4,position_fusion,5,88.64118397050105,167.6568758412532,1.8837061070576642,100.91567652296283,200.2766290041533,32.61975316290011,1.0,64.1452621542245,50.623173627566814,141.11147979323582,220.87543834792933,X_A0_U4_P3_L14_I3_T4
L1,A0,U4,P5,I5,T2,position_fusion,5,78.0780937681113,124.16962675829527,4.176378610736808,86.05550067787229,156.73705943320283,32.56743267490757,1.0,107.63251123718244,35.059777062235966,95.87641452521797,321.48326251525555,X_A0_U4_P5_L1_I5_T2
L13,A0,U4,P0,I5,T5,position_fusion,5,95.42553345151107,199.2562722737968,1.588623673711838,117.9111146009828,231.8021379954777,32.54586572168086,1.0,32.54586572168086,56.335356819274594,148.40027731905613,151.78731213883003,X_A0_U4_P0_L13_I5_T5
L11,A0,U4,P3,I3,T2,position_fusion,5,93.38442081095879,167.74346690577843,1.8626181521166858,105.03671348771545,200.2766290041533,32.53316209837489,1.0,64.05867108969927,49.2174773754359,143.79273955363936,216.39940102896736,X_A0_U4_P3_L11_I3_T2
L1,A0,U4,P1,I6,T4,position_fusion,5,81.37654079962061,147.0622276324234,0.9796223611851507,91.94734332533865,179.58127537090328,32.519047738479884,1.0,84.73991036305429,47.61832596674064,117.97556131909894,329.66783164084774,X_A0_U4_P1_L1_I6_T4
L0,A0,U4,P0,I0,T3,position_fusion,5,96.00985280624052,199.2872860196293,0.0,117.14340471576782,231.8021379954777,32.51485197584839,1.0,32.51485197584839,56.309492934067315,149.01602205571908,153.16736893518845,X_A0_U4_P0_L0_I0_T3
L13,A0,U4,P3,I3,T4,position_fusion,5,89.6993777728466,167.76915619583127,0.5684612940821901,101.39614462192458,200.2766290041533,32.50747280832203,1.0,64.03298179964642,50.731267357338524,141.31104931392923,218.54847523309317,X_A0_U4_P3_L13_I3_T4
L1,A0,U4,P2,I5,T3,position_fusion,5,89.53473978007204,158.84511470079866,1.4212218139503805,99.88162205489797,191.34655064695076,32.5014359461521,1.0,72.95702329467903,44.30536182519893,124.95330652299837,275.44677790868474,X_A0_U4_P2_L1_I5_T3
L14,A0,U4,P0,I5,T5,position_fusion,5,95.53756300623547,199.36908509358503,1.3430219943924853,116.86506638784203,231.8021379954777,32.43305290189267,1.0,32.43305290189267,56.2625289196204,148.6034044320112,154.2633178373967,X_A0_U4_P0_L14_I5_T5
L5,A0,U4,P3,I2,T4,position_fusion,5,89.83106267170734,167.87168495491,1.5181771357540959,102.1759777399382,200.2766290041533,32.404944049243326,1.0,63.93045304056771,50.63996446318701,141.47671227951605,219.34294816656157,X_A0_U4_P3_L5_I2_T4
L0,A0,U4,P2,I3,T4,position_fusion,5,88.9903352092548,158.98943398848436,0.0,99.85013904842722,191.34655064695076,32.357116658466396,1.0,72.81270400699333,44.18663950973621,123.78575592592183,274.5647181029012,X_A0_U4_P2_L0_I3_T4
L12,A0,U4,P3,I6,T2,position_fusion,5,94.86261825730121,167.94068613337876,7.893223120204647,106.96345427757686,200.2766290041533,32.33594287077453,1.0,63.86145186209892,44.74707063760336,142.26432221809222,254.55310543235942,X_A0_U4_P3_L12_I6_T2
L15,A0,U4,P1,I1,T2,position_fusion,5,85.59212094230665,147.27378236290403,5.569190875827224,94.25558091908582,179.58127537090328,32.30749300799924,1.0,84.52835563257365,43.28664184014514,129.70322822481086,359.06767383990734,X_A0_U4_P1_L15_I1_T2
L5,A0,U4,P3,I1,T4,position_fusion,5,89.31873644657131,167.99543247388294,2.031101386568697,101.82442856144962,200.2766290041533,32.281196530270364,1.0,63.80670552159474,50.72701417213547,141.04025658865766,217.4652355945346,X_A0_U4_P3_L5_I1_T4
L12,A0,U4,P3,I8,T4,position_fusion,5,91.15944510012936,168.03995483755085,1.4277686876279652,103.15067564994911,200.2766290041533,32.23667416660244,1.0,63.76218315792683,50.614240707581104,142.82257398373727,211.29737533385247,X_A0_U4_P3_L12_I8_T4
L0,A0,U4,P4,I3,T2,position_fusion,5,67.61642152599613,106.66452270886089,0.0,73.00329158806036,138.8862359430275,32.2217132341666,1.0,125.1376152866168,16.605011590650122,101.0798611831126,422.39628984632543,X_A0_U4_P4_L0_I3_T2
L17,A0,U4,P2,I6,T2,position_fusion,5,91.79883127158884,159.15256139387003,4.109380070887395,100.5149698598661,191.34655064695076,32.193989253080716,1.0,72.64957660160765,35.38835201894126,133.51898761965398,272.5196807597303,X_A0_U4_P2_L17_I6_T2
L19,A0,U4,P0,I6,T5,position_fusion,5,95.9998194476595,199.65906753473774,0.8937068174981683,117.33966424411128,231.8021379954777,32.143070460739935,1.0,32.143070460739935,56.356534909960125,148.9063750497667,152.1968090915878,X_A0_U4_P0_L19_I6_T5
L11,A0,U4,P3,I4,T2,position_fusion,5,96.2227763546876,168.17136497123016,5.571962350377035,107.96276161500506,200.2766290041533,32.10526403292316,1.0,63.63077302424754,49.1015261273874,142.61260815468958,227.40766195806268,X_A0_U4_P3_L11_I4_T2
L4,A0,U4,P0,I3,T2,position_fusion,5,104.01966555080097,199.74253885604585,12.20401951100325,121.59159156971904,231.8021379954777,32.059599139431846,1.0,32.059599139431846,53.473188134146355,156.77509147386886,193.88146651395272,X_A0_U4_P0_L4_I3_T2
L17,A0,U4,P3,I5,T3,position_fusion,5,89.67763350920325,168.2795613859989,1.4681957731627626,101.9262650010115,200.2766290041533,31.997067618154396,1.0,63.522576609478776,50.79292608033447,141.28558919813705,211.26373967215682,X_A0_U4_P3_L17_I5_T3
L0,A0,U4,P0,I1,T5,position_fusion,5,96.29333469505846,199.8331234743564,0.0,117.30175627882542,231.8021379954777,31.969014521121295,1.0,31.969014521121295,56.350158531122815,149.19274740904422,151.93562216005836,X_A0_U4_P0_L0_I1_T5
L2,A0,U4,P0,I2,T4,position_fusion,5,98.17471992864839,199.87641523191112,3.830444558548155,119.28066952961558,231.8021379954777,31.92572276356658,1.0,31.92572276356658,56.36006402830642,148.89868970321646,149.23156441365052,X_A0_U4_P0_L2_I2_T4
L18,A0,U4,P2,I1,T2,position_fusion,5,93.74083306921965,159.47160034187434,3.096265788070819,102.95573571769697,191.34655064695076,31.874950305076418,1.0,72.33053765360334,40.89619871503416,135.19217514600436,280.045667096521,X_A0_U4_P2_L18_I1_T2
L17,A0,U4,P1,I5,T2,position_fusion,5,87.8684759353237,147.7159861404944,5.802447695719142,95.95750606088083,179.58127537090328,31.86528923040887,1.0,84.08615185498329,40.59836467610881,125.46670777347845,287.53507223856775,X_A0_U4_P1_L17_I5_T2
L1,A0,U4,P5,I6,T2,position_fusion,5,79.00727564695492,124.8867341883087,1.912281515010916,87.04136148747952,156.73705943320283,31.850325244894133,1.0,106.91540380716899,37.45001267071369,96.1577714803085,282.8253666455812,X_A0_U4_P5_L1_I6_T2
L0,A0,U4,P1,I4,T4,position_fusion,5,81.41800820128506,147.79690707134847,0.0,92.6839515840498,179.58127537090328,31.784368299554814,1.0,84.00523092412922,47.71853644193607,116.54910856869802,327.15679892006705,X_A0_U4_P1_L0_I4_T4
L13,A0,U4,P1,I4,T2,position_fusion,5,84.17680634276438,147.8576408202595,8.396642417180974,95.12416981896835,179.58127537090328,31.7236345506438,1.0,83.9444971752182,41.69097894812847,126.55224271728825,270.8343278840845,X_A0_U4_P1_L13_I4_T2
L15,A0,U4,P3,I2,T4,position_fusion,5,88.99329310768057,168.5576450294065,2.770909447525272,102.38027284982964,200.2766290041533,31.718983974746816,1.0,63.2444929660712,50.71853455379933,141.8164926418229,210.39255937922388,X_A0_U4_P3_L15_I2_T4
L13,A0,U4,P3,I8,T3,position_fusion,5,89.50368150850791,168.56560102737927,1.4557025340299399,102.82323964731486,200.2766290041533,31.711027976774044,1.0,63.23653696809843,50.72450664686842,141.26283089323806,216.03816730382718,X_A0_U4_P3_L13_I8_T3
L1,A0,U4,P0,I3,T5,position_fusion,5,96.44464366317276,200.10816509888892,0.35545928318140835,117.73866217752229,231.8021379954777,31.693972896588786,1.0,31.693972896588786,56.41528134161274,149.2728158844164,150.0273066758445,X_A0_U4_P0_L1_I3_T5
L15,A0,U4,P1,I2,T2,position_fusion,5,85.18636552266008,147.89214700630632,4.46714758295883,94.24272370973078,179.58127537090328,31.68912836459696,1.0,83.90999098917136,43.113012218455125,130.06692975958927,262.59555050046566,X_A0_U4_P1_L15_I2_T2
L3,A0,U4,P0,I2,T3,position_fusion,5,96.03003079519277,200.18078808306288,2.187590627895396,118.38795096201484,231.8021379954777,31.621349912414807,1.0,31.621349912414807,56.46611266651968,150.4739118747575,146.03123616522996,X_A0_U4_P0_L3_I2_T3
L12,A0,U4,P0,I2,T4,position_fusion,5,96.50796325832167,200.1900086627257,1.0670530195483596,118.99316460242025,231.8021379954777,31.612129332752005,1.0,31.612129332752005,56.19733189987636,148.54441142659024,152.97239330517598,X_A0_U4_P0_L12_I2_T4
L5,A0,U4,P2,I5,T4,position_fusion,5,89.66952701660037,159.7448106534441,1.9976626793404082,99.69502796255863,191.34655064695076,31.601739993506662,1.0,72.05732734203359,44.2041611164816,125.49441109799588,274.1495929795175,X_A0_U4_P2_L5_I5_T4
L12,A0,U4,P0,I3,T3,position_fusion,5,95.21986949839182,200.21045350030187,1.2297834713472178,116.67488551177796,231.8021379954777,31.591684495175816,1.0,31.591684495175816,56.36558047386321,149.29507131769418,150.9913845440787,X_A0_U4_P0_L12_I3_T3
L2,A0,U4,P0,I7,T4,position_fusion,5,96.00193222454828,200.23946904579273,2.279489044980742,117.30679750802679,231.8021379954777,31.562668949684962,1.0,31.562668949684962,56.188093922690925,148.42743262205067,154.9953125086958,X_A0_U4_P0_L2_I7_T4
L3,A0,U4,P3,I6,T3,position_fusion,5,89.63535486090791,168.71858581384646,1.3089424001543237,102.90078738963298,200.2766290041533,31.55804319030684,1.0,63.08355218163123,50.808965362571655,142.04955849166873,205.89260290391502,X_A0_U4_P3_L3_I6_T3
L17,A0,U4,P0,I3,T3,position_fusion,5,96.34119849699601,200.28626216524907,1.64734959939995,118.2774197200118,231.8021379954777,31.515875830228616,1.0,31.515875830228616,56.54515568986344,151.03366434516002,145.37990708075716,X_A0_U4_P0_L17_I3_T3
L16,A0,U4,P2,I5,T4,position_fusion,5,89.5049229287564,159.83585241860868,0.9348718025854066,100.31566469862587,191.34655064695076,31.51069822834207,1.0,71.966285576869,44.43045941491569,125.66513584090217,271.42578662732393,X_A0_U4_P2_L16_I5_T4
L16,A0,U4,P1,I5,T4,position_fusion,5,83.55624584049679,148.0797878733428,2.2253827330154587,94.54130069982918,179.58127537090328,31.501487497560486,1.0,83.72235012213488,48.36926161052348,121.23238564835545,320.3885911218488,X_A0_U4_P1_L16_I5_T4
L13,A0,U4,P2,I1,T2,position_fusion,5,91.23477473432155,159.84884694956386,6.84018674353774,102.74737740440598,191.34655064695076,31.497703697386907,1.0,71.95329104591384,38.4945742970833,134.08945107404594,214.92987342105,X_A0_U4_P2_L13_I1_T2
L5,A0,U4,P1,I5,T4,position_fusion,5,82.84507276878784,148.11149557418761,3.136025075917243,93.21538210782735,179.58127537090328,31.469779796715663,1.0,83.69064242129006,48.23643750780543,121.28828022002067,323.91646677050664,X_A0_U4_P1_L5_I5_T4
L18,A0,U4,P1,I4,T2,position_fusion,5,83.01890516673386,148.1431170752259,3.860825348411143,95.63732019456788,179.58127537090328,31.438158295677397,1.0,83.6590209202518,44.36770359362701,129.4045422004034,290.79712329885416,X_A0_U4_P1_L18_I4_T2
L0,A0,U4,P3,I6,T5,position_fusion,5,89.0718898149784,168.8401633639449,0.0,101.43960411053472,200.2766290041533,31.43646564020841,1.0,62.961974631532804,50.77283565989191,142.22791726432567,215.4569078935101,X_A0_U4_P3_L0_I6_T5
L2,A0,U4,P0,I3,T3,position_fusion,5,96.4072313544439,200.36750218581201,0.7848431945019477,118.71329100620213,231.8021379954777,31.434635809665696,1.0,31.434635809665696,56.47630154195082,149.86304453404915,148.40341836770253,X_A0_U4_P0_L2_I3_T3
L18,A0,U4,P0,I7,T3,position_fusion,5,96.86431017894206,200.37400432545374,1.211333708495612,118.6755573264434,231.8021379954777,31.428133670023954,1.0,31.428133670023954,56.598432225277406,151.85827534693004,142.47400044987063,X_A0_U4_P0_L18_I7_T3
L11,A0,U4,P0,I8,T3,position_fusion,5,97.36317032643356,200.38972169564968,4.619710337798374,118.95253068415818,231.8021379954777,31.412416299828017,1.0,31.412416299828017,56.69822438258923,152.81001865013656,136.0242172058313,X_A0_U4_P0_L11_I8_T3
L11,A0,U4,P3,I6,T2,position_fusion,5,97.92641628750658,168.87836785239875,3.6784727634436343,107.65352066674404,200.2766290041533,31.398261151754543,1.0,62.923770143078926,46.797894113076865,145.11351752330148,252.32292706723737,X_A0_U4_P3_L11_I6_T2
L15,A0,U4,P3,I1,T4,position_fusion,5,89.83738352728771,168.88429250029083,2.6381863381577597,102.53423748285918,200.2766290041533,31.392336503862474,1.0,62.91784549518686,50.82244270834423,141.6624916608693,214.7141161336312,X_A0_U4_P3_L15_I1_T4
L3,A0,U4,P0,I7,T3,position_fusion,5,96.98790484199385,200.45947793309966,1.9903485892346953,119.0736466066232,231.8021379954777,31.342660062378048,1.0,31.342660062378048,56.38444619228145,150.11826162968646,150.69528152418496,X_A0_U4_P0_L3_I7_T3
L16,A0,U4,P0,I6,T5,position_fusion,5,96.49202630708172,200.4700498498804,0.5190313062248464,117.89732415671797,231.8021379954777,31.33208814559729,1.0,31.33208814559729,56.411596674364546,149.1930294267032,150.00011475487796,X_A0_U4_P0_L16_I6_T5
L2,A0,U4,P3,I1,T2,position_fusion,5,95.49067394575862,169.0338887761714,5.150869947628583,106.81221685426479,200.2766290041533,31.24274022798189,1.0,62.76824921930628,49.04058914523644,147.57543696664504,234.0303957998145,X_A0_U4_P3_L2_I1_T2
L14,A0,U4,P3,I2,T4,position_fusion,5,89.98984181382295,169.09057839087518,3.0215401894211067,102.73507558653799,200.2766290041533,31.186050613278127,1.0,62.711559604602506,50.86200897217975,141.53073941932385,204.95347191669794,X_A0_U4_P3_L14_I2_T4
L1,A0,U4,P2,I4,T4,position_fusion,5,90.43056058856459,160.19642152213882,0.45884659622037527,101.31764839411683,191.34655064695076,31.15012912481194,1.0,71.60571647333887,44.93637625491138,126.82190243408301,263.80937149421686,X_A0_U4_P2_L1_I4_T4
L2,A0,U4,P3,I6,T4,position_fusion,5,89.58577522032121,169.19541610861398,4.199332912936355,102.13772605396187,200.2766290041533,31.08121289553934,1.0,62.606721886863724,50.638605753192515,142.10036404000363,209.36723854073642,X_A0_U4_P3_L2_I6_T4
L0,A0,U4,P2,I8,T3,position_fusion,5,89.65592318796843,160.27780546306855,0.0,100.38147732410792,191.34655064695076,31.068745183882214,1.0,71.52433253240915,44.72109211521598,126.31856307203341,270.6091523900445,X_A0_U4_P2_L0_I8_T3
L1,A0,U4,P1,I0,T2,position_fusion,5,81.9057384924767,148.51521027037472,2.125588631317657,93.27376409508204,179.58127537090328,31.066065100528554,1.0,83.28692772510297,47.58987476497373,120.79866478425666,338.63350920701816,X_A0_U4_P1_L1_I0_T2
L13,A0,U4,P2,I2,T2,position_fusion,5,93.49172686575665,160.3166267618395,4.5120999833702875,102.70290021110686,191.34655064695076,31.02992388511125,1.0,71.48551123363818,38.015370578077594,133.17785656847835,235.99658773747942,X_A0_U4_P2_L13_I2_T2
L17,A0,U4,P3,I8,T4,position_fusion,5,89.47615887506659,169.25340571495025,1.2018111044323885,103.14272002736728,200.2766290041533,31.02322328920305,1.0,62.54873228052743,50.742417230681276,142.3990491000619,213.5549390740808,X_A0_U4_P3_L17_I8_T4
L2,A0,U4,P3,I5,T3,position_fusion,5,89.49791022693384,169.27984341846363,1.868382527814194,102.2730873021427,200.2766290041533,30.99678558568966,1.0,62.52229457701405,50.73044726414305,142.47946430357553,212.72861701173142,X_A0_U4_P3_L2_I5_T3
L1,A0,U4,P3,I5,T5,position_fusion,5,89.30645438998953,169.30579487885296,0.4092726020887289,101.73868147589106,200.2766290041533,30.970834125300325,1.0,62.496343116624715,50.84760782885966,141.8122458767653,211.8512835191933,X_A0_U4_P3_L1_I5_T5
L19,A0,U4,P3,I3,T3,position_fusion,5,89.1310651740005,169.3127995672806,1.1717562570749414,101.62713120250345,200.2766290041533,30.963829436872725,1.0,62.48933842819711,50.87093637056445,141.3750580792423,211.4063810272931,X_A0_U4_P3_L19_I3_T3
L19,A0,U4,P2,I6,T4,position_fusion,5,90.95497122254518,160.40964267903678,2.1373577014540577,100.96267517910908,191.34655064695076,30.93690796791399,1.0,71.39249531644091,45.386060209401975,129.80460438333515,267.180370088105,X_A0_U4_P2_L19_I6_T4
L17,A0,U4,P2,I8,T2,position_fusion,5,91.78165741542537,160.44310994589696,4.039567775204921,102.37795650604946,191.34655064695076,30.90344070105379,1.0,71.35902804958073,36.34556333633569,130.7431767479599,268.961977315261,X_A0_U4_P2_L17_I8_T2
L12,A0,U4,P2,I5,T2,position_fusion,5,94.09276716076562,160.44435932062643,4.237289374344126,104.76769565415593,191.34655064695076,30.902191326324346,1.0,71.35777867485129,31.614630899645285,133.44338059631883,223.8996850227029,X_A0_U4_P2_L12_I5_T2
L15,A0,U4,P3,I4,T3,position_fusion,5,89.90608686821083,169.42903993270488,0.8243127435572467,102.12684835469409,200.2766290041533,30.847589071448425,1.0,62.373098062772804,50.75942974230958,141.1194020450577,217.33985026925166,X_A0_U4_P3_L15_I4_T3
L14,A0,U4,P3,I4,T3,position_fusion,5,89.85744876307521,169.43922271044136,0.6192295947583579,102.71232047352657,200.2766290041533,30.837406293711958,1.0,62.362915285036344,50.86499502204356,142.3700699228762,205.85666118770905,X_A0_U4_P3_L14_I4_T3
L3,A0,U4,P2,I4,T2,position_fusion,5,92.77400088756812,160.52447462457013,5.751715172505435,101.54526081203883,191.34655064695076,30.822076022380628,1.0,71.27766337090756,35.81016212440785,136.01810014274537,256.8762287012466,X_A0_U4_P2_L3_I4_T2
L5,A0,U4,P0,I8,T5,position_fusion,5,95.91810510569917,201.004072149902,1.4000562100182146,118.48382160265987,231.8021379954777,30.798065845575717,1.0,30.798065845575717,56.53773713378821,150.60872926709547,145.96174502795822,X_A0_U4_P0_L5_I8_T5
L0,A0,U4,P2,I2,T4,position_fusion,5,89.79116089709882,160.54895069664576,0.0,100.4774446398323,191.34655064695076,30.797599950305,1.0,71.25318729883193,44.82456677370129,126.76392149244543,269.79351256007124,X_A0_U4_P2_L0_I2_T4
L0,A0,U4,P2,I7,T4,position_fusion,5,89.79116089709882,160.54895069664576,0.0,100.4774446398323,191.34655064695076,30.797599950305,1.0,71.25318729883193,44.82456677370129,126.76392149244543,269.79351256007124,X_A0_U4_P2_L0_I7_T4
L15,A0,U4,P0,I6,T5,position_fusion,5,96.62929800902093,201.02270371219703,0.8818081549343403,118.10583389824649,231.8021379954777,30.779434283280647,1.0,30.779434283280647,56.49470895098153,150.01987465563892,146.61400456737707,X_A0_U4_P0_L15_I6_T5
L19,A0,U4,P0,I8,T5,position_fusion,5,96.7231057962106,201.024886405593,1.2246269856826846,118.2565624604625,231.8021379954777,30.777251589884695,1.0,30.777251589884695,56.532661322816956,150.16897453095402,146.50965956242698,X_A0_U4_P0_L19_I8_T5
L18,A0,U4,P3,I5,T3,position_fusion,5,89.39994928120369,169.5021164073433,0.8664573635991845,101.75017876694889,200.2766290041533,30.774512596810006,1.0,62.30002158813439,50.72464423101276,141.2052017378424,217.82244060328563,X_A0_U4_P3_L18_I5_T3
L3,A0,U4,P3,I3,T4,position_fusion,5,89.36021819033618,169.52085307898855,0.8289459435298677,103.40369920502454,200.2766290041533,30.755775925164755,1.0,62.28128491648914,50.93806596645301,141.80156817597785,204.02758087958466,X_A0_U4_P3_L3_I3_T4
L19,A0,U4,P2,I5,T4,position_fusion,5,90.69946780863431,160.6149198828595,1.5280249676207525,100.7093039528938,191.34655064695076,30.731630764091232,1.0,71.18721811261817,44.23510596703947,126.91143944733619,276.35947765510775,X_A0_U4_P2_L19_I5_T4
L14,A0,U4,P3,I7,T4,position_fusion,5,90.28616141706941,169.55701468058402,0.6253947872274205,102.47218125489239,200.2766290041533,30.71961432356927,1.0,62.24512331489366,50.7798296762512,141.58225142817463,211.5319277782258,X_A0_U4_P3_L14_I7_T4
L2,A0,U4,P0,I0,T2,position_fusion,5,97.74053414129303,201.08498975157445,3.833380641976313,119.23754871526191,231.8021379954777,30.71714824390324,1.0,30.71714824390324,56.21480762740455,157.4346981389471,146.8913650513435,X_A0_U4_P0_L2_I0_T2
L1,A0,U4,P4,I5,T2,position_fusion,5,66.68642945473398,108.1693791622989,3.506614418123942,72.71187973785551,138.8862359430275,30.716856780728584,1.0,123.63275883317878,15.450694517894032,102.52514416160878,399.9216745524371,X_A0_U4_P4_L1_I5_T2
L19,A0,U4,P3,I2,T3,position_fusion,5,90.19300156040491,169.6133465409603,0.8955393902811051,102.85414102204984,200.2766290041533,30.663282463193024,1.0,62.188791454517414,51.01212837165296,142.66152928376408,202.99934163807765,X_A0_U4_P3_L19_I2_T3
L18,A0,U4,P2,I2,T2,position_fusion,5,94.29224576350683,160.70086436056724,6.031639522267997,103.71571737522243,191.34655064695076,30.645686286383523,1.0,71.10127363491046,41.16858355079263,135.5449233646621,270.0316688920849,X_A0_U4_P2_L18_I2_T2
L14,A0,U4,P3,I1,T4,position_fusion,5,89.30950923104149,169.665701927837,2.1372248821760143,102.39152251290474,200.2766290041533,30.610927076316283,1.0,62.13643606764067,50.95590984897506,142.83144196249697,199.67655249675562,X_A0_U4_P3_L14_I1_T4
L3,A0,U4,P3,I4,T4,position_fusion,5,89.70312096288266,169.67972026924696,0.43396856531551564,103.05373339812843,200.2766290041533,30.59690873490636,1.0,62.12241772623074,50.65045644459648,142.4674885991502,205.45337838228073,X_A0_U4_P3_L3_I4_T4
L10,A0,U4,P0,I5,T4,position_fusion,5,97.04592275686859,201.20649078502817,5.122331273398292,118.56785245723941,231.8021379954777,30.59564721044952,1.0,30.59564721044952,56.41691813782336,150.36035137156694,147.63601827256966,X_A0_U4_P0_L10_I5_T4
L0,A0,U4,P4,I2,T2,position_fusion,5,67.9818319728933,108.30128218081192,0.0,73.56558447509559,138.8862359430275,30.58495376221556,1.0,123.50085581466575,17.053888405322056,102.05585655022269,417.68260181600306,X_A0_U4_P4_L0_I2_T2
L0,A0,U4,P4,I7,T2,position_fusion,5,67.9818319728933,108.30128218081192,0.0,73.56558447509559,138.8862359430275,30.58495376221556,1.0,123.50085581466575,17.053888405322056,102.05585655022269,417.68260181600306,X_A0_U4_P4_L0_I7_T2
L11,A0,U4,P3,I5,T2,position_fusion,5,96.88162151065768,169.69679842639533,4.339358111127884,106.59777893943274,200.2766290041533,30.579830577757992,1.0,62.105339569082375,45.69604929146384,144.71920446669358,169.9294915108786,X_A0_U4_P3_L11_I5_T2
L18,A0,U4,P0,I3,T3,position_fusion,5,96.48851080183434,201.22698110500244,0.8258095123602114,118.12774317963424,231.8021379954777,30.575156890475256,1.0,30.575156890475256,56.48502730662447,149.84666487659334,147.55210685324556,X_A0_U4_P0_L18_I3_T3
L3,A0,U4,P0,I5,T5,position_fusion,5,96.47302587136001,201.24601840829715,0.9313996909224681,118.6086477828597,231.8021379954777,30.556119587180547,1.0,30.556119587180547,56.58198696909419,151.14025468577805,144.75848222277682,X_A0_U4_P0_L3_I5_T5
L2,A0,U4,P3,I8,T4,position_fusion,5,89.87271312575541,169.7261375283171,2.319143542462137,103.71247525843387,200.2766290041533,30.55049147583619,1.0,62.076000467160576,50.798913906056434,141.78191151757383,202.3582876850484,X_A0_U4_P3_L2_I8_T4
L5,A0,U4,P3,I3,T3,position_fusion,5,89.90865637392241,169.73033737840765,1.9432388356099854,102.03731186402698,200.2766290041533,30.546291625745663,1.0,62.07180061707005,50.82431604208081,141.32130197579292,211.08026971911423,X_A0_U4_P3_L5_I3_T3
L0,A0,U4,P5,I4,T2,position_fusion,5,77.65291666546507,126.1924423683669,0.0,84.87350396848595,156.73705943320283,30.544617064835933,1.0,105.6096956271108,37.79887109299395,91.22505902954936,380.05073101690186,X_A0_U4_P5_L0_I4_T2
L3,A0,U4,P3,I1,T2,position_fusion,5,95.20211031781946,169.73231190846414,4.844988282349805,107.20810819323614,200.2766290041533,30.54431709568916,1.0,62.06982608701355,47.614412815113354,145.31413941545011,250.27538477483284,X_A0_U4_P3_L3_I1_T2
L1,A0,U4,P0,I0,T4,position_fusion,5,96.73059010338697,201.31015539809806,0.7519802635410067,118.41226395304247,231.8021379954777,30.491982597379614,1.0,30.491982597379614,56.56975917747059,150.85914962437366,145.3546187839224,X_A0_U4_P0_L1_I0_T4
L12,A0,U4,P3,I1,T2,position_fusion,5,95.79688054451259,169.78516180648063,5.49959547054283,107.3724623249955,200.2766290041533,30.491467197672677,1.0,62.01697618899707,48.590104597940524,145.88620722418588,265.95993452491064,X_A0_U4_P3_L12_I1_T2
L15,A0,U4,P2,I5,T4,position_fusion,5,89.81032007785669,160.92918540850596,3.1714863480032416,100.9414681622297,191.34655064695076,30.417365238444802,1.0,70.87295258697173,44.69390258946781,129.62087391054212,276.44015743999387,X_A0_U4_P2_L15_I5_T4
L18,A0,U4,P0,I1,T3,position_fusion,5,97.68102578430232,201.51610326567604,2.209251951885233,119.73474446479322,231.8021379954777,30.286034729801656,1.0,30.286034729801656,56.61969572649192,151.58362099656793,142.8368161313828,X_A0_U4_P0_L18_I1_T3
L17,A0,U4,P0,I7,T3,position_fusion,5,96.73450030427321,201.52526582950148,2.104872061282888,119.72783473500829,231.8021379954777,30.276872165976215,1.0,30.276872165976215,56.711430434258716,152.95475672774413,141.24822890271815,X_A0_U4_P0_L17_I7_T3
L13,A0,U4,P3,I7,T4,position_fusion,5,90.36331685204703,170.04425882731007,1.6900053615691346,103.26315944880352,200.2766290041533,30.232370176843244,1.0,61.757879168167634,51.00836191665125,141.8326137926859,204.31190292142657,X_A0_U4_P3_L13_I7_T4
L0,A0,U4,P1,I6,T3,position_fusion,5,81.93178471617654,149.39287592817573,0.0,93.1237301263166,179.58127537090328,30.188399442727558,1.0,82.40926206730197,48.04324909803572,118.76812255771031,325.1271133416526,X_A0_U4_P1_L0_I6_T3
L3,A0,U4,P0,I1,T3,position_fusion,5,97.37670536238295,201.6217466925134,1.713321879284581,119.79450350565719,231.8021379954777,30.180391302964306,1.0,30.180391302964306,56.58775136369495,151.0410630163572,144.04249912605016,X_A0_U4_P0_L3_I1_T3
L18,A0,U4,P1,I3,T2,position_fusion,5,84.93387906907722,149.4088035169663,2.940890263967983,94.95256978397069,179.58127537090328,30.172471853936997,1.0,82.3933344785114,45.73863804268181,124.70235930939086,300.4453115860163,X_A0_U4_P1_L18_I3_T2
L16,A0,U4,P0,I8,T5,position_fusion,5,96.94266852512395,201.63323210346883,0.9281289989910116,118.52007975367755,231.8021379954777,30.168905892008866,1.0,30.168905892008866,56.564135369079075,150.64157167660937,144.91938961146286,X_A0_U4_P0_L16_I8_T5
L16,A0,U4,P3,I3,T3,position_fusion,5,89.54590910643965,170.15072823800693,0.6727390219498086,101.49418445094916,200.2766290041533,30.125900766146355,1.0,61.651409757470745,50.89223016672021,141.968406770384,207.02577421637028,X_A0_U4_P3_L16_I3_T3
