row_spec,seed_id,stage,cache_key,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L14:I7:T6,S00,simulate_imu_prior,L14:I7,0.8121858880000161,,,,
R2:L14:I7:T6,S00,build_track_tensors,L14:I7,15.084995073000016,,,,
R2:L14:I7:T6,S00,torch_gpu,,16.764450092000004,0,1,16.764450092000004,16.764450092000004
R2:L14:I7:T8,S00,torch_gpu,,13.359584586000011,0,1,13.359584586000011,13.359584586000011
R2:L14:I8:T6,S00,simulate_imu_prior,L14:I8,0.5667633099999989,,,,
R2:L14:I8:T6,S00,build_track_tensors,L14:I8,13.50135401899999,,,,
R2:L14:I8:T6,S00,torch_gpu,,13.159187154999984,0,1,13.159187154999984,13.159187154999984
R2:L14:I8:T8,S00,torch_gpu,,15.570339533999999,0,1,15.570339533999999,15.570339533999999
R2:L14:I1+I3+I7:T6,S00,simulate_imu_prior,L14:I1+I3+I7,0.550545239999991,,,,
R2:L14:I1+I3+I7:T6,S00,build_track_tensors,L14:I1+I3+I7,12.747226896,,,,
R2:L14:I1+I3+I7:T6,S00,torch_gpu,,8.15640791300001,0,1,8.15640791300001,8.15640791300001
R2:L14:I1+I3+I7:T8,S00,torch_gpu,,15.179640207000034,0,1,15.179640207000034,15.179640207000034
R2:L14:I1+I2+I3+I8:T6,S00,load_imu_prior_cache,L14:I1+I2+I3+I8,0.002765569000018786,,,,
R2:L14:I1+I2+I3+I8:T6,S00,build_track_tensors,L14:I1+I2+I3+I8,11.827114924,,,,
R2:L14:I1+I2+I3+I8:T6,S00,torch_gpu,,2.3348876530000098,0,1,2.3348876530000098,2.3348876530000098
R2:L14:I1+I2+I3+I8:T8,S00,torch_gpu,,3.720556027999976,0,1,3.720556027999976,3.720556027999976
