row_spec,stage,wall_time_s,gpu_warmup,repeat_count,wall_time_min_s,wall_time_max_s
R2:L0:I0:T6,simulate_imu_prior,0.09914277300413232,,,,
R2:L0:I0:T6,cpu_golden,0.1875468429934699,,,,
R2:L0:I0:T6,torch_gpu,0.46394505600619595,0,1,0.46394505600619595,0.46394505600619595
R2:L2:I3:T6,simulate_imu_prior,0.6136772720055887,,,,
R2:L2:I3:T6,cpu_golden,0.21511083999939729,,,,
R2:L2:I3:T6,torch_gpu,0.305724783000187,0,1,0.305724783000187,0.305724783000187
