layout,capture,capture_name,tag,n,mean_x,mean_y,mean_z,std_x,std_y,std_z,std_3d,gdop
V1 no delay,ID21,ID21_static_center_low_bcgf_20260504_211632,BSF66F,601,2557.042152491089,1303.2588809543397,85.41674887932433,24.809352647879805,34.79703096107165,55.83727405739704,70.31456831036868,1.3059137763624304
V1 no delay,ID22,ID22_static_center_low_cdhg_20260504_212804,BSF66F,601,2654.0737454934333,1289.7562322240317,95.47153650842968,38.03513582887157,49.03379057311722,54.52773026206339,82.6090645330243,1.3035158272586271
V1 no delay,ID23,ID23_static_center_low_adhe_20260504_213240,BSF66F,601,2495.689394823077,1266.8243967323315,92.2177490447407,43.13588835505534,71.4319141272239,88.01911972036564,121.28721555220463,1.3105749193391751
V1 no delay,ID24,ID24_static_center_high_abef_20260504_213644,BSF66F,601,2543.2578942373657,1492.182715518799,1546.9521880780367,23.432980580878272,27.004527610916874,57.98201227238996,68.11947473041883,1.2822288441015262
V1 no delay,ID25,ID25_static_center_high_bcgf_20260504_214158,BSF66F,601,2508.279431569951,1410.5362558111503,1530.4812994694314,24.235648920997896,33.87833725318945,43.840245686776775,60.473759231088486,1.290086442742792
V1 no delay,ID26,ID26_static_center_high_cdhg_20260504_214543,BSF66F,600,2470.925438936645,1521.802832237099,1443.028061573471,28.252849972800103,40.56319013191703,48.812453740753966,69.47122832840115,1.3169754599384158
V1 no delay,ID27,ID27_static_center_high_adhe_20260504_214918,BSF66F,600,2508.90882798435,1494.937500214025,1579.4974854670234,23.15839908608231,31.707298095155238,36.49511741946274,53.60557616690325,1.2736657165299277
V3 Tukey,ID01,ID01_static_center_low_20260504_191930,BSF66F,601,2429.3186531631063,1361.4140327772254,-121.72816297666574,31.339314769359785,50.4940026500408,50.06295806650041,77.70519110203331,1.2660847884904483
V3 Tukey,ID02,ID02_static_center_mid_20260504_192643,BSF66F,601,2434.410714829935,1530.4076238670905,793.737134786926,17.545617637348123,25.893626356836204,43.71623764315159,53.753493075854784,1.4822932632060004
V3 Tukey,ID03,ID03_static_center_high_20260504_193419,BSF66F,601,2398.184359438212,1589.4929122270269,1393.180257094791,21.846292231158497,38.4907440397788,65.83981666636414,79.33271279645858,1.3191209962317145
V3 Tukey,ID04,ID04_static_abef_low_20260504_193907,BSF66F,600,2604.128655642313,407.2197347444504,149.30235321372973,39.32955143701151,66.32880541727158,62.10825803764242,99.0139372047652,1.3470731248849162
V3 Tukey,ID05,ID05_static_abef_mid_20260504_194325,BSF66F,601,2237.7997026477406,404.8446287715956,402.44055982195084,47.092155972515314,73.66813394876893,146.61852773087725,170.70927856330331,1.4274257686248328
V3 Tukey,ID06,ID06_static_abef_high_20260504_194915,BSF66F,601,2518.232322036615,514.7020853630613,1501.5594122437392,40.78309212701824,46.85680814084516,64.196366979002,89.33081554475773,1.3458325780431986
V3 Tukey,ID07,ID07_static_bcgf_low_20260504_195344,BSF66F,601,3638.9760721702564,1557.7921507654773,-11.04106708500938,55.46860730252994,49.61742997992315,36.342568585529236,82.82172447666585,1.2082673694860029
V3 Tukey,ID08,ID08_static_bcgf_mid_20260504_195949,BSF66F,601,3856.5964887218934,1443.8392194520281,903.8295272243463,41.467121242747695,65.63233019326057,92.07953300905214,120.43988255525261,1.263526376321038
V3 Tukey,ID09,ID09_static_bcgf_high_20260504_200457,BSF66F,601,3813.5619351553496,1381.0907489030205,1735.9829542943546,32.969785927252744,36.245961577732025,59.99150768231633,77.458101634243,1.144356088586488
V3 Tukey,ID10,ID10_static_cdhg_low_20260504_200934,BSF66F,601,2636.8513945244013,2253.268366040821,-34.397043131262194,49.56596897379425,64.90782284884742,84.43006279298068,117.46593655402894,1.3367176153478193
V3 Tukey,ID11,ID11_static_cdhg_mid_20260504_201411,BSF66F,601,2497.28231400854,2516.56458841627,880.6241199812328,31.38791641732336,51.44282006961667,146.08348505523344,158.02515508493718,1.4777940348598688
V3 Tukey,ID12,ID12_static_cdhg_high_20260504_202045,BSF66F,601,2368.5943058019498,2384.484271368638,1393.879596591404,32.597320933268996,35.16779873534338,74.12555096626978,88.28338861852333,1.3350195662893265
V3 Tukey,ID13,ID13_static_adhe_low_20260504_202835,BSF66F,601,828.2035477325671,1449.064825941367,57.279332783099335,62.45155566840933,61.623050371724396,127.03562053724244,154.38797241949504,1.2394932862549444
V3 Tukey,ID14,ID14_static_adhe_mid_20260504_203438,BSF66F,540,1076.9108590042597,1393.153554879984,500.0249811429249,60.6653045728397,68.09956191767708,185.90319319606158,207.0696181306836,1.3530027317598934
V3 Tukey,ID15,ID15_static_adhe_high_20260504_203935,BSF66F,600,976.7494788070713,1571.0041124108293,1371.35583997928,30.47958349972029,40.64854892681323,46.4635518328937,68.84890114664104,1.242359522816321
V3 Tukey,ID16,ID16_static_center_mid_abef_20260504_205152,BSF66F,601,2535.1442083283173,1351.8508436831767,1006.6275205405948,15.616285401221454,24.270524079672683,36.55532401894931,46.57486900641531,1.4387605559170364
V3 Tukey,ID17,ID17_static_center_mid_bcgf_20260504_205705,BSF66F,524,2520.12559021023,1355.348298352728,1049.667455001995,24.845187768888284,30.834077303726154,52.13785015445151,65.47044445527705,1.4289379833626026
V3 Tukey,ID18,ID18_static_center_mid_cdhg_20260504_210127,BSF66F,601,2549.527029733325,1350.3615977421728,986.0435084300309,23.497261663371592,37.93880278614626,47.11870144662612,64.89719630723147,1.4424330004988593
V3 Tukey,ID19,ID19_static_center_mid_adhe_20260504_210657,BSF66F,601,2578.478509556315,1372.834351445215,961.3398550993766,18.262856256977994,27.736289349626333,43.013625494069416,54.341564604759895,1.4454024949973558
V3 Tukey,ID20,ID20_static_center_low_abef_20260504_212236,BSF66F,601,2592.5930030982568,1314.7623294631014,15.020443612528151,25.792347018378003,45.11316870588876,50.92661579011156,72.75962720654947,1.3015889272732613
V3 Tukey,ID21,ID21_static_center_low_bcgf_20260504_211632,BSF66F,601,2555.1642033544067,1283.1286379285025,12.474930244275601,23.452911796546903,40.01971444302536,54.193138170494635,71.33381274405724,1.3020416480344221
V3 Tukey,ID22,ID22_static_center_low_cdhg_20260504_212804,BSF66F,601,2646.28094219918,1266.3120339951577,35.381830590652335,39.16330056981619,49.58134514312166,60.61445265542072,87.5567574116319,1.3041096957083682
V3 Tukey,ID23,ID23_static_center_low_adhe_20260504_213240,BSF66F,601,2499.1700707089376,1232.4941596946107,65.38625528331838,41.14605545111932,73.78816116655676,91.35339945109678,124.43124285644659,1.3209942677510218
V3 Tukey,ID24,ID24_static_center_high_abef_20260504_213644,BSF66F,601,2540.7693118751854,1490.0478526837908,1520.8587204725386,22.74675248012553,25.633072417741086,56.192426904272736,65.81837122990275,1.2747445811386233
V3 Tukey,ID25,ID25_static_center_high_bcgf_20260504_214158,BSF66F,601,2507.8963305139628,1414.616998984063,1498.0815560841838,21.113517273674105,37.19239818851914,47.53752288260382,63.94428181231828,1.2850403647842852
V3 Tukey,ID26,ID26_static_center_high_cdhg_20260504_214543,BSF66F,600,2473.0887071231464,1518.2794851619087,1430.2507246410912,31.37571821872121,45.15608572546337,59.20888914762952,80.80346728873874,1.3057317121689127
V3 Tukey,ID27,ID27_static_center_high_adhe_20260504_214918,BSF66F,600,2506.5057437202527,1500.3937444809928,1554.3161149201844,21.909175916783695,29.996024439628798,34.618515980448294,50.77612746383813,1.2655229241105512
V4 inter-only,ID01,ID01_static_center_low_20260504_191930,BSF66F,601,2423.286245361122,1378.9245361158733,-101.49517486822585,33.9012751971618,50.89190307403065,55.73890031423776,82.74120658251705,1.25859557591855
V4 inter-only,ID02,ID02_static_center_mid_20260504_192643,BSF66F,601,2438.5819756360133,1522.1642779453518,805.5649380319944,18.564673082753345,26.22900350042902,44.495678744209904,54.886001295439236,1.48297438495312
V4 inter-only,ID03,ID03_static_center_high_20260504_193419,BSF66F,601,2402.69595027484,1567.639792485766,1431.6874616865305,24.607883539973784,37.06837727154412,58.752602720776494,73.6985810740467,1.3222030062179606
V4 inter-only,ID04,ID04_static_abef_low_20260504_193907,BSF66F,600,2637.372775080081,456.62551505579756,226.26511329619186,40.998391188823646,68.53707361772024,77.67912776571204,111.4102572952528,1.3595758304337617
V4 inter-only,ID05,ID05_static_abef_mid_20260504_194325,BSF66F,601,2256.450181060626,431.2289041477377,426.32156474309323,60.00622782688493,65.61825785476428,197.19829005889295,216.3184429124286,1.4275887319151748
V4 inter-only,ID06,ID06_static_abef_high_20260504_194915,BSF66F,601,2543.862122721202,516.769599666296,1531.1928313917472,36.80268397208226,47.967211274668294,54.56724223746695,81.44246331257438,1.3410295379869484
V4 inter-only,ID07,ID07_static_bcgf_low_20260504_195344,BSF66F,601,3627.838067803557,1598.292788842046,9.807128895143666,57.8173767307525,52.99703528374578,40.19888583399372,88.13333775131188,1.2047633230051233
V4 inter-only,ID08,ID08_static_bcgf_mid_20260504_195949,BSF66F,601,3852.4802618309936,1482.680005618537,889.8019391392697,40.385984482258856,65.20220896987688,105.68997476297136,130.58608870224373,1.2696669042578592
V4 inter-only,ID09,ID09_static_bcgf_high_20260504_200457,BSF66F,601,3817.5385751078757,1390.8761731525667,1738.653736594601,37.62603536152621,39.35493194345139,49.10373848035414,73.31920852032925,1.1576162424972376
V4 inter-only,ID10,ID10_static_cdhg_low_20260504_200934,BSF66F,601,2606.8781456167294,2282.2538120218064,4.377011324579606,54.64490101564951,73.77593942552654,82.48404476522403,123.42030661913206,1.3288406373948265
V4 inter-only,ID11,ID11_static_cdhg_mid_20260504_201411,BSF66F,601,2477.7550097854505,2504.309308554567,917.3906821567693,33.07874368079163,58.55238665247343,162.97046935326418,176.30076332059224,1.4833354346819994
V4 inter-only,ID12,ID12_static_cdhg_high_20260504_202045,BSF66F,601,2354.4377848448457,2378.353123083738,1450.6721194236459,31.49681436005022,35.57371521395982,66.1681312633527,81.46017507862143,1.3355057096996525
V4 inter-only,ID13,ID13_static_adhe_low_20260504_202835,BSF66F,601,839.2865543409449,1431.9863119480383,82.38132799948477,54.285540049079735,56.34228325740998,103.02401967801245,129.3650701375528,1.231340951977495
V4 inter-only,ID14,ID14_static_adhe_mid_20260504_203438,BSF66F,540,1094.73908633706,1350.9500592115232,498.435114431053,82.07699743783715,76.01454830591008,244.314438882075,268.7087458733441,1.3495961812900774
V4 inter-only,ID15,ID15_static_adhe_high_20260504_203935,BSF66F,600,983.7122269772482,1525.740478213748,1433.1110908853989,29.601222656131483,38.98993376684274,50.4335671675061,70.28507675972193,1.2388709120591805
V4 inter-only,ID16,ID16_static_center_mid_abef_20260504_205152,BSF66F,601,2542.5573829940927,1344.0011528623957,1024.9253343390262,16.805964749808922,25.739251558215603,37.62933841681775,48.58926457188173,1.4421225948865712
V4 inter-only,ID17,ID17_static_center_mid_bcgf_20260504_205705,BSF66F,524,2528.848111700476,1353.2511681353935,1066.2103390831298,26.407431422396535,31.238798939671234,54.17980387128829,67.88715740884315,1.4336345394560523
V4 inter-only,ID18,ID18_static_center_mid_cdhg_20260504_210127,BSF66F,601,2553.2404064154334,1346.0640644409507,1011.5119371132099,25.98006805879732,43.83331405004683,55.172893182767766,75.1024067464344,1.444120647185102
V4 inter-only,ID19,ID19_static_center_mid_adhe_20260504_210657,BSF66F,601,2583.7532482630627,1370.8392300651615,979.1854793247883,20.187006040144833,31.143287444374057,46.6541565408975,59.61568491806766,1.4480548332835108
V4 inter-only,ID20,ID20_static_center_low_abef_20260504_212236,BSF66F,601,2601.1057935765684,1317.4360588681004,42.3890601458448,29.273374462983288,46.04212077858769,50.24359120255339,74.17024871988362,1.29579578459237
V4 inter-only,ID21,ID21_static_center_low_bcgf_20260504_211632,BSF66F,601,2556.3081582344303,1287.7390290941994,58.3257428342907,24.750526685870334,34.25458981720814,52.16642584266323,67.13643928576523,1.30292132701864
V4 inter-only,ID22,ID22_static_center_low_cdhg_20260504_212804,BSF66F,601,2653.942750730849,1274.7844347912455,68.74028999950282,38.70040352812862,50.35373594958224,56.9912629493887,85.33008853790442,1.3008673623843456
V4 inter-only,ID23,ID23_static_center_low_adhe_20260504_213240,BSF66F,601,2490.4346273636274,1253.171629551374,66.3936136161328,42.16466364529834,70.93923755310584,83.71382549712374,117.55100537341231,1.3082173397767554
V4 inter-only,ID24,ID24_static_center_high_abef_20260504_213644,BSF66F,601,2548.196974614932,1482.6284661875623,1544.2479768052651,24.069730224921148,26.66853277056545,58.75433467409487,68.86678732328635,1.28170194656507
V4 inter-only,ID25,ID25_static_center_high_bcgf_20260504_214158,BSF66F,601,2513.606284724199,1402.3618718930059,1526.8438487960175,24.288674361039035,33.90926323407958,43.50137518204446,60.26730023838541,1.2902316339572844
V4 inter-only,ID26,ID26_static_center_high_cdhg_20260504_214543,BSF66F,600,2474.9825418136857,1512.0200636903587,1441.7902804093017,28.371340123131628,40.598501368074054,49.27772710900097,69.86748630618607,1.3172374763326045
V4 inter-only,ID27,ID27_static_center_high_adhe_20260504_214918,BSF66F,600,2514.4623101726934,1486.3074011441413,1577.3761013717622,23.24375463117035,31.55228084042093,36.3603839745015,53.45929365751134,1.2726535447194263
V4 joint roto,ID01,ID01_static_center_low_20260504_191930,BSF66F,601,2490.6971678607915,1362.625392783009,-108.73568972587296,31.490550488573607,45.66951573434699,48.89917546782743,73.9492312260009,1.2594136062532373
V4 joint roto,ID02,ID02_static_center_mid_20260504_192643,BSF66F,601,2499.677924672145,1502.773214305402,743.3477774224968,19.222414879097585,25.810612170521424,48.02360769968591,57.809651710545296,1.4910935001282581
V4 joint roto,ID03,ID03_static_center_high_20260504_193419,BSF66F,601,2466.323339304297,1553.8995868696752,1371.653086628194,24.589452177450056,34.20378942554798,56.45310877232371,70.43787233806927,1.3441541058359088
V4 joint roto,ID04,ID04_static_abef_low_20260504_193907,BSF66F,600,2708.6254633798685,477.4636768003033,194.57165263032388,33.27619711533943,74.01183370428288,66.93301384237093,105.19070854762965,1.352366639819888
V4 joint roto,ID05,ID05_static_abef_mid_20260504_194325,BSF66F,601,2341.892508769906,444.6579761340589,427.9417138047252,65.13561567091173,60.274663577964674,215.58050157881422,233.1322289157779,1.4316328298607166
V4 joint roto,ID06,ID06_static_abef_high_20260504_194915,BSF66F,601,2611.5173194838962,514.8740136982866,1481.2616686878387,29.54706167955773,51.8528697881814,48.495988767546145,76.89999925687677,1.3581091036096276
V4 joint roto,ID07,ID07_static_bcgf_low_20260504_195344,BSF66F,601,3690.648317124711,1614.6656353515639,-13.601385388444491,45.805946482444035,50.058685449653346,43.2228893740462,80.45044989271905,1.2026314587879567
V4 joint roto,ID08,ID08_static_bcgf_mid_20260504_195949,BSF66F,601,3898.4995884373116,1467.9100298007468,806.9906235467347,42.3301779388307,77.19770768105523,135.1046483435622,161.25940604994278,1.2844483005207663
V4 joint roto,ID09,ID09_static_bcgf_high_20260504_200457,BSF66F,601,3878.9025380259245,1367.496982306302,1682.4414614316793,39.346005147405336,34.475437413051566,37.16085187806959,64.16847215093026,1.1701434860890403
V4 joint roto,ID10,ID10_static_cdhg_low_20260504_200934,BSF66F,601,2667.2258481899203,2243.842996252362,-27.510784080614325,54.56404903816714,69.54665391625753,77.50049835465786,117.5597710256682,1.3221654457220198
V4 joint roto,ID11,ID11_static_cdhg_mid_20260504_201411,BSF66F,601,2542.6589730307714,2478.016232211092,880.7994056147631,35.6426424303636,57.380671943115544,166.35460587609876,179.54607867690777,1.4903638124331082
V4 joint roto,ID12,ID12_static_cdhg_high_20260504_202045,BSF66F,601,2419.427867598888,2364.9965768021116,1416.5552018987207,31.559788715354564,36.08277240900582,65.46083673772351,81.13635359615827,1.3418034619398478
V4 joint roto,ID13,ID13_static_adhe_low_20260504_202835,BSF66F,601,897.5484170185754,1404.7228574736223,59.647115153746746,56.46450863999248,59.53606292555159,105.99575623091378,134.04433544016072,1.2304918331627426
V4 joint roto,ID14,ID14_static_adhe_mid_20260504_203438,BSF66F,540,1169.9757670002807,1317.390426483974,434.401841016048,83.10284290897376,77.34971097781995,248.23257704123182,272.9624014263447,1.345508264568268
V4 joint roto,ID15,ID15_static_adhe_high_20260504_203935,BSF66F,600,1053.716535202713,1511.849836589436,1398.1852946144709,28.340177174692407,38.790382303675,54.98475205547194,73.01494614227929,1.2486964482460194
V4 joint roto,ID16,ID16_static_center_mid_abef_20260504_205152,BSF66F,601,2602.684412928273,1328.9924828247883,968.2405499323612,19.83406274268773,29.325036768925255,44.43952621240157,56.81742088798486,1.4600383401846104
V4 joint roto,ID17,ID17_static_center_mid_bcgf_20260504_205705,BSF66F,524,2594.2988295591194,1345.4618828946923,1008.9032721263761,27.60207766273928,31.60357833539487,64.25129363943795,76.7391007846887,1.4525857533020419
V4 joint roto,ID18,ID18_static_center_mid_cdhg_20260504_210127,BSF66F,601,2615.1023234603317,1328.7622486340786,970.3858493611305,28.87640434650611,45.5804866276052,62.29116202758534,82.41126352592285,1.458589085970512
V4 joint roto,ID19,ID19_static_center_mid_adhe_20260504_210657,BSF66F,601,2643.509442613158,1360.3902304130856,934.1309867201,21.820858251761592,36.198687956501736,58.982519738330524,72.56329994768846,1.462636226267113
V4 joint roto,ID20,ID20_static_center_low_abef_20260504_212236,BSF66F,601,2653.94516572662,1318.9816747668092,27.19200673966843,23.41417690772823,40.45166297295032,44.53812871065334,64.561642068571,1.295274655185802
V4 joint roto,ID21,ID21_static_center_low_bcgf_20260504_211632,BSF66F,601,2618.8766925409586,1278.541758186425,33.53944279120825,22.072434080293398,28.669892831752616,44.2045039542561,57.124366701565464,1.2986938958688496
V4 joint roto,ID22,ID22_static_center_low_cdhg_20260504_212804,BSF66F,601,2703.970882247944,1266.4718296784747,50.851139078039644,34.30385396514778,48.447578030408316,51.69324958518422,78.7154004407704,1.299659052585049
V4 joint roto,ID23,ID23_static_center_low_adhe_20260504_213240,BSF66F,601,2554.5749413021435,1233.4545703101464,54.14293795959549,43.38406495689131,66.64526132250319,82.34101847959262,114.47187983598906,1.3079532631727153
V4 joint roto,ID24,ID24_static_center_high_abef_20260504_213644,BSF66F,601,2611.5148006528075,1475.7463288793028,1490.134793018833,22.840646028361085,28.40399189910284,59.19034297290702,69.5124346289752,1.2998894583310914
V4 joint roto,ID25,ID25_static_center_high_bcgf_20260504_214158,BSF66F,601,2575.219732470144,1394.5056937538454,1471.7372031001962,27.213852272203233,29.645921982695867,45.08042795835053,60.42945830143957,1.3094755281818227
V4 joint roto,ID26,ID26_static_center_high_cdhg_20260504_214543,BSF66F,600,2532.035954864575,1509.2353655122272,1368.855211311038,24.904528320433887,36.661882477059585,41.73089680656743,60.87525692681224,1.343734188274581
V4 joint roto,ID27,ID27_static_center_high_adhe_20260504_214918,BSF66F,600,2577.025707871613,1473.8935294795629,1519.2788955930107,24.37251618139734,33.642793013180444,39.97428267441848,57.652409681421744,1.291756156911462
V4 joint all,ID01,ID01_static_center_low_20260504_191930,BSF66F,601,2503.5825809410353,1347.351292241797,-0.7225875227863868,26.3421636605606,37.55347972339001,51.32432608005783,68.83574560667539,1.2922939815451244
V4 joint all,ID02,ID02_static_center_mid_20260504_192643,BSF66F,601,2520.395337642538,1462.9328877162436,748.4860669114394,28.452489449685935,33.75479584831133,49.20440383901178,66.1060039315509,1.4888478473431779
V4 joint all,ID03,ID03_static_center_high_20260504_193419,BSF66F,601,2480.0390559493308,1522.1201598163432,1239.7312376777743,21.382072792618597,27.458465568523554,51.67744710725951,62.3034421826775,1.3930217305149493
V4 joint all,ID04,ID04_static_abef_low_20260504_193907,BSF66F,600,2688.380568135699,526.3857292573255,287.3829946110938,21.11268203580945,74.96056482245264,65.86941895993422,101.99809790072389,1.3746512705575948
V4 joint all,ID05,ID05_static_abef_mid_20260504_194325,BSF66F,601,2363.978452997524,501.1275268509007,295.4454829685208,39.25440914580178,73.91511006248048,140.16263792035144,163.24802357678377,1.3960250523465112
V4 joint all,ID06,ID06_static_abef_high_20260504_194915,BSF66F,601,2601.401243638532,536.7848984359695,1327.1202698336883,29.798851506557746,47.015790945887176,49.30157724299732,74.35792942265456,1.3979238904571265
V4 joint all,ID07,ID07_static_bcgf_low_20260504_195344,BSF66F,601,3655.536750853667,1608.3372222697235,88.24241382783596,28.42862190356161,30.462082258630005,36.17916033117416,55.18203186849873,1.2277133981902038
V4 joint all,ID08,ID08_static_bcgf_mid_20260504_195949,BSF66F,601,3829.3887329488007,1459.2967305218692,701.7045402157015,43.53684045564929,75.11153707990881,162.21747079292538,183.98833471125494,1.293107807128041
V4 joint all,ID09,ID09_static_bcgf_high_20260504_200457,BSF66F,601,3845.417009169444,1355.6909094009588,1572.3799723578395,31.413408924189007,28.484991184514975,34.0955582635142,54.41235224028552,1.1957568588919931
V4 joint all,ID10,ID10_static_cdhg_low_20260504_200934,BSF66F,601,2617.715294076259,2238.324724103035,95.8294987889217,46.0764590086341,53.31016867111645,64.59842137801695,95.59273091113708,1.3619967297665734
V4 joint all,ID11,ID11_static_cdhg_mid_20260504_201411,BSF66F,601,2551.0082523336005,2426.0325085690415,742.6990234797613,40.52782569052727,27.284870934537924,120.5174417579499,130.04392567512332,1.5016576112541944
V4 joint all,ID12,ID12_static_cdhg_high_20260504_202045,BSF66F,601,2420.100312274419,2293.8617850123405,1299.3952394390835,39.42340361068295,36.96008790550973,75.65159563392811,92.96997780032642,1.3784124718644435
V4 joint all,ID13,ID13_static_adhe_low_20260504_202835,BSF66F,601,901.0566304979897,1370.9632995704897,133.7955158629604,45.523520173727086,50.48090023936665,94.49820997510881,116.40714697338981,1.2504989370997437
V4 joint all,ID14,ID14_static_adhe_mid_20260504_203438,BSF66F,540,1164.0709186144488,1342.6842428014565,447.8729663917335,32.55841371479892,63.10690648802254,124.20172730251404,143.06851860224208,1.3494890912864206
V4 joint all,ID15,ID15_static_adhe_high_20260504_203935,BSF66F,600,1082.7531543207585,1492.5887193756566,1289.7637654612,29.13383041219132,42.08420175353196,49.88720350721505,71.47442329594969,1.2822577984072947
V4 joint all,ID16,ID16_static_center_mid_abef_20260504_205152,BSF66F,601,2631.5759697700455,1320.4082498876853,878.1874003216776,38.687932846817645,41.711863364711505,46.85353032552935,73.70135003703481,1.4714133822264712
V4 joint all,ID17,ID17_static_center_mid_bcgf_20260504_205705,BSF66F,524,2612.1198116459327,1336.382042777917,913.6060336104263,43.35403075468806,36.91600365581059,78.71274316704313,97.14967444863186,1.4692767535342834
V4 joint all,ID18,ID18_static_center_mid_cdhg_20260504_210127,BSF66F,601,2639.234502741409,1338.776791773812,862.2871639567336,54.19917807477511,59.505228322469605,69.04636419094493,106.04632718618322,1.4724628510394384
V4 joint all,ID19,ID19_static_center_mid_adhe_20260504_210657,BSF66F,601,2621.1124759593813,1342.4607157193084,870.641044298319,37.878518159622004,50.164145949761085,71.20250748340598,94.97905426335971,1.4734717016982737
V4 joint all,ID20,ID20_static_center_low_abef_20260504_212236,BSF66F,601,2650.4720000262528,1300.694533712779,141.08335243513545,24.192048777107413,38.281277363841276,41.301917488297924,61.29078078187176,1.3319542146246472
V4 joint all,ID21,ID21_static_center_low_bcgf_20260504_211632,BSF66F,601,2636.052761518,1297.5901433401211,142.09183981784116,26.759854651836594,32.3411566961298,41.38017337970099,58.94369335531289,1.3331008115333676
V4 joint all,ID22,ID22_static_center_low_cdhg_20260504_212804,BSF66F,601,2680.0628873203004,1252.79087454804,171.10238039343415,27.124953437585425,34.715779743518546,44.099973409068056,62.33583332941158,1.3393856591636115
V4 joint all,ID23,ID23_static_center_low_adhe_20260504_213240,BSF66F,601,2514.7167690978245,1305.4127150996878,122.26776187844926,51.00504464145512,74.57729378977074,89.63628311756193,127.27116947295771,1.332486413250203
